Dates,FANG
2018-06-20,127.4000015258789
2018-06-21,122.08999633789062
2018-06-25,125.37000274658203
2018-06-22,120.45999908447266
2018-06-26,121.6500015258789
2018-06-27,128.63999938964844
2018-06-28,127.8499984741211
2018-06-29,129.66000366210938
2018-07-02,128.10000610351562
2018-07-03,129.1999969482422
2018-07-05,130.77000427246094
2018-07-16,129.9499969482422
2018-09-18,134.7100067138672
2019-01-24,132.86000061035156
2019-09-05,129.05999755859375
2018-11-21,128.64999389648438
2020-01-13,130.0
2020-04-01,128.41000366210938
2020-06-19,128.11000061035156
2019-10-29,128.1699981689453
2020-01-16,130.00999450683594
2020-06-22,130.0
2018-10-03,129.82000732421875
2018-07-31,131.77000427246094
2019-03-12,132.05999755859375
2019-02-08,134.0500030517578
2019-01-07,131.57000732421875
2018-12-06,132.5
2019-08-19,130.0800018310547
2019-07-18,128.77000427246094
2019-05-15,130.69000244140625
2019-09-20,129.94000244140625
2019-11-01,131.22000122070312
2020-04-07,134.16000366210938
2020-06-25,131.5
2020-06-16,129.49000549316406
2019-11-04,131.0500030517578
2020-01-22,131.5800018310547
2019-11-07,132.57000732421875
2020-04-13,115.27999877929688
2019-07-01,118.11000061035156
2019-05-30,118.63999938964844
2018-08-15,119.16999816894531
2018-10-18,121.5
2019-03-27,123.79000091552734
2019-01-22,120.9800033569336
2018-12-21,121.5
2019-09-03,121.81999969482422
2018-11-19,120.4000015258789
2019-08-02,120.51000213623047
2020-01-28,120.80999755859375
2020-04-16,119.69000244140625
2019-11-13,119.80000305175781
2020-01-31,116.88999938964844
2018-12-04,113.5
2018-11-02,111.33000183105469
2019-07-16,111.75
2018-08-30,111.30999755859375
2018-10-01,117.70999908447266
2019-06-14,117.63999938964844
2019-05-13,118.44000244140625
2019-04-11,121.0999984741211
2019-02-06,122.95999908447266
2019-09-18,124.5
2020-02-03,126.44000244140625
2020-04-22,126.77999877929688
2019-11-19,129.97000122070312
2020-02-06,132.97999572753906
2019-11-22,131.1300048828125
2019-03-25,131.8800048828125
2019-02-21,133.22999572753906
2018-12-19,135.36000061035156
2018-07-12,135.10000610351562
2018-09-14,136.42999267578125
2018-08-13,135.1999969482422
2018-10-16,133.88999938964844
2019-07-31,131.82000732421875
2019-05-28,132.6300048828125
2019-04-26,128.92999267578125
2020-04-28,124.55999755859375
2019-11-25,121.87999725341797
2020-02-12,126.22000122070312
2020-05-01,127.61000061035156
2020-05-04,128.16000366210938
2019-06-12,125.12000274658203
2019-04-09,126.45999908447266
2019-03-08,124.08999633789062
2019-02-04,117.12000274658203
2018-07-27,112.62000274658203
2018-08-28,111.94999694824219
2019-01-03,109.9000015258789
2019-08-15,106.37999725341797
2018-10-31,105.93000030517578
2019-09-16,110.80000305175781
2020-02-18,112.5
2020-05-07,112.97000122070312
2018-08-17,114.75
2019-12-04,112.51000213623047
2020-02-21,110.2699966430664
2018-12-17,109.58000183105469
2019-08-30,106.20999908447266
2018-11-15,109.91000366210938
2019-07-29,106.68000030517578
2019-06-27,108.0199966430664
2019-04-24,107.55000305175781
2018-07-10,111.83000183105469
2018-09-12,110.76000213623047
2019-02-19,108.08000183105469
2019-01-18,109.16999816894531
2020-02-24,103.51000213623047
2020-05-13,105.77999877929688
2019-12-10,108.98999786376953
2020-02-27,108.2699966430664
2019-12-13,109.70999908447266
2020-05-19,105.06999969482422
2019-03-06,111.26000213623047
2018-11-30,104.83999633789062
2019-08-13,96.94999694824219
2019-07-12,102.05999755859375
2019-06-10,99.43000030517578
2019-05-09,99.27999877929688
2018-07-25,98.37999725341797
2018-09-27,94.54000091552734
2018-10-29,91.83999633789062
2019-10-16,88.1500015258789
2019-12-16,86.51000213623047
2020-03-04,88.9800033569336
2020-05-22,88.37000274658203
2019-10-01,87.77999877929688
2019-12-19,85.61000061035156
2018-09-10,85.19000244140625
2019-05-24,88.47000122070312
2018-08-09,90.06999969482422
2019-04-22,91.06999969482422
2019-03-21,89.86000061035156
2019-01-16,94.33000183105469
2019-08-28,97.08999633789062
2018-11-13,99.7300033569336
2018-10-12,102.66999816894531
2019-06-25,105.70999908447266
2020-03-10,104.18000030517578
2020-05-28,102.69999694824219
2019-10-07,102.1500015258789
2020-03-13,103.31999969482422
2019-10-10,103.9000015258789
2020-03-16,104.12000274658203
2020-06-03,105.4000015258789
2018-11-28,101.20999908447266
2018-09-25,100.01000213623047
2018-07-23,100.98999786376953
2018-08-24,101.43000030517578
2019-07-10,99.23999786376953
2019-05-07,99.68000030517578
2019-04-05,100.08000183105469
2019-03-04,101.83000183105469
2019-01-31,102.31999969482422
2019-09-12,100.3499984741211
2019-12-31,101.66000366210938
2020-03-19,99.83999633789062
2020-01-03,97.66999816894531
2020-06-09,95.08000183105469
2019-02-15,94.86000061035156
2019-01-14,98.23999786376953
2018-07-06,99.01000213623047
2018-08-07,100.5
2018-10-10,104.08999633789062
2018-12-13,103.19999694824219
2019-08-26,103.48999786376953
2019-07-25,101.06999969482422
2019-05-22,102.63999938964844
2019-03-19,102.8499984741211
2020-01-06,104.76000213623047
2020-03-25,105.33000183105469
2020-06-12,102.58999633789062
2019-10-22,103.20999908447266
2020-01-09,102.7300033569336
2020-06-15,102.25
2019-10-25,99.44000244140625
2020-03-31,97.69999694824219
2020-06-18,92.87000274658203
2019-04-03,96.0
2018-08-22,98.01000213623047
2018-10-25,101.33999633789062
2019-01-29,103.23999786376953
2018-12-28,101.94999694824219
2018-11-26,101.9800033569336
2019-08-09,102.62000274658203
2019-07-08,102.69999694824219
2019-06-06,104.36000061035156
2019-09-10,101.08000183105469
2020-01-15,99.22000122070312
2020-04-03,101.94000244140625
2019-10-31,101.19000244140625
2020-04-06,101.0
2020-06-24,101.25
2018-11-09,102.3499984741211
2019-07-23,102.41000366210938
2019-06-21,99.5199966430664
2019-05-20,98.80000305175781
2019-04-18,100.05999755859375
2018-09-06,102.80000305175781
2018-10-08,102.22000122070312
2019-02-13,102.5999984741211
2018-12-11,99.83999633789062
2019-09-25,104.5199966430664
2020-01-21,105.33999633789062
2020-04-09,105.44999694824219
2019-11-06,107.12999725341797
2020-01-24,107.22000122070312
2020-01-27,108.27999877929688
2020-04-15,110.13999938964844
2018-12-26,110.2300033569336
2019-08-07,109.5
2019-06-04,105.72000122070312
2018-09-21,106.12999725341797
2018-07-19,105.81999969482422
2018-08-20,101.25
2018-10-23,99.02999877929688
2019-05-03,99.69999694824219
2019-04-01,98.77999877929688
2019-02-28,95.81999969482422
2019-11-12,101.48999786376953
2020-01-30,104.5999984741211
2019-11-15,106.62999725341797
2020-04-21,105.70999908447266
2019-04-16,107.66999816894531
2019-03-15,107.43000030517578
2019-02-11,109.7699966430664
2019-01-10,109.76000213623047
2019-08-22,109.31999969482422
2018-11-07,110.75
2018-08-03,108.83999633789062
2018-09-04,101.7699966430664
2019-06-19,101.63999938964844
2019-09-23,102.7300033569336
2019-11-18,100.08999633789062
2020-02-05,99.9000015258789
2020-04-24,97.61000061035156
2019-03-29,97.27999877929688
2019-11-21,97.16999816894531
2020-04-27,94.44999694824219
2020-02-11,95.91000366210938
2020-04-30,96.7699966430664
2019-05-01,96.44000244140625
2019-02-26,98.02999877929688
2019-01-25,97.83000183105469
2018-12-24,99.52999877929688
2019-09-06,98.22000122070312
2018-07-17,98.19999694824219
2018-09-19,102.25
2019-08-05,102.81999969482422
2019-10-08,105.56999969482422
2019-12-11,107.11000061035156
2019-11-27,107.08000183105469
2020-02-14,105.05000305175781
2020-05-06,105.55000305175781
2019-01-08,107.36000061035156
2018-12-07,107.94000244140625
2019-08-20,108.16999816894531
2018-11-05,103.95999908447266
2019-07-19,103.94000244140625
2018-10-04,106.0
2019-06-17,105.72000122070312
2019-05-16,105.12999725341797
2018-08-01,107.7300033569336
2019-03-13,107.7300033569336
2019-12-03,109.72000122070312
2020-02-20,106.3499984741211
2019-12-06,102.83999633789062
2020-05-12,101.70999908447266
2019-12-09,101.0199966430664
2020-02-26,103.04000091552734
2020-05-15,103.37000274658203
2019-03-28,103.23999786376953
2018-09-17,103.87000274658203
2018-08-16,100.68000030517578
2018-10-19,100.2699966430664
2019-04-29,99.04000091552734
2019-01-23,98.91999816894531
2019-09-04,102.0999984741211
2018-11-20,95.02999877929688
2019-07-02,94.83000183105469
2019-05-31,91.30999755859375
2019-12-12,88.79000091552734
2020-05-18,86.68000030517578
2019-09-27,93.5
2020-03-03,94.26000213623047
2020-05-21,95.2699966430664
2019-05-14,96.38999938964844
2018-08-31,96.16000366210938
2018-07-30,94.30999755859375
2018-10-02,95.58000183105469
2019-04-12,98.06999969482422
2019-03-11,98.69000244140625
2019-02-07,99.45999908447266
2019-07-17,99.13999938964844
2019-09-19,94.22000122070312
2019-10-21,93.11000061035156
2019-12-18,91.37000274658203
2020-03-06,92.8499984741211
2019-10-03,97.5
2020-03-09,96.8499984741211
2020-05-27,93.86000061035156
2019-12-24,97.73999786376953
2020-03-12,97.55999755859375
2018-12-20,95.08999633789062
2019-08-01,95.23999786376953
2018-08-14,97.01000213623047
2018-07-13,97.79000091552734
2018-10-17,95.56999969482422
2019-05-29,95.52999877929688
2019-03-26,101.80999755859375
2019-02-22,100.37000274658203
2019-10-04,97.19000244140625
2019-11-05,96.94000244140625
2019-12-27,95.80000305175781
2020-06-02,96.44000244140625
2019-12-30,93.58999633789062
2020-03-18,91.06999969482422
2020-06-05,89.08999633789062
2019-07-15,88.9000015258789
2018-12-03,88.5999984741211
2019-06-13,85.0
2019-01-04,82.44000244140625
2018-08-29,82.31999969482422
2019-02-05,83.98999786376953
2018-11-01,83.36000061035156
2019-08-16,80.7699966430664
2019-04-10,80.75
2019-09-17,81.13999938964844
2019-10-15,82.95999908447266
2020-01-02,80.93000030517578
2020-06-08,82.66000366210938
2019-10-18,83.33999633789062
2020-03-24,83.1500015258789
2020-06-11,81.94000244140625
2020-01-08,81.69999694824219
2019-04-25,82.83000183105469
2019-07-30,84.13999938964844
2019-02-20,86.04000091552734
2018-07-11,86.18000030517578
2018-09-13,86.01000213623047
2018-10-15,85.43000030517578
2019-06-28,84.08999633789062
2018-12-18,82.83999633789062
2018-11-16,85.80999755859375
2019-10-02,88.01000213623047
2020-03-27,90.08000183105469
2020-01-10,76.51000213623047
2019-10-24,74.55000305175781
2020-03-30,74.25
2020-06-17,73.70999908447266
2020-01-14,77.0999984741211
2020-04-02,76.22000122070312
2019-01-02,75.87999725341797
2019-08-14,76.08000183105469
2018-10-30,75.30000305175781
2019-06-11,73.86000061035156
2019-05-10,73.18000030517578
2019-04-08,74.1500015258789
2018-08-27,74.94000244140625
2018-07-26,74.22000122070312
2018-09-28,76.06999969482422
2019-03-07,76.86000061035156
2019-10-30,76.70999908447266
2020-01-17,76.75
2020-06-23,76.22000122070312
2020-04-08,77.16000366210938
2020-06-26,79.30999755859375
