Dates,FANG
2019-04-25,1218600.0
2019-07-30,1333500.0
2019-02-20,1015200.0
2018-07-11,961600.0
2018-09-13,1213500.0
2018-10-15,1707800.0
2019-06-28,1786700.0
2018-12-18,1409000.0
2018-11-16,1491200.0
2019-10-02,2150000.0
2020-03-27,2512500.0
2020-01-10,13543100.0
2019-10-24,5583200.0
2020-03-30,2361000.0
2020-06-17,3207700.0
2020-01-14,2975600.0
2020-04-02,2145700.0
2019-01-02,1589300.0
2019-08-14,2195500.0
2018-10-30,1717100.0
2019-06-11,1618800.0
2019-05-10,1591600.0
2019-04-08,3014900.0
2018-08-27,1748100.0
2018-07-26,2119600.0
2018-09-28,2149300.0
2019-03-07,1881400.0
2019-10-30,946200.0
2020-01-17,1677200.0
2020-06-23,1800300.0
2020-04-08,2598900.0
2020-06-26,2013700.0
2019-03-22,2031900.0
2019-01-17,1781600.0
2019-08-29,1710000.0
2018-11-14,3193800.0
2019-06-26,1660500.0
2018-09-11,1272000.0
2018-07-09,2780200.0
2018-08-10,1904100.0
2019-04-23,1594900.0
2019-09-30,2108400.0
2020-01-23,4300900.0
2019-11-08,1980300.0
2020-04-14,745300.0
2019-11-11,1466900.0
2020-01-29,1342400.0
2020-04-17,1790300.0
2018-07-24,1101500.0
2018-09-26,1822000.0
2019-05-08,2168500.0
2019-03-05,2018200.0
2019-02-01,2196900.0
2018-12-31,1991100.0
2018-11-29,1458900.0
2019-08-12,1684400.0
2019-07-11,2451800.0
2019-09-13,2048500.0
2019-11-14,1538700.0
2020-04-20,1586900.0
2020-02-04,1930400.0
2020-04-23,2215800.0
2018-12-14,2112200.0
2019-08-27,2058300.0
2018-08-08,1608500.0
2018-10-11,2338600.0
2018-11-12,2815100.0
2019-07-26,1379400.0
2019-06-24,3936700.0
2019-05-23,2437700.0
2019-03-20,2569400.0
2019-01-15,2249200.0
2019-11-20,2996200.0
2020-02-07,1309600.0
2020-02-10,1549500.0
2020-04-29,3973100.0
2019-11-26,1898200.0
2020-02-13,1999300.0
2019-01-30,2526600.0
2018-08-23,2084200.0
2018-09-24,2282400.0
2018-11-27,4359300.0
2018-10-26,2429400.0
2019-07-09,2015200.0
2019-06-07,2522700.0
2019-05-06,3401300.0
2019-04-04,3366500.0
2019-09-11,4306000.0
2019-11-29,4762200.0
2020-05-05,3284100.0
2019-12-02,3101200.0
2020-02-19,2453500.0
2020-05-08,2460900.0
2019-05-21,6880600.0
2019-03-18,19434300.0
2018-09-07,11259800.0
2018-08-06,7510100.0
2018-10-09,7646900.0
2019-02-14,6709900.0
2018-12-12,5636300.0
2019-07-24,6335400.0
2019-09-26,7658200.0
2019-10-28,7577400.0
2019-12-05,8186000.0
2020-05-11,6731200.0
2019-07-03,6282000.0
2020-02-25,5472600.0
2020-05-14,5156700.0
2020-02-28,3532600.0
2019-08-08,4627000.0
2019-06-05,5978800.0
2018-07-20,5043300.0
2018-08-21,10438900.0
2018-10-24,9649600.0
2019-04-02,5645200.0
2019-03-01,6543400.0
2019-01-28,5067400.0
2018-12-27,8914200.0
2019-09-09,5231200.0
2020-03-02,5110200.0
2020-05-20,5506700.0
2019-12-17,5225200.0
2020-03-05,5523300.0
2019-02-12,4717700.0
2019-01-11,4822500.0
2018-12-10,4616600.0
2019-08-23,5175800.0
2018-11-08,5358000.0
2019-07-22,3587000.0
2019-06-20,4282800.0
2018-09-05,5239400.0
2019-04-17,5480900.0
2019-09-24,3825500.0
2019-12-20,3596000.0
2020-05-26,5252200.0
2019-04-30,2879900.0
2019-12-23,2376700.0
2020-03-11,2806800.0
2020-05-29,2340200.0
2019-12-26,2651300.0
2020-06-01,3626200.0
2019-05-02,2732800.0
2019-02-27,2701900.0
2018-11-23,2909600.0
2019-08-06,2503800.0
2018-07-18,2104300.0
2018-09-20,1616800.0
2018-10-22,1773800.0
2019-07-05,2680900.0
2019-06-03,2796200.0
2019-10-09,1983000.0
2019-10-11,4330100.0
2020-03-17,2103300.0
2020-06-04,1941800.0
2019-10-14,2014500.0
2020-03-20,1697800.0
2018-11-06,4400900.0
2019-06-18,4506800.0
2019-05-17,4396800.0
2019-04-15,2612300.0
2019-03-14,3623300.0
2019-01-09,2636400.0
2018-08-02,2998500.0
2018-10-05,2151500.0
2019-08-21,2258800.0
2019-10-17,2401200.0
2020-03-23,5432500.0
2020-06-10,2671400.0
2019-02-25,2740100.0
2020-01-07,4372000.0
2020-03-26,3468600.0
2019-10-23,3699000.0
