Dates,FANG
2018-06-20,1799700.0
2018-06-21,2061300.0
2018-06-25,2211900.0
2018-06-22,1347400.0
2018-06-26,1347000.0
2018-06-27,2309000.0
2018-06-28,1417400.0
2018-06-29,1425700.0
2018-07-02,952300.0
2018-07-03,701700.0
2018-07-05,836300.0
2018-07-16,839100.0
2018-09-18,1089900.0
2019-01-24,2119500.0
2019-09-05,1455900.0
2018-11-21,837300.0
2020-01-13,897000.0
2020-04-01,851800.0
2020-06-19,507800.0
2019-10-29,1009800.0
2020-01-16,653600.0
2020-06-22,885800.0
2018-10-03,702000.0
2018-07-31,855600.0
2019-03-12,608600.0
2019-02-08,556200.0
2019-01-07,729600.0
2018-12-06,1388800.0
2019-08-19,625000.0
2019-07-18,724500.0
2019-05-15,544100.0
2019-09-20,1028900.0
2019-11-01,1028500.0
2020-04-07,659700.0
2020-06-25,1548400.0
2020-06-16,1897200.0
2019-11-04,1340700.0
2020-01-22,911900.0
2019-11-07,1239100.0
2020-04-13,11541400.0
2019-07-01,3945000.0
2019-05-30,2165100.0
2018-08-15,1904300.0
2018-10-18,2826800.0
2019-03-27,2283900.0
2019-01-22,990100.0
2018-12-21,1314800.0
2019-09-03,1638100.0
2018-11-19,1304700.0
2019-08-02,2070800.0
2020-01-28,1060800.0
2020-04-16,1852700.0
2019-11-13,1374500.0
2020-01-31,1778800.0
2018-12-04,1721700.0
2018-11-02,1902800.0
2019-07-16,1902400.0
2018-08-30,2335200.0
2018-10-01,2308500.0
2019-06-14,1962500.0
2019-05-13,2167900.0
2019-04-11,1582500.0
2019-02-06,2019400.0
2019-09-18,2071000.0
2020-02-03,1917000.0
2020-04-22,1801100.0
2019-11-19,2216700.0
2020-02-06,1891000.0
2019-11-22,2045700.0
2019-03-25,1283900.0
2019-02-21,1629000.0
2018-12-19,1215100.0
2018-07-12,1423900.0
2018-09-14,1820800.0
2018-08-13,1506800.0
2018-10-16,1428600.0
2019-07-31,1466900.0
2019-05-28,1228500.0
2019-04-26,1652100.0
2020-04-28,2204300.0
2019-11-25,1604800.0
2020-02-12,1073100.0
2020-05-01,1234900.0
2020-05-04,951100.0
2019-06-12,947800.0
2019-04-09,1298600.0
2019-03-08,2078900.0
2019-02-04,2636200.0
2018-07-27,1479700.0
2018-08-28,1766900.0
2019-01-03,1867800.0
2019-08-15,1768000.0
2018-10-31,2093100.0
2019-09-16,2455900.0
2020-02-18,1499900.0
2020-05-07,1556400.0
2018-08-17,1315400.0
2019-12-04,2266000.0
2020-02-21,3843100.0
2018-12-17,2403100.0
2019-08-30,2440200.0
2018-11-15,1889200.0
2019-07-29,2039200.0
2019-06-27,1676600.0
2019-04-24,1848800.0
2018-07-10,1632800.0
2018-09-12,2185600.0
2019-02-19,1912500.0
2019-01-18,1527500.0
2020-02-24,1443000.0
2020-05-13,2564000.0
2019-12-10,7557100.0
2020-02-27,3818000.0
2019-12-13,4893000.0
2020-05-19,33049700.0
2019-03-06,6422700.0
2018-11-30,3880300.0
2019-08-13,5247300.0
2019-07-12,3588900.0
2019-06-10,2668400.0
2019-05-09,2166300.0
2018-07-25,2795000.0
2018-09-27,4373200.0
2018-10-29,4368300.0
2019-10-16,3815000.0
2019-12-16,3899500.0
2020-03-04,4552800.0
2020-05-22,3320800.0
2019-10-01,5570500.0
2019-12-19,1673500.0
2018-09-10,3065300.0
2019-05-24,1932400.0
2018-08-09,1803100.0
2019-04-22,1508700.0
2019-03-21,2385200.0
2019-01-16,2275500.0
2019-08-28,2600800.0
2018-11-13,2267000.0
2018-10-12,3275400.0
2019-06-25,2257300.0
2020-03-10,1835500.0
2020-05-28,1531200.0
2019-10-07,1833700.0
2020-03-13,1245300.0
2019-10-10,1610100.0
2020-03-16,1259700.0
2020-06-03,1645700.0
2018-11-28,2429700.0
2018-09-25,1464900.0
2018-07-23,2267500.0
2018-08-24,2364300.0
2019-07-10,1631900.0
2019-05-07,1505100.0
2019-04-05,1287600.0
2019-03-04,2240300.0
2019-01-31,1274800.0
2019-09-12,2025300.0
2019-12-31,2340800.0
2020-03-19,1347000.0
2020-01-03,1892700.0
2020-06-09,1908900.0
2019-02-15,1374200.0
2019-01-14,1580200.0
2018-07-06,1569200.0
2018-08-07,1827600.0
2018-10-10,2132400.0
2018-12-13,2466600.0
2019-08-26,3395400.0
2019-07-25,2724800.0
2019-05-22,1874300.0
2019-03-19,1707600.0
2020-01-06,1854800.0
2020-03-25,1576500.0
2020-06-12,2404900.0
2019-10-22,1910600.0
2020-01-09,1459500.0
2020-06-15,1380800.0
2019-10-25,1680200.0
2020-03-31,1711100.0
2020-06-18,1873600.0
2019-04-03,1398800.0
2018-08-22,1920700.0
2018-10-25,2119200.0
2019-01-29,2550900.0
2018-12-28,1755600.0
2018-11-26,1396200.0
2019-08-09,1330900.0
2019-07-08,1531300.0
2019-06-06,1657700.0
2019-09-10,1412700.0
2020-01-15,1053200.0
2020-04-03,1353000.0
2019-10-31,880400.0
2020-04-06,2086300.0
2020-06-24,1508800.0
2018-11-09,1414000.0
2019-07-23,1209100.0
2019-06-21,1492000.0
2019-05-20,1751900.0
2019-04-18,1951600.0
2018-09-06,1577000.0
2018-10-08,1236700.0
2019-02-13,1208200.0
2018-12-11,3192700.0
2019-09-25,3828700.0
2020-01-21,1716500.0
2020-04-09,2224300.0
2019-11-06,1890500.0
2020-01-24,1480600.0
2020-01-27,2347500.0
2020-04-15,2130300.0
2018-12-26,2721500.0
2019-08-07,1261700.0
2019-06-04,1817400.0
2018-09-21,1224400.0
2018-07-19,1917800.0
2018-08-20,2127200.0
2018-10-23,1780900.0
2019-05-03,1697800.0
2019-04-01,1715300.0
2019-02-28,2597600.0
2019-11-12,4557800.0
2020-01-30,3515200.0
2019-11-15,2279900.0
2020-04-21,1587100.0
2019-04-16,1661700.0
2019-03-15,1416400.0
2019-02-11,1044500.0
2019-01-10,1281200.0
2019-08-22,1390900.0
2018-11-07,2239300.0
2018-08-03,1444400.0
2018-09-04,2143600.0
2019-06-19,1389000.0
2019-09-23,1428900.0
2019-11-18,2679600.0
2020-02-05,1645400.0
2020-04-24,1900500.0
2019-03-29,1950100.0
2019-11-21,1769100.0
2020-04-27,2088700.0
2020-02-11,1450800.0
2020-04-30,1674000.0
2019-05-01,1750900.0
2019-02-26,1516200.0
2019-01-25,1551700.0
2018-12-24,1079900.0
2019-09-06,1093000.0
2018-07-17,1256400.0
2018-09-19,1416700.0
2019-08-05,1205700.0
2019-10-08,1871900.0
2019-12-11,2484200.0
2019-11-27,1380200.0
2020-02-14,1302600.0
2020-05-06,1645400.0
2019-01-08,1005600.0
2018-12-07,1633900.0
2019-08-20,1467900.0
2018-11-05,1834000.0
2019-07-19,584800.0
2018-10-04,1355900.0
2019-06-17,804200.0
2019-05-16,1006300.0
2018-08-01,1097200.0
2019-03-13,1230900.0
2019-12-03,1243600.0
2020-02-20,1075200.0
2019-12-06,1652000.0
2020-05-12,1230500.0
2019-12-09,1423400.0
2020-02-26,1141900.0
2020-05-15,981600.0
2019-03-28,738900.0
2018-09-17,802700.0
2018-08-16,1127400.0
2018-10-19,1005500.0
2019-04-29,1186300.0
2019-01-23,1311900.0
2019-09-04,1473000.0
2018-11-20,4983800.0
2019-07-02,2019200.0
2019-05-31,2350900.0
2019-12-12,2593600.0
2020-05-18,3916400.0
2019-09-27,4293900.0
2020-03-03,1676100.0
2020-05-21,1915000.0
2019-05-14,1796900.0
2018-08-31,1783100.0
2018-07-30,1531100.0
2018-10-02,1302500.0
2019-04-12,1109000.0
2019-03-11,1034000.0
2019-02-07,961700.0
2019-07-17,905500.0
2019-09-19,1817400.0
2019-10-21,1659800.0
2019-12-18,1528600.0
2020-03-06,1760500.0
2019-10-03,1333000.0
2020-03-09,1703700.0
2020-05-27,1427100.0
2019-12-24,1160600.0
2020-03-12,1561800.0
2018-12-20,1623800.0
2019-08-01,2582100.0
2018-08-14,2724600.0
2018-07-13,1314200.0
2018-10-17,1575400.0
2019-05-29,1189600.0
2019-03-26,3985100.0
2019-02-22,2406400.0
2019-10-04,1550000.0
2019-11-05,1270700.0
2019-12-27,3524400.0
2020-06-02,1797800.0
2019-12-30,2268100.0
2020-03-18,2199000.0
2020-06-05,2467300.0
2019-07-15,1680800.0
2018-12-03,1125800.0
2019-06-13,3069100.0
2019-01-04,2013100.0
2018-08-29,2143400.0
2019-02-05,1328400.0
2018-11-01,1750400.0
2019-08-16,1900200.0
2019-04-10,1582500.0
2019-09-17,1334000.0
2019-10-15,1397300.0
2020-01-02,1244200.0
2020-06-08,2119200.0
2019-10-18,1516900.0
2020-03-24,1900500.0
2020-06-11,1358600.0
2020-01-08,1284200.0
