Dates,FANG
2018-06-20,126.38167572021484
2018-06-21,120.69470977783203
2018-06-25,122.47981262207031
2018-06-22,118.61695098876953
2018-06-26,123.43576049804688
2018-06-27,126.93770599365234
2018-06-28,127.63028717041016
2018-06-29,128.34237670898438
2018-07-02,126.1280746459961
2018-07-03,126.85966491699219
2018-07-05,128.7618408203125
2018-07-16,131.65899658203125
2018-09-18,133.3172607421875
2019-01-24,130.67376708984375
2019-09-05,127.55226135253906
2018-11-21,127.0840072631836
2020-01-13,128.11801147460938
2020-04-01,126.80113983154297
2020-06-19,127.44493865966797
2019-10-29,127.38641357421875
2020-01-16,128.849609375
2020-06-22,127.93265533447266
2018-10-03,127.95219421386719
2018-07-31,130.17626953125
2019-03-12,131.37606811523438
2019-02-08,131.249267578125
2019-01-07,129.09347534179688
2018-12-06,130.42987060546875
2019-08-19,128.7130584716797
2019-07-18,129.62025451660156
2019-05-15,131.1907501220703
2019-09-20,127.59125518798828
2019-11-01,130.3420867919922
2020-04-07,131.4346160888672
2020-06-25,130.50791931152344
2020-06-16,127.93265533447266
2019-11-04,131.4931182861328
2020-01-22,128.635009765625
2019-11-07,130.46888732910156
2020-04-13,114.81262969970703
2019-07-01,117.50492858886719
2019-05-30,117.35356140136719
2018-08-15,118.14451599121094
2018-10-18,119.7068862915039
2019-03-27,121.3083267211914
2019-01-22,118.74017333984375
2018-12-21,118.88663482666016
2019-09-03,119.84358978271484
2018-11-19,118.27146911621094
2019-08-02,119.04290008544922
2020-01-28,118.66204833984375
2020-04-16,118.23240661621094
2019-11-13,117.49028015136719
2020-01-31,114.69754028320312
2018-12-04,111.79739379882812
2018-11-02,110.00066375732422
2019-07-16,109.47335052490234
2018-08-30,113.6624755859375
2018-10-01,117.6758041381836
2019-06-14,116.01578521728516
2019-05-13,118.86711883544922
2019-04-11,119.80455017089844
2019-02-06,121.81608581542969
2019-09-18,125.5560302734375
2020-02-03,123.7397689819336
2020-04-22,125.5267105102539
2019-11-19,129.73536682128906
2020-02-06,131.34652709960938
2019-11-22,128.24134826660156
2019-03-25,130.90713500976562
2019-02-21,132.01055908203125
2018-12-19,133.5826873779297
2018-07-12,133.8268280029297
2018-09-14,136.62930297851562
2018-08-13,132.06915283203125
2018-10-16,133.14328002929688
2019-07-31,129.75489807128906
2019-05-28,131.9519805908203
2019-04-26,126.23955535888672
2020-04-28,121.69890594482422
2019-11-25,123.15386962890625
2020-02-12,124.92130279541016
2020-05-01,127.74333953857422
2020-05-04,126.46414184570312
2019-06-12,123.97411346435547
2019-04-09,124.1108169555664
2019-03-08,121.63056182861328
2019-02-04,116.3087387084961
2018-07-27,110.24478912353516
2018-08-28,111.55326080322266
2019-01-03,111.08455657958984
2019-08-15,105.62602233886719
2018-10-31,107.2957992553711
2019-09-16,109.71749877929688
2020-02-18,112.73480987548828
2020-05-07,111.63137817382812
2018-08-17,113.2621078491211
2019-12-04,110.7037353515625
2020-02-21,113.14493560791016
2018-12-17,108.0477066040039
2019-08-30,111.17244720458984
2018-11-15,107.6375732421875
2019-07-29,105.31355285644531
2019-06-27,106.15332794189453
2019-04-24,109.60030364990234
2018-07-10,111.7460708618164
2018-09-12,111.25728607177734
2019-02-19,106.2912368774414
2019-01-18,106.78002166748047
2020-02-24,102.52758026123047
2020-05-13,106.85822296142578
2019-12-10,107.37633514404297
2020-02-27,107.33724212646484
2019-12-13,109.4878921508789
2020-05-19,107.90422058105469
2019-03-06,109.65406799316406
2018-11-30,102.72310638427734
2019-08-13,99.53621673583984
2019-07-12,100.396484375
