Dates,GILD
2019-08-29,4272900.0
2018-11-14,5589800.0
2019-06-26,5732200.0
2018-09-11,8198900.0
2018-07-09,11647500.0
2018-08-10,7881300.0
2019-04-23,10105600.0
2019-09-30,9495300.0
2020-01-23,23440000.0
2019-11-08,7038200.0
2020-04-14,1965800.0
2019-11-11,3527400.0
2020-01-29,4463900.0
2020-04-17,5864300.0
2018-07-24,6984700.0
2018-09-26,5038200.0
2019-05-08,4689700.0
2019-03-05,8248700.0
2019-02-01,8082600.0
2018-12-31,6607300.0
2018-11-29,5942300.0
2019-08-12,5153900.0
2019-07-11,6868900.0
2019-09-13,9929700.0
2019-11-14,7080600.0
2020-04-20,10633900.0
2020-02-04,13457600.0
2020-04-23,12261100.0
2018-12-14,7906100.0
2019-08-27,14648700.0
2018-08-08,18685100.0
2018-10-11,10421600.0
2018-11-12,10241100.0
2019-07-26,7071000.0
2019-06-24,8771800.0
2019-05-23,11416800.0
2019-03-20,35562000.0
2019-01-15,15904100.0
2019-11-20,21184500.0
2020-02-07,28805500.0
2020-02-10,27320100.0
2020-04-29,24347800.0
2019-11-26,12858700.0
2020-02-13,13927100.0
2019-01-30,8031000.0
2018-08-23,9109100.0
2018-09-24,9904700.0
2018-11-27,7754000.0
2018-10-26,8697200.0
2019-07-09,22478200.0
2019-06-07,42905000.0
2019-05-06,39199200.0
2019-04-04,35000500.0
2019-09-11,51442400.0
2019-11-29,33804800.0
2020-05-05,31113000.0
2019-12-02,24482000.0
2020-02-19,23741700.0
2020-05-08,22727600.0
2019-05-21,31704700.0
2019-03-18,32839400.0
2018-09-07,27660000.0
2018-08-06,32018600.0
2018-10-09,26364600.0
2019-02-14,30116100.0
2018-12-12,26764600.0
2019-07-24,28823700.0
2019-09-26,34965900.0
2019-10-28,46268200.0
2019-12-05,35110200.0
2020-05-11,19875200.0
2019-07-03,20608100.0
2020-02-25,24138100.0
2020-05-14,18351900.0
2020-02-28,16521600.0
2019-08-08,15929400.0
2019-06-05,12111900.0
2018-07-20,12177600.0
2018-08-21,20482100.0
2018-10-24,19421800.0
2019-04-02,19101100.0
2019-03-01,19917900.0
2019-01-28,12215400.0
2018-12-27,12821100.0
2019-09-09,16255600.0
2020-03-02,14379300.0
2020-05-20,11397400.0
2019-12-17,20935400.0
2020-03-05,94348500.0
2019-02-12,31003600.0
2019-01-11,19989400.0
2018-12-10,13988600.0
2019-08-23,65439700.0
2018-11-08,24441000.0
2019-07-22,14640700.0
2019-06-20,9778200.0
2018-09-05,78230200.0
2019-04-17,39199900.0
2019-09-24,34498100.0
2019-12-20,19203000.0
2020-05-26,14925900.0
2019-04-30,12591900.0
2019-12-23,13491700.0
2020-03-11,10554700.0
2020-05-29,13324100.0
2019-12-26,12140800.0
2020-06-01,11166300.0
2019-05-02,10711900.0
2019-02-27,12350800.0
2018-11-23,16609100.0
2019-08-06,14152000.0
2018-07-18,13429500.0
2018-09-20,7193500.0
2018-10-22,6268500.0
2019-07-05,12308100.0
2019-06-03,11752300.0
2019-10-09,10511700.0
2019-10-11,24381900.0
2020-03-17,14665300.0
2020-06-04,16897900.0
2019-10-14,12654500.0
2020-03-20,14740900.0
2018-11-06,11047100.0
2019-06-18,17973400.0
2019-05-17,7804300.0
2019-04-15,7790800.0
2019-03-14,12098200.0
2019-01-09,8357900.0
2018-08-02,6411800.0
2018-10-05,9619700.0
2019-08-21,7528400.0
2019-10-17,5516100.0
2020-03-23,19322700.0
2020-06-10,8943000.0
2019-02-25,7117100.0
2020-01-07,7982000.0
2020-03-26,7172900.0
2019-10-23,10389200.0
