Dates,GILD
2018-06-20,66.49510192871094
2018-06-21,66.5509262084961
2018-06-25,66.13220977783203
2018-06-22,66.19732666015625
2018-06-26,65.36917114257812
2018-06-27,63.871028900146484
2018-06-28,65.44361877441406
2018-06-29,65.91817474365234
2018-07-02,66.32760620117188
2018-07-03,66.37413024902344
2018-07-05,67.75130462646484
2018-07-16,69.98455047607422
2018-09-18,71.3152084350586
2019-01-24,71.41756439208984
2019-09-05,70.73828887939453
2018-11-21,72.20851135253906
2020-01-13,72.0037841796875
2020-04-01,71.89214324951172
2020-06-19,71.8363037109375
2019-10-29,71.76187133789062
2020-01-16,71.69671630859375
2020-06-22,71.99449920654297
2018-10-03,72.0037841796875
2018-07-31,72.25503540039062
2019-03-12,73.4367904663086
2019-02-08,72.72959899902344
2019-01-07,71.47339630126953
2018-12-06,71.01744079589844
2019-08-19,72.42253112792969
2019-07-18,72.4876708984375
2019-05-15,72.23641967773438
2019-09-20,72.51557159423828
2019-11-01,72.45973205566406
2020-04-07,72.93431854248047
2020-06-25,71.56645202636719
2020-06-16,72.6179428100586
2019-11-04,71.39895629882812
2020-01-22,71.80838012695312
2019-11-07,71.93865966796875
2020-04-13,69.64027404785156
2019-07-01,70.33815002441406
2019-05-30,67.8536605834961
2018-08-15,67.33257293701172
2018-10-18,68.22586822509766
2019-03-27,68.69113159179688
2019-01-22,68.24449157714844
2018-12-21,68.47711181640625
2019-09-03,69.62165832519531
2018-11-19,69.72400665283203
2019-08-02,70.3660888671875
2020-01-28,70.98951721191406
2020-04-16,70.46842956542969
2019-11-13,69.12847900390625
2020-01-31,69.35179901123047
2018-12-04,67.81643676757812
2018-11-02,67.2022933959961
2019-07-16,67.47215270996094
2018-08-30,67.21160888671875
2018-10-01,68.83072662353516
2019-06-14,69.50589752197266
2019-05-13,68.81195068359375
2019-04-11,68.24931335449219
2019-02-06,69.08390045166016
2019-09-18,69.28083038330078
2020-02-03,70.17168426513672
2020-04-22,70.80935668945312
2019-11-19,70.91252899169922
2020-02-06,70.32173156738281
2019-11-22,70.94063568115234
2019-03-25,71.81275177001953
2019-02-21,72.40352630615234
2018-12-19,73.10684204101562
2018-07-12,73.77265167236328
2018-09-14,74.08209991455078
2018-08-13,71.79399108886719
2018-10-16,71.49391174316406
2019-07-31,71.64395904541016
2019-05-28,71.7752456665039
2019-04-26,70.12480163574219
2020-04-28,67.98673248291016
2019-11-25,69.00888061523438
2020-02-12,68.24931335449219
2020-05-01,71.55956268310547
2020-05-04,70.91252899169922
2019-06-12,69.55277252197266
2019-04-09,68.70880889892578
2019-03-08,67.8366928100586
2019-02-04,67.20841217041016
2018-07-27,63.776248931884766
2018-08-28,64.34827423095703
2019-01-03,65.39855194091797
2019-08-15,66.48634338378906
2018-10-31,67.55537414550781
2019-09-16,63.93566131591797
2020-02-18,65.93306732177734
2020-05-07,65.11723327636719
2018-08-17,65.24851989746094
2019-12-04,65.97057342529297
2020-02-21,67.96798706054688
2018-12-17,67.40532684326172
2019-08-30,66.74891662597656
2018-11-15,66.10187530517578
2019-07-29,66.5051040649414
2019-06-27,66.15814208984375
2019-04-24,65.43606567382812
2018-07-10,64.89216613769531
2018-09-12,63.776248931884766
2019-02-19,63.3636360168457
2019-01-18,62.58530807495117
2020-02-24,62.444637298583984
2020-05-13,62.772865295410156
2019-12-10,63.24174118041992
2020-02-27,64.8827896118164
2019-12-13,65.35166931152344
2020-05-19,67.46160888671875
2019-03-06,66.4488296508789
2018-11-30,65.22039031982422
2019-08-13,65.82054138183594
2019-07-12,63.907535552978516
2019-06-10,63.28862380981445
2019-05-09,63.504295349121094
2018-07-25,63.89815902709961
2018-09-27,63.69011688232422
2018-10-29,62.0068473815918
2019-10-16,61.581295013427734
2019-12-16,61.316505432128906
2020-03-04,60.711280822753906
2020-05-22,60.805850982666016
2019-10-01,59.21714782714844
2019-12-19,57.250179290771484
2018-09-10,59.784549713134766
2019-05-24,59.51975631713867
2018-08-09,58.51736068725586
2019-04-22,59.15094757080078
2019-03-21,59.99258804321289
2019-01-16,61.70423126220703
2019-08-28,64.54120635986328
2018-11-13,64.83435821533203
2018-10-12,64.389892578125
2019-06-25,64.24805450439453
2020-03-10,64.34261322021484
2020-05-28,64.45609283447266
2019-10-07,63.595550537109375
2020-03-13,64.7965316772461
2019-10-10,63.96435546875
2020-03-16,64.91947937011719
2020-06-03,65.42066955566406
2018-11-28,64.82490539550781
2018-09-25,64.54120635986328
2018-07-23,64.17239379882812
