Dates,GILD
2018-06-20,70.95999908447266
2018-06-21,71.47000122070312
2018-06-25,71.69000244140625
2018-06-22,70.72000122070312
2018-06-26,71.26000213623047
2018-06-27,70.33999633789062
2018-06-28,69.8499984741211
2018-06-29,70.4800033569336
2018-07-02,70.69999694824219
2018-07-03,71.4000015258789
2018-07-05,71.33999633789062
2018-07-16,73.19999694824219
2018-09-18,75.44999694824219
2019-01-24,77.02999877929688
2019-09-05,76.5
2018-11-21,76.55999755859375
2020-01-13,77.4000015258789
2020-04-01,77.58000183105469
2020-06-19,77.11000061035156
2019-10-29,77.08999633789062
2020-01-16,76.98999786376953
2020-06-22,76.36000061035156
2018-10-03,77.08999633789062
2018-07-31,77.75
2019-03-12,77.47000122070312
2019-02-08,77.7699966430664
2019-01-07,78.12999725341797
2018-12-06,76.47000122070312
2019-08-19,76.58999633789062
2019-07-18,77.5
2019-05-15,77.69000244140625
2019-09-20,77.68000030517578
2019-11-01,77.83999633789062
2020-04-07,77.94000244140625
2020-06-25,78.19000244140625
2020-06-16,77.02999877929688
2019-11-04,77.5199966430664
2020-01-22,76.87000274658203
2019-11-07,77.11000061035156
2020-04-13,76.4000015258789
2019-07-01,75.16000366210938
2019-05-30,75.41000366210938
2018-08-15,72.94000244140625
2018-10-18,72.37000274658203
2019-03-27,73.44999694824219
2019-01-22,73.54000091552734
2018-12-21,73.5199966430664
2019-09-03,74.0
2018-11-19,74.80000305175781
2019-08-02,74.9000015258789
2020-01-28,75.73999786376953
2020-04-16,76.31999969482422
2019-11-13,75.36000061035156
2020-01-31,74.18000030517578
2018-12-04,74.37000274658203
2018-11-02,72.7300033569336
2019-07-16,72.58000183105469
2018-08-30,72.5999984741211
2018-10-01,75.05999755859375
2019-06-14,73.75
2019-05-13,74.20999908447266
2019-04-11,73.5
2019-02-06,72.77999877929688
2019-09-18,73.47000122070312
2020-02-03,73.95999908447266
2020-04-22,74.79000091552734
2019-11-19,75.29000091552734
2020-02-06,75.69999694824219
2019-11-22,75.11000061035156
2019-03-25,75.6500015258789
2019-02-21,76.58000183105469
2018-12-19,77.31999969482422
2018-07-12,78.02999877929688
2018-09-14,78.8499984741211
2018-08-13,78.68000030517578
2018-10-16,76.7699966430664
2019-07-31,76.30000305175781
2019-05-28,76.19999694824219
2019-04-26,76.22000122070312
2020-04-28,74.9000015258789
2019-11-25,73.19999694824219
2020-02-12,73.30999755859375
2020-05-01,73.30000305175781
2020-05-04,76.0
2019-06-12,75.55999755859375
2019-04-09,74.1500015258789
2019-03-08,73.45999908447266
2019-02-04,71.54000091552734
2018-07-27,71.2300033569336
2018-08-28,68.27999877929688
2019-01-03,66.79000091552734
2019-08-15,70.80000305175781
2018-10-31,71.23999786376953
2019-09-16,72.41000366210938
2020-02-18,68.19999694824219
2020-05-07,70.97000122070312
2018-08-17,69.87999725341797
2019-12-04,69.75
2020-02-21,71.01000213623047
2018-12-17,72.25
2019-08-30,71.47000122070312
2018-11-15,71.06999969482422
2019-07-29,70.5999984741211
2019-06-27,71.36000061035156
