Dates,GILD
2018-06-20,71.45999908447266
2018-06-21,71.5199966430664
2018-06-25,71.06999969482422
2018-06-22,71.13999938964844
2018-06-26,70.25
2018-06-27,68.63999938964844
2018-06-28,70.33000183105469
2018-06-29,70.83999633789062
2018-07-02,71.27999877929688
2018-07-03,71.33000183105469
2018-07-05,72.80999755859375
2018-07-16,75.20999908447266
2018-09-18,76.63999938964844
2019-01-24,76.75
2019-09-05,76.0199966430664
2018-11-21,77.5999984741211
2020-01-13,77.37999725341797
2020-04-01,77.26000213623047
2020-06-19,77.19999694824219
2019-10-29,77.12000274658203
2020-01-16,77.05000305175781
2020-06-22,77.37000274658203
2018-10-03,77.37999725341797
2018-07-31,77.6500015258789
2019-03-12,78.91999816894531
2019-02-08,78.16000366210938
2019-01-07,76.80999755859375
2018-12-06,76.31999969482422
2019-08-19,77.83000183105469
2019-07-18,77.9000015258789
2019-05-15,77.62999725341797
2019-09-20,77.93000030517578
2019-11-01,77.87000274658203
2020-04-07,78.37999725341797
2020-06-25,76.91000366210938
2020-06-16,78.04000091552734
2019-11-04,76.7300033569336
2020-01-22,77.16999816894531
2019-11-07,77.30999755859375
2020-04-13,74.83999633789062
2019-07-01,75.58999633789062
2019-05-30,72.91999816894531
2018-08-15,72.36000061035156
2018-10-18,73.31999969482422
2019-03-27,73.81999969482422
2019-01-22,73.33999633789062
2018-12-21,73.58999633789062
2019-09-03,74.81999969482422
2018-11-19,74.93000030517578
2019-08-02,75.62000274658203
2020-01-28,76.29000091552734
2020-04-16,75.7300033569336
2019-11-13,74.29000091552734
2020-01-31,74.52999877929688
2018-12-04,72.87999725341797
2018-11-02,72.22000122070312
2019-07-16,72.51000213623047
2018-08-30,72.2300033569336
2018-10-01,73.97000122070312
2019-06-14,74.12000274658203
2019-05-13,73.37999725341797
2019-04-11,72.77999877929688
2019-02-06,73.66999816894531
2019-09-18,73.87999725341797
2020-02-03,74.83000183105469
2020-04-22,75.51000213623047
2019-11-19,75.62000274658203
2020-02-06,74.98999786376953
2019-11-22,75.6500015258789
2019-03-25,76.58000183105469
2019-02-21,77.20999908447266
2018-12-19,77.95999908447266
2018-07-12,78.66999816894531
2018-09-14,79.0
2018-08-13,76.55999755859375
2018-10-16,76.23999786376953
2019-07-31,76.4000015258789
2019-05-28,76.54000091552734
2019-04-26,74.77999877929688
2020-04-28,72.5
2019-11-25,73.58999633789062
2020-02-12,72.77999877929688
2020-05-01,76.30999755859375
2020-05-04,75.62000274658203
2019-06-12,74.16999816894531
2019-04-09,73.2699966430664
2019-03-08,72.33999633789062
2019-02-04,71.66999816894531
2018-07-27,68.01000213623047
2018-08-28,68.62000274658203
2019-01-03,69.73999786376953
2019-08-15,70.9000015258789
2018-10-31,72.04000091552734
2019-09-16,68.18000030517578
2020-02-18,70.30999755859375
2020-05-07,69.44000244140625
2018-08-17,69.58000183105469
2019-12-04,70.3499984741211
2020-02-21,72.4800033569336
2018-12-17,71.87999725341797
2019-08-30,71.18000030517578
2018-11-15,70.48999786376953
2019-07-29,70.91999816894531
2019-06-27,70.55000305175781
2019-04-24,69.77999877929688
2018-07-10,69.19999694824219
2018-09-12,68.01000213623047
2019-02-19,67.56999969482422
2019-01-18,66.73999786376953
2020-02-24,66.58999633789062
2020-05-13,66.94000244140625
2019-12-10,67.44000244140625
2020-02-27,69.19000244140625
2019-12-13,69.69000244140625
2020-05-19,71.94000244140625
2019-03-06,70.86000061035156
2018-11-30,69.55000305175781
2019-08-13,70.19000244140625
2019-07-12,68.1500015258789
2019-06-10,67.48999786376953
2019-05-09,67.72000122070312
2018-07-25,68.13999938964844
2018-09-27,67.3499984741211
