Dates,FFIV
2018-06-20,181.99000549316406
2018-06-21,180.1999969482422
2018-06-25,171.47000122070312
2018-06-22,170.0500030517578
2018-06-26,172.47999572753906
2018-06-27,170.39999389648438
2018-06-28,172.97999572753906
2018-06-29,172.4499969482422
2018-07-02,174.47999572753906
2018-07-03,174.72999572753906
2018-07-05,176.57000732421875
2018-07-16,177.25
2018-09-18,177.91000366210938
2019-01-24,178.6199951171875
2019-09-05,174.92999267578125
2018-11-21,177.35000610351562
2020-01-13,176.02999877929688
2020-04-01,175.67999267578125
2020-06-19,176.75
2019-10-29,179.4499969482422
2020-01-16,171.69000244140625
2020-06-22,172.3800048828125
2018-10-03,172.6199951171875
2018-07-31,172.4600067138672
2019-03-12,175.1999969482422
2019-02-08,177.0800018310547
2019-01-07,174.22999572753906
2018-12-06,170.1300048828125
2019-08-19,171.3800048828125
2019-07-18,170.60000610351562
2019-05-15,172.25999450683594
2019-09-20,172.22999572753906
2019-11-01,175.44000244140625
2020-04-07,176.7100067138672
2020-06-25,179.0
2020-06-16,179.91000366210938
2019-11-04,179.97999572753906
2020-01-22,179.85000610351562
2019-11-07,181.5500030517578
2020-04-13,178.9600067138672
2019-07-01,178.6199951171875
2019-05-30,180.67999267578125
2018-08-15,183.22000122070312
2018-10-18,183.6699981689453
2019-03-27,184.82000732421875
2019-01-22,185.6300048828125
2018-12-21,187.63999938964844
2019-09-03,188.39999389648438
2018-11-19,189.64999389648438
2019-08-02,190.42999267578125
2020-01-28,188.82000732421875
2020-04-16,189.1199951171875
2019-11-13,190.83999633789062
2020-01-31,189.72000122070312
2018-12-04,190.17999267578125
2018-11-02,190.11000061035156
2019-07-16,191.32000732421875
2018-08-30,191.11000061035156
2018-10-01,190.5800018310547
2019-06-14,192.27000427246094
2019-05-13,194.60000610351562
2019-04-11,193.64999389648438
2019-02-06,194.61000061035156
2019-09-18,193.24000549316406
2020-02-03,194.85000610351562
2020-04-22,194.60000610351562
2019-11-19,195.41000366210938
2020-02-06,196.82000732421875
2019-11-22,195.39999389648438
2019-03-25,196.74000549316406
2019-02-21,199.4199981689453
2018-12-19,190.8800048828125
2018-07-12,187.50999450683594
2018-09-14,186.5800018310547
2018-08-13,182.97999572753906
2018-10-16,182.66000366210938
2019-07-31,179.00999450683594
2019-05-28,176.8300018310547
2019-04-26,169.19000244140625
2020-04-28,164.7100067138672
2019-11-25,167.72999572753906
2020-02-12,167.0
2020-05-01,169.6699981689453
2020-05-04,170.5399932861328
2019-06-12,169.8800048828125
2019-04-09,165.72999572753906
2019-03-08,169.22000122070312
2019-02-04,168.74000549316406
2018-07-27,161.60000610351562
2018-08-28,171.47000122070312
2019-01-03,170.3800048828125
2019-08-15,168.58999633789062
2018-10-31,171.44000244140625
2019-09-16,175.27999877929688
2020-02-18,179.08999633789062
2020-05-07,180.2899932861328
2018-08-17,180.82000732421875
2019-12-04,181.4199981689453
2020-02-21,188.4600067138672
2018-12-17,189.27000427246094
2019-08-30,183.24000549316406
2018-11-15,178.91000366210938
2019-07-29,176.7899932861328
2019-06-27,175.83999633789062
2019-04-24,179.1999969482422
2018-07-10,177.77000427246094
2018-09-12,169.5399932861328
2019-02-19,166.69000244140625
2019-01-18,168.6199951171875
2020-02-24,168.1199951171875
2020-05-13,170.6199951171875
2019-12-10,170.0800018310547
2020-02-27,176.5399932861328
2019-12-13,173.52999877929688
2020-05-19,171.97000122070312
2019-03-06,174.86000061035156
2018-11-30,169.5500030517578
2019-08-13,170.9199981689453
2019-07-12,165.32000732421875
2019-06-10,167.19000244140625
2019-05-09,167.2899932861328
2018-07-25,170.35000610351562
2018-09-27,169.02000427246094
2018-10-29,165.44000244140625
2019-10-16,163.07000732421875
2019-12-16,166.2100067138672
2020-03-04,162.1999969482422
2020-05-22,158.25
2019-10-01,154.6199951171875
2019-12-19,150.1699981689453
2018-09-10,157.3000030517578
2019-05-24,160.52000427246094
2018-08-09,160.6300048828125
2019-04-22,162.02999877929688
2019-03-21,161.17999267578125
2019-01-16,154.30999755859375
2019-08-28,159.7899932861328
2018-11-13,163.82000732421875
2018-10-12,164.82000732421875
2019-06-25,166.0399932861328
2020-03-10,165.60000610351562
2020-05-28,163.72999572753906
2019-10-07,162.85000610351562
2020-03-13,163.17999267578125
2019-10-10,161.86000061035156
2020-03-16,156.4199981689453
2020-06-03,158.63999938964844
2018-11-28,157.3000030517578
2018-09-25,159.63999938964844
2018-07-23,156.08999633789062
2018-08-24,158.5
2019-07-10,158.75
2019-05-07,157.6300048828125
2019-04-05,159.63999938964844
2019-03-04,160.9499969482422
2019-01-31,160.72000122070312
2019-09-12,162.83999633789062
2019-12-31,162.41000366210938
2020-03-19,163.9600067138672
2020-01-03,159.7100067138672
2020-06-09,160.9199981689453
2019-02-15,163.10000610351562
2019-01-14,165.10000610351562
2018-07-06,166.75
2018-08-07,168.74000549316406
2018-10-10,171.27999877929688
2018-12-13,169.80999755859375
2019-08-26,168.17999267578125
2019-07-25,169.82000732421875
2019-05-22,172.0800018310547
2019-03-19,171.58999633789062
2020-01-06,171.82000732421875
2020-03-25,171.3800048828125
2020-06-12,168.13999938964844
2019-10-22,166.52999877929688
2020-01-09,163.2899932861328
2020-06-15,162.14999389648438
2019-10-25,161.0800018310547
2020-03-31,158.99000549316406
2020-06-18,157.99000549316406
2019-04-03,162.08999633789062
2018-08-22,149.64999389648438
2018-10-25,151.75
2019-01-29,153.17999267578125
2018-12-28,153.69000244140625
2018-11-26,154.36000061035156
2019-08-09,154.25999450683594
2019-07-08,153.49000549316406
2019-06-06,155.8300018310547
2019-09-10,152.24000549316406
2020-01-15,151.13999938964844
2020-04-03,152.86000061035156
2019-10-31,152.05999755859375
2020-04-06,153.7100067138672
2020-06-24,156.92999267578125
2018-11-09,161.47000122070312
2019-07-23,165.32000732421875
2019-06-21,166.7100067138672
2019-05-20,166.0
2019-04-18,167.3300018310547
2018-09-06,167.8800048828125
2018-10-08,165.66000366210938
2019-02-13,168.14999389648438
2018-12-11,167.2899932861328
2019-09-25,167.00999450683594
2020-01-21,166.61000061035156
2020-04-09,166.1199951171875
2019-11-06,164.4499969482422
2020-01-24,163.39999389648438
2020-01-27,163.75
2020-04-15,163.9499969482422
2018-12-26,164.25
2019-08-07,162.47000122070312
2019-06-04,159.8699951171875
2018-09-21,159.10000610351562
2018-07-19,156.89999389648438
2018-08-20,152.25999450683594
2018-10-23,152.32000732421875
2019-05-03,154.3699951171875
2019-04-01,152.92999267578125
2019-02-28,151.6699981689453
2019-11-12,149.6199951171875
2020-01-30,146.8300018310547
2019-11-15,148.57000732421875
2020-04-21,143.4499969482422
2019-04-16,141.97000122070312
2019-03-15,142.99000549316406
2019-02-11,142.61000061035156
2019-01-10,140.22000122070312
2019-08-22,139.52000427246094
2018-11-07,141.3800048828125
2018-08-03,140.30999755859375
2018-09-04,137.39999389648438
2019-06-19,136.94000244140625
2019-09-23,136.63999938964844
2019-11-18,137.42999267578125
2020-02-05,136.02999877929688
2020-04-24,132.0800018310547
2019-03-29,134.35000610351562
2019-11-21,136.72999572753906
2020-04-27,138.0500030517578
2020-02-11,138.6300048828125
2020-04-30,140.42999267578125
2019-05-01,142.61000061035156
2019-02-26,141.97000122070312
2019-01-25,142.74000549316406
2018-12-24,145.1300048828125
2019-09-06,136.92999267578125
2018-07-17,138.80999755859375
2018-09-19,141.00999450683594
2019-08-05,141.44000244140625
2019-10-08,142.2899932861328
2019-12-11,143.72999572753906
2019-11-27,143.16000366210938
2020-02-14,141.02000427246094
2020-05-06,142.6300048828125
2019-01-08,143.0500030517578
2018-12-07,145.6300048828125
2019-08-20,148.1199951171875
2018-11-05,146.3800048828125
2019-07-19,147.8000030517578
2018-10-04,147.66000366210938
2019-06-17,142.00999450683594
2019-05-16,142.67999267578125
2018-08-01,141.57000732421875
2019-03-13,142.75999450683594
2019-12-03,145.55999755859375
2020-02-20,146.0800018310547
2019-12-06,146.52000427246094
2020-05-12,144.97000122070312
2019-12-09,145.58999633789062
2020-02-26,147.97000122070312
2020-05-15,145.6199951171875
2019-03-28,147.63999938964844
2018-09-17,148.6699981689453
2018-08-16,147.69000244140625
2018-10-19,153.80999755859375
2019-04-29,152.25
2019-01-23,149.8800048828125
2019-09-04,146.72000122070312
2018-11-20,144.75999450683594
2019-07-02,139.0399932861328
2019-05-31,134.61000061035156
2019-12-12,136.1199951171875
2020-05-18,134.0
2019-09-27,137.41000366210938
2020-03-03,133.44000244140625
2020-05-21,130.47999572753906
2019-05-14,131.61000061035156
2018-08-31,127.62999725341797
2018-07-30,126.16999816894531
2018-10-02,128.74000549316406
2019-04-12,129.67999267578125
2019-03-11,127.12000274658203
2019-02-07,129.3800048828125
2019-07-17,129.35000610351562
2019-09-19,124.38999938964844
2019-10-21,125.13999938964844
2019-12-18,122.06999969482422
2020-03-06,124.20999908447266
2019-10-03,128.1199951171875
2020-03-09,128.72999572753906
2020-05-27,128.0800018310547
2019-12-24,127.87000274658203
2020-03-12,131.27000427246094
2018-12-20,132.9600067138672
2019-08-01,134.72999572753906
2018-08-14,140.8800048828125
2018-07-13,142.32000732421875
2018-10-17,141.2899932861328
2019-05-29,139.8300018310547
2019-03-26,140.61000061035156
2019-02-22,139.02999877929688
2019-10-04,138.77000427246094
2019-11-05,138.1999969482422
2019-12-27,137.13999938964844
2020-06-02,139.05999755859375
2019-12-30,137.67999267578125
2020-03-18,140.17999267578125
2020-06-05,139.74000549316406
2019-07-15,139.7100067138672
2018-12-03,140.4199981689453
2019-06-13,135.6199951171875
2019-01-04,132.0800018310547
2018-08-29,132.83999633789062
2019-02-05,132.9600067138672
2018-11-01,133.3000030517578
2019-08-16,129.97000122070312
2019-04-10,131.9499969482422
2019-09-17,132.4499969482422
2019-10-15,135.6699981689453
2020-01-02,135.39999389648438
2020-06-08,135.39999389648438
2019-10-18,136.30999755859375
2020-03-24,137.1699981689453
2020-06-11,137.69000244140625
2020-01-08,137.83999633789062
2019-04-25,139.10000610351562
2019-07-30,138.32000732421875
2019-02-20,145.94000244140625
2018-07-11,143.5500030517578
2018-09-13,143.02999877929688
2018-10-15,143.52999877929688
2019-06-28,143.77000427246094
2018-12-18,144.0800018310547
2018-11-16,146.10000610351562
2019-10-02,146.42999267578125
2020-03-27,146.3800048828125
2020-01-10,147.91000366210938
2019-10-24,147.6199951171875
2020-03-30,148.41000366210938
2020-06-17,147.69000244140625
2020-01-14,146.41000366210938
2020-04-02,146.2899932861328
2019-01-02,144.30999755859375
2019-08-14,145.4600067138672
2018-10-30,143.77000427246094
2019-06-11,144.2899932861328
2019-05-10,143.55999755859375
2019-04-08,142.60000610351562
2018-08-27,142.83999633789062
2018-07-26,145.8800048828125
2018-09-28,145.30999755859375
2019-03-07,145.6300048828125
2019-10-30,145.7100067138672
2020-01-17,144.49000549316406
2020-06-23,144.4199981689453
2020-04-08,143.5800018310547
2020-06-26,137.9600067138672
2019-03-22,138.0
2019-01-17,137.27999877929688
