Dates,FFIV
2018-06-20,183.27000427246094
2018-06-21,183.22000122070312
2018-06-25,178.88999938964844
2018-06-22,171.3300018310547
2018-06-26,173.38999938964844
2018-06-27,173.66000366210938
2018-06-28,173.61000061035156
2018-06-29,175.2100067138672
2018-07-02,174.55999755859375
2018-07-03,175.88999938964844
2018-07-05,176.85000610351562
2018-07-16,177.91000366210938
2018-09-18,177.99000549316406
2019-01-24,179.22000122070312
2019-09-05,176.89999389648438
2018-11-21,178.3800048828125
2020-01-13,178.97999572753906
2020-04-01,178.47000122070312
2020-06-19,177.67999267578125
2019-10-29,180.11000061035156
2020-01-16,174.9499969482422
2020-06-22,173.82000732421875
2018-10-03,173.60000610351562
2018-07-31,174.77999877929688
2019-03-12,175.57000732421875
2019-02-08,178.99000549316406
2019-01-07,178.44000244140625
2018-12-06,173.92999267578125
2019-08-19,172.85000610351562
2019-07-18,174.1199951171875
2019-05-15,173.07000732421875
2019-09-20,174.07000732421875
2019-11-01,175.77000427246094
2020-04-07,177.86000061035156
2020-06-25,180.0
2020-06-16,181.08999633789062
2019-11-04,180.52000427246094
2020-01-22,182.32000732421875
2019-11-07,182.47999572753906
2020-04-13,181.47999572753906
2019-07-01,181.6699981689453
2019-05-30,180.88999938964844
2018-08-15,184.0500030517578
2018-10-18,184.5800018310547
2019-03-27,185.0
2019-01-22,186.2100067138672
2018-12-21,188.6199951171875
2019-09-03,189.52999877929688
2018-11-19,189.64999389648438
2019-08-02,191.16000366210938
2020-01-28,190.41000366210938
2020-04-16,190.14999389648438
2019-11-13,191.77999877929688
2020-01-31,192.9199981689453
2018-12-04,191.3800048828125
2018-11-02,191.11000061035156
2019-07-16,191.61000061035156
2018-08-30,192.2100067138672
2018-10-01,191.30999755859375
2019-06-14,192.4199981689453
2019-05-13,194.82000732421875
2019-04-11,195.27000427246094
2019-02-06,195.32000732421875
2019-09-18,195.24000549316406
2020-02-03,195.9499969482422
2020-04-22,196.5
2019-11-19,195.94000244140625
2020-02-06,197.6999969482422
2019-11-22,197.58999633789062
2019-03-25,198.3000030517578
2019-02-21,199.7100067138672
2018-12-19,195.41000366210938
2018-07-12,189.94000244140625
2018-09-14,188.1199951171875
2018-08-13,187.14999389648438
2018-10-16,184.9600067138672
2019-07-31,182.25
2019-05-28,180.64999389648438
2019-04-26,175.57000732421875
2020-04-28,170.9600067138672
2019-11-25,169.82000732421875
2020-02-12,169.25999450683594
2020-05-01,170.0500030517578
2020-05-04,171.27000427246094
2019-06-12,172.58999633789062
2019-04-09,172.42999267578125
2019-03-08,170.6999969482422
2019-02-04,169.8300018310547
2018-07-27,169.7100067138672
2018-08-28,175.5500030517578
2019-01-03,172.82000732421875
2019-08-15,174.92999267578125
2018-10-31,171.61000061035156
2019-09-16,178.38999938964844
2020-02-18,179.33999633789062
2020-05-07,182.33999633789062
2018-08-17,181.5
2019-12-04,181.50999450683594
2020-02-21,189.08999633789062
2018-12-17,190.0800018310547
2019-08-30,188.8699951171875
2018-11-15,183.24000549316406
2019-07-29,180.6300048828125
2019-06-27,179.07000732421875
2019-04-24,179.5399932861328
2018-07-10,179.3699951171875
2018-09-12,177.69000244140625
2019-02-19,170.25
2019-01-18,170.22999572753906
2020-02-24,169.99000549316406
2020-05-13,170.89999389648438
2019-12-10,170.80999755859375
2020-02-27,177.27000427246094
2019-12-13,175.69000244140625
2020-05-19,174.14999389648438
2019-03-06,175.74000549316406
2018-11-30,176.6999969482422
2019-08-13,171.02999877929688
2019-07-12,172.39999389648438
2019-06-10,168.0800018310547
2019-05-09,170.64999389648438
2018-07-25,173.0800018310547
2018-09-27,172.39999389648438
2018-10-29,169.32000732421875
2019-10-16,165.52999877929688
2019-12-16,167.82000732421875
2020-03-04,168.8300018310547
2020-05-22,162.36000061035156
2019-10-01,160.75999450683594
2019-12-19,155.13999938964844
2018-09-10,157.3800048828125
2019-05-24,160.5800018310547
2018-08-09,163.08999633789062
2019-04-22,163.3800048828125
2019-03-21,162.91000366210938
2019-01-16,160.1699981689453
2019-08-28,160.1300048828125
2018-11-13,165.47000122070312
2018-10-12,166.3699951171875
2019-06-25,167.32000732421875
2020-03-10,166.89999389648438
2020-05-28,164.6300048828125
2019-10-07,163.83999633789062
2020-03-13,164.25
2019-10-10,165.02000427246094
2020-03-16,158.30999755859375
2020-06-03,159.33999633789062
2018-11-28,159.16000366210938
2018-09-25,160.75999450683594
2018-07-23,159.5500030517578
2018-08-24,159.83999633789062
2019-07-10,158.80999755859375
2019-05-07,159.33999633789062
2019-04-05,160.39999389648438
2019-03-04,161.66000366210938
2019-01-31,161.89999389648438
2019-09-12,163.1199951171875
2019-12-31,163.91000366210938
2020-03-19,164.4600067138672
2020-01-03,163.2100067138672
2020-06-09,161.19000244140625
2019-02-15,163.24000549316406
2019-01-14,166.52000427246094
2018-07-06,166.97000122070312
2018-08-07,169.88999938964844
2018-10-10,171.7100067138672
2018-12-13,171.27000427246094
2019-08-26,170.4499969482422
2019-07-25,170.0399932861328
2019-05-22,172.13999938964844
2019-03-19,173.44000244140625
2020-01-06,172.6699981689453
2020-03-25,171.77999877929688
2020-06-12,171.4499969482422
2019-10-22,168.3300018310547
2020-01-09,167.2899932861328
2020-06-15,163.39999389648438
2019-10-25,162.13999938964844
2020-03-31,161.25
2020-06-18,158.0800018310547
2019-04-03,162.16000366210938
2018-08-22,154.6999969482422
2018-10-25,153.1199951171875
2019-01-29,154.67999267578125
2018-12-28,155.1199951171875
2018-11-26,154.99000549316406
2019-08-09,156.14999389648438
2019-07-08,154.33999633789062
2019-06-06,156.5500030517578
2019-09-10,156.49000549316406
2020-01-15,152.6199951171875
2020-04-03,153.85000610351562
2019-10-31,154.2899932861328
2020-04-06,154.4199981689453
2020-06-24,157.35000610351562
2018-11-09,163.8000030517578
2019-07-23,165.88999938964844
2019-06-21,168.3000030517578
2019-05-20,167.44000244140625
2019-04-18,167.42999267578125
2018-09-06,167.91000366210938
2018-10-08,167.86000061035156
2019-02-13,168.19000244140625
2018-12-11,168.83999633789062
2019-09-25,168.69000244140625
2020-01-21,167.47000122070312
2020-04-09,167.38999938964844
2019-11-06,167.0
2020-01-24,164.85000610351562
2020-01-27,163.97000122070312
2020-04-15,164.52999877929688
2018-12-26,166.63999938964844
2019-08-07,168.94000244140625
2019-06-04,163.22999572753906
2018-09-21,160.6300048828125
2018-07-19,158.91000366210938
2018-08-20,157.0
2018-10-23,154.4499969482422
2019-05-03,155.1699981689453
2019-04-01,153.2899932861328
2019-02-28,152.27999877929688
2019-11-12,151.9199981689453
2020-01-30,148.41000366210938
2019-11-15,148.77000427246094
2020-04-21,145.88999938964844
2019-04-16,143.9600067138672
2019-03-15,143.2100067138672
2019-02-11,144.6199951171875
2019-01-10,142.44000244140625
2019-08-22,139.75
2018-11-07,142.27000427246094
2018-08-03,141.75
2018-09-04,139.25999450683594
2019-06-19,139.08999633789062
2019-09-23,138.7100067138672
2019-11-18,137.75999450683594
2020-02-05,138.42999267578125
2020-04-24,134.9199981689453
2019-03-29,134.8300018310547
2019-11-21,137.35000610351562
2020-04-27,138.27999877929688
2020-02-11,139.7100067138672
2020-04-30,141.41000366210938
2019-05-01,143.1999969482422
2019-02-26,145.1699981689453
2019-01-25,143.08999633789062
2018-12-24,145.1999969482422
2019-09-06,142.3300018310547
2018-07-17,139.6999969482422
2018-09-19,144.25999450683594
2019-08-05,142.00999450683594
2019-10-08,142.9600067138672
2019-12-11,143.86000061035156
2019-11-27,144.86000061035156
2020-02-14,144.25999450683594
2020-05-06,143.58999633789062
2019-01-08,143.92999267578125
2018-12-07,146.08999633789062
2019-08-20,148.88999938964844
2018-11-05,148.44000244140625
2019-07-19,149.32000732421875
2018-10-04,147.9499969482422
2019-06-17,142.3000030517578
2019-05-16,142.77000427246094
2018-08-01,145.19000244140625
2019-03-13,143.80999755859375
2019-12-03,146.44000244140625
2020-02-20,147.0
2019-12-06,146.97999572753906
2020-05-12,147.60000610351562
2019-12-09,146.25
2020-02-26,149.08999633789062
2020-05-15,148.0
2019-03-28,148.0
2018-09-17,148.75999450683594
2018-08-16,149.13999938964844
2018-10-19,153.99000549316406
2019-04-29,153.52000427246094
2019-01-23,151.5399932861328
2019-09-04,150.27000427246094
2018-11-20,149.72000122070312
2019-07-02,143.00999450683594
2019-05-31,137.1999969482422
2019-12-12,136.27000427246094
2020-05-18,135.2100067138672
2019-09-27,137.91000366210938
2020-03-03,136.5800018310547
2020-05-21,133.07000732421875
2019-05-14,133.75
2018-08-31,129.69000244140625
2018-07-30,127.41999816894531
2018-10-02,129.4499969482422
