Dates,FFIV
2019-05-20,526600.0
2019-04-18,499100.0
2018-09-06,308800.0
2018-10-08,583200.0
2019-02-13,565000.0
2018-12-11,354200.0
2019-09-25,659200.0
2020-01-21,588300.0
2020-04-09,465600.0
2019-11-06,593400.0
2020-01-24,659600.0
2020-01-27,450200.0
2020-04-15,594900.0
2018-12-26,868300.0
2019-08-07,1031300.0
2019-06-04,499600.0
2018-09-21,363600.0
2018-07-19,504800.0
2018-08-20,835700.0
2018-10-23,557800.0
2019-05-03,585900.0
2019-04-01,521400.0
2019-02-28,604200.0
2019-11-12,516500.0
2020-01-30,497700.0
2019-11-15,675200.0
2020-04-21,842500.0
2019-04-16,634300.0
2019-03-15,465200.0
2019-02-11,581400.0
2019-01-10,690700.0
2019-08-22,786900.0
2018-11-07,740900.0
2018-08-03,492400.0
2018-09-04,1080800.0
2019-06-19,644700.0
2019-09-23,1217900.0
2019-11-18,582400.0
2020-02-05,608800.0
2020-04-24,697300.0
2019-03-29,877100.0
2019-11-21,835200.0
2020-04-27,669200.0
2020-02-11,567000.0
2020-04-30,595800.0
2019-05-01,446400.0
2019-02-26,505500.0
2019-01-25,439300.0
2018-12-24,662100.0
2019-09-06,1187500.0
2018-07-17,860400.0
2018-09-19,573900.0
2019-08-05,554100.0
2019-10-08,1032200.0
2019-12-11,1869500.0
2019-11-27,752700.0
2020-02-14,474400.0
2020-05-06,480300.0
2019-01-08,406000.0
2018-12-07,1135100.0
2019-08-20,522400.0
2018-11-05,541100.0
2019-07-19,525300.0
2018-10-04,402100.0
2019-06-17,963500.0
2019-05-16,871600.0
2018-08-01,761500.0
2019-03-13,772000.0
2019-12-03,482100.0
2020-02-20,406300.0
2019-12-06,646100.0
2020-05-12,533700.0
2019-12-09,606800.0
2020-02-26,623700.0
2020-05-15,881300.0
2019-03-28,507000.0
2018-09-17,945500.0
2018-08-16,2056300.0
2018-10-19,1241500.0
2019-04-29,778900.0
2019-01-23,548800.0
2019-09-04,727000.0
2018-11-20,846500.0
2019-07-02,836900.0
2019-05-31,679000.0
2019-12-12,810300.0
2020-05-18,703800.0
2019-09-27,655700.0
2020-03-03,679100.0
2020-05-21,591700.0
2019-05-14,612300.0
2018-08-31,928000.0
2018-07-30,652300.0
2018-10-02,615000.0
2019-04-12,579100.0
2019-03-11,568400.0
2019-02-07,415600.0
2019-07-17,448900.0
2019-09-19,733000.0
2019-10-21,485700.0
2019-12-18,916500.0
2020-03-06,693400.0
2019-10-03,760900.0
2020-03-09,551200.0
2020-05-27,801500.0
2019-12-24,806800.0
2020-03-12,737400.0
2018-12-20,486700.0
2019-08-01,773000.0
2018-08-14,686400.0
2018-07-13,506900.0
2018-10-17,458900.0
2019-05-29,406900.0
2019-03-26,412700.0
2019-02-22,481100.0
2019-10-04,517100.0
2019-11-05,447300.0
2019-12-27,666000.0
2020-06-02,733500.0
2019-12-30,400900.0
2020-03-18,472200.0
2020-06-05,322900.0
2019-07-15,348100.0
2018-12-03,407000.0
2019-06-13,907300.0
2019-01-04,562400.0
2018-08-29,698000.0
2019-02-05,735000.0
2018-11-01,604500.0
2019-08-16,484800.0
2019-04-10,378400.0
2019-09-17,354600.0
2019-10-15,530000.0
2020-01-02,289400.0
2020-06-08,472200.0
2019-10-18,580800.0
2020-03-24,308200.0
2020-06-11,490700.0
2020-01-08,557700.0
2019-04-25,468200.0
2019-07-30,807800.0
2019-02-20,2154200.0
2018-07-11,1186400.0
2018-09-13,411300.0
2018-10-15,498500.0
2019-06-28,650400.0
2018-12-18,557900.0
2018-11-16,536900.0
2019-10-02,585800.0
2020-03-27,552000.0
2020-01-10,786200.0
2019-10-24,536500.0
2020-03-30,361200.0
2020-06-17,260900.0
2020-01-14,368300.0
2020-04-02,343200.0
2019-01-02,420400.0
2019-08-14,325000.0
2018-10-30,525700.0
2019-06-11,401600.0
2019-05-10,522200.0
2019-04-08,599800.0
2018-08-27,367800.0
2018-07-26,728500.0
2018-09-28,1822400.0
2019-03-07,586600.0
2019-10-30,290100.0
2020-01-17,583700.0
2020-06-23,1012800.0
2020-04-08,598000.0
2020-06-26,1596400.0
2019-03-22,882700.0
2019-01-17,501700.0
2019-08-29,777700.0
2018-11-14,678800.0
2019-06-26,632600.0
2018-09-11,975000.0
2018-07-09,695500.0
2018-08-10,833900.0
2019-04-23,910600.0
2019-09-30,668900.0
2020-01-23,2012600.0
2019-11-08,571200.0
2020-04-14,134200.0
2019-11-11,313400.0
2020-01-29,354900.0
2020-04-17,266300.0
2018-07-24,333300.0
2018-09-26,592200.0
2019-05-08,420600.0
2019-03-05,568800.0
2019-02-01,463600.0
2018-12-31,571400.0
2018-11-29,542700.0
2019-08-12,357200.0
2019-07-11,477400.0
2019-09-13,659000.0
2019-11-14,373400.0
2020-04-20,447200.0
2020-02-04,538200.0
2020-04-23,784800.0
2018-12-14,806300.0
2019-08-27,1126100.0
2018-08-08,678700.0
2018-10-11,1663600.0
2018-11-12,2594700.0
2019-07-26,1033200.0
2019-06-24,732600.0
2019-05-23,890100.0
2019-03-20,822200.0
2019-01-15,707900.0
2019-11-20,707400.0
2020-02-07,679900.0
2020-02-10,602500.0
2020-04-29,814700.0
2019-11-26,745100.0
2020-02-13,517900.0
2019-01-30,536000.0
2018-08-23,453800.0
2018-09-24,645500.0
2018-11-27,592700.0
2018-10-26,653100.0
2019-07-09,601800.0
2019-06-07,856800.0
2019-05-06,941800.0
2019-04-04,609300.0
2019-09-11,910400.0
2019-11-29,1175400.0
2020-05-05,1189200.0
2019-12-02,947000.0
2020-02-19,1252900.0
2020-05-08,959400.0
2019-05-21,1134400.0
2019-03-18,1284600.0
2018-09-07,1108700.0
2018-08-06,1027700.0
2018-10-09,1193200.0
2019-02-14,1397900.0
2018-12-12,907200.0
2019-07-24,1267400.0
2019-09-26,1137900.0
2019-10-28,1127800.0
2019-12-05,1193600.0
2020-05-11,1101100.0
2019-07-03,1313400.0
2020-02-25,1121700.0
2020-05-14,1043700.0
2020-02-28,926400.0
2019-08-08,782000.0
2019-06-05,692700.0
2018-07-20,666000.0
2018-08-21,930900.0
2018-10-24,745500.0
2019-04-02,952300.0
2019-03-01,1291000.0
2019-01-28,648800.0
2018-12-27,873100.0
2019-09-09,691700.0
2020-03-02,765600.0
2020-05-20,571100.0
2019-12-17,784800.0
2020-03-05,2128300.0
2019-02-12,856300.0
2019-01-11,676400.0
2018-12-10,655300.0
2019-08-23,889600.0
2018-11-08,843800.0
2019-07-22,1392300.0
2019-06-20,4579400.0
2018-09-05,1561300.0
2019-04-17,1027000.0
2019-09-24,874200.0
2019-12-20,850000.0
2020-05-26,939700.0
2019-04-30,1068400.0
2019-12-23,582300.0
2020-03-11,846800.0
2020-05-29,614300.0
2019-12-26,965000.0
2020-06-01,701200.0
2019-05-02,727800.0
2019-02-27,1552100.0
2018-11-23,630000.0
2019-08-06,532000.0
2018-07-18,567000.0
2018-09-20,490200.0
2018-10-22,880900.0
2019-07-05,807600.0
2019-06-03,994600.0
2019-10-09,783200.0
2019-10-11,922500.0
2020-03-17,710100.0
2020-06-04,589700.0
2019-10-14,550400.0
2020-03-20,935900.0
2018-11-06,456100.0
2019-06-18,536700.0
2019-05-17,387500.0
2019-04-15,700400.0
2019-03-14,778100.0
2019-01-09,544600.0
2018-08-02,457700.0
2018-10-05,715500.0
2019-08-21,596600.0
2019-10-17,533300.0
2020-03-23,1064600.0
2020-06-10,1135500.0
2019-02-25,505700.0
2020-01-07,1164200.0
2020-03-26,654500.0
2019-10-23,2089300.0
