Dates,CL=F
2018-06-20,65.11000061035156
2018-06-21,65.33999633789062
2018-06-25,65.93000030517578
2018-06-22,68.75
2018-06-26,68.20999908447266
2018-06-27,70.68000030517578
2018-06-28,72.2699966430664
2018-06-29,73.33000183105469
2018-07-02,73.62000274658203
2018-07-05,74.3499984741211
2018-07-06,73.16000366210938
2018-07-16,73.87000274658203
2018-09-18,74.04000091552734
2019-01-24,74.19999694824219
2019-09-05,70.5999984741211
2018-11-21,70.37999725341797
2020-01-13,70.5199966430664
2020-04-01,68.02999877929688
2020-06-19,67.61000061035156
2019-10-29,69.0
2020-01-16,69.38999938964844
2020-06-22,68.16999816894531
2018-10-03,67.80000305175781
2018-07-31,68.7699966430664
2019-03-12,69.37999725341797
2019-02-08,69.58000183105469
2019-01-07,69.01000213623047
2018-12-06,70.05000305175781
2019-08-19,68.43000030517578
2019-07-18,67.86000061035156
2019-05-15,68.98999786376953
2019-09-20,68.6500015258789
2019-11-01,68.9000015258789
2020-04-07,69.08999633789062
2020-06-25,66.79000091552734
2020-06-16,66.73999786376953
2019-11-04,67.77999877929688
2020-01-22,67.41999816894531
2020-06-28,66.62000274658203
2019-11-07,64.94999694824219
2020-04-13,65.47000122070312
2019-07-01,65.91000366210938
2019-05-30,66.62000274658203
2018-08-15,66.08000183105469
2018-10-18,68.06999969482422
2019-03-27,67.9000015258789
2019-01-22,68.56999969482422
2018-12-21,68.93000030517578
2019-09-03,68.54000091552734
2018-11-19,69.70999908447266
2019-08-02,70.05999755859375
2020-01-28,70.12000274658203
2020-04-16,69.43000030517578
2019-11-13,68.63999938964844
2020-01-31,67.87999725341797
2020-04-19,67.81999969482422
2018-12-04,67.52999877929688
2018-11-02,69.88999938964844
2019-07-16,70.23999786376953
2018-08-30,68.79000091552734
2018-10-01,68.93000030517578
2019-06-14,68.80000305175781
2019-05-13,69.70999908447266
2019-04-11,71.38999938964844
2019-02-06,70.19999694824219
2019-09-18,71.13999938964844
2020-02-03,72.25
2020-04-22,72.08999633789062
2019-11-19,72.01000213623047
2020-02-06,72.18000030517578
2019-11-22,73.29000091552734
2020-02-09,75.41999816894531
2019-03-25,75.12000274658203
2019-02-21,76.18000030517578
2018-12-19,74.66999816894531
2018-07-12,74.4000015258789
2018-09-14,74.20999908447266
2018-08-13,74.66000366210938
2018-10-16,72.68000030517578
2019-07-31,70.98999786376953
2019-05-28,71.8499984741211
2019-04-26,71.72000122070312
2020-04-28,72.16999816894531
2019-11-25,70.02999877929688
2020-02-12,68.68000030517578
2020-05-01,69.41000366210938
2020-05-04,69.55000305175781
2019-06-12,66.16999816894531
2019-04-09,66.36000061035156
2019-03-08,66.94999694824219
2019-02-04,67.55000305175781
2018-07-27,66.68000030517578
2018-08-28,66.31999969482422
2019-01-03,64.87999725341797
2019-08-15,63.5
2018-10-31,62.9900016784668
2019-09-16,62.70000076293945
2020-02-18,61.7400016784668
2020-05-07,61.63999938964844
2018-08-17,60.75
