Dates,CL=F
2018-06-20,66.22000122070312
2018-06-21,65.54000091552734
2018-06-25,68.58000183105469
2018-06-22,68.08000183105469
2018-06-26,70.52999877929688
2018-06-27,72.76000213623047
2018-06-28,73.44999694824219
2018-06-29,74.1500015258789
2018-07-02,73.94000244140625
2018-07-05,72.94000244140625
2018-07-06,73.80000305175781
2018-07-16,73.8499984741211
2018-09-18,74.11000061035156
2019-01-24,70.37999725341797
2019-09-05,70.33000183105469
2018-11-21,71.01000213623047
2020-01-13,68.05999755859375
2020-04-01,68.08000183105469
2020-06-19,68.76000213623047
2019-10-29,69.45999908447266
2020-01-16,70.45999908447266
2020-06-22,67.88999938964844
2018-10-03,68.5199966430664
2018-07-31,69.30000305175781
2019-03-12,69.61000061035156
2019-02-08,68.69000244140625
2019-01-07,70.12999725341797
2018-12-06,68.76000213623047
2019-08-19,67.66000366210938
2019-07-18,68.95999908447266
2019-05-15,68.48999786376953
2019-09-20,69.01000213623047
2019-11-01,69.16999816894531
2020-04-07,66.94000244140625
2020-06-25,66.80999755859375
2020-06-16,67.62999725341797
2019-11-04,67.19999694824219
2020-01-22,67.04000091552734
2020-06-28,65.01000213623047
2019-11-07,65.45999908447266
2020-04-13,65.91000366210938
2019-07-01,66.43000030517578
2019-05-30,67.3499984741211
2018-08-15,67.86000061035156
2018-10-18,67.83000183105469
2019-03-27,68.72000122070312
2019-01-22,68.87000274658203
2018-12-21,68.52999877929688
2019-09-03,69.51000213623047
2018-11-19,70.25
2019-08-02,69.80000305175781
2020-01-28,69.87000274658203
2020-04-16,68.72000122070312
2019-11-13,67.7699966430664
2020-01-31,67.75
2020-04-19,67.54000091552734
2018-12-04,69.25
2018-11-02,70.37000274658203
2019-07-16,68.58999633789062
2018-08-30,68.98999786376953
2018-10-01,68.91000366210938
2019-06-14,69.8499984741211
2019-05-13,71.12000274658203
2019-04-11,70.80000305175781
2019-02-06,70.77999877929688
2019-09-18,72.08000183105469
2020-02-03,72.27999877929688
2020-04-22,71.56999969482422
2019-11-19,72.12000274658203
2020-02-06,73.25
2019-11-22,75.30000305175781
2020-02-09,75.2300033569336
2019-03-25,76.41000366210938
2019-02-21,74.33000183105469
2018-12-19,74.33999633789062
2018-07-12,74.29000091552734
2018-09-14,74.95999908447266
2018-08-13,73.16999816894531
2018-10-16,70.97000122070312
2019-07-31,71.33999633789062
2019-05-28,71.77999877929688
2019-04-26,71.91999816894531
2020-04-28,69.75
2019-11-25,68.6500015258789
2020-02-12,69.12000274658203
2020-05-01,69.16999816894531
2020-05-04,66.43000030517578
2019-06-12,66.81999969482422
2019-04-09,67.33000183105469
2019-03-08,67.58999633789062
2019-02-04,67.04000091552734
2018-07-27,66.18000030517578
2018-08-28,65.30999755859375
2019-01-03,63.689998626708984
2019-08-15,63.13999938964844
2018-10-31,63.099998474121094
2019-09-16,62.209999084472656
2020-02-18,61.66999816894531
2020-05-07,60.66999816894531
2018-08-17,60.189998626708984
2019-12-04,59.93000030517578
2020-02-21,55.689998626708984
2020-05-10,56.25
2018-12-17,56.459999084472656
2019-08-30,56.459999084472656
2018-11-15,56.7599983215332
2019-07-29,53.43000030517578
2019-06-27,54.630001068115234
2019-04-24,51.630001068115234
2018-07-10,51.560001373291016
2018-09-12,50.290000915527344
2019-02-19,51.45000076293945
2019-01-18,50.93000030517578
2020-02-24,52.95000076293945
2020-05-13,53.25
2019-12-10,51.4900016784668
2020-02-27,52.61000061035156
2019-12-13,51.0
2020-03-01,51.650001525878906
2020-05-19,51.150001525878906
2019-03-06,52.58000183105469
2018-11-30,51.20000076293945
2019-08-13,49.880001068115234
2019-07-12,46.2400016784668
2019-06-10,47.20000076293945
2019-05-09,45.880001068115234
2018-07-25,45.59000015258789
2018-09-27,46.220001220703125
2018-10-29,44.61000061035156
2019-10-16,45.33000183105469
2019-12-16,45.40999984741211
2020-03-04,46.540000915527344
2020-05-22,47.09000015258789
2019-10-01,47.959999084472656
2019-12-19,48.52000045776367
2018-09-10,49.779998779296875
2019-05-24,52.36000061035156
2018-08-09,52.59000015258789
2019-04-22,51.59000015258789
2019-03-21,50.5099983215332
2019-01-16,52.11000061035156
2019-08-28,52.310001373291016
2018-11-13,52.06999969482422
2018-10-12,53.79999923706055
2019-06-25,52.56999969482422
2020-03-10,52.619998931884766
2020-05-28,53.130001068115234
2019-10-07,53.689998626708984
2020-03-13,51.9900016784668
2020-05-31,53.310001373291016
2019-10-10,54.22999954223633
2020-03-16,53.790000915527344
2020-06-03,55.2599983215332
2018-11-28,54.560001373291016
2018-09-25,53.65999984741211
2018-07-23,54.0099983215332
2018-08-24,52.63999938964844
2019-07-10,52.720001220703125
2019-05-07,52.40999984741211
2019-04-05,53.099998474121094
2019-03-04,53.900001525878906
2019-01-31,54.40999984741211
2019-09-12,55.59000015258789
2019-12-31,56.09000015258789
2020-03-19,56.91999816894531
2020-01-03,56.959999084472656
2020-03-22,57.2599983215332
2020-06-09,55.47999954223633
2019-02-15,55.5
2019-01-14,56.939998626708984
2018-08-07,57.220001220703125
2018-10-10,55.79999923706055
2018-12-13,56.59000015258789
2019-08-26,56.560001373291016
2019-07-25,56.220001220703125
2019-05-22,56.65999984741211
2019-03-19,56.06999969482422
2019-09-27,56.790000915527344
2020-01-06,56.869998931884766
2020-03-25,58.2599983215332
2020-06-12,58.61000061035156
2019-10-22,58.52000045776367
2020-01-09,59.09000015258789
2020-06-15,59.029998779296875
2019-10-25,59.83000183105469
2020-03-31,59.97999954223633
2020-06-18,59.040000915527344
2019-04-03,58.81999969482422
2018-08-22,59.939998626708984
2018-10-25,59.40999984741211
2019-01-29,59.29999923706055
2018-12-28,60.13999938964844
2019-09-10,61.59000015258789
2018-11-26,62.58000183105469
2019-08-09,62.459999084472656
2019-07-08,62.099998474121094
2019-06-06,63.08000183105469
2020-01-15,64.4000015258789
2020-04-03,63.97999954223633
2020-03-29,64.61000061035156
2020-06-21,63.58000183105469
2019-10-31,63.88999938964844
2020-04-06,63.400001525878906
2020-06-24,64.05000305175781
2018-11-09,63.7599983215332
2019-07-23,64.0
2019-06-21,65.69999694824219
2019-05-20,66.30000305175781
2019-04-18,65.88999938964844
2018-09-06,65.20999908447266
2018-10-08,63.29999923706055
2019-02-13,63.5
2018-12-11,63.90999984741211
2019-09-25,63.599998474121094
2020-01-21,61.810001373291016
2020-04-09,61.939998626708984
2019-11-06,62.25
2020-01-24,61.400001525878906
2020-04-12,62.119998931884766
2020-01-27,61.70000076293945
2020-04-15,61.65999984741211
2018-12-26,61.040000915527344
2019-08-07,61.779998779296875
2019-06-04,62.02000045776367
2018-09-21,62.869998931884766
2018-07-19,62.7599983215332
2018-08-20,63.099998474121094
2018-10-23,62.9900016784668
2019-05-03,61.41999816894531
2019-04-01,57.90999984741211
2019-02-28,58.630001068115234
2019-11-12,59.13999938964844
2020-01-30,58.810001373291016
2019-11-15,56.59000015258789
2020-02-02,53.5
2020-04-21,53.25
2019-04-16,53.47999954223633
2019-03-15,51.68000030517578
2019-02-11,52.59000015258789
2019-01-10,53.9900016784668
2019-08-22,53.2599983215332
2018-11-07,53.27000045776367
2018-08-03,51.13999938964844
2018-09-04,52.279998779296875
2019-06-19,52.5099983215332
2019-09-23,51.93000030517578
2019-11-18,53.900001525878906
2020-02-05,53.7599983215332
2020-04-24,56.650001525878906
2019-03-29,57.43000030517578
2019-11-21,57.900001525878906
2020-04-27,57.83000183105469
2020-02-11,59.380001068115234
2020-04-30,59.43000030517578
2019-05-01,58.470001220703125
2019-02-26,59.09000015258789
2019-01-25,56.25
2019-09-06,57.5099983215332
2018-07-17,57.65999984741211
2018-09-19,57.83000183105469
2019-08-05,60.43000030517578
2019-10-08,60.20000076293945
2019-12-11,60.209999084472656
2020-02-13,59.58000183105469
2019-11-27,57.619998931884766
2020-02-14,56.779998779296875
2020-05-03,55.29999923706055
2020-05-06,55.630001068115234
2019-01-08,56.220001220703125
2018-12-07,56.77000045776367
2019-08-20,55.880001068115234
2018-11-05,56.02000045776367
2019-07-19,56.20000076293945
2018-10-04,56.869998931884766
2019-06-17,58.04999923706055
2019-05-16,58.58000183105469
2018-08-01,53.95000076293945
2019-03-13,55.65999984741211
2019-12-03,54.689998626708984
2020-02-20,53.630001068115234
2019-12-06,51.09000015258789
2020-02-23,52.540000915527344
2020-05-12,54.5
2019-12-09,54.93000030517578
2020-02-26,57.099998474121094
2020-05-15,55.22999954223633
2019-03-28,54.470001220703125
2018-09-17,54.869998931884766
2018-08-16,56.209999084472656
2018-10-19,56.34000015258789
2019-04-29,55.68000030517578
2019-01-23,55.349998474121094
2019-09-04,54.16999816894531
2018-11-20,53.63999938964844
2019-07-02,54.93000030517578
2019-05-31,55.779998779296875
2020-05-18,56.709999084472656
2020-03-03,55.099998474121094
2020-05-21,53.939998626708984
2019-05-14,56.2599983215332
2018-08-31,56.29999923706055
2018-07-30,56.52000045776367
2018-10-02,57.849998474121094
2019-04-12,57.400001525878906
2019-03-11,55.75
2019-02-07,55.09000015258789
2019-07-17,54.849998474121094
2019-09-19,62.900001525878906
2019-10-21,59.34000015258789
2019-12-18,58.11000061035156
2020-03-06,58.130001068115234
2020-05-24,58.09000015258789
2019-10-03,58.63999938964844
2020-03-09,57.290000915527344
2020-05-27,56.4900016784668
2020-03-12,56.40999984741211
2018-12-20,55.90999984741211
2019-08-01,54.06999969482422
2018-08-14,53.619998931884766
2018-07-13,52.63999938964844
2018-10-17,52.45000076293945
2019-05-29,52.810001373291016
2019-03-26,52.75
2019-02-22,52.630001068115234
2019-10-04,52.59000015258789
2019-11-05,53.54999923706055
2019-12-27,54.70000076293945
2020-03-15,53.59000015258789
2020-06-02,52.810001373291016
2019-12-30,53.36000061035156
2020-03-18,53.93000030517578
2020-06-05,53.779998779296875
2019-07-15,53.310001373291016
2018-12-03,54.15999984741211
2019-06-13,55.970001220703125
2019-01-04,56.22999954223633
2018-08-29,56.65999984741211
2019-02-05,55.810001373291016
2018-11-01,55.540000915527344
2019-08-16,55.060001373291016
2019-04-10,54.18000030517578
2019-09-17,56.20000076293945
2019-10-15,56.540000915527344
2020-01-02,57.22999954223633
2020-06-08,56.349998474121094
2019-10-18,57.150001525878906
2020-03-24,57.2400016784668
2020-06-11,56.86000061035156
2020-01-08,56.79999923706055
