Dates,CL=F
2018-06-20,66.52999877929688
2018-06-21,66.22000122070312
2018-06-25,69.37999725341797
2018-06-22,69.44000244140625
2018-06-26,70.91000366210938
2018-06-27,73.05999755859375
2018-06-28,74.02999877929688
2018-06-29,74.45999908447266
2018-07-02,74.3499984741211
2018-07-05,74.80000305175781
2018-07-06,74.01000213623047
2018-07-16,74.27999877929688
2018-09-18,74.69999694824219
2019-01-24,74.26000213623047
2019-09-05,71.23999786376953
2018-11-21,71.66000366210938
2020-01-13,70.87000274658203
2020-04-01,68.44000244140625
2020-06-19,69.05999755859375
2019-10-29,70.16999816894531
2020-01-16,71.0999984741211
2020-06-22,69.30999755859375
2018-10-03,69.05000305175781
2018-07-31,69.69999694824219
2019-03-12,69.91999816894531
2019-02-08,69.7699966430664
2019-01-07,70.43000030517578
2018-12-06,70.22000122070312
2019-08-19,68.5199966430664
2019-07-18,69.36000061035156
2019-05-15,69.23999786376953
2019-09-20,69.91999816894531
2019-11-01,69.83000183105469
2020-04-07,69.37000274658203
2020-06-25,67.41000366210938
2020-06-16,67.87000274658203
2019-11-04,67.94999694824219
2020-01-22,68.37000274658203
2020-06-28,66.9000015258789
2019-11-07,65.5199966430664
2020-04-13,66.38999938964844
2019-07-01,66.68000030517578
2019-05-30,68.0999984741211
2018-08-15,68.1500015258789
2018-10-18,68.12000274658203
2019-03-27,69.30999755859375
2019-01-22,68.97000122070312
2018-12-21,69.19999694824219
2019-09-03,69.76000213623047
2018-11-19,70.5
2019-08-02,70.36000061035156
2020-01-28,71.4000015258789
2020-04-16,69.58999633789062
2019-11-13,69.0199966430664
2020-01-31,68.08000183105469
2020-04-19,68.5199966430664
2018-12-04,70.01000213623047
2018-11-02,71.26000213623047
2019-07-16,70.27999877929688
2018-08-30,69.91000366210938
2018-10-01,69.72000122070312
2019-06-14,70.41999816894531
2019-05-13,71.5
2019-04-11,71.80999755859375
2019-02-06,71.80000305175781
2019-09-18,72.73999786376953
2020-02-03,72.77999877929688
2020-04-22,72.37999725341797
2019-11-19,72.5999984741211
2020-02-06,73.7300033569336
2019-11-22,75.7699966430664
2020-02-09,75.91000366210938
2019-03-25,76.9000015258789
2019-02-21,76.47000122070312
2018-12-19,75.22000122070312
2018-07-12,74.58000183105469
2018-09-14,75.27999877929688
2018-08-13,75.08000183105469
2018-10-16,72.76000213623047
2019-07-31,72.01000213623047
2019-05-28,72.69999694824219
2019-04-26,72.29000091552734
2020-04-28,72.43000030517578
2019-11-25,70.02999877929688
2020-02-12,69.7699966430664
2020-05-01,69.6500015258789
2020-05-04,69.66000366210938
2019-06-12,67.72000122070312
2019-04-09,67.6500015258789
2019-03-08,67.87999725341797
2019-02-04,67.94999694824219
2018-07-27,67.26000213623047
2018-08-28,67.0
2019-01-03,65.38999938964844
2019-08-15,63.95000076293945
2018-10-31,64.13999938964844
2019-09-16,63.31999969482422
2020-02-18,63.18000030517578
2020-05-07,62.41999816894531
2018-08-17,60.790000915527344
2019-12-04,61.279998779296875
2020-02-21,59.349998474121094
2020-05-10,57.369998931884766
2018-12-17,57.2599983215332
2019-08-30,57.959999084472656
2018-11-15,57.33000183105469
2019-07-29,57.439998626708984
2019-06-27,55.86000061035156
2019-04-24,52.25
2018-07-10,52.380001068115234
2018-09-12,52.560001373291016
2019-02-19,52.20000076293945
2019-01-18,51.790000915527344
2020-02-24,53.849998474121094
2020-05-13,54.54999923706055
2019-12-10,53.29999923706055
2020-02-27,54.220001220703125
2019-12-13,52.810001373291016
2020-03-01,52.43000030517578
2020-05-19,52.880001068115234
2019-03-06,53.27000045776367
2018-11-30,52.95000076293945
2019-08-13,51.869998931884766
2019-07-12,49.59000015258789
2019-06-10,48.0
2019-05-09,47.5099983215332
2018-07-25,46.77000045776367
2018-09-27,47.0
2018-10-29,46.70000076293945
2019-10-16,46.220001220703125
2019-12-16,46.529998779296875
2020-03-04,47.779998779296875
2020-05-22,47.4900016784668
2019-10-01,49.220001220703125
2019-12-19,49.790000915527344
2018-09-10,49.95000076293945
2019-05-24,52.58000183105469
2018-08-09,52.779998779296875
2019-04-22,53.310001373291016
2019-03-21,52.11000061035156
2019-01-16,52.29999923706055
2019-08-28,52.52000045776367
2018-11-13,52.58000183105469
2018-10-12,53.91999816894531
2019-06-25,54.2400016784668
2020-03-10,53.63999938964844
2020-05-28,53.470001220703125
2019-10-07,53.939998626708984
2020-03-13,53.63999938964844
2020-05-31,53.93000030517578
2019-10-10,54.93000030517578
