Dates,CL=F
2018-06-20,65.01000213623047
2018-06-21,64.33999633789062
2018-06-25,65.70999908447266
2018-06-22,67.77999877929688
2018-06-26,67.72000122070312
2018-06-27,70.55999755859375
2018-06-28,72.19999694824219
2018-06-29,72.93000030517578
2018-07-02,72.51000213623047
2018-07-05,72.52999877929688
2018-07-06,72.13999938964844
2018-07-16,72.98999786376953
2018-09-18,73.6500015258789
2019-01-24,70.0199966430664
2019-09-05,69.2300033569336
2018-11-21,69.83999633789062
2020-01-13,67.58000183105469
2020-04-01,67.02999877929688
2020-06-19,67.04000091552734
2019-10-29,67.80000305175781
2020-01-16,69.37000274658203
2020-06-22,67.5999984741211
2018-10-03,67.55999755859375
2018-07-31,68.19999694824219
2019-03-12,68.91999816894531
2019-02-08,68.26000213623047
2019-01-07,68.80000305175781
2018-12-06,67.9800033569336
2019-08-19,67.30999755859375
2019-07-18,66.91999816894531
2019-05-15,67.87000274658203
2019-09-20,68.5
2019-11-01,68.80999755859375
2020-04-07,66.31999969482422
2020-06-25,66.48999786376953
2020-06-16,66.13999938964844
2019-11-04,65.70999908447266
2020-01-22,66.58000183105469
2020-06-28,64.51000213623047
2019-11-07,64.43000030517578
2020-04-13,65.30000305175781
2019-07-01,65.58999633789062
2019-05-30,66.5199966430664
2018-08-15,65.9800033569336
2018-10-18,67.31999969482422
2019-03-27,67.77999877929688
2019-01-22,68.33999633789062
2018-12-21,68.20999908447266
2019-09-03,68.37000274658203
2018-11-19,69.55000305175781
2019-08-02,69.63999938964844
2020-01-28,69.08000183105469
2020-04-16,68.55999755859375
2019-11-13,67.0
2020-01-31,66.86000061035156
2020-04-19,67.33000183105469
2018-12-04,67.4800033569336
2018-11-02,69.5
2019-07-16,68.3499984741211
2018-08-30,67.94000244140625
2018-10-01,68.52999877929688
2019-06-14,68.52999877929688
2019-05-13,69.6500015258789
2019-04-11,70.7300033569336
2019-02-06,69.9800033569336
2019-09-18,71.13999938964844
2020-02-03,71.88999938964844
2020-04-22,71.47000122070312
2019-11-19,71.70999908447266
2020-02-06,71.87999725341797
2019-11-22,72.94999694824219
2020-02-09,74.93000030517578
2019-03-25,74.30000305175781
2019-02-21,73.87999725341797
2018-12-19,73.83999633789062
2018-07-12,73.06999969482422
2018-09-14,74.0
2018-08-13,72.37999725341797
2018-10-16,70.51000213623047
2019-07-31,70.63999938964844
2019-05-28,70.8499984741211
2019-04-26,71.0199966430664
2020-04-28,69.43000030517578
2019-11-25,68.47000122070312
2020-02-12,68.55999755859375
2020-05-01,68.2699966430664
2020-05-04,65.73999786376953
2019-06-12,66.05000305175781
2019-04-09,65.98999786376953
2019-03-08,66.19999694824219
2019-02-04,66.29000091552734
2018-07-27,65.33000183105469
2018-08-28,64.80999755859375
2019-01-03,63.11000061035156
2019-08-15,62.630001068115234
2018-10-31,62.52000045776367
2019-09-16,61.310001373291016
2020-02-18,61.20000076293945
2020-05-07,60.400001525878906
2018-08-17,59.2599983215332
2019-12-04,58.68000030517578
2020-02-21,54.75
2020-05-10,55.130001068115234
2018-12-17,55.59000015258789
2019-08-30,55.88999938964844
2018-11-15,55.08000183105469
2019-07-29,52.77000045776367
2019-06-27,53.38999938964844
2019-04-24,50.099998474121094
2018-07-10,50.29999923706055
2018-09-12,50.060001373291016
2019-02-19,49.40999984741211
2019-01-18,49.650001525878906
2020-02-24,52.029998779296875
2020-05-13,52.43000030517578
2019-12-10,50.08000183105469
2020-02-27,50.599998474121094
2019-12-13,50.529998779296875
2020-03-01,50.70000076293945
2020-05-19,50.939998626708984
2019-03-06,50.349998474121094
2018-11-30,50.84000015258789
2019-08-13,49.0099983215332
2019-07-12,45.790000915527344
2019-06-10,45.93000030517578
2019-05-09,45.66999816894531
2018-07-25,45.130001068115234
2018-09-27,42.52000045776367
2018-10-29,44.369998931884766
2019-10-16,44.41999816894531
2019-12-16,44.72999954223633
2020-03-04,44.349998474121094
2020-05-22,45.349998474121094
2019-10-01,46.650001525878906
2019-12-19,48.11000061035156
2018-09-10,48.310001373291016
2019-05-24,49.709999084472656
2018-08-09,51.369998931884766
2019-04-22,51.18000030517578
2019-03-21,50.380001068115234
2019-01-16,50.63999938964844
2019-08-28,51.2599983215332
2018-11-13,50.97999954223633
2018-10-12,52.09000015258789
2019-06-25,51.79999923706055
2020-03-10,51.86000061035156
2020-05-28,52.06999969482422
2019-10-07,52.90999984741211
2020-03-13,51.33000183105469
2020-05-31,51.84000015258789
2019-10-10,53.09000015258789
2020-03-16,53.619998931884766
2020-06-03,53.369998931884766
2018-11-28,53.290000915527344
2018-09-25,53.470001220703125
2018-07-23,52.86000061035156
2018-08-24,51.79999923706055
2019-07-10,52.08000183105469
2019-05-07,51.22999954223633
2019-04-05,52.290000915527344
2019-03-04,53.27000045776367
2019-01-31,53.08000183105469
2019-09-12,54.2400016784668
2019-12-31,55.290000915527344
2020-03-19,55.47999954223633
2020-01-03,56.63999938964844
2020-03-22,56.709999084472656
2020-06-09,55.08000183105469
2019-02-15,55.02000045776367
2019-01-14,55.720001220703125
2018-08-07,56.43000030517578
2018-10-10,55.56999969482422
2018-12-13,55.810001373291016
2019-08-26,56.09000015258789
2019-07-25,55.41999816894531
2019-05-22,56.08000183105469
2019-03-19,54.52000045776367
2019-09-27,55.959999084472656
2020-01-06,56.7400016784668
2020-03-25,57.0099983215332
2020-06-12,58.0
2019-10-22,57.7400016784668
2020-01-09,58.04999923706055
2020-06-15,58.619998931884766
2019-10-25,58.38999938964844
2020-03-31,59.65999984741211
