Dates,MPC
2018-06-20,3217200.0
2018-06-21,4776300.0
2018-06-25,11180200.0
2018-06-22,7899400.0
2018-06-26,4478800.0
2018-06-27,5758900.0
2018-06-28,4546300.0
2018-06-29,5576800.0
2018-07-02,5351000.0
2018-07-03,6832100.0
2018-07-05,8436100.0
2018-07-16,4055100.0
2018-09-18,5463300.0
2019-01-24,3965500.0
2019-09-05,4441200.0
2018-11-21,3951200.0
2020-01-13,4884600.0
2020-04-01,3077100.0
2020-06-19,3110700.0
2019-10-29,5089500.0
2020-01-16,3148700.0
2020-06-22,4231700.0
2018-10-03,3605800.0
2018-07-31,4223600.0
2019-03-12,5236300.0
2019-02-08,11435400.0
2019-01-07,5450900.0
2018-12-06,4166200.0
2019-08-19,4686700.0
2019-07-18,4279400.0
2019-05-15,3785000.0
2019-09-20,3075100.0
2019-11-01,3837100.0
2020-04-07,4145800.0
2020-06-25,3171200.0
2020-06-16,3027600.0
2019-11-04,2708400.0
2020-01-22,2307800.0
2019-11-07,3413800.0
2020-04-13,6162800.0
2019-07-01,4075600.0
2019-05-30,3374300.0
2018-08-15,3352300.0
2018-10-18,5733400.0
2019-03-27,3838700.0
2019-01-22,3392100.0
2018-12-21,6091800.0
2019-09-03,4305200.0
2018-11-19,3222900.0
2019-08-02,3624700.0
2020-01-28,4420500.0
2020-04-16,6666800.0
2019-11-13,6036200.0
2020-01-31,5718900.0
2018-12-04,4468200.0
2018-11-02,3589100.0
2019-07-16,4067700.0
2018-08-30,3835400.0
2018-10-01,5581900.0
2019-06-14,4575900.0
2019-05-13,3294400.0
2019-04-11,3510200.0
2019-02-06,4563000.0
2019-09-18,6867500.0
2020-02-03,6500000.0
2020-04-22,8531600.0
2019-11-19,6853000.0
2020-02-06,7512100.0
2019-11-22,7955000.0
2019-03-25,8087700.0
2019-02-21,39153800.0
2018-12-19,6696600.0
2018-07-12,7100100.0
2018-09-14,8331700.0
2018-08-13,6911300.0
2018-10-16,7580800.0
2019-07-31,9552200.0
2019-05-28,5322700.0
2019-04-26,10626500.0
2020-04-28,9010200.0
2019-11-25,8179200.0
2020-02-12,7960600.0
2020-05-01,5907500.0
2020-05-04,5630300.0
2019-06-12,4859600.0
2019-04-09,13322800.0
2019-03-08,5154000.0
2019-02-04,8640000.0
2018-07-27,12254700.0
2018-08-28,8315800.0
2019-01-03,7837700.0
2019-08-15,6307400.0
2018-10-31,6470600.0
2019-09-16,9638900.0
2020-02-18,8070900.0
2020-05-07,5685500.0
2018-08-17,4841500.0
2019-12-04,6809800.0
2020-02-21,7305300.0
2018-12-17,7182500.0
2019-08-30,6340500.0
2018-11-15,4588800.0
2019-07-29,8936000.0
2019-06-27,6395600.0
2019-04-24,6149600.0
2018-07-10,6373700.0
2018-09-12,6337700.0
2019-02-19,7603000.0
2019-01-18,6438600.0
2020-02-24,2695000.0
2020-05-13,5448300.0
2019-12-10,5096700.0
2020-02-27,6229200.0
2019-12-13,5096900.0
2020-05-19,6236800.0
2019-03-06,9307900.0
2018-11-30,7711600.0
2019-08-13,7501300.0
2019-07-12,9721900.0
2019-06-10,8768800.0
2019-05-09,5555100.0
2018-07-25,5484100.0
2018-09-27,6501700.0
2018-10-29,8583000.0
2019-10-16,9197900.0
2019-12-16,12023600.0
2020-03-04,15030100.0
2020-05-22,11900600.0
2019-10-01,14239800.0
2019-12-19,4508800.0
2018-09-10,6036400.0
2019-05-24,5766200.0
2018-08-09,4563500.0
2019-04-22,4357900.0
2019-03-21,6608000.0
2019-01-16,6290600.0
2019-08-28,6297600.0
2018-11-13,6333100.0
2018-10-12,5884800.0
2019-06-25,7195800.0
2020-03-10,8083300.0
2020-05-28,6863900.0
2019-10-07,4772900.0
2020-03-13,4285300.0
2019-10-10,5277900.0
2020-03-16,4533100.0
2020-06-03,5745800.0
2018-11-28,6166300.0
2018-09-25,4357700.0
2018-07-23,7318600.0
2018-08-24,7914700.0
2019-07-10,11002700.0
2019-05-07,5922800.0
2019-04-05,5745700.0
2019-03-04,8782200.0
2019-01-31,5216900.0
2019-09-12,5553700.0
2019-12-31,5403600.0
2020-03-19,5484200.0
2020-01-03,9498500.0
2020-06-09,8276500.0
2019-02-15,9648000.0
2019-01-14,6478600.0
2018-07-06,4141000.0
2018-08-07,4824400.0
2018-10-10,5166300.0
2018-12-13,3836500.0
2019-08-26,5470500.0
2019-07-25,7231800.0
2019-05-22,3544600.0
2019-03-19,4054700.0
2020-01-06,3746400.0
2020-03-25,5805400.0
2020-06-12,7499200.0
2019-10-22,6069800.0
2020-01-09,7025300.0
2020-06-15,7254500.0
2019-10-25,8212400.0
2020-03-31,5830500.0
2020-06-18,7631000.0
2019-04-03,6670400.0
2018-08-22,5849100.0
2018-10-25,6243500.0
2019-01-29,5473400.0
2018-12-28,9173800.0
2018-11-26,7657900.0
2019-08-09,6237100.0
2019-07-08,8136000.0
2019-06-06,6306700.0
2019-09-10,4664600.0
2020-01-15,5190100.0
2020-04-03,4191500.0
2019-10-31,4793400.0
2020-04-06,5095500.0
2020-06-24,8245000.0
2018-11-09,6993500.0
2019-07-23,7284200.0
2019-06-21,6979400.0
2019-05-20,5838700.0
2019-04-18,7359600.0
2018-09-06,7353200.0
2018-10-08,6046900.0
2019-02-13,8247800.0
2018-12-11,5284900.0
2019-09-25,10104400.0
2020-01-21,7075900.0
2020-04-09,7899900.0
2019-11-06,5500500.0
2020-01-24,6363800.0
2020-01-27,6186600.0
2020-04-15,6804700.0
2018-12-26,7056500.0
2019-08-07,6554000.0
2019-06-04,6244500.0
2018-09-21,4506800.0
2018-07-19,5005400.0
2018-08-20,4991300.0
2018-10-23,6849500.0
2019-05-03,5626700.0
2019-04-01,6409400.0
2019-02-28,9697100.0
2019-11-12,16021700.0
2020-01-30,15870600.0
2019-11-15,10158900.0
2020-04-21,7505300.0
2019-04-16,7644100.0
2019-03-15,7209900.0
2019-02-11,11750700.0
2019-01-10,6239600.0
2019-08-22,5315900.0
2018-11-07,6908700.0
2018-08-03,5547700.0
2018-09-04,10245900.0
2019-06-19,4860800.0
2019-09-23,8418500.0
