Dates,MPC
2018-06-20,74.91000366210938
2018-06-21,73.80000305175781
2018-06-25,74.18000030517578
2018-06-22,72.9000015258789
2018-06-26,71.2300033569336
2018-06-27,71.69000244140625
2018-06-28,70.4800033569336
2018-06-29,71.2699966430664
2018-07-02,70.4000015258789
2018-07-03,72.62000274658203
2018-07-05,72.45999908447266
2018-07-16,70.9800033569336
2018-09-18,72.16999816894531
2019-01-24,73.18000030517578
2019-09-05,71.69000244140625
2018-11-21,70.66999816894531
2020-01-13,71.9800033569336
2020-04-01,71.9000015258789
2020-06-19,72.6500015258789
2019-10-29,72.75
2020-01-16,73.44999694824219
2020-06-22,73.26000213623047
2018-10-03,73.38999938964844
2018-07-31,74.55999755859375
2019-03-12,74.86000061035156
2019-02-08,80.62999725341797
2019-01-07,81.9000015258789
2018-12-06,82.2699966430664
2019-08-19,82.61000061035156
2019-07-18,81.06999969482422
2019-05-15,80.30000305175781
2019-09-20,80.33999633789062
2019-11-01,79.93000030517578
2020-04-07,81.93000030517578
2020-06-25,81.98999786376953
2020-06-16,82.18000030517578
2019-11-04,81.23999786376953
2020-01-22,81.73999786376953
2019-11-07,80.86000061035156
2020-04-13,79.31999969482422
2019-07-01,78.43000030517578
2019-05-30,77.37000274658203
2018-08-15,79.22000122070312
2018-10-18,80.80000305175781
2019-03-27,80.5199966430664
2019-01-22,81.73999786376953
2018-12-21,83.86000061035156
2019-09-03,84.79000091552734
2018-11-19,84.58000183105469
2019-08-02,84.55000305175781
2020-01-28,83.94999694824219
2020-04-16,83.0
2019-11-13,85.08000183105469
2020-01-31,84.47000122070312
2018-12-04,85.33999633789062
2018-11-02,82.8499984741211
2019-07-16,83.0999984741211
2018-08-30,83.8499984741211
2018-10-01,85.22000122070312
2019-06-14,84.54000091552734
2019-05-13,84.73999786376953
2019-04-11,84.48999786376953
2019-02-06,84.66000366210938
2019-09-18,83.77999877929688
2020-02-03,82.55000305175781
2020-04-22,83.9800033569336
2019-11-19,86.36000061035156
2020-02-06,88.44999694824219
2019-11-22,85.20999908447266
2019-03-25,85.94999694824219
2019-02-21,83.0
2018-12-19,83.31999969482422
2018-07-12,83.41999816894531
2018-09-14,86.55999755859375
2018-08-13,86.31999969482422
2018-10-16,85.0
2019-07-31,84.16000366210938
2019-05-28,84.4800033569336
2019-04-26,85.05999755859375
2020-04-28,81.80999755859375
2019-11-25,80.83999633789062
2020-02-12,80.33999633789062
2020-05-01,80.25
2020-05-04,80.45999908447266
2019-06-12,79.9000015258789
2019-04-09,76.58000183105469
2019-03-08,74.55999755859375
2019-02-04,72.72000122070312
2018-07-27,72.0
2018-08-28,70.51000213623047
2019-01-03,69.75
2019-08-15,70.45999908447266
2018-10-31,69.12999725341797
2019-09-16,72.12000274658203
2020-02-18,72.44000244140625
2020-05-07,73.0
2018-08-17,70.91999816894531
2019-12-04,69.76000213623047
2020-02-21,69.97000122070312
2018-12-17,69.7699966430664
2019-08-30,67.66000366210938
2018-11-15,67.91999816894531
2019-07-29,66.2300033569336
2019-06-27,65.86000061035156
2019-04-24,65.5999984741211
2018-07-10,66.38999938964844
2018-09-12,65.5
2019-02-19,63.06999969482422
2019-01-18,64.2699966430664
2020-02-24,63.099998474121094
2020-05-13,64.44000244140625
2019-12-10,64.5999984741211
2020-02-27,65.54000091552734
2019-12-13,65.98999786376953
2020-05-19,65.56999969482422
2019-03-06,66.87999725341797
2018-11-30,66.51000213623047
2019-08-13,63.630001068115234
2019-07-12,66.0999984741211
2019-06-10,62.02000045776367
2019-05-09,62.43000030517578
2018-07-25,63.369998931884766
2018-09-27,62.650001525878906
2018-10-29,62.689998626708984
2019-10-16,60.36000061035156
2019-12-16,60.540000915527344
2020-03-04,61.150001525878906
2020-05-22,60.0
2019-10-01,58.72999954223633
2019-12-19,56.40999984741211
2018-09-10,58.380001068115234
2019-05-24,59.119998931884766
2018-08-09,59.91999816894531
2019-04-22,59.220001220703125
2019-03-21,60.279998779296875
2019-01-16,60.040000915527344
2019-08-28,61.720001220703125
2018-11-13,63.06999969482422
2018-10-12,63.63999938964844
2019-06-25,65.26000213623047
2020-03-10,64.5
2020-05-28,66.13999938964844
2019-10-07,65.44999694824219
2020-03-13,65.55000305175781
2019-10-10,64.56999969482422
2020-03-16,65.81999969482422
2020-06-03,66.41999816894531
2018-11-28,66.52999877929688
2018-09-25,65.83999633789062
2018-07-23,65.08000183105469
2018-08-24,64.86000061035156
2019-07-10,64.41999816894531
2019-05-07,64.37999725341797
2019-04-05,65.81999969482422
2019-03-04,67.11000061035156
2019-01-31,67.19999694824219
2019-09-12,66.16999816894531
2019-12-31,67.18000030517578
2020-03-19,67.79000091552734
2020-01-03,68.73999786376953
2020-06-09,64.0999984741211
2019-02-15,63.439998626708984
2019-01-14,62.88999938964844
2018-07-06,63.810001373291016
2018-08-07,64.72000122070312
2018-10-10,65.45999908447266
2018-12-13,65.41999816894531
2019-08-26,65.94999694824219
2019-07-25,65.9800033569336
2019-05-22,65.86000061035156
2019-03-19,65.2300033569336
2020-01-06,65.30999755859375
2020-03-25,64.86000061035156
2020-06-12,63.439998626708984
2019-10-22,63.20000076293945
2020-01-09,62.880001068115234
2020-06-15,61.88999938964844
2019-10-25,60.7400016784668
2020-03-31,60.15999984741211
2020-06-18,57.939998626708984
2019-04-03,59.220001220703125
2018-08-22,60.0
2018-10-25,59.59000015258789
2019-01-29,59.93000030517578
2018-12-28,61.27000045776367
2018-11-26,62.20000076293945
2019-08-09,63.040000915527344
2019-07-08,62.7400016784668
2019-06-06,63.349998474121094
2019-09-10,62.5
2020-01-15,61.439998626708984
2020-04-03,62.83000183105469
2019-10-31,62.5099983215332
2020-04-06,62.279998779296875
2020-06-24,61.529998779296875
2018-11-09,61.25
2019-07-23,60.880001068115234
2019-06-21,61.15999984741211
2019-05-20,61.880001068115234
