Dates,MPC
2018-06-20,73.30000305175781
2018-06-21,72.2300033569336
2018-06-25,72.55999755859375
2018-06-22,69.27999877929688
2018-06-26,70.05000305175781
2018-06-27,69.02999877929688
2018-06-28,69.05999755859375
2018-06-29,69.70999908447266
2018-07-02,69.19999694824219
2018-07-03,70.27999877929688
2018-07-05,68.18000030517578
2018-07-16,69.12000274658203
2018-09-18,70.4000015258789
2019-01-24,71.77999877929688
2019-09-05,69.30000305175781
2018-11-21,69.2699966430664
2020-01-13,70.4800033569336
2020-04-01,70.79000091552734
2020-06-19,70.83000183105469
2019-10-29,70.61000061035156
2020-01-16,72.5999984741211
2020-06-22,72.0999984741211
2018-10-03,72.30999755859375
2018-07-31,73.04000091552734
2019-03-12,73.36000061035156
2019-02-08,75.41000366210938
2019-01-07,79.69999694824219
2018-12-06,81.19000244140625
2019-08-19,80.72000122070312
2019-07-18,79.8499984741211
2019-05-15,79.22000122070312
2019-09-20,78.41000366210938
2019-11-01,78.80999755859375
2020-04-07,80.11000061035156
2020-06-25,80.18000030517578
2020-06-16,80.44999694824219
2019-11-04,80.33000183105469
2020-01-22,80.02999877929688
2019-11-07,79.27999877929688
2020-04-13,76.80999755859375
2019-07-01,76.58000183105469
2019-05-30,76.22000122070312
2018-08-15,77.18000030517578
2018-10-18,78.80999755859375
2019-03-27,79.0199966430664
2019-01-22,79.94999694824219
2018-12-21,81.68000030517578
2019-09-03,83.19000244140625
2018-11-19,83.51000213623047
2019-08-02,82.94999694824219
2020-01-28,82.02999877929688
2020-04-16,81.08000183105469
2019-11-13,82.5999984741211
2020-01-31,82.41999816894531
2018-12-04,82.75
2018-11-02,81.5199966430664
2019-07-16,82.1500015258789
2018-08-30,81.70999908447266
2018-10-01,83.58999633789062
2019-06-14,82.87000274658203
2019-05-13,83.87999725341797
2019-04-11,83.37999725341797
2019-02-06,83.44000244140625
2019-09-18,80.08999633789062
2020-02-03,79.56999969482422
2020-04-22,81.93000030517578
2019-11-19,83.69999694824219
2020-02-06,84.94000244140625
2019-11-22,82.44999694824219
2019-03-25,82.70999908447266
2019-02-21,79.97000122070312
2018-12-19,81.16000366210938
2018-07-12,81.58999633789062
2018-09-14,84.0
2018-08-13,84.01000213623047
2018-10-16,83.2300033569336
2019-07-31,81.87000274658203
2019-05-28,82.86000061035156
2019-04-26,80.6500015258789
2020-04-28,78.33999633789062
2019-11-25,78.9000015258789
2020-02-12,77.79000091552734
