Dates,MPC
2018-06-20,73.81999969482422
2018-06-21,72.4800033569336
2018-06-25,72.62000274658203
2018-06-22,69.97000122070312
2018-06-26,70.54000091552734
2018-06-27,69.19999694824219
2018-06-28,69.48999786376953
2018-06-29,70.16000366210938
2018-07-02,70.2699966430664
2018-07-03,70.81999969482422
2018-07-05,69.5999984741211
2018-07-16,70.19999694824219
2018-09-18,71.81999969482422
2019-01-24,71.87000274658203
2019-09-05,69.95999908447266
2018-11-21,70.51000213623047
2020-01-13,71.73999786376953
2020-04-01,71.41999816894531
2020-06-19,71.69999694824219
2019-10-29,72.55999755859375
2020-01-16,72.86000061035156
2020-06-22,72.5199966430664
2018-10-03,73.0
2018-07-31,73.73999786376953
2019-03-12,74.72000122070312
2019-02-08,80.16000366210938
2019-01-07,80.98999786376953
2018-12-06,81.5
2019-08-19,80.83000183105469
2019-07-18,80.76000213623047
2019-05-15,79.7300033569336
2019-09-20,79.08999633789062
2019-11-01,79.83999633789062
2020-04-07,81.2699966430664
2020-06-25,81.69000244140625
2020-06-16,80.75
2019-11-04,80.93000030517578
2020-01-22,80.08999633789062
2019-11-07,80.11000061035156
2020-04-13,77.18000030517578
2019-07-01,76.69000244140625
2019-05-30,77.11000061035156
2018-08-15,78.76000213623047
2018-10-18,79.01000213623047
2019-03-27,80.20999908447266
2019-01-22,81.62000274658203
2018-12-21,83.81999969482422
2019-09-03,83.68000030517578
2018-11-19,83.91000366210938
2019-08-02,83.72000122070312
2020-01-28,83.12000274658203
2020-04-16,82.29000091552734
2019-11-13,84.27999877929688
2020-01-31,83.94000244140625
2018-12-04,82.80000305175781
2018-11-02,82.51000213623047
2019-07-16,82.43000030517578
2018-08-30,83.5199966430664
2018-10-01,84.19999694824219
2019-06-14,84.08999633789062
2019-05-13,84.33999633789062
2019-04-11,83.81999969482422
2019-02-06,83.97000122070312
2019-09-18,80.54000091552734
2020-02-03,81.93000030517578
2020-04-22,83.37000274658203
2019-11-19,85.79000091552734
2020-02-06,85.05000305175781
2019-11-22,84.52999877929688
2019-03-25,83.04000091552734
2019-02-21,79.97000122070312
2018-12-19,82.43000030517578
2018-07-12,83.27999877929688
2018-09-14,86.38999938964844
2018-08-13,85.2699966430664
2018-10-16,84.51000213623047
2019-07-31,83.86000061035156
2019-05-28,83.76000213623047
2019-04-26,80.6500015258789
2020-04-28,78.7300033569336
2019-11-25,80.08000183105469
2020-02-12,77.79000091552734
2020-05-01,80.06999969482422
2020-05-04,79.1500015258789
2019-06-12,78.81999969482422
2019-04-09,73.91999816894531
2019-03-08,74.12999725341797
2019-02-04,72.08999633789062
2018-07-27,68.05999755859375
2018-08-28,69.95999908447266
2019-01-03,68.86000061035156
2019-08-15,67.2300033569336
2018-10-31,68.80000305175781
2019-09-16,70.44999694824219
2020-02-18,71.08000183105469
2020-05-07,69.48999786376953
2018-08-17,69.76000213623047
2019-12-04,68.37000274658203
2020-02-21,69.81999969482422
2018-12-17,67.69999694824219
2019-08-30,67.18000030517578
2018-11-15,65.9000015258789
2019-07-29,64.16999816894531
2019-06-27,63.84000015258789
2019-04-24,65.36000061035156
2018-07-10,65.44000244140625
2018-09-12,63.40999984741211
2019-02-19,61.88999938964844
2019-01-18,63.72999954223633
2020-02-24,61.72999954223633
2020-05-13,64.18000030517578
2019-12-10,63.7400016784668
2020-02-27,65.27999877929688
2019-12-13,64.9000015258789
2020-05-19,65.16000366210938
2019-03-06,64.66000366210938
2018-11-30,63.34000015258789
2019-08-13,63.54999923706055
2019-07-12,61.560001373291016
2019-06-10,60.97999954223633
2019-05-09,61.34000015258789
2018-07-25,62.040000915527344
2018-09-27,62.119998931884766
2018-10-29,59.869998931884766
2019-10-16,58.84000015258789
2019-12-16,58.959999084472656
2020-03-04,58.630001068115234
2020-05-22,57.41999816894531
2019-10-01,56.7400016784668
2019-12-19,54.31999969482422
2018-09-10,58.349998474121094
2019-05-24,59.099998474121094
2018-08-09,58.2400016784668
2019-04-22,59.0099983215332
2019-03-21,59.63999938964844
2019-01-16,58.77000045776367
2019-08-28,61.650001525878906
2018-11-13,62.2599983215332
2018-10-12,62.869998931884766
2019-06-25,64.22000122070312
2020-03-10,63.630001068115234
2020-05-28,64.87000274658203
2019-10-07,64.87999725341797
2020-03-13,64.33000183105469
2019-10-10,64.33999633789062
2020-03-16,65.79000091552734
2020-06-03,66.08999633789062
2018-11-28,64.81999969482422
2018-09-25,64.8499984741211
2018-07-23,63.11000061035156
2018-08-24,64.08000183105469
2019-07-10,63.720001220703125
2019-05-07,64.13999938964844
2019-04-05,65.33000183105469
2019-03-04,66.26000213623047
2019-01-31,65.47000122070312
2019-09-12,65.91000366210938
2019-12-31,67.18000030517578
2020-03-19,66.87000274658203
2020-01-03,63.70000076293945
2020-06-09,62.720001220703125
2019-02-15,61.720001220703125
2019-01-14,61.869998931884766
2018-07-06,63.650001525878906
2018-08-07,64.04000091552734
2018-10-10,65.1500015258789
2018-12-13,65.01000213623047
2019-08-26,65.11000061035156
2019-07-25,64.66000366210938
2019-05-22,65.0199966430664
2019-03-19,64.75
2020-01-06,64.58999633789062
2020-03-25,63.400001525878906
2020-06-12,62.0099983215332
2019-10-22,62.68000030517578
2020-01-09,62.0099983215332
2020-06-15,60.810001373291016
2019-10-25,59.93000030517578
2020-03-31,58.84000015258789
2020-06-18,57.5
2019-04-03,59.20000076293945
2018-08-22,58.86000061035156
2018-10-25,59.56999969482422
2019-01-29,59.689998626708984
2018-12-28,60.45000076293945
2018-11-26,62.08000183105469
2019-08-09,62.029998779296875
2019-07-08,62.189998626708984
2019-06-06,62.790000915527344
2019-09-10,61.29999923706055
2020-01-15,61.16999816894531
2020-04-03,61.959999084472656
2019-10-31,62.189998626708984
2020-04-06,60.95000076293945
