Dates,QCOM
2018-06-20,59.18000030517578
2018-06-21,59.209999084472656
2018-06-25,58.779998779296875
2018-06-22,58.09000015258789
2018-06-26,57.08000183105469
2018-06-27,56.54999923706055
2018-06-28,55.119998931884766
2018-06-29,56.130001068115234
2018-07-02,55.400001525878906
2018-07-03,56.40999984741211
2018-07-05,55.70000076293945
2018-07-16,57.459999084472656
2018-09-18,58.060001373291016
2019-01-24,58.060001373291016
2019-09-05,57.43000030517578
2018-11-21,57.849998474121094
2020-01-13,58.25
2020-04-01,58.41999816894531
2020-06-19,57.91999816894531
2019-10-29,59.0
2020-01-16,58.709999084472656
2020-06-22,58.97999954223633
2018-10-03,58.400001525878906
2018-07-31,59.349998474121094
2019-03-12,58.54999923706055
2019-02-08,63.04999923706055
2019-01-07,63.220001220703125
2018-12-06,62.650001525878906
2019-08-19,63.83000183105469
2019-07-18,63.54999923706055
2019-05-15,63.959999084472656
2019-09-20,64.73999786376953
2019-11-01,65.86000061035156
2020-04-07,65.93000030517578
2020-06-25,65.20999908447266
2020-06-16,65.0999984741211
2019-11-04,64.6500015258789
2020-01-22,65.1500015258789
2019-11-07,65.08999633789062
2020-04-13,65.13999938964844
2019-07-01,65.86000061035156
2019-05-30,65.5
2018-08-15,66.33000183105469
2018-10-18,66.08999633789062
2019-03-27,66.22000122070312
2019-01-22,66.9800033569336
2018-12-21,67.0
2019-09-03,67.37000274658203
2018-11-19,68.55999755859375
2019-08-02,69.66999816894531
2020-01-28,68.97000122070312
2020-04-16,67.98999786376953
2019-11-13,68.73999786376953
2020-01-31,69.80000305175781
2018-12-04,70.8499984741211
2018-11-02,69.83999633789062
2019-07-16,70.66999816894531
2018-08-30,71.83999633789062
2018-10-01,72.08999633789062
2019-06-14,73.68000030517578
2019-05-13,74.52999877929688
2019-04-11,74.83999633789062
2019-02-06,73.80000305175781
2019-09-18,75.37000274658203
2020-02-03,74.4800033569336
2020-04-22,74.83000183105469
2019-11-19,73.08000183105469
2020-02-06,72.63999938964844
2019-11-22,72.68000030517578
2019-03-25,72.18000030517578
2019-02-21,71.51000213623047
2018-12-19,72.45999908447266
2018-07-12,72.4000015258789
2018-09-14,73.58999633789062
2018-08-13,72.0
2018-10-16,72.38999938964844
2019-07-31,70.77999877929688
2019-05-28,70.76000213623047
2019-04-26,68.7699966430664
2020-04-28,66.3499984741211
2019-11-25,65.55000305175781
2020-02-12,64.2300033569336
2020-05-01,64.77999877929688
2020-05-04,66.37999725341797
2019-06-12,65.68000030517578
2019-04-09,65.44999694824219
2019-03-08,65.69000244140625
2019-02-04,63.65999984741211
2018-07-27,65.87000274658203
2018-08-28,63.810001373291016
2019-01-03,61.5
2019-08-15,63.5
2018-10-31,62.36000061035156
2019-09-16,62.90999984741211
2020-02-18,63.20000076293945
2020-05-07,63.939998626708984
2018-08-17,63.08000183105469
2019-12-04,63.349998474121094
2020-02-21,63.5
2018-12-17,58.0
2019-08-30,57.779998779296875
2018-11-15,56.369998931884766
2019-07-29,54.7400016784668
2019-06-27,54.84000015258789
2019-04-24,53.83000183105469
2018-07-10,55.119998931884766
2018-09-12,55.849998474121094
2019-02-19,54.20000076293945
2019-01-18,55.209999084472656
2020-02-24,54.77000045776367
2020-05-13,55.790000915527344
2019-12-10,55.59000015258789
2020-02-27,55.88999938964844
2019-12-13,57.88999938964844
2020-05-19,58.220001220703125
2019-03-06,60.5099983215332
2018-11-30,58.9900016784668
2019-08-13,56.0099983215332
2019-07-12,56.61000061035156
2019-06-10,57.77000045776367
2019-05-09,58.45000076293945
2018-07-25,58.439998626708984
2018-09-27,58.13999938964844
2018-10-29,57.560001373291016
2019-10-16,57.59000015258789
2019-12-16,57.689998626708984
2020-03-04,57.540000915527344
2020-05-22,57.220001220703125
2019-10-01,56.2599983215332
2019-12-19,53.70000076293945
2018-09-10,54.25
