Dates,QCOM
2018-06-20,58.310001373291016
2018-06-21,58.38999938964844
2018-06-25,58.43000030517578
2018-06-22,56.61000061035156
2018-06-26,56.310001373291016
2018-06-27,55.13999938964844
2018-06-28,55.09000015258789
2018-06-29,56.08000183105469
2018-07-02,55.119998931884766
2018-07-03,55.25
2018-07-05,55.650001525878906
2018-07-16,57.029998779296875
2018-09-18,57.22999954223633
2019-01-24,57.95000076293945
2019-09-05,56.7400016784668
2018-11-21,57.310001373291016
2020-01-13,58.18000030517578
2020-04-01,58.060001373291016
2020-06-19,57.619998931884766
2019-10-29,58.369998931884766
2020-01-16,58.650001525878906
2020-06-22,58.400001525878906
2018-10-03,57.81999969482422
2018-07-31,58.45000076293945
2019-03-12,57.7599983215332
2019-02-08,61.2599983215332
2019-01-07,62.220001220703125
2018-12-06,61.93000030517578
2019-08-19,63.5
2019-07-18,63.54999923706055
2019-05-15,63.63999938964844
2019-09-20,64.66999816894531
2019-11-01,65.33000183105469
2020-04-07,65.25
2020-06-25,65.12000274658203
2020-06-16,64.91999816894531
2019-11-04,64.48999786376953
2020-01-22,64.6500015258789
2019-11-07,64.7699966430664
2020-04-13,64.55000305175781
2019-07-01,65.52999877929688
2019-05-30,65.12000274658203
2018-08-15,65.73999786376953
2018-10-18,66.02999877929688
2019-03-27,66.20999908447266
2019-01-22,66.80000305175781
2018-12-21,66.94000244140625
2019-09-03,67.22000122070312
2018-11-19,67.91999816894531
2019-08-02,69.13999938964844
2020-01-28,68.0
2020-04-16,67.94000244140625
2019-11-13,68.70999908447266
2020-01-31,69.30999755859375
2018-12-04,70.19000244140625
2018-11-02,69.61000061035156
2019-07-16,70.5
2018-08-30,71.80999755859375
2018-10-01,70.0199966430664
2019-06-14,73.4800033569336
2019-05-13,74.41000366210938
2019-04-11,73.11000061035156
2019-02-06,73.51000213623047
2019-09-18,73.7699966430664
2020-02-03,74.20999908447266
2020-04-22,73.12999725341797
2019-11-19,72.80000305175781
2020-02-06,72.58000183105469
2019-11-22,71.58000183105469
2019-03-25,71.47000122070312
2019-02-21,71.25
2018-12-19,72.0999984741211
2018-07-12,72.2699966430664
2018-09-14,72.58999633789062
2018-08-13,71.86000061035156
2018-10-16,70.55000305175781
2019-07-31,70.55999755859375
2019-05-28,70.08999633789062
2019-04-26,66.62000274658203
2020-04-28,63.61000061035156
2019-11-25,63.27000045776367
2020-02-12,64.01000213623047
2020-05-01,64.62000274658203
2020-05-04,65.29000091552734
2019-06-12,64.87000274658203
2019-04-09,65.0
2019-03-08,65.22000122070312
2019-02-04,63.56999969482422
2018-07-27,62.5
2018-08-28,62.349998474121094
2019-01-03,61.18000030517578
2019-08-15,61.27000045776367
2018-10-31,62.16999816894531
2019-09-16,62.06999969482422
2020-02-18,62.880001068115234
2020-05-07,62.34000015258789
2018-08-17,62.65999984741211
2019-12-04,62.40999984741211
2020-02-21,62.279998779296875
2018-12-17,57.599998474121094
2019-08-30,56.189998626708984
2018-11-15,54.43000030517578
2019-07-29,54.04999923706055
2019-06-27,53.66999816894531
2019-04-24,53.529998779296875
2018-07-10,54.9900016784668
2018-09-12,54.869998931884766
2019-02-19,54.06999969482422
2019-01-18,55.18000030517578
2020-02-24,54.75
2020-05-13,55.18000030517578
2019-12-10,55.349998474121094
2020-02-27,54.689998626708984
2019-12-13,57.77000045776367
2020-05-19,57.02000045776367
2019-03-06,58.400001525878906
2018-11-30,57.220001220703125
2019-08-13,55.689998626708984
2019-07-12,55.72999954223633
2019-06-10,56.63999938964844
2019-05-09,56.83000183105469
2018-07-25,57.529998779296875
2018-09-27,57.560001373291016
2018-10-29,57.36000061035156
2019-10-16,56.66999816894531
2019-12-16,57.400001525878906
2020-03-04,56.060001373291016
2020-05-22,56.060001373291016
2019-10-01,54.689998626708984
2019-12-19,53.56999969482422
2018-09-10,53.5099983215332
2019-05-24,54.77000045776367
2018-08-09,56.2400016784668
2019-04-22,56.279998779296875
2019-03-21,55.91999816894531
2019-01-16,55.52000045776367
2019-08-28,55.209999084472656
2018-11-13,55.95000076293945
2018-10-12,55.61000061035156
2019-06-25,56.13999938964844
2020-03-10,56.099998474121094
2020-05-28,56.33000183105469
2019-10-07,56.369998931884766
2020-03-13,55.560001373291016
2019-10-10,55.15999984741211
2020-03-16,54.369998931884766
2020-06-03,54.9900016784668
2018-11-28,53.939998626708984
2018-09-25,51.220001220703125
2018-07-23,50.40999984741211
2018-08-24,50.279998779296875
2019-07-10,50.2400016784668
2019-05-07,49.34000015258789
2019-04-05,49.209999084472656
2019-03-04,49.099998474121094
2019-01-31,49.400001525878906
2019-09-12,49.470001220703125
2019-12-31,49.720001220703125
2020-03-19,50.93000030517578
2020-01-03,50.27000045776367
2020-06-09,49.90999984741211
2019-02-15,50.380001068115234
2019-01-14,51.02000045776367
2018-07-06,51.560001373291016
2018-08-07,51.09000015258789
2018-10-10,51.599998474121094
2018-12-13,51.75
2019-08-26,52.13999938964844
2019-07-25,51.900001525878906
2019-05-22,52.63999938964844
2019-03-19,52.900001525878906
2020-01-06,52.279998779296875
2020-03-25,52.27000045776367
2020-06-12,52.709999084472656
2019-10-22,53.709999084472656
2020-01-09,53.2599983215332
2020-06-15,53.70000076293945
2019-10-25,53.72999954223633
2020-03-31,53.61000061035156
2020-06-18,53.029998779296875
2019-04-03,53.650001525878906
2018-08-22,54.540000915527344
2018-10-25,55.0
2019-01-29,55.25
2018-12-28,54.91999816894531
2018-11-26,56.439998626708984
2019-08-09,56.779998779296875
2019-07-08,56.75
2019-06-06,57.20000076293945
2019-09-10,56.75
2020-01-15,56.06999969482422
2020-04-03,56.66999816894531
2019-10-31,56.31999969482422
2020-04-06,56.34000015258789
2020-06-24,56.939998626708984
2018-11-09,57.11000061035156
2019-07-23,57.65999984741211
2019-06-21,57.18000030517578
2019-05-20,57.689998626708984
2019-04-18,57.689998626708984
2018-09-06,57.5099983215332
2018-10-08,57.029998779296875
2019-02-13,56.099998474121094
2018-12-11,55.790000915527344
2019-09-25,56.06999969482422
2020-01-21,57.029998779296875
2020-04-09,57.290000915527344
2019-11-06,76.48999786376953
2020-01-24,78.0199966430664
2020-01-27,79.33999633789062
