Dates,QCOM
2018-06-20,58.790000915527344
2018-06-21,58.75
2018-06-25,58.5
2018-06-22,57.04999923706055
2018-06-26,56.45000076293945
2018-06-27,55.16999816894531
2018-06-28,55.900001525878906
2018-06-29,56.119998931884766
2018-07-02,56.18000030517578
2018-07-03,55.33000183105469
2018-07-05,57.380001068115234
2018-07-16,57.84000015258789
2018-09-18,58.040000915527344
2019-01-24,58.369998931884766
2019-09-05,57.29999923706055
2018-11-21,58.31999969482422
2020-01-13,58.38999938964844
2020-04-01,58.349998474121094
2020-06-19,58.90999984741211
2019-10-29,58.7599983215332
2020-01-16,59.310001373291016
2020-06-22,58.61000061035156
2018-10-03,59.08000183105469
2018-07-31,58.849998474121094
2019-03-12,59.41999816894531
2019-02-08,63.58000183105469
2019-01-07,62.689998626708984
2018-12-06,62.040000915527344
2019-08-19,64.08999633789062
2019-07-18,64.3499984741211
2019-05-15,64.7699966430664
2019-09-20,65.4000015258789
2019-11-01,65.7300033569336
2020-04-07,65.44000244140625
2020-06-25,65.16000366210938
2020-06-16,65.08000183105469
2019-11-04,64.81999969482422
2020-01-22,64.83999633789062
2019-11-07,65.43000030517578
2020-04-13,65.68000030517578
2019-07-01,65.76000213623047
2019-05-30,66.05999755859375
2018-08-15,66.16000366210938
2018-10-18,66.55000305175781
2019-03-27,66.83999633789062
2019-01-22,66.86000061035156
2018-12-21,67.1500015258789
2019-09-03,67.33999633789062
2018-11-19,69.77999877929688
2019-08-02,69.19999694824219
2020-01-28,68.13999938964844
2020-04-16,68.70999908447266
2019-11-13,69.9800033569336
2020-01-31,70.88999938964844
2018-12-04,70.36000061035156
2018-11-02,70.37999725341797
2019-07-16,72.31999969482422
2018-08-30,72.51000213623047
2018-10-01,71.75
2019-06-14,74.61000061035156
2019-05-13,75.08999633789062
2019-04-11,73.23999786376953
2019-02-06,74.72000122070312
2019-09-18,74.05999755859375
2020-02-03,74.5999984741211
2020-04-22,73.69999694824219
2019-11-19,73.58000183105469
2020-02-06,72.73999786376953
2019-11-22,71.76000213623047
2019-03-25,71.70999908447266
2019-02-21,72.02999877929688
2018-12-19,72.5999984741211
2018-07-12,73.3499984741211
2018-09-14,72.63999938964844
2018-08-13,72.37999725341797
2018-10-16,71.20999908447266
2019-07-31,70.93000030517578
2019-05-28,70.12999725341797
2019-04-26,66.7300033569336
2020-04-28,64.29000091552734
2019-11-25,64.29000091552734
2020-02-12,64.16999816894531
2020-05-01,66.12000274658203
2020-05-04,66.0999984741211
2019-06-12,65.1500015258789
2019-04-09,65.36000061035156
2019-03-08,66.12000274658203
2019-02-04,66.37999725341797
2018-07-27,62.619998931884766
2018-08-28,63.20000076293945
2019-01-03,62.47999954223633
2019-08-15,62.16999816894531
2018-10-31,63.18000030517578
2019-09-16,62.88999938964844
2020-02-18,63.709999084472656
2020-05-07,63.33000183105469
2018-08-17,63.470001220703125
2019-12-04,63.630001068115234
2020-02-21,63.209999084472656
2018-12-17,58.04999923706055
2019-08-30,56.720001220703125
2018-11-15,54.4900016784668
2019-07-29,54.15999984741211
2019-06-27,53.939998626708984
2019-04-24,55.38999938964844
2018-07-10,55.880001068115234
2018-09-12,54.900001525878906
2019-02-19,54.91999816894531
2019-01-18,55.27000045776367
2020-02-24,55.25
2020-05-13,55.72999954223633
2019-12-10,55.56999969482422
2020-02-27,56.650001525878906
2019-12-13,58.11000061035156
2020-05-19,58.2599983215332
2019-03-06,59.13999938964844
2018-11-30,57.72999954223633
2019-08-13,57.11000061035156
2019-07-12,55.9900016784668
2019-06-10,57.2400016784668
2019-05-09,57.349998474121094
2018-07-25,57.720001220703125
2018-09-27,58.09000015258789
2018-10-29,57.619998931884766
2019-10-16,57.0
2019-12-16,57.779998779296875
2020-03-04,56.689998626708984
2020-05-22,56.369998931884766
2019-10-01,54.849998474121094
2019-12-19,53.650001525878906
2018-09-10,55.959999084472656
2019-05-24,56.09000015258789
2018-08-09,56.810001373291016
2019-04-22,56.90999984741211
2019-03-21,57.400001525878906
2019-01-16,55.70000076293945
2019-08-28,56.599998474121094
2018-11-13,56.439998626708984
2018-10-12,55.95000076293945
2019-06-25,56.61000061035156
2020-03-10,56.79999923706055
2020-05-28,57.5
2019-10-07,57.29999923706055
2020-03-13,55.72999954223633
2019-10-10,55.27000045776367
2020-03-16,54.77000045776367
2020-06-03,55.27000045776367
2018-11-28,54.290000915527344
2018-09-25,51.77000045776367
2018-07-23,50.810001373291016
2018-08-24,51.29999923706055
2019-07-10,50.63999938964844
2019-05-07,49.400001525878906
2019-04-05,50.16999816894531
2019-03-04,49.52000045776367
2019-01-31,49.61000061035156
2019-09-12,49.689998626708984
2019-12-31,50.72999954223633
2020-03-19,51.099998474121094
2020-01-03,50.54999923706055
2020-06-09,50.290000915527344
2019-02-15,50.83000183105469
2019-01-14,51.65999984741211
2018-07-06,51.59000015258789
2018-08-07,51.56999969482422
2018-10-10,51.97999954223633
2018-12-13,52.0099983215332
2019-08-26,52.45000076293945
2019-07-25,52.349998474121094
2019-05-22,53.119998931884766
2019-03-19,52.9900016784668
2020-01-06,53.029998779296875
2020-03-25,53.040000915527344
2020-06-12,53.38999938964844
2019-10-22,54.20000076293945
2020-01-09,53.779998779296875
2020-06-15,53.939998626708984
2019-10-25,54.79999923706055
2020-03-31,54.029998779296875
2020-06-18,53.529998779296875
2019-04-03,54.349998474121094
2018-08-22,54.84000015258789
2018-10-25,55.38999938964844
2019-01-29,55.400001525878906
2018-12-28,56.599998474121094
2018-11-26,56.83000183105469
2019-08-09,56.970001220703125
2019-07-08,57.15999984741211
2019-06-06,57.77000045776367
2019-09-10,56.81999969482422
2020-01-15,56.63999938964844
2020-04-03,58.0
2019-10-31,56.90999984741211
2020-04-06,56.54999923706055
2020-06-24,57.029998779296875
2018-11-09,57.810001373291016
2019-07-23,58.09000015258789
2019-06-21,57.68000030517578
2019-05-20,57.86000061035156
2019-04-18,57.9900016784668
2018-09-06,57.7599983215332
2018-10-08,57.439998626708984
2019-02-13,56.33000183105469
2018-12-11,55.900001525878906
2019-09-25,56.95000076293945
2020-01-21,57.18000030517578
2020-04-09,70.44999694824219
2019-11-06,79.08000183105469
2020-01-24,79.88999938964844
2020-01-27,81.97000122070312
2020-04-15,86.72000122070312
2018-12-26,86.83000183105469
2019-08-07,85.06999969482422
2019-06-04,86.63999938964844
2018-09-21,87.25
2018-07-19,86.12999725341797
2018-08-20,86.37000274658203
2018-10-23,87.13999938964844
2019-05-03,89.29000091552734
2019-04-01,88.25
2019-02-28,85.19999694824219
2019-11-12,84.54000091552734
2020-01-30,83.77999877929688
2019-11-15,85.83999633789062
2020-04-21,83.88999938964844
2019-04-16,86.12999725341797
2019-03-15,86.26000213623047
2019-02-11,82.80999755859375
2019-01-10,81.5
2019-08-22,76.62000274658203
2018-11-07,77.75
2018-08-03,69.30999755859375
2018-09-04,68.26000213623047
2019-06-19,66.20999908447266
2019-09-23,65.37000274658203
2019-11-18,65.76000213623047
2020-02-05,66.58999633789062
2020-04-24,66.81999969482422
2019-03-29,66.66000366210938
2019-11-21,68.44999694824219
2020-04-27,67.0199966430664
2020-02-11,67.58999633789062
2020-04-30,68.69000244140625
2019-05-01,70.54000091552734
2019-02-26,71.23999786376953
2019-01-25,69.58999633789062
2018-12-24,69.93000030517578
2019-09-06,68.72000122070312
2018-07-17,69.11000061035156
2018-09-19,71.95999908447266
2019-08-05,71.80000305175781
2019-10-08,72.73999786376953
2019-12-11,72.72000122070312
2019-11-27,73.16000366210938
2020-02-14,72.55000305175781
2020-05-06,74.94999694824219
2019-01-08,75.43000030517578
2018-12-07,76.06999969482422
2019-08-20,77.5199966430664
2018-11-05,77.01000213623047
2019-07-19,76.62999725341797
2018-10-04,76.66000366210938
2019-06-17,76.62999725341797
2019-05-16,76.55000305175781
2018-08-01,74.36000061035156
2019-03-13,73.70999908447266
2019-12-03,74.9000015258789
2020-02-20,75.43000030517578
2019-12-06,75.66999816894531
2020-05-12,75.76000213623047
2019-12-09,74.37000274658203
2020-02-26,75.0
2020-05-15,75.94999694824219
2019-03-28,74.12000274658203
2018-09-17,75.87000274658203
2018-08-16,75.3499984741211
2018-10-19,75.22000122070312
2019-04-29,74.97000122070312
2019-01-23,74.80999755859375
2019-09-04,73.16000366210938
2018-11-20,71.19999694824219
2019-07-02,71.1500015258789
2019-05-31,68.80000305175781
2019-12-12,68.16999816894531
2020-05-18,69.4000015258789
2019-09-27,71.26000213623047
2020-03-03,71.5
2020-05-21,69.80000305175781
2019-05-14,72.18000030517578
2018-08-31,70.87999725341797
2018-07-30,71.16000366210938
2018-10-02,73.27999877929688
2019-04-12,74.87000274658203
2019-03-11,76.06999969482422
2019-02-07,76.69999694824219
2019-07-17,77.1500015258789
2019-09-19,73.5199966430664
2019-10-21,72.91000366210938
2019-12-18,73.97000122070312
2020-03-06,74.3499984741211
2019-10-03,76.44999694824219
2020-03-09,77.7699966430664
2020-05-27,75.12000274658203
2019-12-24,77.08999633789062
2020-03-12,78.98999786376953
2018-12-20,78.83999633789062
2019-08-01,78.20999908447266
