Dates,QCOM
2018-06-20,59.20000076293945
2018-06-21,59.209999084472656
2018-06-25,59.099998474121094
2018-06-22,58.13999938964844
2018-06-26,57.150001525878906
2018-06-27,57.529998779296875
2018-06-28,56.459999084472656
2018-06-29,56.86000061035156
2018-07-02,56.220001220703125
2018-07-03,56.529998779296875
2018-07-05,57.43000030517578
2018-07-16,58.06999969482422
2018-09-18,58.310001373291016
2019-01-24,58.470001220703125
2019-09-05,58.0099983215332
2018-11-21,58.4900016784668
2020-01-13,58.779998779296875
2020-04-01,58.84000015258789
2020-06-19,58.90999984741211
2019-10-29,59.0
2020-01-16,59.59000015258789
2020-06-22,59.18000030517578
2018-10-03,59.209999084472656
2018-07-31,59.619998931884766
2019-03-12,59.5
2019-02-08,63.7599983215332
2019-01-07,63.5099983215332
2018-12-06,62.97999954223633
2019-08-19,64.66000366210938
2019-07-18,64.87000274658203
2019-05-15,65.04000091552734
2019-09-20,65.61000061035156
2019-11-01,66.0199966430664
2020-04-07,65.93000030517578
2020-06-25,65.55000305175781
2020-06-16,65.30000305175781
2019-11-04,64.94000244140625
2020-01-22,65.2300033569336
2019-11-07,65.62000274658203
2020-04-13,65.81999969482422
2019-07-01,66.0999984741211
2019-05-30,66.19000244140625
2018-08-15,66.58999633789062
2018-10-18,66.77999877929688
2019-03-27,67.08000183105469
2019-01-22,67.29000091552734
2018-12-21,67.36000061035156
2019-09-03,67.4800033569336
2018-11-19,70.48999786376953
2019-08-02,70.06999969482422
2020-01-28,69.16000366210938
2020-04-16,69.0
2019-11-13,70.11000061035156
2020-01-31,71.06999969482422
2018-12-04,71.3499984741211
2018-11-02,70.62000274658203
2019-07-16,72.75
2018-08-30,72.66000366210938
2018-10-01,72.5
2019-06-14,75.36000061035156
2019-05-13,76.04000091552734
2019-04-11,75.27999877929688
2019-02-06,76.5
2019-09-18,75.37000274658203
2020-02-03,75.11000061035156
2020-04-22,74.87000274658203
2019-11-19,73.8499984741211
2020-02-06,73.56999969482422
2019-11-22,73.26000213623047
2019-03-25,72.68000030517578
2019-02-21,73.26000213623047
2018-12-19,73.43000030517578
2018-07-12,73.91000366210938
2018-09-14,73.88999938964844
2018-08-13,72.69999694824219
2018-10-16,72.66000366210938
2019-07-31,71.5999984741211
2019-05-28,70.95999908447266
2019-04-26,69.55999755859375
2020-04-28,66.98999786376953
2019-11-25,65.6500015258789
2020-02-12,65.19999694824219
2020-05-01,66.38999938964844
2020-05-04,66.61000061035156
2019-06-12,66.31999969482422
2019-04-09,66.20999908447266
2019-03-08,66.5999984741211
2019-02-04,66.91999816894531
2018-07-27,66.38999938964844
2018-08-28,63.83000183105469
2019-01-03,63.63999938964844
2019-08-15,63.689998626708984
2018-10-31,63.720001220703125
2019-09-16,63.52000045776367
2020-02-18,64.30999755859375
2020-05-07,63.959999084472656
2018-08-17,63.79999923706055
2019-12-04,64.33999633789062
2020-02-21,63.75
2018-12-17,60.150001525878906
2019-08-30,58.2400016784668
2018-11-15,56.5
2019-07-29,55.4900016784668
2019-06-27,54.88999938964844
2019-04-24,55.540000915527344
2018-07-10,57.040000915527344
2018-09-12,56.619998931884766
2019-02-19,55.43000030517578
2019-01-18,56.5
2020-02-24,55.75
2020-05-13,56.380001068115234
2019-12-10,56.22999954223633
2020-02-27,56.720001220703125
2019-12-13,59.04999923706055
2020-05-19,58.470001220703125
2019-03-06,60.5099983215332
2018-11-30,59.47999954223633
2019-08-13,57.209999084472656
2019-07-12,57.119998931884766
2019-06-10,58.25
2019-05-09,58.65999984741211
2018-07-25,58.58000183105469
2018-09-27,58.380001068115234
2018-10-29,59.0
2019-10-16,58.34000015258789
2019-12-16,58.540000915527344
2020-03-04,58.5
2020-05-22,57.939998626708984
2019-10-01,57.279998779296875
2019-12-19,54.88999938964844
2018-09-10,56.0
2019-05-24,56.38999938964844
2018-08-09,57.529998779296875
2019-04-22,57.40999984741211
2019-03-21,58.0
2019-01-16,56.84000015258789
2019-08-28,56.83000183105469
2018-11-13,57.15999984741211
2018-10-12,56.880001068115234
2019-06-25,57.11000061035156
2020-03-10,56.9900016784668
2020-05-28,58.16999816894531
2019-10-07,57.650001525878906
2020-03-13,57.400001525878906
2019-10-10,56.08000183105469
2020-03-16,55.20000076293945
2020-06-03,55.900001525878906
