Dates,SI=F
2020-06-18,15.5
2019-04-03,15.371000289916992
2018-08-22,15.23900032043457
2018-10-25,14.90999984741211
2019-01-29,14.930000305175781
2018-12-28,15.0
2019-09-10,14.9399995803833
2018-11-26,15.020000457763672
2019-08-09,15.041000366210938
2019-07-08,15.043000221252441
2019-06-06,15.17300033569336
2020-01-15,15.168000221252441
2020-04-03,15.095000267028809
2020-03-29,14.824000358581543
2020-06-21,14.920000076293945
2019-10-31,14.947999954223633
2020-04-06,14.890999794006348
2020-06-24,14.920999526977539
2018-11-09,14.890000343322754
2019-07-23,14.956999778747559
2019-06-21,14.77299976348877
2019-05-20,14.89799976348877
2019-04-18,14.861000061035156
2018-09-06,15.001999855041504
2018-10-08,14.819999694824219
2019-02-13,14.770000457763672
2018-12-11,14.569999694824219
2019-09-25,14.524999618530273
2020-01-21,14.5600004196167
2020-04-09,14.725000381469727
2019-11-06,14.770000457763672
2020-01-24,14.78499984741211
2020-04-12,14.699999809265137
2020-01-27,14.6899995803833
2020-04-15,14.585000038146973
2018-12-26,14.710000038146973
2019-08-07,14.751999855041504
2019-06-04,14.4399995803833
2018-09-21,14.345000267028809
2018-07-19,14.34000015258789
2018-08-20,14.324999809265137
2018-10-23,14.390000343322754
2019-05-03,14.539999961853027
2019-04-01,14.520000457763672
2019-02-28,14.244999885559082
2019-11-12,14.371999740600586
2020-01-30,14.305000305175781
2019-11-15,14.46500015258789
2020-02-02,14.70300006866455
2020-04-21,14.732000350952148
2019-04-16,14.753999710083008
2019-03-15,14.868000030517578
2019-02-11,14.994000434875488
2019-01-10,14.604999542236328
2019-08-22,14.706000328063965
2018-11-07,14.722000122070312
2018-08-03,14.871000289916992
2018-09-04,14.781999588012695
2019-06-19,14.814000129699707
2019-09-23,14.979999542236328
2019-11-18,14.944999694824219
2020-02-05,15.468999862670898
2020-04-24,15.260000228881836
2019-03-29,15.368000030517578
2019-11-21,15.291000366210938
2020-04-27,15.282999992370605
2020-02-11,15.119999885559082
2020-04-30,15.180000305175781
2019-05-01,15.074999809265137
2019-02-26,14.994999885559082
2019-01-25,14.885000228881836
2019-09-06,14.925000190734863
2018-07-17,15.045000076293945
2018-09-19,15.0
2019-08-05,15.067000389099121
2019-10-08,15.055000305175781
2019-12-11,15.260000228881836
2020-01-12,15.295000076293945
2019-11-27,15.729999542236328
2020-02-14,15.979999542236328
2020-05-03,16.117000579833984
2020-05-06,16.290000915527344
2019-01-08,16.405000686645508
2018-12-07,16.299999237060547
2019-08-20,16.339000701904297
2018-11-05,16.325000762939453
2019-07-19,16.368000030517578
2018-10-04,16.3700008392334
2019-06-17,16.219999313354492
2019-05-16,15.895000457763672
2018-08-01,16.059999465942383
2019-03-13,16.125
2019-12-03,16.405000686645508
2020-02-20,17.1560001373291
2019-12-06,16.900999069213867
2020-02-23,16.89699935913086
2020-05-12,16.860000610351562
2019-12-09,16.95599937438965
2020-02-26,17.253000259399414
2020-05-15,17.187999725341797
2019-03-28,17.09600067138672
2018-09-17,16.913999557495117
2018-08-16,17.065000534057617
2018-10-19,17.1200008392334
2019-04-29,17.013999938964844
2019-01-23,17.395000457763672
2019-09-04,17.540000915527344
2018-11-20,18.138999938964844
2019-07-02,18.235000610351562
2019-05-31,17.985000610351562
2020-05-18,18.020000457763672
2020-03-03,18.25
2020-05-21,19.21500015258789
2019-05-14,18.424999237060547
2018-08-31,17.968000411987305
2018-07-30,17.950000762939453
2018-10-02,17.770000457763672
2019-04-12,18.030000686645508
2019-03-11,18.030000686645508
2019-02-07,17.405000686645508
2019-07-17,17.780000686645508
2019-09-19,18.016000747680664
2019-10-21,17.795000076293945
2019-12-18,17.725000381469727
2020-03-06,17.738000869750977
2020-05-24,18.209999084472656
2019-10-03,18.517000198364258
2020-03-09,17.961999893188477
2020-05-27,17.801000595092773
2020-03-12,17.329999923706055
2018-12-20,16.898000717163086
2019-08-01,16.924999237060547
2018-08-14,17.155000686645508
2018-07-13,17.450000762939453
2018-10-17,17.31999969482422
2019-05-29,17.450000762939453
2019-03-26,17.617000579833984
2019-02-22,17.719999313354492
2019-10-04,17.489999771118164
2019-11-05,17.350000381469727
2019-12-27,17.524999618530273
2020-03-15,17.308000564575195
2020-06-02,17.174999237060547
2019-12-30,17.299999237060547
2020-03-18,17.46500015258789
2020-06-05,17.5049991607666
2019-07-15,17.437000274658203
2018-12-03,17.485000610351562
2019-06-13,17.73900032043457
2019-01-04,17.861000061035156
2018-08-29,17.770000457763672
2019-02-05,17.770999908447266
2018-11-01,17.71500015258789
2019-08-16,18.013999938964844
2019-04-10,18.003999710083008
2019-09-17,18.013999938964844
2019-10-15,17.516000747680664
2020-01-02,17.3700008392334
2020-06-08,16.969999313354492
2019-10-18,16.764999389648438
2020-01-05,16.674999237060547
2020-03-24,16.674999237060547
2020-06-11,16.764999389648438
2020-01-08,16.8700008392334
2019-04-25,16.799999237060547
2019-07-30,16.985000610351562
2019-02-20,17.10300064086914
2018-07-11,17.100000381469727
2018-09-13,17.049999237060547
2018-10-15,16.985000610351562
2019-06-28,16.871000289916992
2018-12-18,17.030000686645508
2018-11-16,16.875
2019-10-02,16.78499984741211
2020-03-27,16.809999465942383
2020-06-14,16.7549991607666
2020-01-10,16.780000686645508
2019-10-24,16.46500015258789
2020-03-30,16.469999313354492
2020-06-17,16.55500030517578
2020-01-14,16.545000076293945
2020-04-02,16.739999771118164
2019-01-02,16.825000762939453
2019-08-14,16.940000534057617
2018-10-30,16.975000381469727
2019-06-11,16.844999313354492
2019-05-10,16.975000381469727
2019-04-08,17.128000259399414
2018-08-27,17.354999542236328
2018-07-26,17.8799991607666
2018-09-28,17.849000930786133
2019-03-07,17.850000381469727
2019-10-30,17.799999237060547
2020-01-17,17.965999603271484
2020-06-23,17.96500015258789
2020-04-08,18.170000076293945
2020-06-26,18.024999618530273
2019-03-22,18.014999389648438
2019-01-17,18.06999969482422
2019-08-29,17.760000228881836
2018-11-14,18.033000946044922
2019-06-26,18.05500030517578
2018-09-11,17.926000595092773
2018-07-09,17.673999786376953
2018-08-10,17.92300033569336
2019-04-23,17.875
2019-09-30,18.01300048828125
2020-01-23,18.020000457763672
2020-06-29,17.750999450683594
2019-11-08,17.770999908447266
2020-01-26,17.729999542236328
2020-04-14,17.8700008392334
2019-11-11,18.21500015258789
2020-01-29,18.0
2020-04-17,17.402000427246094
2018-07-24,17.3700008392334
2018-09-26,17.540000915527344
2019-05-08,17.972000122070312
2019-03-05,18.020000457763672
2019-02-01,17.600000381469727
2018-12-31,17.527999877929688
2019-09-13,17.569000244140625
2018-11-29,17.788999557495117
2019-08-12,17.665000915527344
2019-07-11,17.670000076293945
2019-11-14,17.757999420166016
2020-04-20,17.572999954223633
2020-02-04,17.47800064086914
2020-04-23,17.600000381469727
2018-12-14,17.71500015258789
2019-08-27,17.670000076293945
2018-08-08,18.131000518798828
2018-10-11,18.145000457763672
2018-11-12,18.30900001525879
2019-07-26,18.479999542236328
2019-06-24,18.584999084472656
2019-05-23,18.690000534057617
2019-03-20,18.183000564575195
2019-01-15,17.826000213623047
2019-11-20,17.610000610351562
2020-02-07,16.34000015258789
2020-04-26,16.389999389648438
2020-02-10,16.389999389648438
2020-04-29,16.739999771118164
2019-11-26,17.049999237060547
2020-02-13,17.1200008392334
2019-01-30,17.0
2018-08-23,17.420000076293945
2018-09-24,16.56999969482422
2018-10-26,16.764999389648438
2019-09-11,16.639999389648438
2018-11-27,15.600000381469727
2019-07-09,14.425000190734863
2019-06-07,14.734999656677246
2019-05-06,11.770000457763672
2019-04-04,12.109999656677246
2020-02-16,11.640000343322754
2020-05-05,11.760000228881836
2019-12-02,12.005000114440918
2020-02-19,12.289999961853027
2020-05-08,12.454999923706055
2019-05-21,13.220000267028809
2019-03-18,14.204999923706055
2018-09-07,14.40999984741211
2018-08-06,14.335000038146973
2018-10-09,14.470000267028809
2019-02-14,13.944999694824219
2018-12-12,14.055000305175781
2019-07-24,13.895000457763672
2019-09-26,14.0649995803833
2019-10-28,14.4399995803833
2019-12-05,14.475000381469727
2020-05-11,15.204999923706055
2020-02-25,15.140000343322754
2020-05-14,15.260000228881836
2020-02-28,15.729999542236328
2020-05-17,15.385000228881836
2019-08-08,15.8100004196167
2019-06-05,15.479999542236328
2018-07-20,15.430000305175781
2018-08-21,15.229999542236328
2018-10-24,15.234999656677246
2019-04-02,15.274999618530273
2019-03-01,14.5600004196167
2019-01-28,14.774999618530273
2018-12-27,15.265000343322754
2019-09-09,15.09000015258789
2020-03-02,15.289999961853027
2020-05-20,15.104999542236328
2019-12-17,14.9399995803833
2020-03-05,15.234999656677246
2019-02-12,14.850000381469727
2019-01-11,14.819999694824219
2018-12-10,14.779999732971191
2019-08-23,14.760000228881836
2018-11-08,14.760000228881836
2019-07-22,14.84000015258789
2019-06-20,15.024999618530273
2018-09-05,15.505000114440918
2019-04-17,15.755000114440918
2019-09-24,15.510000228881836
2019-12-20,15.59000015258789
2020-03-08,15.585000038146973
2020-05-26,15.65999984741211
2019-04-30,16.360000610351562
2019-12-23,17.125
2020-03-11,17.145000457763672
2020-05-29,17.360000610351562
2019-12-26,17.7549991607666
2020-06-01,17.260000228881836
2019-05-02,17.25
2019-02-27,17.614999771118164
2019-08-06,17.3700008392334
2018-07-18,17.225000381469727
2018-09-20,17.684999465942383
2018-10-22,17.809999465942383
2019-07-05,18.565000534057617
2019-06-03,18.454999923706055
2019-10-09,18.114999771118164
2019-12-12,17.674999237060547
2019-10-11,17.78499984741211
2020-03-17,17.375
2020-06-04,17.4950008392334
2019-10-14,17.4950008392334
2020-03-20,17.684999465942383
2020-06-07,17.684999465942383
2018-11-06,17.600000381469727
2019-06-18,17.469999313354492
2019-05-17,17.510000228881836
2019-04-15,17.014999389648438
2019-03-14,17.46500015258789
2019-01-09,17.514999389648438
2018-08-02,17.399999618530273
2018-10-05,17.469999313354492
2019-08-21,17.864999771118164
2019-10-17,17.78499984741211
2020-03-23,17.729999542236328
2020-06-10,17.424999237060547
2019-02-25,17.5
2020-01-07,17.559999465942383
2020-03-26,17.969999313354492
2019-10-23,17.934999465942383
