Dates,HBAN
2020-05-07,16853600.0
2018-08-17,10862700.0
2019-12-04,11332900.0
2020-02-21,11174900.0
2018-12-17,9805900.0
2019-08-30,11361200.0
2018-11-15,7758200.0
2019-07-29,11095200.0
2019-06-27,14181000.0
2019-04-24,18019400.0
2018-07-10,17297600.0
2018-09-12,11997300.0
2019-02-19,12023300.0
2019-01-18,11393700.0
2020-02-24,4301900.0
2020-05-13,7929800.0
2019-12-10,9994800.0
2020-02-27,10107700.0
2019-12-13,8405300.0
2020-05-19,12612500.0
2019-03-06,14556200.0
2018-11-30,17272700.0
2019-08-13,24255700.0
2019-07-12,18071300.0
2019-06-10,10966500.0
2019-05-09,12091400.0
2018-07-25,16674300.0
2018-09-27,13859700.0
2018-10-29,13371100.0
2019-10-16,15167400.0
2019-12-16,14139700.0
2020-03-04,19903300.0
2020-05-22,18955000.0
2019-10-01,43622000.0
2019-12-19,10457000.0
2018-09-10,12572400.0
2019-05-24,13689600.0
2018-08-09,12186400.0
2019-04-22,12627900.0
2019-03-21,10385800.0
2019-01-16,8967000.0
2019-08-28,11130000.0
2018-11-13,9592800.0
2018-10-12,10149100.0
2019-06-25,7867300.0
2020-03-10,8618200.0
2020-05-28,8150600.0
2019-10-07,11405000.0
2020-03-13,9649200.0
2019-10-10,8597500.0
2020-03-16,9049600.0
2020-06-03,14025800.0
2018-11-28,14975000.0
2018-09-25,17047200.0
2018-07-23,17733600.0
2018-08-24,12721100.0
2019-07-10,12595300.0
2019-05-07,8231300.0
2019-04-05,7524200.0
2019-03-04,17579000.0
2019-01-31,10660200.0
2019-09-12,8219000.0
2019-12-31,7927300.0
2020-03-19,9236300.0
2020-01-03,30562900.0
2020-06-09,10787800.0
2019-02-15,13725900.0
2019-01-14,12941300.0
2018-07-06,8677500.0
2018-08-07,8564300.0
2018-10-10,8385000.0
2018-12-13,7375800.0
2019-08-26,19086800.0
2019-07-25,10406600.0
2019-05-22,12013300.0
2019-03-19,14219100.0
2020-01-06,11996100.0
2020-03-25,8495700.0
2020-06-12,8890400.0
2019-10-22,12398500.0
2020-01-09,10686100.0
2020-06-15,10636700.0
2019-10-25,9192000.0
2020-03-31,18118200.0
2020-06-18,14976900.0
2019-04-03,21784000.0
2018-08-22,14741300.0
2018-10-25,12356100.0
2019-01-29,11941400.0
2018-12-28,50648700.0
2018-11-26,36485000.0
2019-08-09,12847900.0
2019-07-08,17573800.0
2019-06-06,43579100.0
2019-09-10,31984800.0
2020-01-15,16680500.0
2020-04-03,13635500.0
2019-10-31,16554900.0
2020-04-06,11929000.0
2020-06-24,12533100.0
2018-11-09,15140700.0
2019-07-23,9446300.0
2019-06-21,11723300.0
2019-05-20,13264600.0
2019-04-18,12583900.0
2018-09-06,11993500.0
2018-10-08,12937600.0
2019-02-13,11536300.0
2018-12-11,8451200.0
2019-09-25,14201700.0
2020-01-21,8636700.0
2020-04-09,15827500.0
2019-11-06,9547300.0
2020-01-24,13804800.0
2020-01-27,7472400.0
2020-04-15,9995700.0
2018-12-26,8957600.0
2019-08-07,17189100.0
2019-06-04,11406300.0
2018-09-21,12201500.0
2018-07-19,11065200.0
2018-08-20,12682600.0
2018-10-23,8125700.0
2019-05-03,8329900.0
2019-04-01,5941900.0
2019-02-28,11266600.0
2019-11-12,8576200.0
2020-01-30,8824100.0
2019-11-15,7429900.0
2020-04-21,11687700.0
2019-04-16,8338100.0
2019-03-15,13571900.0
2019-02-11,8698000.0
2019-01-10,14109500.0
2019-08-22,10814100.0
2018-11-07,9028300.0
2018-08-03,8565200.0
2018-09-04,9244500.0
2019-06-19,7099200.0
2019-09-23,14139400.0
2019-11-18,15448900.0
2020-02-05,13694500.0
2020-04-24,8581300.0
2019-03-29,8563900.0
2019-11-21,8095200.0
2020-04-27,8449200.0
2020-02-11,7441300.0
2020-04-30,8156600.0
2019-05-01,8007400.0
2019-02-26,7662300.0
2019-01-25,5527200.0
2018-12-24,6424400.0
2019-09-06,6982900.0
2018-07-17,7905100.0
2018-09-19,9425500.0
2019-08-05,10491100.0
2019-10-08,10208000.0
2019-12-11,12814400.0
2019-11-27,9434300.0
2020-02-14,12249400.0
2020-05-06,14240000.0
2019-01-08,10397800.0
2018-12-07,14348600.0
2019-08-20,10904600.0
2018-11-05,6952900.0
2019-07-19,4493300.0
2018-10-04,7398300.0
2019-06-17,10361100.0
2019-05-16,6480600.0
2018-08-01,5578000.0
2019-03-13,6054200.0
2019-12-03,10259700.0
2020-02-20,6942500.0
2019-12-06,6524700.0
2020-05-12,9401900.0
2019-12-09,8705100.0
2020-02-26,7307500.0
2020-05-15,7102700.0
2019-03-28,8196500.0
2018-09-17,12123900.0
2018-08-16,14371400.0
2018-10-19,9807300.0
2019-04-29,9226500.0
2019-01-23,8031300.0
2019-09-04,12041400.0
2018-11-20,13769000.0
2019-07-02,9772200.0
2019-05-31,9904400.0
2019-12-12,6741900.0
2020-05-18,12029900.0
2019-09-27,6692800.0
2020-03-03,4737300.0
2020-05-21,6349800.0
2019-05-14,7400200.0
2018-08-31,8756700.0
2018-07-30,10787200.0
2018-10-02,10024600.0
2019-04-12,8416600.0
2019-03-11,8868100.0
2019-02-07,6829400.0
2019-07-17,8290700.0
2019-09-19,7562100.0
2019-10-21,4583200.0
2019-12-18,8397800.0
2020-03-06,8775400.0
2019-10-03,7798500.0
2020-03-09,7066500.0
2020-05-27,9304100.0
2019-12-24,7329600.0
2020-03-12,8269900.0
2018-12-20,5964200.0
2019-08-01,11258800.0
2018-08-14,10631700.0
2018-07-13,12800800.0
2018-10-17,11299100.0
2019-05-29,13025700.0
2019-03-26,10028000.0
2019-02-22,5871500.0
2019-10-04,7187300.0
2019-11-05,4353600.0
2019-12-27,12947400.0
2020-06-02,5316800.0
2019-12-30,8164100.0
2020-03-18,6012300.0
2020-06-05,5361000.0
2019-07-15,7758000.0
2018-12-03,5242100.0
2019-06-13,6720000.0
2019-01-04,8297700.0
2018-08-29,6545000.0
2019-02-05,5746600.0
2018-11-01,5637000.0
2019-08-16,8385800.0
2019-04-10,4872800.0
2019-09-17,7461700.0
2019-10-15,7425400.0
2020-01-02,3477900.0
2020-06-08,5631800.0
2019-10-18,5819200.0
2020-03-24,5303700.0
2020-06-11,10829800.0
2020-01-08,5746900.0
2019-04-25,7156500.0
2019-07-30,9241300.0
2019-02-20,9814300.0
2018-07-11,7339300.0
2018-09-13,8242000.0
2018-10-15,8147800.0
2019-06-28,9602200.0
2018-12-18,13289800.0
2018-11-16,9100600.0
2019-10-02,6715300.0
2020-03-27,8422200.0
2020-01-10,9596900.0
2019-10-24,9075300.0
2020-03-30,7450700.0
2020-06-17,5536200.0
2020-01-14,4663800.0
2020-04-02,5863600.0
2019-01-02,6386800.0
2019-08-14,5977900.0
2018-10-30,7276500.0
2019-06-11,6612800.0
2019-05-10,7644500.0
2019-04-08,7202900.0
2018-08-27,5532900.0
2018-07-26,6741400.0
2018-09-28,7988900.0
2019-03-07,5373000.0
2019-10-30,3267700.0
2020-01-17,5660200.0
2020-06-23,7930000.0
2020-04-08,5801300.0
2020-06-26,5641100.0
2019-03-22,6946200.0
2019-01-17,7230600.0
2019-08-29,5813800.0
2018-11-14,10854100.0
2019-06-26,13294100.0
2018-09-11,11648900.0
2018-07-09,15339400.0
2018-08-10,12084500.0
2019-04-23,17565100.0
2019-09-30,7491800.0
2020-01-23,18442500.0
2019-11-08,5301200.0
2020-04-14,7036600.0
2019-11-11,6087700.0
2020-01-29,5085600.0
2020-04-17,5750900.0
2018-07-24,6654400.0
2018-09-26,9975100.0
2019-05-08,7858600.0
2019-03-05,7198700.0
2019-02-01,7101800.0
2018-12-31,9332700.0
2018-11-29,5915900.0
2019-08-12,5809900.0
2019-07-11,9214100.0
2019-09-13,11634100.0
2019-11-14,12287400.0
2020-04-20,8456200.0
2020-02-04,9582900.0
2020-04-23,9144000.0
2018-12-14,16634100.0
2019-08-27,23476700.0
2018-08-08,18484800.0
2018-10-11,14859100.0
2018-11-12,10854000.0
2019-07-26,5976700.0
2019-06-24,9733800.0
2019-05-23,11535300.0
2019-03-20,12078600.0
2019-01-15,9276400.0
2019-11-20,12139500.0
2020-02-07,7625700.0
2020-02-10,6278000.0
2020-04-29,5460300.0
2019-11-26,5115000.0
2020-02-13,5206800.0
2019-01-30,7647200.0
2018-08-23,5274700.0
2018-09-24,6393800.0
2018-11-27,6607100.0
2018-10-26,5123300.0
2019-07-09,8930500.0
2019-06-07,7364300.0
2019-05-06,12025000.0
2019-04-04,12170700.0
2019-09-11,21359200.0
2019-11-29,33656500.0
2020-05-05,19653100.0
2019-12-02,25218500.0
2020-02-19,21492600.0
2020-05-08,16861900.0
2019-05-21,20856400.0
2019-03-18,20120800.0
2018-09-07,20124300.0
2018-08-06,29290700.0
2018-10-09,17195700.0
2019-02-14,15997600.0
2018-12-12,15691400.0
2019-07-24,24100500.0
2019-09-26,16587900.0
2019-10-28,22654000.0
2019-12-05,20332400.0
2020-05-11,12937100.0
2019-07-03,19288000.0
2020-02-25,18525700.0
2020-05-14,15544400.0
2020-02-28,15901900.0
2019-08-08,10411800.0
2019-06-05,15633500.0
2018-07-20,10230600.0
2018-08-21,10177200.0
2018-10-24,13744500.0
2019-04-02,17535100.0
2019-03-01,21015000.0
2019-01-28,15218300.0
2018-12-27,20653400.0
2019-09-09,10161300.0
2020-03-02,12515400.0
2020-05-20,9741800.0
2019-12-17,15604400.0
2020-03-05,16009300.0
2019-02-12,14228200.0
2019-01-11,10177700.0
2018-12-10,16717100.0
2019-08-23,11192400.0
2018-11-08,15456100.0
2019-07-22,14702800.0
2019-06-20,11891400.0
2018-09-05,12653400.0
2019-04-17,14807300.0
2019-09-24,12221100.0
2019-12-20,9257200.0
2020-05-26,7528200.0
2019-04-30,10997100.0
2019-12-23,12373300.0
2020-03-11,6504700.0
2020-05-29,7664800.0
2019-12-26,9928300.0
2020-06-01,12022200.0
2019-05-02,13099700.0
2019-02-27,8470900.0
2018-11-23,9643100.0
2019-08-06,8270700.0
2018-07-18,8735200.0
2018-09-20,7594200.0
2018-10-22,4908600.0
2019-07-05,9933000.0
2019-06-03,11190900.0
2019-10-09,16327200.0
2019-10-11,15744700.0
2020-03-17,7419500.0
2020-06-04,10105800.0
2019-10-14,11556900.0
2020-03-20,12353700.0
2018-11-06,14563000.0
2019-06-18,10438500.0
2019-05-17,9279600.0
2019-04-15,21210500.0
2019-03-14,12517000.0
2019-01-09,11399000.0
2018-08-02,12983000.0
2018-10-05,10490100.0
2019-08-21,8631100.0
2019-10-17,9694200.0
2020-03-23,30329800.0
2020-06-10,8338500.0
2019-02-25,9562900.0
2020-01-07,13394700.0
2020-03-26,8499100.0
2019-10-23,23500200.0
