Dates,HBAN
2018-06-20,15.420000076293945
2018-06-21,15.449999809265137
2018-06-25,15.720000267028809
2018-06-22,15.3100004196167
2018-06-26,15.220000267028809
2018-06-27,15.079999923706055
2018-06-28,14.90999984741211
2018-06-29,15.0
2018-07-02,14.850000381469727
2018-07-03,14.850000381469727
2018-07-05,14.850000381469727
2018-07-16,14.720000267028809
2018-09-18,14.949999809265137
2019-01-24,15.210000038146973
2019-09-05,14.9399995803833
2018-11-21,14.90999984741211
2020-01-13,14.739999771118164
2020-04-01,14.699999809265137
2020-06-19,14.930000305175781
2019-10-29,15.020000457763672
2020-01-16,15.020000457763672
2020-06-22,14.979999542236328
2018-10-03,15.119999885559082
2018-07-31,15.380000114440918
2019-03-12,15.029999732971191
2019-02-08,15.170000076293945
2019-01-07,15.359999656677246
2018-12-06,15.539999961853027
2019-08-19,15.579999923706055
2019-07-18,15.550000190734863
2019-05-15,15.4399995803833
2019-09-20,15.729999542236328
2019-11-01,15.729999542236328
2020-04-07,15.789999961853027
2020-06-25,15.899999618530273
2020-06-16,16.06999969482422
2019-11-04,15.720000267028809
2020-01-22,15.850000381469727
2019-11-07,15.739999771118164
2020-04-13,15.850000381469727
2019-07-01,15.960000038146973
2019-05-30,16.0
2018-08-15,16.100000381469727
2018-10-18,16.1299991607666
2019-03-27,16.059999465942383
2019-01-22,16.209999084472656
2018-12-21,16.25
2019-09-03,16.270000457763672
2018-11-19,16.31999969482422
2019-08-02,16.260000228881836
2020-01-28,16.329999923706055
2020-04-16,16.200000762939453
2019-11-13,16.18000030517578
2020-01-31,16.389999389648438
2018-12-04,16.420000076293945
2018-11-02,16.43000030517578
2019-07-16,16.299999237060547
2018-08-30,16.1299991607666
2018-10-01,16.260000228881836
2019-06-14,15.930000305175781
2019-05-13,15.609999656677246
2019-04-11,15.720000267028809
2019-02-06,15.649999618530273
2019-09-18,15.529999732971191
2020-02-03,15.779999732971191
2020-04-22,16.040000915527344
2019-11-19,15.949999809265137
2020-02-06,15.84000015258789
2019-11-22,15.6899995803833
2019-03-25,15.319999694824219
2019-02-21,15.010000228881836
2018-12-19,15.0600004196167
2018-07-12,14.9399995803833
2018-09-14,14.930000305175781
2018-08-13,15.270000457763672
2018-10-16,15.479999542236328
2019-07-31,15.300000190734863
2019-05-28,15.489999771118164
2019-04-26,15.5
2020-04-28,15.109999656677246
2019-11-25,14.9399995803833
2020-02-12,14.369999885559082
2020-05-01,14.300000190734863
2020-05-04,14.239999771118164
2019-06-12,14.380000114440918
2019-04-09,14.15999984741211
2019-03-08,14.289999961853027
2019-02-04,13.300000190734863
2018-07-27,13.789999961853027
2018-08-28,13.279999732971191
2019-01-03,13.40999984741211
2019-08-15,13.819999694824219
2018-10-31,13.949999809265137
2019-09-16,14.229999542236328
2020-02-18,14.40999984741211
2020-05-07,14.329999923706055
2018-08-17,14.300000190734863
2019-12-04,14.369999885559082
2020-02-21,14.640000343322754
2018-12-17,14.600000381469727
2019-08-30,14.699999809265137
2018-11-15,14.630000114440918
2019-07-29,14.539999961853027
2019-06-27,14.739999771118164
2019-04-24,14.359999656677246
2018-07-10,14.680000305175781
2018-09-12,14.819999694824219
2019-02-19,14.729999542236328
2019-01-18,14.609999656677246
2020-02-24,14.350000381469727
2020-05-13,14.630000114440918
2019-12-10,14.729999542236328
2020-02-27,14.680000305175781
2019-12-13,14.479999542236328
2020-05-19,14.4399995803833
2019-03-06,14.8100004196167
2018-11-30,14.40999984741211
2019-08-13,13.470000267028809
2019-07-12,13.59000015258789
2019-06-10,13.369999885559082
2019-05-09,13.180000305175781
2018-07-25,12.9399995803833
2018-09-27,12.770000457763672
2018-10-29,12.329999923706055
2019-10-16,11.989999771118164
2019-12-16,11.970000267028809
2020-03-04,11.770000457763672
2020-05-22,11.430000305175781
2019-10-01,11.529999732971191
2019-12-19,11.470000267028809
2018-09-10,11.329999923706055
2019-05-24,11.600000381469727
2018-08-09,11.890000343322754
2019-04-22,11.90999984741211
2019-03-21,11.779999732971191
2019-01-16,12.0600004196167
2019-08-28,12.270000457763672
2018-11-13,12.3100004196167
2018-10-12,12.5600004196167
2019-06-25,12.5600004196167
2020-03-10,12.609999656677246
2020-05-28,12.529999732971191
2019-10-07,12.550000190734863
2020-03-13,12.800000190734863
2019-10-10,13.0600004196167
2020-03-16,13.210000038146973
2020-06-03,13.4399995803833
2018-11-28,13.510000228881836
2018-09-25,13.640000343322754
2018-07-23,13.420000076293945
2018-08-24,13.5600004196167
2019-07-10,13.40999984741211
2019-05-07,13.5600004196167
2019-04-05,13.579999923706055
2019-03-04,13.40999984741211
2019-01-31,13.329999923706055
2019-09-12,13.3100004196167
2019-12-31,13.40999984741211
2020-03-19,13.25
2020-01-03,13.609999656677246
2020-06-09,13.869999885559082
