Dates,HBAN
2018-06-20,15.40999984741211
2018-06-21,15.239999771118164
2018-06-25,15.329999923706055
2018-06-22,15.010000228881836
2018-06-26,14.949999809265137
2018-06-27,14.800000190734863
2018-06-28,14.8100004196167
2018-06-29,14.729999542236328
2018-07-02,14.6899995803833
2018-07-03,14.699999809265137
2018-07-05,14.680000305175781
2018-07-16,14.630000114440918
2018-09-18,14.880000114440918
2019-01-24,14.880000114440918
2019-09-05,14.8100004196167
2018-11-21,14.609999656677246
2020-01-13,14.5
2020-04-01,14.680000305175781
2020-06-19,14.850000381469727
2019-10-29,14.920000076293945
2020-01-16,14.850000381469727
2020-06-22,14.899999618530273
2018-10-03,15.100000381469727
2018-07-31,15.149999618530273
2019-03-12,14.960000038146973
2019-02-08,15.140000343322754
2019-01-07,15.329999923706055
2018-12-06,15.479999542236328
2019-08-19,15.350000381469727
2019-07-18,15.390000343322754
2019-05-15,15.359999656677246
2019-09-20,15.649999618530273
2019-11-01,15.630000114440918
2020-04-07,15.779999732971191
2020-06-25,15.850000381469727
2020-06-16,15.899999618530273
2019-11-04,15.65999984741211
2020-01-22,15.699999809265137
2019-11-07,15.739999771118164
2020-04-13,15.779999732971191
2019-07-01,15.930000305175781
2019-05-30,15.989999771118164
2018-08-15,16.010000228881836
2018-10-18,16.1200008392334
2019-03-27,16.059999465942383
2019-01-22,16.06999969482422
2018-12-21,16.110000610351562
2019-09-03,16.219999313354492
2018-11-19,16.170000076293945
2019-08-02,16.1299991607666
2020-01-28,16.219999313354492
2020-04-16,16.15999984741211
2019-11-13,16.149999618530273
2020-01-31,16.329999923706055
2018-12-04,16.34000015258789
2018-11-02,16.190000534057617
2019-07-16,16.110000610351562
2018-08-30,16.09000015258789
2018-10-01,15.84000015258789
2019-06-14,15.619999885559082
2019-05-13,15.600000381469727
2019-04-11,15.529999732971191
2019-02-06,15.479999542236328
2019-09-18,15.510000228881836
2020-02-03,15.779999732971191
2020-04-22,15.920000076293945
2019-11-19,15.739999771118164
2020-02-06,15.649999618530273
2019-11-22,15.279999732971191
2019-03-25,15.0
2019-02-21,14.850000381469727
2018-12-19,14.869999885559082
2018-07-12,14.75
2018-09-14,14.90999984741211
2018-08-13,15.270000457763672
2018-10-16,15.25
2019-07-31,15.260000228881836
2019-05-28,15.399999618530273
2019-04-26,15.140000343322754
2020-04-28,14.699999809265137
2019-11-25,14.0600004196167
2020-02-12,14.229999542236328
2020-05-01,13.989999771118164
2020-05-04,14.119999885559082
2019-06-12,14.149999618530273
2019-04-09,14.0600004196167
2019-03-08,13.630000114440918
2019-02-04,13.210000038146973
2018-07-27,13.130000114440918
2018-08-28,13.1899995803833
2019-01-03,13.369999885559082
2019-08-15,13.739999771118164
2018-10-31,13.680000305175781
2019-09-16,14.170000076293945
2020-02-18,14.270000457763672
2020-05-07,14.069999694824219
2018-08-17,14.229999542236328
2019-12-04,14.319999694824219
2020-02-21,14.380000114440918
2018-12-17,14.5600004196167
2019-08-30,14.550000190734863
2018-11-15,14.550000190734863
2019-07-29,14.520000457763672
2019-06-27,14.140000343322754
2019-04-24,14.15999984741211
2018-07-10,14.600000381469727
2018-09-12,14.630000114440918
2019-02-19,14.479999542236328
2019-01-18,14.380000114440918
2020-02-24,14.270000457763672
2020-05-13,14.630000114440918
2019-12-10,14.5600004196167
2020-02-27,14.449999809265137
2019-12-13,14.380000114440918
2020-05-19,14.4399995803833
2019-03-06,14.380000114440918
2018-11-30,13.600000381469727
2019-08-13,13.15999984741211
2019-07-12,13.369999885559082
2019-06-10,12.84000015258789
2019-05-09,12.6899995803833
2018-07-25,12.65999984741211
2018-09-27,12.34000015258789
2018-10-29,12.149999618530273
2019-10-16,11.869999885559082
2019-12-16,11.6899995803833
2020-03-04,11.4399995803833
2020-05-22,11.40999984741211
2019-10-01,11.479999542236328
2019-12-19,11.199999809265137
2018-09-10,11.119999885559082
2019-05-24,11.40999984741211
2018-08-09,11.75
2019-04-22,11.720000267028809
2019-03-21,11.720000267028809
2019-01-16,12.0
2019-08-28,12.199999809265137
2018-11-13,12.210000038146973
2018-10-12,12.289999961853027
2019-06-25,12.460000038146973
2020-03-10,12.430000305175781
2020-05-28,12.420000076293945
2019-10-07,12.510000228881836
2020-03-13,12.609999656677246
2019-10-10,12.90999984741211
2020-03-16,13.09000015258789
2020-06-03,13.239999771118164
2018-11-28,13.449999809265137
2018-09-25,13.399999618530273
2018-07-23,13.229999542236328
2018-08-24,13.449999809265137
2019-07-10,13.359999656677246
2019-05-07,13.479999542236328
2019-04-05,13.470000267028809
2019-03-04,13.079999923706055
2019-01-31,13.239999771118164
2019-09-12,13.1899995803833
2019-12-31,13.210000038146973
2020-03-19,13.210000038146973
2020-01-03,13.600000381469727
2020-06-09,13.529999732971191
2019-02-15,13.640000343322754
2019-01-14,13.8100004196167
2018-07-06,13.859999656677246
2018-08-07,13.569999694824219
2018-10-10,13.760000228881836
2018-12-13,13.850000381469727
2019-08-26,14.0600004196167
2019-07-25,14.140000343322754
2019-05-22,14.149999618530273
2019-03-19,14.390000343322754
2020-01-06,14.180000305175781
2020-03-25,14.229999542236328
2020-06-12,14.34000015258789
2019-10-22,14.319999694824219
2020-01-09,14.199999809265137
2020-06-15,14.050000190734863
2019-10-25,14.0
2020-03-31,13.649999618530273
2020-06-18,13.550000190734863
2019-04-03,13.6899995803833
2018-08-22,13.670000076293945
2018-10-25,13.739999771118164
2019-01-29,13.90999984741211
2018-12-28,13.75
2018-11-26,13.819999694824219
2019-08-09,13.550000190734863
2019-07-08,12.920000076293945
2019-06-06,12.59000015258789
2019-09-10,12.149999618530273
2020-01-15,12.1899995803833
2020-04-03,12.350000381469727
2019-10-31,12.479999542236328
2020-04-06,12.539999961853027
2020-06-24,12.670000076293945
2018-11-09,12.770000457763672
2019-07-23,13.050000190734863
2019-06-21,13.15999984741211
2019-05-20,13.119999885559082
2019-04-18,13.220000267028809
2018-09-06,13.270000457763672
2018-10-08,13.119999885559082
2019-02-13,13.0
2018-12-11,13.270000457763672
2019-09-25,13.460000038146973
2020-01-21,13.4399995803833
2020-04-09,13.289999961853027
2019-11-06,13.579999923706055
2020-01-24,13.600000381469727
2020-01-27,13.520000457763672
2020-04-15,13.489999771118164
2018-12-26,13.529999732971191
2019-08-07,13.210000038146973
2019-06-04,13.59000015258789
2018-09-21,13.720000267028809
2018-07-19,13.800000190734863
2018-08-20,13.59000015258789
2018-10-23,13.770000457763672
2019-05-03,13.9399995803833
2019-04-01,13.800000190734863
2019-02-28,13.5600004196167
2019-11-12,13.510000228881836
2020-01-30,13.279999732971191
2019-11-15,13.399999618530273
2020-04-21,13.020000457763672
2019-04-16,13.0600004196167
2019-03-15,12.859999656677246
2019-02-11,13.020000457763672
2019-01-10,13.029999732971191
2019-08-22,13.149999618530273
2018-11-07,13.359999656677246
2018-08-03,13.260000228881836
2018-09-04,12.960000038146973
2019-06-19,13.100000381469727
2019-09-23,13.0600004196167
2019-11-18,12.859999656677246
2020-02-05,12.850000381469727
2020-04-24,12.630000114440918
2019-03-29,12.579999923706055
2019-11-21,12.989999771118164
2020-04-27,13.15999984741211
2020-02-11,13.25
2020-04-30,13.239999771118164
2019-05-01,13.369999885559082
2019-02-26,13.470000267028809
2019-01-25,13.380000114440918
2018-12-24,13.359999656677246
2019-09-06,13.100000381469727
2018-07-17,13.100000381469727
2018-09-19,13.079999923706055
2019-08-05,13.1899995803833
2019-10-08,12.90999984741211
2019-12-11,13.210000038146973
2019-11-27,13.1899995803833
2020-02-14,13.119999885559082
2020-05-06,13.40999984741211
2019-01-08,13.479999542236328
2018-12-07,13.5600004196167
2019-08-20,13.739999771118164
2018-11-05,13.520000457763672
2019-07-19,13.619999885559082
2018-10-04,13.84000015258789
2019-06-17,13.65999984741211
2019-05-16,13.600000381469727
2018-08-01,13.640000343322754
