Dates,LEN
2018-06-20,52.529998779296875
2018-06-21,52.45000076293945
2018-06-25,51.720001220703125
2018-06-22,51.060001373291016
2018-06-26,53.869998931884766
2018-06-27,52.2400016784668
2018-06-28,52.15999984741211
2018-06-29,53.33000183105469
2018-07-02,52.95000076293945
2018-07-03,52.79999923706055
2018-07-05,53.27000045776367
2018-07-16,54.380001068115234
2018-09-18,54.70000076293945
2019-01-24,55.220001220703125
2019-09-05,54.77000045776367
2018-11-21,54.380001068115234
2020-01-13,54.25
2020-04-01,54.58000183105469
2020-06-19,55.77000045776367
2019-10-29,55.369998931884766
2020-01-16,55.58000183105469
2020-06-22,55.130001068115234
2018-10-03,55.04999923706055
2018-07-31,54.34000015258789
2019-03-12,52.38999938964844
2019-02-08,52.59000015258789
2019-01-07,53.20000076293945
2018-12-06,52.439998626708984
2019-08-19,52.45000076293945
2019-07-18,52.54999923706055
2019-05-15,51.61000061035156
2019-09-20,51.619998931884766
2019-11-01,52.0099983215332
2020-04-07,53.08000183105469
2020-06-25,53.349998474121094
2020-06-16,53.97999954223633
2019-11-04,53.470001220703125
2020-01-22,53.060001373291016
2019-11-07,51.4900016784668
2020-04-13,50.689998626708984
2019-07-01,51.0099983215332
2019-05-30,50.779998779296875
2018-08-15,51.52000045776367
2018-10-18,53.66999816894531
2019-03-27,53.220001220703125
2019-01-22,52.5
2018-12-21,52.11000061035156
2019-09-03,52.720001220703125
2018-11-19,52.779998779296875
2019-08-02,53.0
2020-01-28,52.709999084472656
2020-04-16,52.040000915527344
2019-11-13,51.93000030517578
2020-01-31,52.81999969482422
2018-12-04,53.29999923706055
2018-11-02,51.88999938964844
2019-07-16,51.2400016784668
2018-08-30,51.709999084472656
2018-10-01,52.36000061035156
2019-06-14,52.619998931884766
2019-05-13,52.790000915527344
2019-04-11,52.63999938964844
2019-02-06,52.279998779296875
2019-09-18,52.599998474121094
2020-02-03,51.720001220703125
2020-04-22,50.720001220703125
2019-11-19,49.9900016784668
2020-02-06,49.29999923706055
2019-11-22,49.56999969482422
2019-03-25,47.83000183105469
2019-02-21,47.38999938964844
2018-12-19,47.41999816894531
2018-07-12,48.0
2018-09-14,47.7400016784668
2018-08-13,46.0
2018-10-16,45.130001068115234
2019-07-31,45.619998931884766
2019-05-28,45.810001373291016
2019-04-26,44.97999954223633
2020-04-28,44.25
2019-11-25,43.9900016784668
2020-02-12,43.439998626708984
2020-05-01,44.310001373291016
2020-05-04,43.36000061035156
2019-06-12,43.34000015258789
2019-04-09,42.52000045776367
2019-03-08,41.209999084472656
2019-02-04,41.369998931884766
2018-07-27,41.779998779296875
2018-08-28,40.75
2019-01-03,42.720001220703125
2019-08-15,42.95000076293945
2018-10-31,43.11000061035156
2019-09-16,43.689998626708984
2020-02-18,44.72999954223633
2020-05-07,44.560001373291016
2018-08-17,44.41999816894531
2019-12-04,44.540000915527344
2020-02-21,44.47999954223633
2018-12-17,42.709999084472656
2019-08-30,42.560001373291016
2018-11-15,42.040000915527344
2019-07-29,41.810001373291016
2019-06-27,42.29999923706055
2019-04-24,40.95000076293945
2018-07-10,41.27000045776367
2018-09-12,41.790000915527344
2019-02-19,42.349998474121094
2019-01-18,43.25
2020-02-24,43.16999816894531
2020-05-13,43.380001068115234
2019-12-10,43.29999923706055
2020-02-27,44.060001373291016
2019-12-13,44.099998474121094
2020-05-19,43.349998474121094
2019-03-06,43.720001220703125
2018-11-30,43.09000015258789
2019-08-13,42.459999084472656
2019-07-12,43.849998474121094
2019-06-10,42.849998474121094
2019-05-09,41.88999938964844
2018-07-25,41.90999984741211
2018-09-27,41.560001373291016
2018-10-29,41.43000030517578
2019-10-16,40.849998474121094
2019-12-16,41.79999923706055
2020-03-04,42.900001525878906
2020-05-22,41.52000045776367
2019-10-01,41.20000076293945
2019-12-19,38.91999816894531
2018-09-10,39.459999084472656
2019-05-24,39.7400016784668
2018-08-09,40.31999969482422
2019-04-22,39.959999084472656
2019-03-21,40.36000061035156
2019-01-16,40.29999923706055
2019-08-28,41.31999969482422
2018-11-13,43.150001525878906
2018-10-12,43.150001525878906
2019-06-25,47.18000030517578
2020-03-10,46.150001525878906
2020-05-28,47.209999084472656
2019-10-07,46.38999938964844
2020-03-13,46.25
2019-10-10,46.25
2020-03-16,45.33000183105469
2020-06-03,45.220001220703125
2018-11-28,44.2599983215332
2018-09-25,44.40999984741211
2018-07-23,44.970001220703125
2018-08-24,46.43000030517578
2019-07-10,45.369998931884766
2019-05-07,46.09000015258789
2019-04-05,46.40999984741211
2019-03-04,47.959999084472656
2019-01-31,48.470001220703125
2019-09-12,47.22999954223633
2019-12-31,47.029998779296875
2020-03-19,46.91999816894531
2020-01-03,46.66999816894531
2020-06-09,46.13999938964844
2019-02-15,46.06999969482422
2019-01-14,48.79999923706055
2018-07-06,48.970001220703125
2018-08-07,48.369998931884766
2018-10-10,49.209999084472656
2018-12-13,49.84000015258789
2019-08-26,49.7599983215332
2019-07-25,49.33000183105469
2019-05-22,50.310001373291016
2019-03-19,50.5
2020-01-06,49.93000030517578
2020-03-25,49.65999984741211
2020-06-12,48.709999084472656
2019-10-22,48.52000045776367
2020-01-09,48.33000183105469
2020-06-15,47.88999938964844
2019-10-25,46.59000015258789
2020-03-31,47.72999954223633
2020-06-18,48.38999938964844
2019-04-03,48.5099983215332
2018-08-22,48.70000076293945
2018-10-25,48.90999984741211
2019-01-29,48.27000045776367
2018-12-28,48.58000183105469
2018-11-26,48.060001373291016
2019-08-09,48.220001220703125
2019-07-08,46.72999954223633
2019-06-06,47.83000183105469
2019-09-10,48.400001525878906
2020-01-15,49.79999923706055
2020-04-03,49.81999969482422
2019-10-31,53.279998779296875
2020-04-06,51.61000061035156
2020-06-24,50.40999984741211
2018-11-09,49.439998626708984
2019-07-23,48.939998626708984
2019-06-21,50.189998626708984
2019-05-20,50.869998931884766
2019-04-18,51.77000045776367
2018-09-06,51.91999816894531
2018-10-08,51.20000076293945
2019-02-13,51.20000076293945
2018-12-11,51.36000061035156
2019-09-25,51.81999969482422
2020-01-21,51.349998474121094
2020-04-09,51.540000915527344
2019-11-06,52.040000915527344
2020-01-24,53.09000015258789
2020-01-27,52.79999923706055
2020-04-15,53.18000030517578
2018-12-26,53.099998474121094
2019-08-07,52.11000061035156
2019-06-04,52.119998931884766
2018-09-21,52.369998931884766
2018-07-19,52.25
2018-08-20,53.40999984741211
2018-10-23,53.0099983215332
2019-05-03,52.81999969482422
2019-04-01,52.040000915527344
2019-02-28,51.95000076293945
2019-11-12,51.93000030517578
2020-01-30,51.79999923706055
2019-11-15,52.099998474121094
2020-04-21,51.599998474121094
2019-04-16,53.290000915527344
2019-03-15,52.97999954223633
2019-02-11,54.5
2019-01-10,54.099998474121094
2019-08-22,53.27000045776367
2018-11-07,52.650001525878906
2018-08-03,52.54999923706055
2018-09-04,52.15999984741211
2019-06-19,51.90999984741211
2019-09-23,52.150001525878906
2019-11-18,51.84000015258789
2020-02-05,51.04999923706055
2020-04-24,50.16999816894531
2019-03-29,50.970001220703125
2019-11-21,51.619998931884766
2020-04-27,52.27000045776367
2020-02-11,53.400001525878906
2020-04-30,53.72999954223633
2019-05-01,53.86000061035156
2019-02-26,53.02000045776367
2019-01-25,53.06999969482422
2018-12-24,53.63999938964844
2019-09-06,53.869998931884766
2018-07-17,53.65999984741211
2018-09-19,53.52000045776367
2019-08-05,52.43000030517578
2019-10-08,52.970001220703125
2019-12-11,52.65999984741211
2019-11-27,52.130001068115234
2020-02-14,53.25
2020-05-06,48.439998626708984
2019-01-08,48.52000045776367
2018-12-07,49.310001373291016
2019-08-20,49.25
2018-11-05,48.63999938964844
2019-07-19,49.2599983215332
2018-10-04,49.0
2019-06-17,48.619998931884766
2019-05-16,48.130001068115234
2018-08-01,48.779998779296875
2019-03-13,48.66999816894531
2019-12-03,48.400001525878906
2020-02-20,48.099998474121094
2019-12-06,47.93000030517578
2020-05-12,48.09000015258789
2019-12-09,47.13999938964844
2020-02-26,47.119998931884766
2020-05-15,46.709999084472656
2019-03-28,46.25
2018-09-17,46.84000015258789
2018-08-16,47.810001373291016
2018-10-19,48.27000045776367
2019-04-29,48.099998474121094
2019-01-23,49.08000183105469
2019-09-04,48.63999938964844
2018-11-20,49.33000183105469
2019-07-02,48.529998779296875
2019-05-31,47.83000183105469
2019-12-12,48.400001525878906
2020-05-18,49.970001220703125
2019-09-27,50.93000030517578
2020-03-03,50.79999923706055
2020-05-21,50.09000015258789
2019-05-14,50.400001525878906
2018-08-31,50.060001373291016
2018-07-30,49.58000183105469
2018-10-02,49.38999938964844
2019-04-12,50.279998779296875
2019-03-11,51.15999984741211
2019-02-07,51.7400016784668
2019-07-17,52.150001525878906
2019-09-19,52.720001220703125
2019-10-21,51.56999969482422
2019-12-18,51.38999938964844
