Dates,LEN
2018-06-20,51.119998931884766
2018-06-21,51.56999969482422
2018-06-25,50.720001220703125
2018-06-22,48.709999084472656
2018-06-26,51.04999923706055
2018-06-27,50.970001220703125
2018-06-28,50.77000045776367
2018-06-29,52.45000076293945
2018-07-02,51.61000061035156
2018-07-03,52.08000183105469
2018-07-05,52.400001525878906
2018-07-16,52.959999084472656
2018-09-18,54.09000015258789
2019-01-24,53.90999984741211
2019-09-05,53.91999816894531
2018-11-21,53.369998931884766
2020-01-13,53.560001373291016
2020-04-01,53.459999084472656
2020-06-19,53.97999954223633
2019-10-29,54.2400016784668
2020-01-16,54.7400016784668
2020-06-22,54.189998626708984
2018-10-03,54.060001373291016
2018-07-31,52.52000045776367
2019-03-12,50.540000915527344
2019-02-08,51.09000015258789
2019-01-07,51.380001068115234
2018-12-06,51.79999923706055
2019-08-19,51.529998779296875
2019-07-18,51.5099983215332
2019-05-15,50.31999969482422
2019-09-20,50.75
2019-11-01,50.84000015258789
2020-04-07,51.63999938964844
2020-06-25,52.790000915527344
2020-06-16,53.08000183105469
2019-11-04,52.06999969482422
2020-01-22,50.459999084472656
2019-11-07,50.61000061035156
2020-04-13,49.7400016784668
2019-07-01,50.08000183105469
2019-05-30,50.04999923706055
2018-08-15,50.560001373291016
2018-10-18,52.290000915527344
2019-03-27,52.29999923706055
2019-01-22,51.459999084472656
2018-12-21,51.5
2019-09-03,51.54999923706055
2018-11-19,52.27000045776367
2019-08-02,51.9900016784668
2020-01-28,51.779998779296875
2020-04-16,51.41999816894531
2019-11-13,51.45000076293945
2020-01-31,51.400001525878906
2018-12-04,52.22999954223633
2018-11-02,50.439998626708984
2019-07-16,50.31999969482422
2018-08-30,50.470001220703125
2018-10-01,51.029998779296875
2019-06-14,51.13999938964844
2019-05-13,51.43000030517578
2019-04-11,51.08000183105469
2019-02-06,51.279998779296875
2019-09-18,51.2400016784668
2020-02-03,50.349998474121094
2020-04-22,49.56999969482422
2019-11-19,48.97999954223633
2020-02-06,48.709999084472656
2019-11-22,47.560001373291016
2019-03-25,46.7599983215332
2019-02-21,46.599998474121094
2018-12-19,46.779998779296875
