Dates,LEN
2019-11-15,1379200.0
2020-04-21,2198800.0
2019-04-16,2648300.0
2019-03-15,1946100.0
2019-02-11,2680500.0
2019-01-10,2021100.0
2019-08-22,2513300.0
2018-11-07,2382800.0
2018-08-03,1922400.0
2018-09-04,2636200.0
2019-06-19,1342900.0
2019-09-23,2361000.0
2019-11-18,2910400.0
2020-02-05,2417800.0
2020-04-24,2744500.0
2019-03-29,3383000.0
2019-11-21,3782100.0
2020-04-27,2958000.0
2020-02-11,2884300.0
2020-04-30,1610300.0
2019-05-01,1772700.0
2019-02-26,1454200.0
2019-01-25,1746600.0
2018-12-24,1774700.0
2019-09-06,1900100.0
2018-07-17,2029900.0
2018-09-19,2492000.0
2019-08-05,3733000.0
2019-10-08,2435400.0
2019-12-11,3376400.0
2019-11-27,3086000.0
2020-02-14,15278900.0
2020-05-06,5951000.0
2019-01-08,4886400.0
2018-12-07,4156900.0
2019-08-20,3760000.0
2018-11-05,3381600.0
2019-07-19,1610100.0
2018-10-04,2754900.0
2019-06-17,2670400.0
2019-05-16,4096200.0
2018-08-01,3765800.0
2019-03-13,3382600.0
2019-12-03,2844700.0
2020-02-20,2198300.0
2019-12-06,2547600.0
2020-05-12,2921900.0
2019-12-09,3318200.0
2020-02-26,2581100.0
2020-05-15,2215400.0
2019-03-28,5000300.0
2018-09-17,3120300.0
2018-08-16,3508000.0
2018-10-19,3002000.0
2019-04-29,3823300.0
2019-01-23,4149600.0
2019-09-04,2865800.0
2018-11-20,4097100.0
2019-07-02,2461700.0
2019-05-31,3265200.0
2019-12-12,4024400.0
2020-05-18,6245600.0
2019-09-27,3170600.0
2020-03-03,2712400.0
2020-05-21,3142600.0
2019-05-14,3164900.0
2018-08-31,4939400.0
2018-07-30,3639300.0
2018-10-02,4478500.0
2019-04-12,3975600.0
2019-03-11,2446700.0
2019-02-07,3354800.0
2019-07-17,1844900.0
2019-09-19,3539900.0
2019-10-21,1702000.0
2019-12-18,3033700.0
2020-03-06,2886500.0
2019-10-03,2906700.0
2020-03-09,2614400.0
2020-05-27,2227600.0
2019-12-24,1329800.0
2020-03-12,2328500.0
2018-12-20,1612400.0
2019-08-01,2927600.0
2018-08-14,2347000.0
2018-07-13,2769300.0
2018-10-17,3173900.0
2019-05-29,5066300.0
2019-03-26,4264400.0
2019-02-22,2691800.0
2019-10-04,3806700.0
2019-11-05,1541400.0
2019-12-27,2569700.0
2020-06-02,2944400.0
2019-12-30,3056800.0
2020-03-18,3877900.0
2020-06-05,2360400.0
2019-07-15,2347600.0
2018-12-03,3617300.0
2019-06-13,4122100.0
2019-01-04,13245100.0
2018-08-29,7304300.0
2019-02-05,4555200.0
2018-11-01,3473200.0
2019-08-16,2878300.0
2019-04-10,2332800.0
2019-09-17,3472700.0
2019-10-15,3819300.0
2020-01-02,2579900.0
2020-06-08,3327300.0
2019-10-18,3148900.0
2020-03-24,3090900.0
2020-06-11,4064100.0
2020-01-08,4603200.0
2019-04-25,3220500.0
2019-07-30,2719700.0
2019-02-20,2294700.0
2018-07-11,1497200.0
2018-09-13,4810500.0
2018-10-15,4225200.0
2019-06-28,4376200.0
2018-12-18,2156700.0
2018-11-16,3125800.0
2019-10-02,3574800.0
2020-03-27,4625100.0
2020-01-10,2834700.0
2019-10-24,5974400.0
2020-03-30,2721000.0
2020-06-17,1937400.0
2020-01-14,3570100.0
2020-04-02,1820100.0
2019-01-02,2688200.0
2019-08-14,2901700.0
2018-10-30,2412300.0
2019-06-11,1668800.0
2019-05-10,2085000.0
2019-04-08,1596800.0
2018-08-27,2326900.0
2018-07-26,2759900.0
2018-09-28,2753600.0
2019-03-07,2676700.0
2019-10-30,1098700.0
2020-01-17,1806800.0
2020-06-23,2533400.0
2020-04-08,3308700.0
2020-06-26,2573100.0
2019-03-22,2946100.0
2019-01-17,2035500.0
2019-08-29,1779200.0
2018-11-14,1580500.0
2019-06-26,2732100.0
2018-09-11,3057700.0
2018-07-09,2994500.0
2018-08-10,3794600.0
2019-04-23,4187000.0
2019-09-30,4809200.0
2020-01-23,5503300.0
2019-11-08,2442400.0
2020-04-14,1153700.0
2019-11-11,2763200.0
2020-01-29,3243200.0
2020-04-17,5508100.0
2018-07-24,2428200.0
2018-09-26,3149200.0
2019-05-08,2623600.0
2019-03-05,6703400.0
2019-02-01,5102700.0
2018-12-31,9236900.0
2018-11-29,5389800.0
2019-08-12,5209200.0
2019-07-11,4075900.0
2019-09-13,3145700.0
2019-11-14,3479900.0
2020-04-20,2571900.0
2020-02-04,3610400.0
2020-04-23,3668600.0
2018-12-14,3135000.0
2019-08-27,5182200.0
2018-08-08,5237700.0
2018-10-11,3870500.0
2018-11-12,4640000.0
2019-07-26,2716900.0
2019-06-24,2840300.0
2019-05-23,2857200.0
2019-03-20,2105700.0
2019-01-15,2571500.0
2019-11-20,2988400.0
2020-02-07,2529100.0
2020-02-10,2164300.0
2020-04-29,2318400.0
2019-11-26,2624000.0
2020-02-13,3048000.0
2019-01-30,2681100.0
2018-08-23,1481700.0
2018-09-24,2340600.0
2018-11-27,1416000.0
2018-10-26,1364300.0
2019-07-09,1492600.0
2019-06-07,2024300.0
2019-05-06,2968200.0
2019-04-04,3332900.0
2019-09-11,3335700.0
2019-11-29,4983300.0
2020-05-05,4723400.0
2019-12-02,5896200.0
2020-02-19,5618700.0
2020-05-08,3075200.0
2019-05-21,4216500.0
2019-03-18,5493700.0
2018-09-07,4895900.0
2018-08-06,4744200.0
2018-10-09,7555300.0
2019-02-14,6877000.0
2018-12-12,9013300.0
2019-07-24,8052200.0
2019-09-26,8609700.0
2019-10-28,8410500.0
2019-12-05,8364300.0
2020-05-11,7287300.0
2019-07-03,5752200.0
2020-02-25,6022700.0
2020-05-14,4935600.0
2020-02-28,4115400.0
2019-08-08,3708900.0
2019-06-05,4594000.0
2018-07-20,4097300.0
2018-08-21,4270100.0
2018-10-24,3226600.0
2019-04-02,4670700.0
2019-03-01,4413000.0
2019-01-28,4175100.0
2018-12-27,5443400.0
2019-09-09,3548900.0
2020-03-02,2833500.0
2020-05-20,3124300.0
2019-12-17,3686700.0
2020-03-05,3595500.0
2019-02-12,2923300.0
2019-01-11,2744100.0
2018-12-10,2541700.0
2019-08-23,2563800.0
2018-11-08,2903000.0
2019-07-22,3224200.0
2019-06-20,4669000.0
2018-09-05,4041000.0
2019-04-17,5161800.0
2019-09-24,3114600.0
2019-12-20,2815400.0
2020-05-26,3169200.0
2019-04-30,3075900.0
2019-12-23,2869200.0
2020-03-11,2615500.0
2020-05-29,2850900.0
2019-12-26,2943100.0
2020-06-01,3839600.0
2019-05-02,3584300.0
2019-02-27,2599700.0
2018-11-23,3710600.0
2019-08-06,5052200.0
2018-07-18,3851800.0
2018-09-20,2469600.0
2018-10-22,2287700.0
2019-07-05,4557900.0
2019-06-03,3448100.0
2019-10-09,5152600.0
2019-10-11,4281200.0
2020-03-17,3854400.0
2020-06-04,3824300.0
2019-10-14,4515200.0
2020-03-20,4026200.0
2018-11-06,4297900.0
2019-06-18,2701500.0
2019-05-17,3368600.0
2019-04-15,4438600.0
2019-03-14,4548000.0
2019-01-09,5827600.0
2018-08-02,6053000.0
2018-10-05,8412800.0
2019-08-21,3552800.0
2019-10-17,3069500.0
2020-03-23,5322100.0
2020-06-10,2956800.0
2019-02-25,3174800.0
2020-01-07,4328800.0
2020-03-26,4320800.0
2019-10-23,5521300.0
