Dates,LEN
2018-06-20,52.22999954223633
2018-06-21,51.68000030517578
2018-06-25,51.20000076293945
2018-06-22,49.220001220703125
2018-06-26,51.61000061035156
2018-06-27,51.2599983215332
2018-06-28,52.040000915527344
2018-06-29,52.5
2018-07-02,52.16999816894531
2018-07-03,52.380001068115234
2018-07-05,53.119998931884766
2018-07-16,53.689998626708984
2018-09-18,54.630001068115234
2019-01-24,54.349998474121094
2019-09-05,53.970001220703125
2018-11-21,53.779998779296875
2020-01-13,54.060001373291016
2020-04-01,54.04999923706055
2020-06-19,55.54999923706055
2019-10-29,55.16999816894531
2020-01-16,55.13999938964844
2020-06-22,54.68000030517578
2018-10-03,54.29999923706055
2018-07-31,52.59000015258789
2019-03-12,51.349998474121094
2019-02-08,52.529998779296875
2019-01-07,52.11000061035156
2018-12-06,51.880001068115234
2019-08-19,52.27000045776367
2019-07-18,51.7400016784668
2019-05-15,50.810001373291016
2019-09-20,51.47999954223633
2019-11-01,51.7599983215332
2020-04-07,53.0
2020-06-25,53.27000045776367
2020-06-16,53.45000076293945
2019-11-04,53.380001068115234
2020-01-22,50.779998779296875
2019-11-07,50.9900016784668
2020-04-13,50.22999954223633
2019-07-01,50.47999954223633
2019-05-30,50.56999969482422
2018-08-15,51.130001068115234
2018-10-18,53.2599983215332
2019-03-27,52.529998779296875
2019-01-22,51.709999084472656
2018-12-21,51.54999923706055
2019-09-03,52.41999816894531
2018-11-19,52.61000061035156
2019-08-02,52.689998626708984
2020-01-28,51.84000015258789
2020-04-16,51.66999816894531
2019-11-13,51.720001220703125
2020-01-31,52.52000045776367
2018-12-04,52.34000015258789
2018-11-02,50.529998779296875
2019-07-16,50.689998626708984
2018-08-30,51.16999816894531
2018-10-01,52.220001220703125
2019-06-14,52.349998474121094
2019-05-13,52.529998779296875
2019-04-11,51.15999984741211
2019-02-06,51.810001373291016
2019-09-18,51.38999938964844
2020-02-03,50.720001220703125
2020-04-22,50.130001068115234
2019-11-19,49.0
2020-02-06,48.869998931884766
2019-11-22,47.900001525878906
2019-03-25,47.08000183105469
2019-02-21,46.689998626708984
2018-12-19,47.15999984741211
2018-07-12,46.77000045776367
2018-09-14,46.2400016784668
2018-08-13,44.689998626708984
2018-10-16,44.779998779296875
2019-07-31,45.439998626708984
2019-05-28,44.310001373291016
2019-04-26,43.720001220703125
2020-04-28,43.310001373291016
2019-11-25,43.150001525878906
2020-02-12,43.040000915527344
2020-05-01,44.099998474121094
2020-05-04,43.08000183105469
2019-06-12,42.41999816894531
2019-04-09,40.83000183105469
2019-03-08,39.369998931884766
2019-02-04,40.70000076293945
2018-07-27,38.84000015258789
2018-08-28,40.189998626708984
2019-01-03,41.790000915527344
2019-08-15,41.0099983215332
2018-10-31,43.040000915527344
2019-09-16,42.97999954223633
2020-02-18,44.040000915527344
2020-05-07,43.279998779296875
2018-08-17,44.38999938964844
2019-12-04,43.97999954223633
2020-02-21,42.970001220703125
2018-12-17,41.900001525878906
2019-08-30,41.900001525878906
2018-11-15,40.68000030517578
2019-07-29,41.2599983215332
2019-06-27,41.61000061035156
2019-04-24,39.529998779296875
2018-07-10,41.04999923706055
2018-09-12,41.470001220703125
2019-02-19,42.13999938964844
2019-01-18,42.779998779296875
2020-02-24,42.7400016784668
2020-05-13,42.84000015258789
2019-12-10,42.869998931884766
2020-02-27,43.880001068115234
2019-12-13,43.040000915527344
2020-05-19,42.72999954223633
2019-03-06,43.61000061035156
2018-11-30,41.130001068115234
2019-08-13,42.459999084472656
2019-07-12,42.0
2019-06-10,41.119998931884766
2019-05-09,40.470001220703125
2018-07-25,41.18000030517578
2018-09-27,40.90999984741211
2018-10-29,40.209999084472656
2019-10-16,40.02000045776367
2019-12-16,41.0099983215332
2020-03-04,41.029998779296875
2020-05-22,40.880001068115234
2019-10-01,38.959999084472656
2019-12-19,38.060001373291016
2018-09-10,39.459999084472656
2019-05-24,39.5
2018-08-09,39.43000030517578
2019-04-22,39.150001525878906
2019-03-21,39.959999084472656
2019-01-16,39.54999923706055
2019-08-28,41.209999084472656
2018-11-13,42.380001068115234
2018-10-12,42.88999938964844
2019-06-25,46.290000915527344
2020-03-10,45.16999816894531
2020-05-28,46.40999984741211
2019-10-07,45.20000076293945
2020-03-13,45.880001068115234
2019-10-10,45.36000061035156
2020-03-16,44.779998779296875
2020-06-03,44.099998474121094
2018-11-28,43.5099983215332
2018-09-25,43.65999984741211
2018-07-23,44.869998931884766
2018-08-24,44.560001373291016
2019-07-10,44.52000045776367
2019-05-07,45.95000076293945
2019-04-05,46.400001525878906
2019-03-04,47.41999816894531
2019-01-31,47.150001525878906
2019-09-12,46.68000030517578
2019-12-31,46.90999984741211
2020-03-19,46.08000183105469
2020-01-03,46.189998626708984
2020-06-09,46.029998779296875
2019-02-15,45.9900016784668
2019-01-14,48.61000061035156
2018-07-06,48.16999816894531
2018-08-07,48.2400016784668
2018-10-10,48.900001525878906
2018-12-13,49.380001068115234
2019-08-26,48.95000076293945
2019-07-25,49.220001220703125
2019-05-22,50.25
2019-03-19,49.63999938964844
2020-01-06,49.459999084472656
2020-03-25,48.84000015258789
2020-06-12,47.97999954223633
2019-10-22,47.029998779296875
2020-01-09,47.599998474121094
2020-06-15,46.130001068115234
2019-10-25,45.900001525878906
2020-03-31,47.54999923706055
2020-06-18,47.72999954223633
2019-04-03,48.5099983215332
2018-08-22,48.560001373291016
2018-10-25,48.06999969482422
2019-01-29,48.02000045776367
2018-12-28,47.72999954223633
2018-11-26,47.86000061035156
2019-08-09,46.59000015258789
2019-07-08,46.220001220703125
2019-06-06,47.56999969482422
2019-09-10,47.84000015258789
2020-01-15,49.54999923706055
2020-04-03,49.709999084472656
2019-10-31,51.66999816894531
2020-04-06,49.7599983215332
2020-06-24,49.09000015258789
2018-11-09,48.90999984741211
2019-07-23,48.86000061035156
2019-06-21,49.810001373291016
2019-05-20,50.689998626708984
2019-04-18,51.68000030517578
2018-09-06,51.29999923706055
2018-10-08,50.22999954223633
2019-02-13,50.84000015258789
2018-12-11,51.29999923706055
2019-09-25,50.970001220703125
2020-01-21,51.13999938964844
2020-04-09,51.400001525878906
2019-11-06,51.90999984741211
2020-01-24,52.90999984741211
2020-01-27,52.09000015258789
2020-04-15,52.459999084472656
2018-12-26,52.630001068115234
2019-08-07,51.560001373291016
2019-06-04,52.029998779296875
2018-09-21,52.15999984741211
2018-07-19,52.029998779296875
2018-08-20,52.04999923706055
2018-10-23,52.36000061035156
