Dates,NOW
2018-06-20,188.58999633789062
2018-06-21,186.57000732421875
2018-06-25,178.5800018310547
2018-06-22,175.0
2018-06-26,174.13999938964844
2018-06-27,175.74000549316406
2018-06-28,173.8000030517578
2018-06-29,175.25
2018-07-02,177.69000244140625
2018-07-03,179.35000610351562
2018-07-05,180.4499969482422
2018-07-16,183.27999877929688
2018-09-18,185.25999450683594
2019-01-24,186.47999572753906
2019-09-05,188.17999267578125
2018-11-21,194.80999755859375
2020-01-13,193.97999572753906
2020-04-01,192.0
2020-06-19,191.6699981689453
2019-10-29,194.02000427246094
2020-01-16,192.72999572753906
2020-06-22,193.55999755859375
2018-10-03,191.35000610351562
2018-07-31,192.17999267578125
2019-03-12,187.3300018310547
2019-02-08,194.6699981689453
2019-01-07,192.47999572753906
2018-12-06,184.9499969482422
2019-08-19,179.99000549316406
2019-07-18,180.6199951171875
2019-05-15,183.05999755859375
2019-09-20,183.64999389648438
2019-11-01,184.94000244140625
2020-04-07,187.02999877929688
2020-06-25,187.22000122070312
2020-06-16,190.6300048828125
2019-11-04,190.0
2020-01-22,189.1699981689453
2019-11-07,186.8699951171875
2020-04-13,187.44000244140625
2019-07-01,184.52000427246094
2019-05-30,183.16000366210938
2018-08-15,181.9199981689453
2018-10-18,184.8300018310547
2019-03-27,183.63999938964844
2019-01-22,186.22999572753906
2018-12-21,194.75
2019-09-03,196.6300048828125
2018-11-19,194.77000427246094
2019-08-02,201.0
2020-01-28,200.0399932861328
2020-04-16,199.44000244140625
2019-11-13,200.66000366210938
2020-01-31,200.0
2018-12-04,194.3300018310547
2018-11-02,198.5
2019-07-16,199.8800048828125
2018-08-30,202.72000122070312
2018-10-01,203.33999633789062
2019-06-14,206.3000030517578
2019-05-13,205.33999633789062
2019-04-11,201.9499969482422
2019-02-06,195.77999877929688
2019-09-18,192.61000061035156
2020-02-03,188.94000244140625
2020-04-22,190.57000732421875
2019-11-19,194.07000732421875
2020-02-06,198.47000122070312
2019-11-22,198.88999938964844
2019-03-25,197.5
2019-02-21,197.8000030517578
2018-12-19,199.22999572753906
2018-07-12,195.97000122070312
2018-09-14,198.30999755859375
2018-08-13,195.5
2018-10-16,190.1199951171875
2019-07-31,185.80999755859375
2019-05-28,187.2899932861328
2019-04-26,180.8300018310547
2020-04-28,178.2100067138672
2019-11-25,188.07000732421875
2020-02-12,184.25
2020-05-01,193.35000610351562
2020-05-04,193.1999969482422
2019-06-12,191.5399932861328
2019-04-09,187.64999389648438
2019-03-08,180.9499969482422
2019-02-04,184.66000366210938
2018-07-27,183.77999877929688
2018-08-28,175.0
2019-01-03,172.16000366210938
2019-08-15,173.5
2018-10-31,169.0
2019-09-16,185.1199951171875
2020-02-18,184.32000732421875
2020-05-07,186.35000610351562
2018-08-17,180.72999572753906
2019-12-04,182.47999572753906
2020-02-21,194.0399932861328
2018-12-17,191.5800018310547
2019-08-30,184.22999572753906
2018-11-15,176.99000549316406
2019-07-29,174.8699951171875
2019-06-27,172.6699981689453
2019-04-24,173.5500030517578
2018-07-10,173.8800048828125
2018-09-12,169.86000061035156
2019-02-19,161.2899932861328
2019-01-18,163.0
2020-02-24,161.74000549316406
2020-05-13,168.27000427246094
2019-12-10,166.75999450683594
2020-02-27,178.36000061035156
2019-12-13,181.80999755859375
2020-05-19,186.27000427246094
2019-03-06,192.16000366210938
2018-11-30,188.67999267578125
2019-08-13,187.8000030517578
2019-07-12,189.6699981689453
2019-06-10,187.77000427246094
2019-05-09,189.19000244140625
2018-07-25,191.36000061035156
2018-09-27,190.75999450683594
2018-10-29,187.6300048828125
2019-10-16,180.00999450683594
2019-12-16,175.6199951171875
2020-03-04,181.13999938964844
2020-05-22,174.80999755859375
2019-10-01,170.49000549316406
2019-12-19,163.80999755859375
2018-09-10,169.6699981689453
2019-05-24,178.24000549316406
2018-08-09,184.08999633789062
2019-04-22,183.27000427246094
2019-03-21,180.4499969482422
2019-01-16,177.99000549316406
2019-08-28,181.49000549316406
2018-11-13,188.0
2018-10-12,191.64999389648438
2019-06-25,191.2899932861328
2020-03-10,190.94000244140625
2020-05-28,191.9499969482422
2019-10-07,191.0800018310547
2020-03-13,190.32000732421875
2019-10-10,192.7899932861328
2020-03-16,189.44000244140625
2020-06-03,191.4499969482422
2018-11-28,189.67999267578125
2018-09-25,189.82000732421875
2018-07-23,187.47000122070312
2018-08-24,191.27000427246094
2019-07-10,190.16000366210938
2019-05-07,188.82000732421875
2019-04-05,194.2100067138672
2019-03-04,228.41000366210938
2019-01-31,221.83999633789062
2019-09-12,225.8800048828125
2019-12-31,229.39999389648438
2020-03-19,229.5
2020-01-03,228.0399932861328
2020-06-09,228.7899932861328
2019-02-15,232.25
2019-01-14,236.80999755859375
2018-07-06,237.49000549316406
2018-08-07,235.83999633789062
2018-10-10,236.6999969482422
2018-12-13,235.4600067138672
2019-08-26,235.49000549316406
2019-07-25,231.24000549316406
2019-05-22,236.14999389648438
2019-03-19,239.4499969482422
2020-01-06,236.94000244140625
2020-03-25,240.86000061035156
2020-06-12,241.44000244140625
2019-10-22,244.35000610351562
2020-01-09,245.3300018310547
2020-06-15,237.57000732421875
2019-10-25,237.4499969482422
2020-03-31,236.82000732421875
2020-06-18,234.02999877929688
2019-04-03,240.08999633789062
2018-08-22,241.02000427246094
2018-10-25,243.4199981689453
2019-01-29,244.6300048828125
2018-12-28,243.24000549316406
2018-11-26,245.9600067138672
2019-08-09,244.1300048828125
2019-07-08,247.27999877929688
2019-06-06,251.64999389648438
2019-09-10,250.5
2020-01-15,243.00999450683594
2020-04-03,247.24000549316406
2019-10-31,244.82000732421875
2020-04-06,245.85000610351562
2020-06-24,247.1300048828125
2018-11-09,250.35000610351562
2019-07-23,247.02000427246094
2019-06-21,248.89999389648438
2019-05-20,246.38999938964844
2019-04-18,240.08999633789062
2018-09-06,239.3800048828125
2018-10-08,240.27999877929688
2019-02-13,245.5800018310547
2018-12-11,246.19000244140625
2019-09-25,247.74000549316406
2020-01-21,246.39999389648438
2020-04-09,246.1199951171875
2019-11-06,242.0
