Dates,NOW
2018-06-20,184.75999450683594
2018-06-21,180.27000427246094
2018-06-25,176.6999969482422
2018-06-22,171.38999938964844
2018-06-26,170.85000610351562
2018-06-27,167.97000122070312
2018-06-28,172.41000366210938
2018-06-29,172.47000122070312
2018-07-02,177.60000610351562
2018-07-03,177.19000244140625
2018-07-05,179.42999267578125
2018-07-16,182.16000366210938
2018-09-18,184.85000610351562
2019-01-24,185.60000610351562
2019-09-05,187.17999267578125
2018-11-21,194.66000366210938
2020-01-13,191.05999755859375
2020-04-01,189.0800018310547
2020-06-19,191.1999969482422
2019-10-29,192.00999450683594
2020-01-16,190.0399932861328
2020-06-22,191.0800018310547
2018-10-03,190.5
2018-07-31,184.91000366210938
2019-03-12,183.86000061035156
2019-02-08,192.32000732421875
2019-01-07,183.9499969482422
2018-12-06,178.80999755859375
2019-08-19,175.9600067138672
2019-07-18,177.94000244140625
2019-05-15,182.83999633789062
2019-09-20,180.8800048828125
2019-11-01,184.66000366210938
2020-04-07,185.74000549316406
2020-06-25,186.1300048828125
2020-06-16,188.33999633789062
2019-11-04,187.47000122070312
2020-01-22,185.02000427246094
2019-11-07,184.49000549316406
2020-04-13,182.72999572753906
2019-07-01,182.02999877929688
2019-05-30,180.8300018310547
2018-08-15,181.36000061035156
2018-10-18,182.10000610351562
2019-03-27,182.41000366210938
2019-01-22,184.85000610351562
2018-12-21,193.55999755859375
2019-09-03,193.25
2018-11-19,194.25999450683594
2019-08-02,200.22999572753906
2020-01-28,198.4499969482422
2020-04-16,196.36000061035156
2019-11-13,200.25999450683594
2020-01-31,190.75999450683594
2018-12-04,193.17999267578125
2018-11-02,196.97999572753906
2019-07-16,199.00999450683594
2018-08-30,199.5
2018-10-01,202.77000427246094
2019-06-14,204.5800018310547
2019-05-13,202.97000122070312
2019-04-11,192.82000732421875
2019-02-06,191.8800048828125
2019-09-18,186.0
2020-02-03,187.35000610351562
2020-04-22,189.69000244140625
2019-11-19,193.1199951171875
2020-02-06,197.61000061035156
2019-11-22,195.7100067138672
2019-03-25,195.0800018310547
2019-02-21,195.6300048828125
2018-12-19,194.61000061035156
2018-07-12,192.89999389648438
2018-09-14,196.1999969482422
2018-08-13,187.44000244140625
2018-10-16,186.60000610351562
2019-07-31,180.25999450683594
2019-05-28,181.41000366210938
2019-04-26,172.13999938964844
2020-04-28,174.97000122070312
2019-11-25,184.4499969482422
2020-02-12,180.91000366210938
2020-05-01,192.72000122070312
2020-05-04,190.25999450683594
2019-06-12,185.17999267578125
2019-04-09,177.14999389648438
2019-03-08,178.83999633789062
2019-02-04,181.77999877929688
2018-07-27,170.2100067138672
2018-08-28,172.6300048828125
2019-01-03,166.75999450683594
2019-08-15,164.22999572753906
2018-10-31,168.5
2019-09-16,181.0399932861328
2020-02-18,183.72999572753906
2020-05-07,178.77999877929688
2018-08-17,180.41000366210938
2019-12-04,177.3699951171875
2020-02-21,190.8300018310547
2018-12-17,186.16000366210938
2019-08-30,177.58999633789062
2018-11-15,172.3699951171875
2019-07-29,168.6699981689453
2019-06-27,167.3800048828125
2019-04-24,172.97000122070312
2018-07-10,171.08999633789062
2018-09-12,156.8000030517578
2019-02-19,157.24000549316406
2019-01-18,159.13999938964844
2020-02-24,160.6300048828125
2020-05-13,167.25999450683594
2019-12-10,165.74000549316406
2020-02-27,177.8699951171875
2019-12-13,179.10000610351562
2020-05-19,185.27000427246094
2019-03-06,188.08999633789062
2018-11-30,180.85000610351562
2019-08-13,187.60000610351562
2019-07-12,182.3800048828125
2019-06-10,184.89999389648438
2019-05-09,183.4199981689453
2018-07-25,187.63999938964844
2018-09-27,188.14999389648438
2018-10-29,181.97999572753906
2019-10-16,171.47000122070312
2019-12-16,173.57000732421875
2020-03-04,174.0399932861328
2020-05-22,169.9199981689453
2019-10-01,162.0
2019-12-19,158.9199981689453
2018-09-10,169.50999450683594
2019-05-24,178.1999969482422
2018-08-09,180.3300018310547
2019-04-22,178.0500030517578
2019-03-21,178.32000732421875
2019-01-16,169.1199951171875
2019-08-28,179.22999572753906
2018-11-13,186.6699981689453
2018-10-12,188.11000061035156
2019-06-25,190.47000122070312
2020-03-10,190.0
2020-05-28,191.69000244140625
2019-10-07,188.39999389648438
2020-03-13,188.35000610351562
2019-10-10,189.58999633789062
2020-03-16,186.52999877929688
2020-06-03,190.08999633789062
2018-11-28,185.6999969482422
2018-09-25,183.9600067138672
2018-07-23,185.6999969482422
2018-08-24,191.0800018310547
2019-07-10,187.94000244140625
2019-05-07,184.82000732421875
2019-04-05,194.0
2019-03-04,220.02000427246094
2019-01-31,221.50999450683594
2019-09-12,225.13999938964844
2019-12-31,228.35000610351562
2020-03-19,225.55999755859375
2020-01-03,226.9600067138672
2020-06-09,228.55999755859375
2019-02-15,229.00999450683594
2019-01-14,234.64999389648438
2018-07-06,231.97000122070312
2018-08-07,234.02999877929688
2018-10-10,234.88999938964844
2018-12-13,234.5800018310547
2019-08-26,229.5
2019-07-25,230.00999450683594
2019-05-22,235.0
2019-03-19,237.0
2020-01-06,236.2100067138672
2020-03-25,240.30999755859375
2020-06-12,239.44000244140625
2019-10-22,243.52000427246094
2020-01-09,236.97000122070312
2020-06-15,236.0
2019-10-25,233.11000061035156
2020-03-31,233.3699951171875
2020-06-18,233.9499969482422
2019-04-03,239.86000061035156
2018-08-22,238.7100067138672
2018-10-25,240.38999938964844
2019-01-29,241.58999633789062
2018-12-28,241.88999938964844
2018-11-26,240.97999572753906
2019-08-09,241.9600067138672
2019-07-08,244.58999633789062
2019-06-06,250.9499969482422
2019-09-10,241.2100067138672
2020-01-15,241.6999969482422
2020-04-03,245.0
2019-10-31,241.3699951171875
2020-04-06,243.3300018310547
2020-06-24,246.49000549316406
2018-11-09,245.72999572753906
2019-07-23,246.82000732421875
2019-06-21,247.13999938964844
2019-05-20,237.02999877929688
2019-04-18,236.97999572753906
2018-09-06,237.2100067138672
2018-10-08,238.75999450683594
2019-02-13,243.66000366210938
2018-12-11,245.77000427246094
2019-09-25,244.3000030517578
2020-01-21,243.7899932861328
2020-04-09,239.80999755859375
2019-11-06,236.22999572753906
2020-01-24,237.39999389648438
2020-01-27,242.63999938964844
2020-04-15,243.5500030517578
2018-12-26,242.6999969482422
2019-08-07,260.69000244140625
2019-06-04,267.0799865722656
2018-09-21,271.69000244140625
2018-07-19,271.510009765625
2018-08-20,270.3999938964844
2018-10-23,262.6700134277344
2019-05-03,268.5199890136719
2019-04-01,269.75
2019-02-28,264.80999755859375
2019-11-12,265.9800109863281
2020-01-30,270.489990234375
2019-11-15,274.8999938964844
2020-04-21,260.1199951171875
2019-04-16,272.07000732421875
2019-03-15,273.9599914550781
2019-02-11,277.9599914550781
2019-01-10,272.989990234375
2019-08-22,265.0799865722656
2018-11-07,271.2099914550781
2018-08-03,273.3900146484375
2018-09-04,264.7900085449219
2019-06-19,268.95001220703125
2019-09-23,266.6499938964844
2019-11-18,264.19000244140625
2020-02-05,262.6000061035156
2020-04-24,261.92999267578125
2019-03-29,248.3800048828125
2019-11-21,257.54998779296875
2020-04-27,263.25
2020-02-11,268.489990234375
2020-04-30,274.54998779296875
2019-05-01,275.8699951171875
2019-02-26,266.2900085449219
2019-01-25,267.8800048828125
2018-12-24,273.7900085449219
2019-09-06,272.25
2018-07-17,274.55999755859375
2018-09-19,282.6400146484375
2019-08-05,285.510009765625
2019-10-08,288.79998779296875
2019-12-11,285.739990234375
2019-11-27,282.5
2020-02-14,275.3599853515625
2020-05-06,275.3399963378906
2019-01-08,278.510009765625
2018-12-07,274.57000732421875
2019-08-20,283.510009765625
2018-11-05,288.30999755859375
2019-07-19,293.1499938964844
2018-10-04,294.5299987792969
2019-06-17,293.0
2019-05-16,298.0199890136719
2018-08-01,298.75
2019-03-13,302.30999755859375
2019-12-03,301.1300048828125
2020-02-20,301.1000061035156
2019-12-06,295.5
2020-05-12,296.55999755859375
2019-12-09,294.67999267578125
2020-02-26,289.739990234375
2020-05-15,293.80999755859375
2019-03-28,291.010009765625
2018-09-17,297.2099914550781
2018-08-16,285.7300109863281
2018-10-19,289.3299865722656
2019-04-29,285.8399963378906
2019-01-23,281.0
2019-09-04,277.3900146484375
2018-11-20,274.0
2019-07-02,265.8599853515625
2019-05-31,256.80999755859375
2019-12-12,261.7099914550781
2020-05-18,260.69000244140625
2019-09-27,267.1099853515625
2020-03-03,263.82000732421875
2020-05-21,258.55999755859375
2019-05-14,262.19000244140625
2018-08-31,252.30999755859375
2018-07-30,252.2899932861328
2018-10-02,256.9100036621094
2019-04-12,255.50999450683594
2019-03-11,255.27999877929688
2019-02-07,265.7799987792969
2019-07-17,264.6400146484375
2019-09-19,263.07000732421875
2019-10-21,266.57000732421875
2019-12-18,266.2099914550781
2020-03-06,260.32000732421875
2019-10-03,264.7900085449219
2020-03-09,261.8399963378906
2020-05-27,263.3800048828125
2019-12-24,268.5199890136719
2020-03-12,269.6199951171875
2018-12-20,263.5
2019-08-01,254.67999267578125
2018-08-14,253.17999267578125
2018-07-13,253.6699981689453
2018-10-17,256.80999755859375
2019-05-29,251.9600067138672
2019-03-26,261.1499938964844
2019-02-22,264.04998779296875
2019-10-04,265.8500061035156
2019-11-05,268.739990234375
2019-12-27,271.1700134277344
2020-06-02,267.0
2019-12-30,257.5
2020-03-18,259.3800048828125
2020-06-05,257.989990234375
2019-07-15,250.25999450683594
2018-12-03,253.85000610351562
2019-06-13,250.1300048828125
2019-01-04,246.85000610351562
2018-08-29,257.3699951171875
2019-02-05,266.4800109863281
2018-11-01,268.1499938964844
2019-08-16,258.1300048828125
2019-04-10,262.0199890136719
2019-09-17,263.17999267578125
2019-10-15,270.3299865722656
2020-01-02,269.44000244140625
2020-06-08,274.239990234375
2019-10-18,254.60000610351562
2020-03-24,254.30999755859375
2020-06-11,243.0
2020-01-08,240.89999389648438
2019-04-25,228.33999633789062
2019-07-30,220.00999450683594
2019-02-20,237.77999877929688
2018-07-11,241.22000122070312
2018-09-13,244.6999969482422
2018-10-15,241.0399932861328
2019-06-28,249.9499969482422
2018-12-18,247.25999450683594
2018-11-16,253.02999877929688
2019-10-02,245.8000030517578
2020-03-27,241.86000061035156
2020-01-10,241.35000610351562
2019-10-24,240.88999938964844
2020-03-30,248.4499969482422
2020-06-17,248.5500030517578
2020-01-14,252.52999877929688
2020-04-02,253.94000244140625
2019-01-02,253.85000610351562
2019-08-14,259.9599914550781
2018-10-30,266.30999755859375
2019-06-11,277.739990234375
2019-05-10,283.0
2019-04-08,279.1199951171875
2018-08-27,279.9800109863281
2018-07-26,279.75
2018-09-28,278.8599853515625
2019-03-07,281.2799987792969
2019-10-30,283.0400085449219
2020-01-17,277.3500061035156
2020-06-23,279.010009765625
2020-04-08,273.79998779296875
2020-06-26,273.1300048828125
2019-03-22,272.0400085449219
2019-01-17,269.70001220703125
2019-08-29,266.7799987792969
2018-11-14,267.29998779296875
2019-06-26,265.6499938964844
2018-09-11,272.9800109863281
2018-07-09,281.7900085449219
2018-08-10,276.1400146484375
2019-04-23,277.45001220703125
2019-09-30,278.4800109863281
2020-01-23,282.6300048828125
2019-11-08,283.30999755859375
2020-04-14,284.20001220703125
2019-11-11,286.20001220703125
2020-01-29,286.8800048828125
2020-04-17,282.80999755859375
2018-07-24,282.32000732421875
2018-09-26,291.239990234375
2019-05-08,291.1000061035156
2019-03-05,292.8699951171875
2019-02-01,292.9100036621094
2018-12-31,295.6499938964844
2018-11-29,299.30999755859375
2019-08-12,298.8800048828125
2019-07-11,303.8500061035156
2019-09-13,301.5
2019-11-14,304.8699951171875
2020-04-20,310.0199890136719
2020-02-04,312.5199890136719
2020-04-23,312.9800109863281
2018-12-14,312.8500061035156
2019-08-27,311.4599914550781
2018-08-08,309.3900146484375
2018-10-11,307.6300048828125
2018-11-12,314.04998779296875
2019-07-26,312.92999267578125
2019-06-24,341.6199951171875
2019-05-23,338.2300109863281
2019-03-20,343.20001220703125
2019-01-15,352.0299987792969
2019-11-20,338.5
2020-02-07,341.70001220703125
2020-02-10,341.05999755859375
2020-04-29,342.7699890136719
2019-11-26,343.57000732421875
2020-02-13,349.79998779296875
2019-01-30,351.80999755859375
2018-08-23,356.1600036621094
2018-09-24,357.489990234375
2018-11-27,357.7200012207031
2018-10-26,352.94000244140625
2019-07-09,344.4800109863281
2019-06-07,333.55999755859375
2019-05-06,329.7200012207031
2019-04-04,334.2699890136719
2019-09-11,320.1000061035156
2019-11-29,326.0899963378906
2020-05-05,344.3999938964844
2019-12-02,329.6300048828125
2020-02-19,345.07000732421875
2020-05-08,329.3299865722656
2019-05-21,317.239990234375
2019-03-18,292.0899963378906
2018-09-07,312.79998779296875
2018-08-06,290.6300048828125
2018-10-09,262.1199951171875
2019-02-14,287.6700134277344
2018-12-12,265.42999267578125
2019-07-24,287.4200134277344
2019-09-26,278.1600036621094
2019-10-28,277.6600036621094
2019-12-05,254.6999969482422
2020-05-11,255.32000732421875
2019-07-03,272.0
2020-02-25,264.6700134277344
2020-05-14,294.7300109863281
2020-02-28,274.0
2019-08-08,286.3900146484375
2019-06-05,286.5799865722656
2018-07-20,273.07000732421875
2018-08-21,259.0
2018-10-24,249.57000732421875
2019-04-02,269.95001220703125
2019-03-01,262.3500061035156
2019-01-28,274.04998779296875
2018-12-27,278.05999755859375
2019-09-09,283.55999755859375
2020-03-02,302.0899963378906
2020-05-20,295.9200134277344
2019-12-17,291.94000244140625
2020-03-05,299.5899963378906
2019-02-12,302.4599914550781
2019-01-11,288.7699890136719
2018-12-10,299.6099853515625
2019-08-23,297.30999755859375
2018-11-08,302.94000244140625
2019-07-22,308.6000061035156
2019-06-20,296.0
2018-09-05,321.989990234375
2019-04-17,351.5400085449219
2019-09-24,339.510009765625
2019-12-20,354.6400146484375
2020-05-26,370.6400146484375
2019-04-30,365.3900146484375
2019-12-23,381.8299865722656
2020-03-11,377.260009765625
2020-05-29,383.6499938964844
2019-12-26,365.6000061035156
2020-06-01,361.2900085449219
2019-05-02,367.8299865722656
2019-02-27,370.4599914550781
2018-11-23,374.8699951171875
2019-08-06,382.8800048828125
2018-07-18,390.1600036621094
2018-09-20,383.6400146484375
2018-10-22,387.9599914550781
2019-07-05,380.6700134277344
2019-06-03,371.1600036621094
2019-10-09,377.9800109863281
2019-10-11,387.92999267578125
2020-03-17,383.3699951171875
2020-06-04,392.8999938964844
2019-10-14,388.0899963378906
2020-03-20,376.95001220703125
2018-11-06,390.4599914550781
2019-06-18,386.6400146484375
2019-05-17,388.8299865722656
2019-04-15,401.6600036621094
2019-03-14,375.04998779296875
2019-01-09,385.1300048828125
2018-08-02,392.5
2018-10-05,398.4599914550781
2019-08-21,400.6499938964844
2019-10-17,401.0299987792969
2020-03-23,399.8699951171875
2020-06-10,402.82000732421875
2019-02-25,400.94000244140625
2020-01-07,392.92999267578125
2020-03-26,401.6400146484375
2019-10-23,399.9700012207031
