Dates,NOW
2018-06-20,184.47000122070312
2018-06-21,179.94000244140625
2018-06-25,172.50999450683594
2018-06-22,169.4600067138672
2018-06-26,170.07000732421875
2018-06-27,167.36000061035156
2018-06-28,167.5
2018-06-29,171.55999755859375
2018-07-02,170.38999938964844
2018-07-03,176.57000732421875
2018-07-05,177.8300018310547
2018-07-16,178.63999938964844
2018-09-18,181.10000610351562
2019-01-24,183.38999938964844
2019-09-05,183.3699951171875
2018-11-21,188.74000549316406
2020-01-13,189.24000549316406
2020-04-01,188.3000030517578
2020-06-19,184.22999572753906
2019-10-29,190.11000061035156
2020-01-16,189.47999572753906
2020-06-22,190.5
2018-10-03,186.5800018310547
2018-07-31,183.44000244140625
2019-03-12,183.36000061035156
2019-02-08,181.5
2019-01-07,178.35000610351562
2018-12-06,178.55999755859375
2019-08-19,174.35000610351562
2019-07-18,176.0
2019-05-15,176.7899932861328
2019-09-20,178.75
2019-11-01,181.1199951171875
2020-04-07,184.1999969482422
2020-06-25,182.36000061035156
2020-06-16,186.1999969482422
2019-11-04,185.4499969482422
2020-01-22,184.83999633789062
2019-11-07,181.75999450683594
2020-04-13,180.61000061035156
2019-07-01,181.75999450683594
2019-05-30,178.8000030517578
2018-08-15,179.14999389648438
2018-10-18,181.82000732421875
2019-03-27,181.1199951171875
2019-01-22,181.8000030517578
2018-12-21,185.27999877929688
2019-09-03,192.22000122070312
2018-11-19,191.52000427246094
2019-08-02,194.27000427246094
2020-01-28,196.4600067138672
2020-04-16,195.3699951171875
2019-11-13,195.3000030517578
2020-01-31,188.3000030517578
2018-12-04,189.24000549316406
2018-11-02,191.3300018310547
2019-07-16,195.5
2018-08-30,197.25
2018-10-01,195.2899932861328
2019-06-14,203.05999755859375
2019-05-13,202.14999389648438
2019-04-11,192.64999389648438
2019-02-06,191.5500030517578
2019-09-18,182.72999572753906
2020-02-03,184.25
2020-04-22,187.8000030517578
2019-11-19,185.6699981689453
2020-02-06,193.94000244140625
2019-11-22,194.69000244140625
2019-03-25,193.80999755859375
2019-02-21,194.5500030517578
2018-12-19,193.6300048828125
2018-07-12,192.3300018310547
2018-09-14,192.25999450683594
2018-08-13,184.6199951171875
2018-10-16,181.64999389648438
2019-07-31,177.27000427246094
2019-05-28,179.11000061035156
2019-04-26,171.80999755859375
2020-04-28,172.13999938964844
2019-11-25,180.2899932861328
2020-02-12,179.6199951171875
2020-05-01,184.66000366210938
2020-05-04,188.42999267578125
