Dates,NOW
2019-09-10,2014800.0
2020-01-15,1553200.0
2020-04-03,1351100.0
2019-10-31,1578800.0
2020-04-06,1169500.0
2020-06-24,1389900.0
2018-11-09,1813400.0
2019-07-23,1480300.0
2019-06-21,1046600.0
2019-05-20,2942400.0
2019-04-18,1177100.0
2018-09-06,1448000.0
2018-10-08,1360800.0
2019-02-13,1241400.0
2018-12-11,1042700.0
2019-09-25,997300.0
2020-01-21,1299000.0
2020-04-09,1130700.0
2019-11-06,2485800.0
2020-01-24,2936600.0
2020-01-27,1251300.0
2020-04-15,2057600.0
2018-12-26,2720000.0
2019-08-07,4777400.0
2019-06-04,2216600.0
2018-09-21,2026000.0
2018-07-19,1522700.0
2018-08-20,1528700.0
2018-10-23,3211700.0
2019-05-03,1653000.0
2019-04-01,1255400.0
2019-02-28,1565600.0
2019-11-12,1263000.0
2020-01-30,1709900.0
2019-11-15,1754400.0
2020-04-21,2776000.0
2019-04-16,2046800.0
2019-03-15,1283800.0
2019-02-11,4212700.0
2019-01-10,1721800.0
2019-08-22,2414600.0
2018-11-07,1078700.0
2018-08-03,775600.0
2018-09-04,1458500.0
2019-06-19,1181800.0
2019-09-23,1444800.0
2019-11-18,1127600.0
2020-02-05,1304900.0
2020-04-24,1219400.0
2019-03-29,2822300.0
2019-11-21,1522600.0
2020-04-27,1827100.0
2020-02-11,950400.0
2020-04-30,1692500.0
2019-05-01,1248700.0
2019-02-26,1467000.0
2019-01-25,977700.0
2018-12-24,1181400.0
2019-09-06,1015500.0
2018-07-17,988400.0
2018-09-19,2010000.0
2019-08-05,1481800.0
2019-10-08,1732800.0
2019-12-11,1645200.0
2019-11-27,1542400.0
2020-02-14,1587200.0
2020-05-06,1310400.0
2019-01-08,1144000.0
2018-12-07,4160800.0
2019-08-20,1741200.0
2018-11-05,1946400.0
2019-07-19,1116100.0
2018-10-04,1005100.0
2019-06-17,1268700.0
2019-05-16,1656000.0
2018-08-01,1209400.0
2019-03-13,886700.0
2019-12-03,963900.0
2020-02-20,729800.0
2019-12-06,1161700.0
2020-05-12,865700.0
2019-12-09,1100300.0
2020-02-26,1396000.0
2020-05-15,1963400.0
2019-03-28,1606700.0
2018-09-17,2766200.0
2018-08-16,4532000.0
2018-10-19,1711600.0
2019-04-29,3271800.0
2019-01-23,1556900.0
2019-09-04,2097600.0
2018-11-20,2759000.0
2019-07-02,2437800.0
2019-05-31,3590400.0
2019-12-12,1722800.0
2020-05-18,1291500.0
2019-09-27,1644400.0
2020-03-03,897800.0
2020-05-21,783800.0
2019-05-14,1610200.0
2018-08-31,1776300.0
2018-07-30,1778800.0
2018-10-02,1506700.0
2019-04-12,1812500.0
2019-03-11,1354100.0
2019-02-07,1902700.0
2019-07-17,1271400.0
2019-09-19,2613900.0
2019-10-21,849600.0
2019-12-18,1473800.0
2020-03-06,1573800.0
2019-10-03,1080000.0
2020-03-09,1497500.0
2020-05-27,1423600.0
2019-12-24,1201100.0
2020-03-12,2145400.0
2018-12-20,1400600.0
2019-08-01,2922100.0
2018-08-14,2525900.0
2018-07-13,1487100.0
2018-10-17,1814000.0
2019-05-29,1520500.0
2019-03-26,1182600.0
2019-02-22,1270800.0
2019-10-04,1330500.0
2019-11-05,1492400.0
2019-12-27,2138600.0
2020-06-02,1230900.0
2019-12-30,1505400.0
2020-03-18,2549500.0
2020-06-05,945200.0
2019-07-15,2276200.0
2018-12-03,1206000.0
2019-06-13,1710100.0
2019-01-04,1785900.0
2018-08-29,1676300.0
2019-02-05,1898700.0
2018-11-01,2005800.0
2019-08-16,1162000.0
2019-04-10,839800.0
2019-09-17,764800.0
2019-10-15,1749600.0
2020-01-02,1357100.0
2020-06-08,1763300.0
2019-10-18,4723500.0
2020-03-24,2211700.0
2020-06-11,4409600.0
2020-01-08,3820700.0
2019-04-25,6863000.0
2019-07-30,12057900.0
2019-02-20,9374000.0
2018-07-11,3308700.0
2018-09-13,3465900.0
2018-10-15,1863100.0
2019-06-28,1888000.0
2018-12-18,1452600.0
2018-11-16,2481000.0
2019-10-02,1806400.0
2020-03-27,2209500.0
2020-01-10,1368100.0
2019-10-24,1916600.0
2020-03-30,1904800.0
2020-06-17,1695700.0
2020-01-14,1888800.0
2020-04-02,1950100.0
2019-01-02,1785900.0
2019-08-14,2226000.0
2018-10-30,3082300.0
2019-06-11,9867700.0
2019-05-10,37802900.0
2019-04-08,3940900.0
2018-08-27,2088000.0
2018-07-26,3226500.0
2018-09-28,2151200.0
2019-03-07,1317900.0
2019-10-30,879900.0
2020-01-17,2242800.0
2020-06-23,2311700.0
2020-04-08,1852500.0
2020-06-26,1173900.0
2019-03-22,1862500.0
2019-01-17,1058200.0
2019-08-29,1460700.0
2018-11-14,1784000.0
2019-06-26,2222400.0
2018-09-11,1866900.0
2018-07-09,2082500.0
2018-08-10,1925500.0
2019-04-23,1272500.0
2019-09-30,1433600.0
2020-01-23,2301700.0
2019-11-08,1941600.0
2020-04-14,305700.0
2019-11-11,946000.0
2020-01-29,997600.0
2020-04-17,1406200.0
2018-07-24,970400.0
2018-09-26,1831100.0
2019-05-08,1135800.0
2019-03-05,1474000.0
2019-02-01,1438400.0
2018-12-31,1740800.0
2018-11-29,1403500.0
2019-08-12,1258500.0
2019-07-11,1643800.0
2019-09-13,1498300.0
2019-11-14,1486300.0
2020-04-20,2269400.0
2020-02-04,2114100.0
2020-04-23,2558600.0
2018-12-14,1769700.0
2019-08-27,1591800.0
2018-08-08,1789600.0
2018-10-11,1724700.0
2018-11-12,1543700.0
2019-07-26,2537800.0
2019-06-24,4947400.0
2019-05-23,2432800.0
2019-03-20,2119300.0
2019-01-15,2039300.0
2019-11-20,2851000.0
2020-02-07,1474400.0
2020-02-10,1677700.0
2020-04-29,1781900.0
2019-11-26,1194800.0
2020-02-13,1306500.0
2019-01-30,2489100.0
2018-08-23,1106100.0
2018-09-24,1288900.0
2018-11-27,1306800.0
2018-10-26,1948100.0
2019-07-09,2348600.0
2019-06-07,2016900.0
2019-05-06,1839200.0
2019-04-04,1616400.0
2019-09-11,2275400.0
2019-11-29,3202500.0
2020-05-05,2700000.0
2019-12-02,2952200.0
2020-02-19,1575400.0
2020-05-08,1959500.0
2019-05-21,4109000.0
2019-03-18,3436300.0
2018-09-07,3919000.0
2018-08-06,2908500.0
2018-10-09,3877800.0
2019-02-14,3038300.0
2018-12-12,3389100.0
2019-07-24,3908100.0
2019-09-26,4428200.0
2019-10-28,2792000.0
2019-12-05,3502300.0
2020-05-11,2825100.0
2019-07-03,3371000.0
2020-02-25,3088500.0
2020-05-14,3731000.0
2020-02-28,3076200.0
2019-08-08,2368600.0
2019-06-05,3393300.0
2018-07-20,2424000.0
2018-08-21,4418700.0
2018-10-24,2849800.0
2019-04-02,3215100.0
2019-03-01,3045300.0
2019-01-28,1770100.0
2018-12-27,2754200.0
2019-09-09,2319500.0
2020-03-02,2555800.0
2020-05-20,1799600.0
2019-12-17,2076400.0
2020-03-05,2128400.0
2019-02-12,1877000.0
2019-01-11,2892800.0
2018-12-10,1421900.0
2019-08-23,1456800.0
2018-11-08,1475100.0
2019-07-22,1156300.0
2019-06-20,2254600.0
2018-09-05,3477900.0
2019-04-17,5387700.0
2019-09-24,2449800.0
2019-12-20,2537900.0
2020-05-26,2977200.0
2019-04-30,2390500.0
2019-12-23,2755000.0
2020-03-11,2106100.0
2020-05-29,1575700.0
2019-12-26,3390900.0
2020-06-01,2894800.0
2019-05-02,2307200.0
2019-02-27,2504700.0
2018-11-23,1755000.0
2019-08-06,1722100.0
2018-07-18,1463600.0
2018-09-20,991700.0
2018-10-22,1006100.0
2019-07-05,1714700.0
2019-06-03,3761100.0
2019-10-09,1546600.0
2019-10-11,1968900.0
2020-03-17,1336600.0
2020-06-04,2024400.0
2019-10-14,1400800.0
2020-03-20,2087400.0
2018-11-06,2455300.0
2019-06-18,1512700.0
2019-05-17,1689700.0
2019-04-15,2005300.0
2019-03-14,2925000.0
2019-01-09,1555600.0
2018-08-02,1436600.0
2018-10-05,1743800.0
2019-08-21,1562100.0
2019-10-17,1320500.0
2020-03-23,2304900.0
2020-06-10,1570500.0
2019-02-25,1671800.0
2020-01-07,1450200.0
2020-03-26,1295000.0
2019-10-23,2013100.0
