Dates,BA
2019-11-21,3592300.0
2020-04-27,3188400.0
2020-02-11,2582300.0
2020-04-30,2470700.0
2019-05-01,2560800.0
2019-02-26,2702700.0
2019-01-25,2737000.0
2018-12-24,2621300.0
2019-09-06,2258400.0
2018-07-17,3746400.0
2018-09-19,9199200.0
2019-08-05,5716000.0
2019-10-08,3794500.0
2019-12-11,4923700.0
2019-11-27,2323200.0
2020-02-14,3005400.0
2020-05-06,4542000.0
2019-01-08,8980000.0
2018-12-07,4737100.0
2019-08-20,6409600.0
2018-11-05,3774700.0
2019-07-19,2164900.0
2018-10-04,3208200.0
2019-06-17,3262300.0
2019-05-16,4828200.0
2018-08-01,2946700.0
2019-03-13,5059200.0
2019-12-03,3592800.0
2020-02-20,4814600.0
2019-12-06,2960400.0
2020-05-12,4010000.0
2019-12-09,4615200.0
2020-02-26,9504000.0
2020-05-15,4265100.0
2019-03-28,3354900.0
2018-09-17,7447900.0
2018-08-16,9663700.0
2018-10-19,4441100.0
2019-04-29,4116600.0
2019-01-23,4528000.0
2019-09-04,5219700.0
2018-11-20,6465300.0
2019-07-02,4675400.0
2019-05-31,5876100.0
2019-12-12,3653300.0
2020-05-18,4187600.0
2019-09-27,3673000.0
2020-03-03,3102900.0
2020-05-21,2542500.0
2019-05-14,3689700.0
2018-08-31,5110400.0
2018-07-30,4721800.0
2018-10-02,3866600.0
2019-04-12,2335600.0
2019-03-11,2039000.0
2019-02-07,3265600.0
2019-07-17,8320900.0
2019-09-19,11518700.0
2019-10-21,4661100.0
2019-12-18,3740300.0
2020-03-06,2402000.0
2019-10-03,2717500.0
2020-03-09,3147000.0
2020-05-27,4272200.0
2019-12-24,2737100.0
2020-03-12,3643300.0
2018-12-20,3022600.0
2019-08-01,4183300.0
2018-08-14,4547200.0
2018-07-13,8437000.0
2018-10-17,4495300.0
2019-05-29,3628900.0
2019-03-26,3055500.0
2019-02-22,3269500.0
2019-10-04,4186400.0
2019-11-05,2928800.0
2019-12-27,6643000.0
2020-06-02,2674900.0
2019-12-30,3533300.0
2020-03-18,4705500.0
2020-06-05,2520400.0
2019-07-15,2730800.0
2018-12-03,3183300.0
2019-06-13,2943800.0
2019-01-04,3698300.0
2018-08-29,2623900.0
2019-02-05,2008400.0
2018-11-01,1931800.0
2019-08-16,4030200.0
2019-04-10,2774100.0
2019-09-17,2723700.0
2019-10-15,3935400.0
2020-01-02,2124500.0
2020-06-08,2836600.0
2019-10-18,3657100.0
2020-03-24,2397100.0
2020-06-11,13544300.0
2020-01-08,15493100.0
2019-04-25,7949700.0
2019-07-30,10960800.0
2019-02-20,5382700.0
2018-07-11,4058000.0
2018-09-13,3234500.0
2018-10-15,6113600.0
2019-06-28,3997600.0
2018-12-18,3868400.0
2018-11-16,3538200.0
2019-10-02,3703000.0
2020-03-27,5468900.0
2020-01-10,3815700.0
2019-10-24,2834500.0
2020-03-30,3218200.0
2020-06-17,11483400.0
2020-01-14,5769700.0
2020-04-02,3453700.0
2019-01-02,5339600.0
2019-08-14,5493100.0
2018-10-30,3823800.0
2019-06-11,6670200.0
2019-05-10,3774800.0
2019-04-08,2703800.0
2018-08-27,3915700.0
2018-07-26,3324400.0
2018-09-28,2859000.0
2019-03-07,4145000.0
2019-10-30,1390900.0
2020-01-17,4794500.0
2020-06-23,4683500.0
2020-04-08,3014200.0
2020-06-26,4719600.0
2019-03-22,2856100.0
2019-01-17,2844600.0
2019-08-29,2920900.0
2018-11-14,7369100.0
2019-06-26,5970000.0
2018-09-11,4526300.0
2018-07-09,16488200.0
2018-08-10,13526400.0
2019-04-23,7029300.0
2019-09-30,5492600.0
2020-01-23,9489400.0
2019-11-08,9534800.0
2020-04-14,4120100.0
2019-11-11,4593400.0
2020-01-29,4124000.0
2020-04-17,4525500.0
2018-07-24,4958800.0
2018-09-26,4544400.0
2019-05-08,3875900.0
2019-03-05,5355000.0
2019-02-01,9898600.0
2018-12-31,8239200.0
2018-11-29,8175600.0
2019-08-12,7161700.0
2019-07-11,5648500.0
2019-09-13,6945300.0
2019-11-14,4578300.0
2020-04-20,4024100.0
2020-02-04,11061700.0
2020-04-23,19318000.0
2018-12-14,18792600.0
2019-08-27,9702100.0
2018-08-08,17798200.0
2018-10-11,7468100.0
2018-11-12,5502200.0
2019-07-26,12454700.0
2019-06-24,6022000.0
2019-05-23,4999600.0
2019-03-20,4847700.0
2019-01-15,3779800.0
2019-11-20,6071800.0
2020-02-07,12845500.0
2020-02-10,5337800.0
2020-04-29,5876400.0
2019-11-26,5311500.0
2020-02-13,4421500.0
2019-01-30,3783100.0
2018-08-23,4199800.0
2018-09-24,2904600.0
2018-11-27,4935700.0
2018-10-26,2807500.0
2019-07-09,3709900.0
2019-06-07,6073200.0
2019-05-06,8052500.0
2019-04-04,6987300.0
2019-09-11,10972400.0
2019-11-29,15375100.0
2020-05-05,11012300.0
2019-12-02,7499300.0
2020-02-19,6986100.0
2020-05-08,14669100.0
2019-05-21,12861800.0
2019-03-18,11585500.0
2018-09-07,13059600.0
2018-08-06,28503500.0
2018-10-09,31734400.0
2019-02-14,21168500.0
2018-12-12,26844400.0
2019-07-24,54492200.0
2019-09-26,61943200.0
2019-10-28,40210600.0
2019-12-05,41370700.0
2020-05-11,46140100.0
2019-07-03,43683100.0
2020-02-25,77826000.0
2020-05-14,63267300.0
2020-02-28,47880200.0
2019-08-08,51052500.0
2019-06-05,29954000.0
2018-07-20,41899700.0
2018-08-21,42372400.0
2018-10-24,37347400.0
2019-04-02,51085500.0
2019-03-01,56699100.0
2019-01-28,41351000.0
2018-12-27,38049500.0
2019-09-09,26034100.0
2020-03-02,33970500.0
2020-05-20,39297600.0
2019-12-17,41364800.0
2020-03-05,52389400.0
2019-02-12,34983800.0
2019-01-11,27043800.0
2018-12-10,22842600.0
2019-08-23,25936400.0
2018-11-08,35947700.0
2019-07-22,34563000.0
2019-06-20,37806900.0
2018-09-05,60454400.0
2019-04-17,37732800.0
2019-09-24,36613100.0
2019-12-20,30708900.0
2020-05-26,30621000.0
2019-04-30,29627700.0
2019-12-23,29525000.0
2020-03-11,22739700.0
2020-05-29,20055400.0
2019-12-26,22579000.0
2020-06-01,26002000.0
2019-05-02,37499200.0
2019-02-27,26756800.0
2018-11-23,43891500.0
2019-08-06,32373000.0
2018-07-18,21835500.0
2018-09-20,48263900.0
2018-10-22,21098800.0
2019-07-05,30338300.0
2019-06-03,32799900.0
2019-10-09,34734300.0
2019-10-11,33905100.0
2020-03-17,27127300.0
2020-06-04,24780500.0
2019-10-14,66486400.0
2020-03-20,67155600.0
2018-11-06,99846000.0
2019-06-18,80902800.0
2019-05-17,66688700.0
2019-04-15,90384900.0
2019-03-14,103212800.0
2019-01-09,89398100.0
2018-08-02,78612900.0
2018-10-05,76496900.0
2019-08-21,52892200.0
2019-10-17,60849900.0
2020-03-23,67262100.0
2020-06-10,53901500.0
2019-02-25,50281300.0
2020-01-07,56534800.0
2020-03-26,57335700.0
2019-10-23,50644400.0
