Dates,BA
2018-06-20,329.83038330078125
2018-06-21,324.9891662597656
2018-06-25,326.1922607421875
2018-06-22,318.7716064453125
2018-06-26,318.86785888671875
2018-06-27,317.44342041015625
2018-06-28,322.0921325683594
2018-06-29,322.9198303222656
2018-07-02,323.4684753417969
2018-07-03,320.4366760253906
2018-07-05,320.67730712890625
2018-07-16,322.08258056640625
2018-09-18,329.08935546875
2019-01-24,334.13262939453125
2019-09-05,327.81884765625
2018-11-21,333.0450744628906
2020-01-13,337.62646484375
2020-04-01,342.7371826171875
2020-06-19,343.4879455566406
2019-10-29,346.7122497558594
2020-01-16,341.99609375
2020-06-22,341.58221435546875
2018-10-03,340.01336669921875
2018-07-31,344.82574462890625
2019-03-12,342.5639343261719
2019-02-08,345.8363342285156
2019-01-07,347.116455078125
2018-12-06,337.8863220214844
2019-08-19,342.9296875
2019-07-18,339.5225830078125
2019-05-15,336.6062316894531
2019-09-20,335.3646545410156
2019-11-01,333.5647888183594
2020-04-07,337.5975646972656
2020-06-25,334.72943115234375
2020-06-16,332.4564208984375
2019-11-04,328.28765869140625
2020-01-22,327.2720947265625
2019-11-07,328.0264892578125
2020-04-13,320.88836669921875
2019-07-01,334.6423645019531
2019-05-30,335.048583984375
2018-08-15,339.246337890625
2018-10-18,342.1770935058594
2019-03-27,338.55963134765625
2019-01-22,336.09320068359375
2018-12-21,337.93096923828125
2019-09-03,342.1480712890625
2018-11-19,339.7009582519531
2019-08-02,338.71441650390625
2020-01-28,335.5322265625
2020-04-16,331.5569152832031
2019-11-13,334.90350341796875
2020-01-31,335.31939697265625
2018-12-04,339.7590026855469
2018-11-02,337.834228515625
2019-07-16,330.6573181152344
2018-08-30,333.936279296875
2018-10-01,341.8288879394531
2019-06-14,343.8117370605469
2019-05-13,348.00946044921875
2019-04-11,344.2953186035156
2019-02-06,351.6656188964844
2019-09-18,353.2518615722656
2020-02-03,355.4184875488281
2020-04-22,360.0322265625
2019-11-19,355.9311218261719
2020-02-06,355.1960144042969
2019-11-22,353.068115234375
2019-03-25,355.35076904296875
2019-02-21,359.71295166015625
2018-12-19,369.76251220703125
2018-07-12,373.70880126953125
2018-09-14,379.4444885253906
2018-08-13,377.2101745605469
2018-10-16,373.8055419921875
2019-07-31,373.12847900390625
2019-05-28,372.80926513671875
2019-04-26,355.42816162109375
2020-04-28,346.3748474121094
2019-11-25,348.309326171875
2020-02-12,347.11968994140625
2020-05-01,356.1825866699219
2020-05-04,353.5226745605469
2019-06-12,347.5742492675781
2019-04-09,344.5854797363281
2019-03-08,344.314697265625
2019-02-04,338.5789794921875
2018-07-27,343.0282287597656
2018-08-28,351.8493957519531
2019-01-03,347.496826171875
2019-08-15,324.59283447265625
2018-10-31,338.4435729980469
2019-09-16,343.2313232421875
2020-02-18,351.17236328125
2020-05-07,346.02667236328125
2018-08-17,350.1180725097656
2019-12-04,354.4609375
2020-02-21,359.82904052734375
2018-12-17,360.2759704589844
2019-08-30,358.886474609375
2018-11-15,346.9248962402344
2019-07-29,339.61773681640625
2019-06-27,334.96331787109375
2019-04-24,331.9024658203125
2018-07-10,326.4415588378906
2018-09-12,311.85638427734375
2019-02-19,308.7080993652344
2019-01-18,308.33880615234375
2020-02-24,303.4803161621094
2020-05-13,307.406005859375
2019-12-10,309.0287780761719
2020-02-27,324.06085205078125
2019-12-13,332.8644714355469
2020-05-19,336.94561767578125
2019-03-06,349.77197265625
2018-11-30,332.80615234375
2019-08-13,322.5061950683594
2019-07-12,314.07183837890625
2019-06-10,317.11328125
2019-05-09,312.9154968261719
2018-07-25,317.443603515625
2018-09-27,316.2581787109375
2018-10-29,309.7283630371094
2019-10-16,307.1825256347656
2019-12-16,318.77484130859375
2020-03-04,310.5057067871094
2020-05-22,304.1896667480469
2019-10-01,295.9302673339844
2019-12-19,285.8343200683594
2018-09-10,305.0447692871094
2019-05-24,308.1639099121094
2018-08-09,307.4254455566406
2019-04-22,313.3722229003906
2019-03-21,314.6451416015625
2019-01-16,302.1005554199219
2019-08-28,317.8226013183594
2018-11-13,318.8233947753906
2018-10-12,330.8919372558594
2019-06-25,334.0984802246094
2020-03-10,342.6300048828125
2020-05-28,342.9118347167969
2019-10-07,340.4436950683594
2020-03-13,342.2705078125
2019-10-10,342.0955505371094
2020-03-16,348.9266357421875
2020-06-03,354.4070129394531
2018-11-28,347.77032470703125
2018-09-25,348.460205078125
2018-07-23,348.12982177734375
2018-08-24,353.8919677734375
2019-07-10,352.69677734375
2019-05-07,354.5819091796875
2019-04-05,376.74627685546875
2019-03-04,374.7056884765625
2019-01-31,376.4645080566406
2019-09-12,385.7636413574219
2019-12-31,398.570556640625
2020-03-19,399.4742431640625
2020-01-03,395.6802673339844
2020-06-09,395.4263610839844
2019-02-15,394.4888610839844
2019-01-14,401.1003112792969
2018-07-06,400.9635925292969
2018-08-07,400.2213439941406
2018-10-10,408.1805114746094
2018-12-13,406.5105285644531
2019-08-26,411.6766357421875
2019-07-25,407.79962158203125
2019-05-22,414.1180725097656
2019-03-19,416.8720397949219
2020-01-06,416.77435302734375
2020-03-25,425.2413024902344
2020-06-12,429.6554260253906
2019-10-22,430.29998779296875
2020-01-09,422.55572509765625
2020-06-15,420.0458984375
2019-10-25,414.5184631347656
2020-03-31,412.6629638671875
2020-06-18,412.6434631347656
2019-04-03,390.6411437988281
2018-08-22,366.6173095703125
2018-10-25,368.30682373046875
2019-01-29,364.55670166015625
2018-12-28,370.1134338378906
2018-11-26,363.5606384277344
2019-08-09,364.6836853027344
2019-07-08,367.3497619628906
2019-06-06,363.9707946777344
2019-09-10,353.68743896484375
2020-01-15,361.783203125
2020-04-03,361.7051086425781
2019-10-31,365.4454040527344
2020-04-06,365.6700439453125
2020-06-24,372.486572265625
2018-11-09,382.3695373535156
2019-07-23,381.5979919433594
2019-06-21,375.728759765625
2019-05-20,386.5883483886719
2019-04-18,382.7503356933594
2018-09-06,365.7481689453125
2018-10-08,360.3965148925781
2019-02-13,356.39251708984375
2018-12-11,361.49029541015625
2019-09-25,370.74822998046875
2020-01-21,366.6661071777344
2020-04-09,372.7795104980469
2019-11-06,368.6778869628906
2020-01-24,371.1681823730469
2020-01-27,366.3829650878906
2020-04-15,365.25982666015625
2018-12-26,366.6661071777344
2019-08-07,373.834228515625
2019-06-04,371.87127685546875
2018-09-21,370.17205810546875
