Dates,BA
2018-06-20,340.4599914550781
2018-06-21,336.20001220703125
2018-06-25,336.6000061035156
2018-06-22,327.6000061035156
2018-06-26,330.4800109863281
2018-06-27,329.760009765625
2018-06-28,327.2900085449219
2018-06-29,335.3599853515625
2018-07-02,329.32000732421875
2018-07-03,332.0
2018-07-05,329.1000061035156
2018-07-16,330.45001220703125
2018-09-18,336.510009765625
2019-01-24,342.7799987792969
2019-09-05,339.19000244140625
2018-11-21,342.739990234375
2020-01-13,346.20001220703125
2020-04-01,352.3500061035156
2020-06-19,355.0400085449219
2019-10-29,354.260009765625
2020-01-16,355.260009765625
2020-06-22,353.0
2018-10-03,352.3900146484375
2018-07-31,354.6400146484375
2019-03-12,345.5
2019-02-08,355.2699890136719
2019-01-07,359.4700012207031
2018-12-06,350.4700012207031
2019-08-19,354.05999755859375
2019-07-18,350.5
2019-05-15,346.0299987792969
2019-09-20,345.6700134277344
2019-11-01,343.1199951171875
2020-04-07,345.5
2020-06-25,346.25
2020-06-16,343.1199951171875
2019-11-04,336.45001220703125
2020-01-22,337.3399963378906
2019-11-07,337.6199951171875
2020-04-13,328.0299987792969
2019-07-01,338.29998779296875
2019-05-30,341.6700134277344
2018-08-15,347.1000061035156
2018-10-18,349.6300048828125
2019-03-27,349.8399963378906
2019-01-22,345.4599914550781
2018-12-21,348.1000061035156
2019-09-03,351.010009765625
2018-11-19,350.6099853515625
2019-08-02,349.2099914550781
2020-01-28,345.75
2020-04-16,341.5799865722656
2019-11-13,339.2799987792969
2020-01-31,343.1600036621094
2018-12-04,346.5799865722656
2018-11-02,344.4599914550781
2019-07-16,341.67999267578125
2018-08-30,337.30999755859375
2018-10-01,344.6099853515625
2019-06-14,354.29998779296875
2019-05-13,356.1000061035156
2019-04-11,354.5400085449219
2019-02-06,356.1000061035156
2019-09-18,363.19000244140625
2020-02-03,365.6700134277344
2020-04-22,366.04998779296875
2019-11-19,367.3299865722656
2020-02-06,366.8800048828125
2019-11-22,364.32000732421875
2019-03-25,364.3999938964844
2019-02-21,366.2200012207031
2018-12-19,375.0
2018-07-12,379.7699890136719
2018-09-14,386.69000244140625
2018-08-13,385.2900085449219
2018-10-16,383.0299987792969
2019-07-31,377.3500061035156
2019-05-28,381.1400146484375
2019-04-26,367.0899963378906
2020-04-28,355.1000061035156
2019-11-25,352.260009765625
2020-02-12,355.5
2020-05-01,358.54998779296875
2020-05-04,362.70001220703125
2019-06-12,356.760009765625
2019-04-09,354.2099914550781
2019-03-08,352.4599914550781
2019-02-04,342.8299865722656
2018-07-27,351.69000244140625
2018-08-28,354.9700012207031
2019-01-03,354.1199951171875
2019-08-15,328.6300048828125
2018-10-31,329.7699890136719
2019-09-16,352.510009765625
2020-02-18,353.20001220703125
2020-05-07,356.760009765625
2018-08-17,356.4800109863281
2019-12-04,362.1099853515625
2020-02-21,359.5
2018-12-17,365.54998779296875
2019-08-30,366.1199951171875
2018-11-15,355.989990234375
2019-07-29,342.0400085449219
2019-06-27,343.8900146484375
2019-04-24,336.510009765625
2018-07-10,331.1600036621094
2018-09-12,317.20001220703125
2019-02-19,296.6099853515625
2019-01-18,315.57000732421875
2020-02-24,311.8699951171875
2020-05-13,310.6600036621094
2019-12-10,310.9599914550781
2020-02-27,321.7300109863281
2019-12-13,334.05999755859375
