Dates,BA
2020-05-01,368.25
2020-05-04,365.5
2019-06-12,359.3500061035156
2019-04-09,356.260009765625
2019-03-08,355.9800109863281
2019-02-04,350.04998779296875
2018-07-27,354.6499938964844
2018-08-28,363.7699890136719
2019-01-03,359.2699890136719
2019-08-15,335.5899963378906
2018-10-31,349.9100036621094
2019-09-16,354.8599853515625
2020-02-18,363.07000732421875
2020-05-07,357.75
2018-08-17,361.9800109863281
2019-12-04,366.4700012207031
2020-02-21,372.0199890136719
2018-12-17,370.7699890136719
2019-08-30,369.3399963378906
2018-11-15,357.0299987792969
2019-07-29,349.510009765625
2019-06-27,344.7200012207031
2019-04-24,341.57000732421875
2018-07-10,335.95001220703125
2018-09-12,320.94000244140625
2019-02-19,317.70001220703125
2019-01-18,317.32000732421875
2020-02-24,312.32000732421875
2020-05-13,316.3599853515625
2019-12-10,318.0299987792969
2020-02-27,333.5
2019-12-13,342.55999755859375
2020-05-19,346.760009765625
2019-03-06,359.9599914550781
2018-11-30,342.5
2019-08-13,331.8999938964844
2019-07-12,323.2200012207031
2019-06-10,326.3500061035156
2019-05-09,322.0299987792969
2018-07-25,326.69000244140625
2018-09-27,325.4700012207031
2018-10-29,318.75
2019-10-16,316.1300048828125
2019-12-16,328.05999755859375
2020-03-04,319.54998779296875
2020-05-22,313.04998779296875
2019-10-01,304.54998779296875
2019-12-19,294.1600036621094
2018-09-10,313.92999267578125
2019-05-24,317.1400146484375
2018-08-09,316.3800048828125
2019-04-22,322.5
2019-03-21,323.80999755859375
2019-01-16,310.8999938964844
2019-08-28,327.0799865722656
2018-11-13,328.1099853515625
2018-10-12,340.5299987792969
2019-06-25,343.8299865722656
2020-03-10,352.6099853515625
2020-05-28,352.8999938964844
2019-10-07,350.3599853515625
2020-03-13,352.239990234375
2019-10-10,352.05999755859375
2020-03-16,359.0899963378906
2020-06-03,364.7300109863281
2018-11-28,357.8999938964844
2018-09-25,358.6099853515625
2018-07-23,358.2699890136719
2018-08-24,364.20001220703125
2019-07-10,362.9700012207031
2019-05-07,364.9100036621094
2019-04-05,387.7200012207031
2019-03-04,385.6199951171875
2019-01-31,387.42999267578125
2019-09-12,397.0
2019-12-31,410.17999267578125
2020-03-19,411.1099853515625
2020-01-03,405.1700134277344
2020-06-09,404.9100036621094
2019-02-15,403.95001220703125
2019-01-14,410.7200012207031
2018-07-06,410.5799865722656
2018-08-07,409.82000732421875
2018-10-10,417.9700012207031
2018-12-13,416.260009765625
2019-08-26,421.54998779296875
2019-07-25,417.5799865722656
2019-05-22,424.04998779296875
2019-03-19,426.8699951171875
2020-01-06,426.7699890136719
2020-03-25,435.44000244140625
2020-06-12,439.9599914550781
2019-10-22,440.6199951171875
2020-01-09,432.69000244140625
2020-06-15,430.1199951171875
2019-10-25,424.4599914550781
2020-03-31,422.55999755859375
2020-06-18,422.5400085449219
2019-04-03,400.010009765625
2018-08-22,375.4100036621094
2018-10-25,377.1400146484375
2019-01-29,373.29998779296875
2018-12-28,378.989990234375
2018-11-26,372.2799987792969
2019-08-09,373.42999267578125
2019-07-08,376.1600036621094
2019-06-06,372.70001220703125
2019-09-10,362.1700134277344
2020-01-15,370.4599914550781
2020-04-03,370.3800048828125
2019-10-31,374.2099914550781
2020-04-06,374.44000244140625
2020-06-24,381.4200134277344
2018-11-09,391.5400085449219
2019-07-23,390.75
2019-06-21,384.739990234375
2019-05-20,395.8599853515625
2019-04-18,391.92999267578125
2018-09-06,374.5199890136719
2018-10-08,369.0400085449219
2019-02-13,364.94000244140625
2018-12-11,370.1600036621094
2019-09-25,379.6400146484375
2020-01-21,375.4599914550781
2020-04-09,381.7200012207031
2019-11-06,377.5199890136719
2020-01-24,380.07000732421875
2020-01-27,375.1700134277344
2020-04-15,374.0199890136719
2018-12-26,375.4599914550781
2019-08-07,382.79998779296875
2019-06-04,380.7900085449219
2018-09-21,379.04998779296875
2018-07-19,377.69000244140625
2018-08-20,376.79998779296875
2018-10-23,375.79998779296875
2019-05-03,376.4599914550781
2019-04-01,371.6000061035156
2019-02-28,357.2300109863281
2019-11-12,359.75
2020-01-30,354.1300048828125
2019-11-15,354.6700134277344
2020-04-21,337.3699951171875
2019-04-16,343.0400085449219
2019-03-15,345.6400146484375
2019-02-11,353.80999755859375
2019-01-10,355.0199890136719
2019-08-22,352.7900085449219
2018-11-07,358.75
2018-08-03,352.7799987792969
2018-09-04,350.54998779296875
2019-06-19,354.8999938964844
2019-09-23,354.8800048828125
2019-11-18,348.79998779296875
2020-02-05,349.8699951171875
2020-04-24,341.6099853515625
2019-03-29,338.8900146484375
2019-11-21,344.6199951171875
2020-04-27,348.75
2020-02-11,350.6400146484375
2020-04-30,353.70001220703125
2019-05-01,353.79998779296875
2019-02-26,349.3299865722656
2019-01-25,347.0299987792969
2018-12-24,348.8599853515625
2019-09-06,347.1600036621094
2018-07-17,354.8999938964844
2018-09-19,373.9599914550781
2019-08-05,368.55999755859375
2019-10-08,374.8800048828125
2019-12-11,371.8399963378906
2019-11-27,373.989990234375
2020-02-14,369.32000732421875
2020-05-06,374.94000244140625
2019-01-08,364.0199890136719
2018-12-07,364.010009765625
2019-08-20,356.4599914550781
2018-11-05,354.1600036621094
2019-07-19,354.4700012207031
2018-10-04,355.8599853515625
2019-06-17,351.1199951171875
2019-05-16,353.0899963378906
2018-08-01,352.29998779296875
2019-03-13,359.0
2019-12-03,365.3299865722656
2020-02-20,361.6099853515625
2019-12-06,362.75
2020-05-12,369.5199890136719
2019-12-09,361.1099853515625
2020-02-26,377.3599853515625
2020-05-15,373.4200134277344
2019-03-28,373.07000732421875
2018-09-17,361.42999267578125
2018-08-16,348.0899963378906
2018-10-19,345.0
2019-04-29,340.2099914550781
2019-01-23,347.4599914550781
2019-09-04,341.17999267578125
2018-11-20,334.2900085449219
2019-07-02,339.55999755859375
2019-05-31,331.05999755859375
2019-12-12,332.45001220703125
2020-05-18,331.3800048828125
2019-09-27,336.3500061035156
2020-03-03,337.54998779296875
2020-05-21,332.94000244140625
2019-05-14,332.8599853515625
2018-08-31,320.4200134277344
2018-07-30,328.0
2018-10-02,330.45001220703125
2019-04-12,333.7799987792969
2019-03-11,331.75
2019-02-07,339.989990234375
2019-07-17,354.4100036621094
2019-09-19,356.010009765625
2019-10-21,359.0400085449219
2019-12-18,354.7300109863281
2020-03-06,359.9700012207031
2019-10-03,362.739990234375
2020-03-09,364.0899963378906
2020-05-27,354.4200134277344
2019-12-24,356.5299987792969
2020-03-12,360.29998779296875
2018-12-20,363.0
2019-08-01,358.7799987792969
2018-08-14,369.489990234375
2018-07-13,382.94000244140625
2018-10-17,375.6300048828125
2019-05-29,379.760009765625
2019-03-26,378.8500061035156
2019-02-22,384.20001220703125
2019-10-04,386.4100036621094
2019-11-05,384.44000244140625
2019-12-27,379.3900146484375
2020-06-02,377.0299987792969
2019-12-30,381.6499938964844
2020-03-18,386.20001220703125
2020-06-05,386.8900146484375
2019-07-15,382.8599853515625
2018-12-03,380.4700012207031
2019-06-13,374.94000244140625
2019-01-04,367.3599853515625
2018-08-29,372.07000732421875
2019-02-05,375.70001220703125
2018-11-01,376.5400085449219
2019-08-16,374.1000061035156
2019-04-10,374.9599914550781
2019-09-17,371.0
2019-10-15,374.9200134277344
2020-01-02,373.17999267578125
2020-06-08,370.9599914550781
2019-10-18,372.42999267578125
2020-03-24,369.05999755859375
2020-06-11,344.0
2020-01-08,331.05999755859375
2019-04-25,337.0
2019-07-30,340.5
2019-02-20,344.54998779296875
2018-07-11,339.8299865722656
2018-09-13,340.8800048828125
2018-10-15,348.92999267578125
2019-06-28,346.05999755859375
2018-12-18,339.9100036621094
2018-11-16,345.19000244140625
2019-10-02,351.0899963378906
2020-03-27,358.2900085449219
2020-01-10,354.19000244140625
2019-10-24,357.30999755859375
2020-03-30,351.0
2020-06-17,366.9599914550781
2020-01-14,362.8800048828125
2020-04-02,362.5
2019-01-02,367.44000244140625
2019-08-14,371.67999267578125
2018-10-30,369.4599914550781
2019-06-11,367.0
2019-05-10,370.9100036621094
2019-04-08,366.44000244140625
2018-08-27,371.3399963378906
2018-07-26,373.1300048828125
2018-09-28,373.510009765625
2019-03-07,368.0
2019-10-30,366.17999267578125
2020-01-17,355.17999267578125
2020-06-23,352.0799865722656
2020-04-08,348.8399963378906
2020-06-26,345.67999267578125
2019-03-22,354.0899963378906
2019-01-17,351.2099914550781
2019-08-29,347.8999938964844
2018-11-14,350.0
2019-06-26,346.2900085449219
2018-09-11,341.6700134277344
2018-07-09,327.0
2018-08-10,327.0
2019-04-23,330.67999267578125
2019-09-30,333.5
2020-01-23,328.0
2019-11-08,337.54998779296875
2020-04-14,333.0
2019-11-11,329.9200134277344
2020-01-29,330.1400146484375
2020-04-17,326.3999938964844
2018-07-24,325.760009765625
2018-09-26,333.32000732421875
2019-05-08,332.760009765625
2019-03-05,333.739990234375
2019-02-01,337.2799987792969
2018-12-31,331.3699951171875
2018-11-29,336.3399963378906
2019-08-12,329.9200134277344
2019-07-11,330.2200012207031
2019-09-13,332.3500061035156
2019-11-14,329.79998779296875
2020-04-20,332.0
2020-02-04,324.1499938964844
2020-04-23,313.3699951171875
2018-12-14,309.0
2019-08-27,317.7900085449219
2018-08-08,323.04998779296875
2018-10-11,316.6000061035156
2018-11-12,316.55999755859375
2019-07-26,322.0199890136719
2019-06-24,323.29998779296875
2019-05-23,318.2699890136719
2019-03-20,316.0
2019-01-15,317.94000244140625
2019-11-20,329.54998779296875
2020-02-07,341.42999267578125
2020-02-10,336.75
2020-04-29,344.6700134277344
2019-11-26,344.4200134277344
2020-02-13,347.45001220703125
2019-01-30,342.82000732421875
2018-08-23,340.489990234375
2018-09-24,338.8800048828125
2018-11-27,338.29998779296875
2018-10-26,336.2799987792969
2019-07-09,330.3800048828125
2019-06-07,317.8999938964844
2019-05-06,304.1400146484375
2019-04-04,305.5899963378906
2019-09-11,287.760009765625
2019-11-29,275.1099853515625
2020-05-05,289.2699890136719
2019-12-02,280.6199951171875
2020-02-19,283.1199951171875
2020-05-08,260.3699951171875
2019-05-21,262.3299865722656
2019-03-18,227.1699981689453
2018-09-07,231.00999450683594
2018-08-06,189.0800018310547
2018-10-09,154.83999633789062
2019-02-14,170.1999969482422
2018-12-12,129.61000061035156
2019-07-24,124.13999938964844
2019-09-26,101.88999938964844
2019-10-28,97.70999908447266
2019-12-05,95.01000213623047
2020-05-11,105.62000274658203
2019-07-03,127.68000030517578
2020-02-25,158.72999572753906
2020-05-14,180.5500030517578
2020-02-28,162.0
2019-08-08,152.27999877929688
2019-06-05,149.13999938964844
2018-07-20,130.6999969482422
2018-08-21,123.2699966430664
2018-10-24,124.5199966430664
2019-04-02,148.77000427246094
2019-03-01,141.5800018310547
2019-01-28,146.8699951171875
2018-12-27,151.83999633789062
2019-09-09,147.3300018310547
2020-03-02,141.0
2020-05-20,145.97999572753906
2019-12-17,134.24000549316406
2020-03-05,154.0
2019-02-12,143.61000061035156
2019-01-11,136.3300018310547
2018-12-10,134.97000122070312
2019-08-23,137.74000549316406
2018-11-08,128.97999572753906
2019-07-22,128.67999267578125
2019-06-20,131.3000030517578
2018-09-05,139.0
2019-04-17,141.02000427246094
2019-09-24,133.3699951171875
2019-12-20,131.4600067138672
2020-05-26,125.4000015258789
2019-04-30,121.86000061035156
2019-12-23,128.64999389648438
2020-03-11,133.44000244140625
2020-05-29,128.91000366210938
2019-12-26,125.22000122070312
2020-06-01,121.5
2019-05-02,122.5199966430664
2019-02-27,120.0
2018-11-23,135.44000244140625
2019-08-06,130.44000244140625
2018-07-18,133.32000732421875
2018-09-20,139.0
2018-10-22,137.52999877929688
2019-07-05,144.72999572753906
2019-06-03,149.52000427246094
2019-10-09,149.82000732421875
2019-10-11,145.85000610351562
2020-03-17,151.38999938964844
2020-06-04,153.30999755859375
2019-10-14,173.16000366210938
2020-03-20,184.3000030517578
2018-11-06,205.42999267578125
2019-06-18,230.5
2019-05-17,216.74000549316406
2019-04-15,203.41000366210938
2019-03-14,170.0
2019-01-09,189.50999450683594
2018-08-02,190.94000244140625
2018-10-05,197.77000427246094
2019-08-21,192.5399932861328
2019-10-17,192.2899932861328
2020-03-23,187.02000427246094
2020-06-10,188.52000427246094
2019-02-25,187.8800048828125
2020-01-07,176.69000244140625
2020-03-26,174.8800048828125
2019-10-23,170.00999450683594
