Dates,NAD
2018-06-20,13.180000305175781
2018-06-21,13.180000305175781
2018-06-25,13.220000267028809
2018-06-22,13.220000267028809
2018-06-26,13.210000038146973
2018-06-27,13.229999542236328
2018-06-28,13.229999542236328
2018-06-29,13.300000190734863
2018-07-02,13.289999961853027
2018-07-03,13.3100004196167
2018-07-05,13.289999961853027
2018-07-16,13.25
2018-09-18,13.239999771118164
2019-01-24,13.239999771118164
2019-09-05,13.25
2018-11-21,13.229999542236328
2020-01-13,13.229999542236328
2020-04-01,13.199999809265137
2020-06-19,13.210000038146973
2019-10-29,13.229999542236328
2020-01-16,13.239999771118164
2020-06-22,13.260000228881836
2018-10-03,13.25
2018-07-31,13.260000228881836
2019-03-12,13.25
2019-02-08,13.210000038146973
2019-01-07,13.199999809265137
2018-12-06,13.15999984741211
2019-08-19,13.199999809265137
2019-07-18,13.180000305175781
2019-05-15,13.180000305175781
2019-09-20,13.170000076293945
2019-11-01,13.180000305175781
2020-04-07,13.229999542236328
2020-06-25,13.229999542236328
2020-06-16,13.180000305175781
2019-11-04,13.220000267028809
2020-01-22,13.199999809265137
2019-11-07,13.170000076293945
2020-04-13,13.1899995803833
2019-07-01,13.15999984741211
2019-05-30,13.170000076293945
2018-08-15,13.199999809265137
2018-10-18,13.1899995803833
2019-03-27,13.170000076293945
2019-01-22,13.180000305175781
2018-12-21,13.170000076293945
2019-09-03,13.170000076293945
2018-11-19,13.180000305175781
2019-08-02,13.180000305175781
2020-01-28,13.170000076293945
2020-04-16,13.199999809265137
2019-11-13,13.1899995803833
2020-01-31,13.15999984741211
2018-12-04,13.149999618530273
2018-11-02,13.119999885559082
2019-07-16,13.140000343322754
2018-08-30,13.170000076293945
2018-10-01,13.109999656677246
2019-06-14,13.079999923706055
2019-05-13,13.020000457763672
2019-04-11,12.949999809265137
2019-02-06,12.880000114440918
2019-09-18,12.819999694824219
2020-02-03,12.75
2020-04-22,12.75
2019-11-19,12.720000267028809
2020-02-06,12.720000267028809
2019-11-22,12.739999771118164
2019-03-25,12.770000457763672
2019-02-21,12.779999732971191
2018-12-19,12.760000228881836
2018-07-12,12.729999542236328
2018-09-14,12.65999984741211
2018-08-13,12.510000228881836
2018-10-16,12.569999694824219
2019-07-31,12.609999656677246
2019-05-28,12.539999961853027
2019-04-26,12.420000076293945
2020-04-28,12.420000076293945
2019-11-25,12.380000114440918
2020-02-12,12.380000114440918
2020-05-01,12.4399995803833
2020-05-04,12.399999618530273
2019-06-12,12.350000381469727
2019-04-09,12.34000015258789
2019-03-08,12.380000114440918
2019-02-04,12.390000343322754
2018-07-27,12.380000114440918
2018-08-28,12.350000381469727
2019-01-03,12.319999694824219
2019-08-15,12.260000228881836
2018-10-31,12.239999771118164
2019-09-16,12.319999694824219
2020-02-18,12.350000381469727
2020-05-07,12.350000381469727
2018-08-17,12.34000015258789
2019-12-04,12.359999656677246
2020-02-21,12.380000114440918
2018-12-17,12.430000305175781
2019-08-30,12.5
2018-11-15,12.579999923706055
2019-07-29,12.619999885559082
2019-06-27,12.529999732971191
2019-04-24,12.539999961853027
2018-07-10,12.520000457763672
2018-09-12,12.5
2019-02-19,12.380000114440918
2019-01-18,12.34000015258789
2020-02-24,12.319999694824219
2020-05-13,12.300000190734863
2019-12-10,12.300000190734863
2020-02-27,12.3100004196167
2019-12-13,12.449999809265137
2020-05-19,12.489999771118164
2019-03-06,12.59000015258789
2018-11-30,12.670000076293945
2019-08-13,12.6899995803833
2019-07-12,12.649999618530273
2019-06-10,12.619999885559082
2019-05-09,12.609999656677246
2018-07-25,12.619999885559082
2018-09-27,12.520000457763672
2018-10-29,12.449999809265137
2019-10-16,12.420000076293945
2019-12-16,12.430000305175781
2020-03-04,12.460000038146973
2020-05-22,12.479999542236328
2019-10-01,12.420000076293945
2019-12-19,12.520000457763672
2018-09-10,12.420000076293945
2019-05-24,12.470000267028809
2018-08-09,12.460000038146973
2019-04-22,12.479999542236328
2019-03-21,12.539999961853027
2019-01-16,12.75
2019-08-28,12.720000267028809
2018-11-13,12.800000190734863
2018-10-12,12.829999923706055
2019-06-25,12.859999656677246
2020-03-10,12.869999885559082
2020-05-28,13.0
2019-10-07,12.989999771118164
2020-03-13,12.989999771118164
2019-10-10,12.989999771118164
2020-03-16,12.970000267028809
2020-06-03,12.979999542236328
2018-11-28,12.989999771118164
2018-09-25,13.010000228881836
2018-07-23,13.050000190734863
2018-08-24,13.100000381469727
2019-07-10,13.020000457763672
2019-05-07,13.010000228881836
2019-04-05,13.039999961853027
2019-03-04,13.069999694824219
2019-01-31,13.140000343322754
2019-09-12,13.180000305175781
2019-12-31,13.180000305175781
2020-03-19,13.210000038146973
2020-01-03,13.199999809265137
2020-06-09,13.229999542236328
2019-02-15,13.239999771118164
2019-01-14,13.239999771118164
2018-07-06,13.220000267028809
2018-08-07,13.220000267028809
2018-10-10,13.229999542236328
2018-12-13,13.260000228881836
2019-08-26,13.270000457763672
2019-07-25,13.270000457763672
2019-05-22,13.289999961853027
2019-03-19,13.279999732971191
2020-01-06,13.300000190734863
2020-03-25,13.319999694824219
2020-06-12,13.34000015258789
2019-10-22,13.380000114440918
2020-01-09,13.390000343322754
2020-06-15,13.380000114440918
2019-10-25,13.420000076293945
2020-03-31,13.420000076293945
2020-06-18,13.380000114440918
2019-04-03,13.399999618530273
2018-08-22,13.40999984741211
2018-10-25,13.4399995803833
2019-01-29,13.350000381469727
2018-12-28,13.289999961853027
2018-11-26,13.279999732971191
2019-08-09,13.300000190734863
2019-07-08,13.380000114440918
2019-06-06,13.430000305175781
2019-09-10,13.460000038146973
2020-01-15,13.529999732971191
2020-04-03,13.539999961853027
2019-10-31,13.569999694824219
2020-04-06,13.569999694824219
2020-06-24,13.539999961853027
2018-11-09,13.5600004196167
2019-07-23,13.5600004196167
2019-06-21,13.550000190734863
2019-05-20,13.539999961853027
2019-04-18,13.449999809265137
2018-09-06,13.4399995803833
2018-10-08,13.460000038146973
2019-02-13,13.470000267028809
2018-12-11,13.460000038146973
2019-09-25,13.350000381469727
2020-01-21,13.350000381469727
2020-04-09,13.210000038146973
2019-11-06,13.220000267028809
2020-01-24,13.220000267028809
2020-01-27,13.15999984741211
2020-04-15,13.180000305175781
2018-12-26,13.270000457763672
2019-08-07,13.3100004196167
2019-06-04,13.40999984741211
2018-09-21,13.470000267028809
2018-07-19,13.529999732971191
2018-08-20,13.59000015258789
2018-10-23,13.619999885559082
2019-05-03,13.710000038146973
2019-04-01,13.729999542236328
2019-02-28,13.760000228881836
2019-11-12,13.789999961853027
2020-01-30,13.789999961853027
2019-11-15,13.789999961853027
2020-04-21,13.8100004196167
2019-04-16,13.720000267028809
2019-03-15,13.770000457763672
2019-02-11,13.770000457763672
2019-01-10,13.789999961853027
2019-08-22,13.739999771118164
2018-11-07,13.670000076293945
2018-08-03,13.680000305175781
2018-09-04,13.680000305175781
2019-06-19,13.680000305175781
2019-09-23,13.729999542236328
2019-11-18,13.680000305175781
2020-02-05,13.670000076293945
2020-04-24,13.6899995803833
2019-03-29,13.75
2019-11-21,13.739999771118164
2020-04-27,13.6899995803833
2020-02-11,13.720000267028809
2020-04-30,13.779999732971191
2019-05-01,13.770000457763672
2019-02-26,13.84000015258789
2019-01-25,13.819999694824219
2018-12-24,13.729999542236328
2019-09-06,13.779999732971191
2018-07-17,13.800000190734863
2018-09-19,13.770000457763672
2019-08-05,13.75
2019-10-08,13.779999732971191
2019-12-11,13.800000190734863
2019-11-27,13.84000015258789
2020-02-14,13.899999618530273
2020-05-06,13.880000114440918
2019-01-08,13.930000305175781
2018-12-07,13.960000038146973
2019-08-20,13.979999542236328
2018-11-05,14.010000228881836
2019-07-19,14.039999961853027
2018-10-04,13.979999542236328
2019-06-17,14.010000228881836
2019-05-16,14.029999732971191
2018-08-01,14.079999923706055
2019-03-13,14.140000343322754
2019-12-03,14.09000015258789
2020-02-20,14.119999885559082
2019-12-06,14.140000343322754
2020-05-12,14.149999618530273
2019-12-09,14.1899995803833
2020-02-26,14.199999809265137
2020-05-15,14.220000267028809
2019-03-28,14.25
2018-09-17,14.270000457763672
2018-08-16,14.229999542236328
2018-10-19,14.229999542236328
2019-04-29,14.25
2019-01-23,14.3100004196167
2019-09-04,14.319999694824219
2018-11-20,14.329999923706055
2019-07-02,14.369999885559082
2019-05-31,14.380000114440918
2019-12-12,14.369999885559082
2020-05-18,14.399999618530273
2019-09-27,14.4399995803833
2020-03-03,14.510000228881836
2020-05-21,14.569999694824219
