Dates,NAD
2018-06-20,13.210000038146973
2018-06-21,13.239999771118164
2018-06-25,13.260000228881836
2018-06-22,13.25
2018-06-26,13.260000228881836
2018-06-27,13.270000457763672
2018-06-28,13.350000381469727
2018-06-29,13.359999656677246
2018-07-02,13.369999885559082
2018-07-03,13.350000381469727
2018-07-05,13.329999923706055
2018-07-16,13.34000015258789
2018-09-18,13.289999961853027
2019-01-24,13.3100004196167
2019-09-05,13.329999923706055
2018-11-21,13.260000228881836
2020-01-13,13.270000457763672
2020-04-01,13.289999961853027
2020-06-19,13.25
2019-10-29,13.279999732971191
2020-01-16,13.300000190734863
2020-06-22,13.289999961853027
2018-10-03,13.289999961853027
2018-07-31,13.300000190734863
2019-03-12,13.279999732971191
2019-02-08,13.25
2019-01-07,13.260000228881836
2018-12-06,13.239999771118164
2019-08-19,13.239999771118164
2019-07-18,13.25
2019-05-15,13.220000267028809
2019-09-20,13.229999542236328
2019-11-01,13.270000457763672
2020-04-07,13.260000228881836
2020-06-25,13.25
2020-06-16,13.239999771118164
2019-11-04,13.25
2020-01-22,13.239999771118164
2019-11-07,13.229999542236328
2020-04-13,13.260000228881836
2019-07-01,13.239999771118164
2019-05-30,13.210000038146973
2018-08-15,13.239999771118164
2018-10-18,13.220000267028809
2019-03-27,13.199999809265137
2019-01-22,13.229999542236328
2018-12-21,13.220000267028809
2019-09-03,13.199999809265137
2018-11-19,13.199999809265137
2019-08-02,13.210000038146973
2020-01-28,13.229999542236328
2020-04-16,13.229999542236328
2019-11-13,13.239999771118164
2020-01-31,13.199999809265137
2018-12-04,13.170000076293945
2018-11-02,13.149999618530273
2019-07-16,13.239999771118164
2018-08-30,13.220000267028809
2018-10-01,13.149999618530273
2019-06-14,13.109999656677246
2019-05-13,13.079999923706055
2019-04-11,13.010000228881836
2019-02-06,12.949999809265137
2019-09-18,12.899999618530273
2020-02-03,12.850000381469727
2020-04-22,12.800000190734863
2019-11-19,12.770000457763672
2020-02-06,12.779999732971191
2019-11-22,12.8100004196167
2019-03-25,12.850000381469727
2019-02-21,12.829999923706055
2018-12-19,12.8100004196167
2018-07-12,12.8100004196167
2018-09-14,12.729999542236328
2018-08-13,12.640000343322754
2018-10-16,12.710000038146973
2019-07-31,12.680000305175781
2019-05-28,12.649999618530273
2019-04-26,12.510000228881836
2020-04-28,12.479999542236328
2019-11-25,12.460000038146973
2020-02-12,12.449999809265137
2020-05-01,12.510000228881836
2020-05-04,12.510000228881836
2019-06-12,12.420000076293945
2019-04-09,12.4399995803833
2019-03-08,12.4399995803833
2019-02-04,12.449999809265137
2018-07-27,12.479999542236328
2018-08-28,12.420000076293945
2019-01-03,12.4399995803833
2019-08-15,12.359999656677246
2018-10-31,12.369999885559082
2019-09-16,12.40999984741211
2020-02-18,12.430000305175781
2020-05-07,12.399999618530273
2018-08-17,12.40999984741211
2019-12-04,12.460000038146973
2020-02-21,12.5
2018-12-17,12.5600004196167
2019-08-30,12.619999885559082
2018-11-15,12.670000076293945
2019-07-29,12.760000228881836
2019-06-27,12.640000343322754
2019-04-24,12.600000381469727
2018-07-10,12.550000190734863
2018-09-12,12.5600004196167
2019-02-19,12.479999542236328
2019-01-18,12.4399995803833
2020-02-24,12.369999885559082
2020-05-13,12.34000015258789
2019-12-10,12.350000381469727
2020-02-27,12.449999809265137
2019-12-13,12.550000190734863
2020-05-19,12.600000381469727
2019-03-06,12.6899995803833
2018-11-30,12.75
2019-08-13,12.739999771118164
2019-07-12,12.720000267028809
2019-06-10,12.699999809265137
2019-05-09,12.6899995803833
2018-07-25,12.649999618530273
2018-09-27,12.59000015258789
2018-10-29,12.550000190734863
2019-10-16,12.510000228881836
2019-12-16,12.510000228881836
2020-03-04,12.5600004196167
2020-05-22,12.59000015258789
2019-10-01,12.630000114440918
2019-12-19,12.579999923706055
2018-09-10,12.5600004196167
2019-05-24,12.550000190734863
2018-08-09,12.539999961853027
2019-04-22,12.5600004196167
2019-03-21,12.739999771118164
2019-01-16,12.850000381469727
2019-08-28,12.850000381469727
2018-11-13,12.920000076293945
2018-10-12,12.920000076293945
2019-06-25,12.9399995803833
2020-03-10,13.020000457763672
2020-05-28,13.119999885559082
2019-10-07,13.0600004196167
2020-03-13,13.0600004196167
2019-10-10,13.050000190734863
2020-03-16,13.020000457763672
2020-06-03,13.020000457763672
2018-11-28,13.039999961853027
2018-09-25,13.050000190734863
2018-07-23,13.130000114440918
2018-08-24,13.130000114440918
2019-07-10,13.119999885559082
2019-05-07,13.0600004196167
2019-04-05,13.119999885559082
2019-03-04,13.170000076293945
2019-01-31,13.229999542236328
2019-09-12,13.239999771118164
2019-12-31,13.239999771118164
2020-03-19,13.270000457763672
2020-01-03,13.25
2020-06-09,13.279999732971191
2019-02-15,13.289999961853027
2019-01-14,13.279999732971191
2018-07-06,13.289999961853027
2018-08-07,13.329999923706055
2018-10-10,13.289999961853027
2018-12-13,13.300000190734863
2019-08-26,13.359999656677246
2019-07-25,13.329999923706055
2019-05-22,13.350000381469727
2019-03-19,13.350000381469727
2020-01-06,13.359999656677246
2020-03-25,13.380000114440918
2020-06-12,13.390000343322754
2019-10-22,13.40999984741211
2020-01-09,13.4399995803833
2020-06-15,13.430000305175781
2019-10-25,13.460000038146973
2020-03-31,13.479999542236328
2020-06-18,13.470000267028809
2019-04-03,13.4399995803833
2018-08-22,13.460000038146973
2018-10-25,13.520000457763672
2019-01-29,13.470000267028809
2018-12-28,13.380000114440918
2018-11-26,13.329999923706055
2019-08-09,13.390000343322754
2019-07-08,13.4399995803833
2019-06-06,13.470000267028809
2019-09-10,13.529999732971191
2020-01-15,13.5600004196167
2020-04-03,13.59000015258789
2019-10-31,13.630000114440918
2020-04-06,13.619999885559082
2020-06-24,13.59000015258789
2018-11-09,13.609999656677246
2019-07-23,13.619999885559082
2019-06-21,13.600000381469727
2019-05-20,13.630000114440918
2019-04-18,13.550000190734863
2018-09-06,13.5
2018-10-08,13.5
2019-02-13,13.510000228881836
2018-12-11,13.5
2019-09-25,13.430000305175781
2020-01-21,13.390000343322754
2020-04-09,13.350000381469727
2019-11-06,13.289999961853027
2020-01-24,13.3100004196167
2020-01-27,13.25
2020-04-15,13.25
2018-12-26,13.329999923706055
2019-08-07,13.449999809265137
2019-06-04,13.479999542236328
2018-09-21,13.550000190734863
2018-07-19,13.59000015258789
2018-08-20,13.699999809265137
2018-10-23,13.720000267028809
2019-05-03,13.800000190734863
2019-04-01,13.789999961853027
2019-02-28,13.800000190734863
2019-11-12,13.829999923706055
2020-01-30,13.84000015258789
2019-11-15,13.84000015258789
2020-04-21,13.869999885559082
2019-04-16,13.819999694824219
2019-03-15,13.850000381469727
2019-02-11,13.8100004196167
2019-01-10,13.859999656677246
2019-08-22,13.819999694824219
2018-11-07,13.779999732971191
2018-08-03,13.720000267028809
2018-09-04,13.720000267028809
2019-06-19,13.739999771118164
2019-09-23,13.770000457763672
2019-11-18,13.800000190734863
2020-02-05,13.720000267028809
2020-04-24,13.739999771118164
2019-03-29,13.8100004196167
2019-11-21,13.819999694824219
2020-04-27,13.779999732971191
2020-02-11,13.760000228881836
2020-04-30,13.850000381469727
2019-05-01,13.880000114440918
2019-02-26,13.880000114440918
2019-01-25,13.869999885559082
2018-12-24,13.8100004196167
2019-09-06,13.819999694824219
2018-07-17,13.859999656677246
2018-09-19,13.84000015258789
2019-08-05,13.800000190734863
2019-10-08,13.850000381469727
2019-12-11,13.84000015258789
2019-11-27,13.899999618530273
2020-02-14,13.930000305175781
2020-05-06,13.930000305175781
2019-01-08,13.979999542236328
2018-12-07,14.0
2019-08-20,14.050000190734863
2018-11-05,14.039999961853027
2019-07-19,14.069999694824219
2018-10-04,14.050000190734863
2019-06-17,14.069999694824219
2019-05-16,14.09000015258789
2018-08-01,14.140000343322754
2019-03-13,14.180000305175781
2019-12-03,14.15999984741211
2020-02-20,14.1899995803833
2019-12-06,14.180000305175781
2020-05-12,14.220000267028809
2019-12-09,14.220000267028809
2020-02-26,14.239999771118164
2020-05-15,14.270000457763672
2019-03-28,14.279999732971191
2018-09-17,14.300000190734863
2018-08-16,14.289999961853027
2018-10-19,14.279999732971191
2019-04-29,14.359999656677246
2019-01-23,14.350000381469727
2019-09-04,14.380000114440918
2018-11-20,14.420000076293945
2019-07-02,14.40999984741211
2019-05-31,14.4399995803833
2019-12-12,14.40999984741211
2020-05-18,14.479999542236328
2019-09-27,14.539999961853027
2020-03-03,14.5600004196167
2020-05-21,14.600000381469727
2019-05-14,14.609999656677246
2018-08-31,14.569999694824219
2018-07-30,14.539999961853027
2018-10-02,14.520000457763672
2019-04-12,14.539999961853027
2019-03-11,14.539999961853027
2019-02-07,14.539999961853027
2019-07-17,14.520000457763672
2019-09-19,14.539999961853027
2019-10-21,14.520000457763672
2019-12-18,14.539999961853027
2020-03-06,14.5600004196167
2019-10-03,14.569999694824219
2020-03-09,14.579999923706055
2020-05-27,14.640000343322754
2019-12-24,14.65999984741211
2020-03-12,14.670000076293945
2018-12-20,14.630000114440918
2019-08-01,14.569999694824219
2018-08-14,14.529999732971191
2018-07-13,14.520000457763672
2018-10-17,14.420000076293945
2019-05-29,14.199999809265137
2019-03-26,14.130000114440918
2019-02-22,14.140000343322754
2019-10-04,14.210000038146973
2019-11-05,14.279999732971191
2019-12-27,14.3100004196167
2020-06-02,14.350000381469727
2019-12-30,14.350000381469727
2020-03-18,14.34000015258789
2020-06-05,14.350000381469727
2019-07-15,14.369999885559082
2018-12-03,14.380000114440918
2019-06-13,14.40999984741211
2019-01-04,14.4399995803833
2018-08-29,14.489999771118164
2019-02-05,14.510000228881836
2018-11-01,14.520000457763672
2019-08-16,14.510000228881836
2019-04-10,14.529999732971191
2019-09-17,14.489999771118164
2019-10-15,14.40999984741211
2020-01-02,14.449999809265137
2020-06-08,14.420000076293945
2019-10-18,14.430000305175781
2020-03-24,14.420000076293945
2020-06-11,14.390000343322754
2020-01-08,14.329999923706055
2019-04-25,14.40999984741211
2019-07-30,14.430000305175781
2019-02-20,14.420000076293945
2018-07-11,14.380000114440918
2018-09-13,14.279999732971191
2018-10-15,14.3100004196167
2019-06-28,14.390000343322754
2018-12-18,14.430000305175781
2018-11-16,14.510000228881836
2019-10-02,14.460000038146973
2020-03-27,14.449999809265137
2020-01-10,14.5
2019-10-24,14.430000305175781
2020-03-30,14.420000076293945
2020-06-17,14.4399995803833
2020-01-14,14.380000114440918
2020-04-02,14.399999618530273
2019-01-02,14.380000114440918
2019-08-14,14.390000343322754
2018-10-30,14.399999618530273
2019-06-11,14.4399995803833
2019-05-10,14.489999771118164
2019-04-08,14.5
2018-08-27,14.470000267028809
2018-07-26,14.520000457763672
2018-09-28,14.489999771118164
2019-03-07,14.449999809265137
2019-10-30,14.4399995803833
2020-01-17,14.460000038146973
2020-06-23,14.550000190734863
2020-04-08,14.600000381469727
2020-06-26,14.600000381469727
2019-03-22,14.609999656677246
2019-01-17,14.619999885559082
2019-08-29,14.609999656677246
2018-11-14,14.649999618530273
2019-06-26,14.59000015258789
2018-09-11,14.579999923706055
2018-07-09,14.579999923706055
2018-08-10,14.59000015258789
2019-04-23,14.600000381469727
2019-09-30,14.600000381469727
2020-01-23,14.59000015258789
2019-11-08,14.600000381469727
2020-04-14,14.600000381469727
2019-11-11,14.600000381469727
2020-01-29,14.630000114440918
2020-04-17,14.649999618530273
2018-07-24,14.630000114440918
2018-09-26,14.630000114440918
2019-05-08,14.649999618530273
2019-03-05,14.680000305175781
2019-02-01,14.720000267028809
2018-12-31,14.720000267028809
2018-11-29,14.739999771118164
2019-08-12,14.760000228881836
2019-07-11,14.779999732971191
2019-09-13,14.739999771118164
2019-11-14,14.760000228881836
2020-04-20,14.770000457763672
2020-02-04,14.779999732971191
2020-04-23,14.819999694824219
2018-12-14,14.829999923706055
2019-08-27,14.850000381469727
2018-08-08,14.90999984741211
2018-10-11,14.930000305175781
2018-11-12,14.949999809265137
2019-07-26,15.0
2019-06-24,15.010000228881836
2019-05-23,15.050000190734863
2019-03-20,15.039999961853027
2019-01-15,15.020000457763672
2019-11-20,15.039999961853027
2020-02-07,15.050000190734863
2020-02-10,15.020000457763672
2020-04-29,15.020000457763672
2019-11-26,15.039999961853027
2020-02-13,15.020000457763672
2019-01-30,15.0
2018-08-23,14.970000267028809
2018-09-24,14.970000267028809
2018-11-27,14.960000038146973
2018-10-26,15.0
2019-07-09,15.039999961853027
2019-06-07,15.119999885559082
2019-05-06,15.109999656677246
2019-04-04,15.069999694824219
2019-09-11,15.0
2019-11-29,14.949999809265137
2020-05-05,15.020000457763672
2019-12-02,15.119999885559082
2020-02-19,15.100000381469727
2020-05-08,15.119999885559082
2019-05-21,15.260000228881836
2019-03-18,15.210000038146973
2018-09-07,15.0600004196167
2018-08-06,14.850000381469727
2018-10-09,13.5600004196167
2019-02-14,13.800000190734863
2018-12-12,13.260000228881836
2019-07-24,13.300000190734863
2019-09-26,12.770000457763672
2019-10-28,11.989999771118164
2019-12-05,12.890000343322754
2020-05-11,12.199999809265137
2019-07-03,12.130000114440918
2020-02-25,13.050000190734863
2020-05-14,13.699999809265137
