Dates,NAD
2018-06-20,199500.0
2018-06-21,570600.0
2018-06-25,222800.0
2018-06-22,248500.0
2018-06-26,243000.0
2018-06-27,243600.0
2018-06-28,254200.0
2018-06-29,255000.0
2018-07-02,315600.0
2018-07-03,139400.0
2018-07-05,203100.0
2018-07-16,270300.0
2018-09-18,202400.0
2019-01-24,386800.0
2019-09-05,322200.0
2018-11-21,238900.0
2020-01-13,145600.0
2020-04-01,244600.0
2020-06-19,226800.0
2019-10-29,394500.0
2020-01-16,199700.0
2020-06-22,128600.0
2018-10-03,177800.0
2018-07-31,181100.0
2019-03-12,149000.0
2019-02-08,264200.0
2019-01-07,236200.0
2018-12-06,337100.0
2019-08-19,666000.0
2019-07-18,407500.0
2019-05-15,446500.0
2019-09-20,352900.0
2019-11-01,373400.0
2020-04-07,253100.0
2020-06-25,256200.0
2020-06-16,285200.0
2019-11-04,183300.0
2020-01-22,248800.0
2019-11-07,202400.0
2020-04-13,237300.0
2019-07-01,321600.0
2019-05-30,187400.0
2018-08-15,198100.0
2018-10-18,333900.0
2019-03-27,209900.0
2019-01-22,328400.0
2018-12-21,191200.0
2019-09-03,239700.0
2018-11-19,152200.0
2019-08-02,255900.0
2020-01-28,324100.0
2020-04-16,216500.0
2019-11-13,368500.0
2020-01-31,223300.0
2018-12-04,233100.0
2018-11-02,187600.0
2019-07-16,285300.0
2018-08-30,192200.0
2018-10-01,375500.0
2019-06-14,191500.0
2019-05-13,274500.0
2019-04-11,362700.0
2019-02-06,260100.0
2019-09-18,288400.0
2020-02-03,456300.0
2020-04-22,304600.0
2019-11-19,495200.0
2020-02-06,405200.0
2019-11-22,321200.0
2019-03-25,346500.0
2019-02-21,329000.0
2018-12-19,252700.0
2018-07-12,369800.0
2018-09-14,633300.0
2018-08-13,837300.0
2018-10-16,1092300.0
2019-07-31,780600.0
2019-05-28,597400.0
2019-04-26,617500.0
2020-04-28,519300.0
2019-11-25,301100.0
2020-02-12,558700.0
2020-05-01,357000.0
2020-05-04,637300.0
2019-06-12,713100.0
2019-04-09,577100.0
2019-03-08,408900.0
2019-02-04,577800.0
2018-07-27,393400.0
2018-08-28,1342700.0
2019-01-03,821300.0
2019-08-15,432600.0
2018-10-31,408500.0
2019-09-16,557700.0
2020-02-18,725200.0
2020-05-07,476300.0
2018-08-17,492600.0
2019-12-04,439400.0
2020-02-21,596400.0
2018-12-17,491900.0
2019-08-30,502800.0
2018-11-15,569900.0
2019-07-29,532400.0
2019-06-27,473000.0
2019-04-24,312000.0
2018-07-10,362000.0
2018-09-12,430900.0
2019-02-19,441600.0
2019-01-18,478300.0
2020-02-24,352200.0
2020-05-13,1481500.0
2019-12-10,770800.0
2020-02-27,912100.0
2019-12-13,712200.0
2020-05-19,794500.0
2019-03-06,552600.0
2018-11-30,701000.0
2019-08-13,972400.0
2019-07-12,689200.0
2019-06-10,793500.0
2019-05-09,1859800.0
2018-07-25,912100.0
2018-09-27,861300.0
2018-10-29,847400.0
2019-10-16,1282800.0
2019-12-16,1208200.0
2020-03-04,975200.0
2020-05-22,1096100.0
2019-10-01,1106500.0
2019-12-19,587900.0
2018-09-10,1278000.0
2019-05-24,1231100.0
2018-08-09,1487400.0
2019-04-22,1542200.0
2019-03-21,542000.0
2019-01-16,684700.0
2019-08-28,648200.0
2018-11-13,1098000.0
2018-10-12,526000.0
2019-06-25,848600.0
2020-03-10,981100.0
2020-05-28,729600.0
2019-10-07,409400.0
2020-03-13,318000.0
2019-10-10,403900.0
2020-03-16,441200.0
2020-06-03,237800.0
2018-11-28,593400.0
2018-09-25,477200.0
2018-07-23,339500.0
2018-08-24,325000.0
2019-07-10,472000.0
2019-05-07,332200.0
2019-04-05,393500.0
2019-03-04,834200.0
2019-01-31,548300.0
2019-09-12,797100.0
2019-12-31,341900.0
2020-03-19,330200.0
2020-01-03,402800.0
2020-06-09,269500.0
2019-02-15,448300.0
2019-01-14,220900.0
2018-07-06,395900.0
2018-08-07,652500.0
2018-10-10,337200.0
2018-12-13,275300.0
2019-08-26,512100.0
2019-07-25,642600.0
2019-05-22,238300.0
2019-03-19,305700.0
2020-01-06,194800.0
2020-03-25,306700.0
2020-06-12,294000.0
2019-10-22,303600.0
2020-01-09,275000.0
2020-06-15,347100.0
2019-10-25,274100.0
2020-03-31,453500.0
2020-06-18,304300.0
2019-04-03,296700.0
2018-08-22,216900.0
2018-10-25,426900.0
2019-01-29,345600.0
2018-12-28,319100.0
2018-11-26,171800.0
2019-08-09,368300.0
2019-07-08,307600.0
2019-06-06,396900.0
2019-09-10,468400.0
2020-01-15,356900.0
2020-04-03,414300.0
2019-10-31,414800.0
2020-04-06,310300.0
2020-06-24,339600.0
2018-11-09,386700.0
2019-07-23,417400.0
2019-06-21,534100.0
2019-05-20,632400.0
2019-04-18,576300.0
2018-09-06,374300.0
2018-10-08,438500.0
2019-02-13,470400.0
2018-12-11,559200.0
2019-09-25,415600.0
2020-01-21,392100.0
2020-04-09,660700.0
2019-11-06,530300.0
2020-01-24,508900.0
2020-01-27,663800.0
2020-04-15,442200.0
2018-12-26,619100.0
2019-08-07,721200.0
2019-06-04,546900.0
2018-09-21,394500.0
2018-07-19,730900.0
2018-08-20,675500.0
2018-10-23,364600.0
2019-05-03,517400.0
2019-04-01,281500.0
2019-02-28,299100.0
2019-11-12,314700.0
2020-01-30,269300.0
2019-11-15,211300.0
2020-04-21,302900.0
2019-04-16,230000.0
2019-03-15,254600.0
2019-02-11,307200.0
2019-01-10,457800.0
2019-08-22,337900.0
2018-11-07,361400.0
2018-08-03,298200.0
2018-09-04,300600.0
2019-06-19,293500.0
2019-09-23,504400.0
2019-11-18,479400.0
2020-02-05,424300.0
2020-04-24,401300.0
2019-03-29,429400.0
2019-11-21,422300.0
2020-04-27,360100.0
2020-02-11,347700.0
2020-04-30,301000.0
2019-05-01,290300.0
2019-02-26,232600.0
2019-01-25,413100.0
2018-12-24,312200.0
