Dates,NAD
2019-09-06,303800.0
2018-07-17,516100.0
2018-09-19,473100.0
2019-08-05,310500.0
2019-10-08,362200.0
2019-12-11,313900.0
2019-11-27,370600.0
2020-02-14,336500.0
2020-05-06,248100.0
2019-01-08,650100.0
2018-12-07,381100.0
2019-08-20,351600.0
2018-11-05,330400.0
2019-07-19,171000.0
2018-10-04,219200.0
2019-06-17,289700.0
2019-05-16,232700.0
2018-08-01,425300.0
2019-03-13,419800.0
2019-12-03,272600.0
2020-02-20,273800.0
2019-12-06,270100.0
2020-05-12,625900.0
2019-12-09,235100.0
2020-02-26,265900.0
2020-05-15,324500.0
2019-03-28,325100.0
2018-09-17,405100.0
2018-08-16,456100.0
2018-10-19,565200.0
2019-04-29,401900.0
2019-01-23,1713300.0
2019-09-04,466800.0
2018-11-20,1071700.0
2019-07-02,325700.0
2019-05-31,417100.0
2019-12-12,434700.0
2020-05-18,431500.0
2019-09-27,381700.0
2020-03-03,293000.0
2020-05-21,199900.0
2019-05-14,588100.0
2018-08-31,507700.0
2018-07-30,214400.0
2018-10-02,330000.0
2019-04-12,411800.0
2019-03-11,372200.0
2019-02-07,437400.0
2019-07-17,310900.0
2019-09-19,357200.0
2019-10-21,211400.0
2019-12-18,442700.0
2020-03-06,399600.0
2019-10-03,452700.0
2020-03-09,595100.0
2020-05-27,478500.0
2019-12-24,417600.0
2020-03-12,974000.0
2018-12-20,434800.0
2019-08-01,571400.0
2018-08-14,502100.0
2018-07-13,873000.0
2018-10-17,1087300.0
2019-05-29,1272500.0
2019-03-26,944800.0
2019-02-22,422500.0
2019-10-04,576100.0
2019-11-05,413500.0
2019-12-27,337300.0
2020-06-02,379900.0
2019-12-30,460800.0
2020-03-18,325900.0
2020-06-05,319600.0
2019-07-15,327700.0
2018-12-03,365700.0
2019-06-13,544000.0
2019-01-04,486700.0
2018-08-29,481000.0
2019-02-05,421200.0
2018-11-01,456800.0
2019-08-16,304400.0
2019-04-10,241100.0
2019-09-17,261200.0
2019-10-15,503500.0
2020-01-02,336600.0
2020-06-08,304800.0
2019-10-18,242400.0
2020-03-24,396100.0
2020-06-11,268600.0
2020-01-08,368500.0
2019-04-25,299000.0
2019-07-30,347300.0
2019-02-20,351500.0
2018-07-11,258600.0
2018-09-13,340100.0
2018-10-15,376300.0
2019-06-28,424900.0
2018-12-18,336800.0
2018-11-16,454100.0
2019-10-02,594400.0
2020-03-27,268000.0
2020-01-10,448700.0
2019-10-24,362200.0
2020-03-30,238200.0
2020-06-17,331800.0
2020-01-14,456600.0
2020-04-02,450700.0
2019-01-02,468800.0
2019-08-14,289300.0
2018-10-30,297100.0
2019-06-11,301700.0
2019-05-10,252800.0
2019-04-08,243700.0
2018-08-27,155700.0
2018-07-26,260200.0
2018-09-28,415000.0
2019-03-07,423200.0
2019-10-30,119900.0
2020-01-17,432800.0
2020-06-23,395400.0
2020-04-08,657300.0
2020-06-26,269700.0
2019-03-22,320800.0
2019-01-17,224000.0
2019-08-29,254500.0
2018-11-14,354300.0
2019-06-26,390700.0
2018-09-11,506400.0
2018-07-09,307800.0
2018-08-10,282200.0
2019-04-23,435300.0
2019-09-30,278800.0
2020-01-23,299900.0
2019-11-08,168900.0
2020-04-14,69200.0
2019-11-11,146600.0
2020-01-29,258500.0
2020-04-17,287100.0
2018-07-24,245500.0
2018-09-26,699600.0
2019-05-08,340600.0
2019-03-05,420800.0
2019-02-01,297200.0
2018-12-31,436200.0
2018-11-29,335900.0
2019-08-12,280000.0
2019-07-11,438800.0
2019-09-13,260400.0
2019-11-14,266200.0
2020-04-20,439600.0
2020-02-04,707900.0
2020-04-23,278100.0
2018-12-14,404000.0
2019-08-27,213200.0
2018-08-08,607500.0
2018-10-11,309800.0
2018-11-12,303500.0
2019-07-26,281600.0
2019-06-24,591000.0
2019-05-23,320900.0
2019-03-20,529900.0
2019-01-15,304800.0
2019-11-20,280500.0
2020-02-07,499900.0
2020-02-10,328900.0
2020-04-29,332400.0
2019-11-26,1108600.0
2020-02-13,799300.0
2019-01-30,559200.0
2018-08-23,386400.0
2018-09-24,626300.0
2018-11-27,290300.0
2018-10-26,485800.0
2019-07-09,430500.0
2019-06-07,483500.0
2019-05-06,499700.0
2019-04-04,426700.0
2019-09-11,851700.0
2019-11-29,2337200.0
2020-05-05,496200.0
2019-12-02,716700.0
2020-02-19,319500.0
2020-05-08,379800.0
2019-05-21,2003900.0
2019-03-18,2922000.0
2018-09-07,1289200.0
2018-08-06,1718300.0
2018-10-09,1929900.0
2019-02-14,1015200.0
2018-12-12,1897900.0
2019-07-24,1572300.0
2019-09-26,2212400.0
2019-10-28,1508700.0
2019-12-05,1315500.0
2020-05-11,1371700.0
2019-07-03,1946600.0
2020-02-25,1037600.0
2020-05-14,937100.0
2020-02-28,834400.0
2019-08-08,829700.0
2019-06-05,875100.0
2018-07-20,1226800.0
2018-08-21,469100.0
2018-10-24,480800.0
2019-04-02,543600.0
2019-03-01,701900.0
2019-01-28,503900.0
2018-12-27,1072500.0
2019-09-09,547000.0
2020-03-02,337200.0
2020-05-20,335100.0
2019-12-17,511800.0
2020-03-05,470100.0
2019-02-12,492300.0
2019-01-11,365600.0
2018-12-10,494000.0
2019-08-23,953200.0
2018-11-08,1010300.0
2019-07-22,1423300.0
2019-06-20,1023600.0
2018-09-05,906100.0
2019-04-17,892200.0
2019-09-24,383800.0
2019-12-20,407600.0
2020-05-26,408300.0
2019-04-30,234400.0
2019-12-23,298500.0
2020-03-11,363000.0
2020-05-29,435500.0
2019-12-26,293800.0
2020-06-01,689100.0
2019-05-02,469900.0
2019-02-27,243400.0
2018-11-23,296400.0
2019-08-06,385300.0
2018-07-18,606600.0
2018-09-20,326400.0
2018-10-22,351700.0
2019-07-05,389400.0
2019-06-03,614700.0
2019-10-09,583200.0
2019-10-11,588000.0
2020-03-17,402600.0
2020-06-04,433200.0
2019-10-14,512500.0
2020-03-20,251000.0
2018-11-06,285100.0
2019-06-18,355500.0
2019-05-17,339200.0
2019-04-15,301800.0
2019-03-14,400500.0
2019-01-09,309400.0
2018-08-02,264400.0
2018-10-05,244400.0
2019-08-21,185000.0
2019-10-17,293100.0
2020-03-23,158700.0
2020-06-10,347100.0
2019-02-25,637800.0
2020-01-07,950500.0
2020-03-26,211100.0
2019-10-23,352600.0
