Dates,CERN
2018-06-20,932700.0
2018-06-21,987800.0
2018-06-25,5208900.0
2018-06-22,1372600.0
2018-06-26,1625200.0
2018-06-27,1121900.0
2018-06-28,997700.0
2018-06-29,1366600.0
2018-07-02,2092700.0
2018-07-03,1023500.0
2018-07-05,2307600.0
2018-07-16,1655200.0
2018-09-18,1443800.0
2019-01-24,2371800.0
2019-09-05,1199700.0
2018-11-21,1710700.0
2020-01-13,1301900.0
2020-04-01,1188500.0
2020-06-19,853100.0
2019-10-29,900400.0
2020-01-16,1258000.0
2020-06-22,1218600.0
2018-10-03,1009300.0
2018-07-31,961900.0
2019-03-12,920700.0
2019-02-08,1096600.0
2019-01-07,1148100.0
2018-12-06,1077500.0
2019-08-19,1584500.0
2019-07-18,1782600.0
2019-05-15,2233700.0
2019-09-20,4177600.0
2019-11-01,2573600.0
2020-04-07,1849100.0
2020-06-25,1737100.0
2020-06-16,1525200.0
2019-11-04,1709800.0
2020-01-22,2429300.0
2019-11-07,2311100.0
2020-04-13,2658900.0
2019-07-01,2632700.0
2019-05-30,1925000.0
2018-08-15,1484600.0
2018-10-18,1590300.0
2019-03-27,1105800.0
2019-01-22,983100.0
2018-12-21,835900.0
2019-09-03,1006900.0
2018-11-19,881100.0
2019-08-02,1108200.0
2020-01-28,1036900.0
2020-04-16,1513700.0
2019-11-13,1531900.0
2020-01-31,1848100.0
2018-12-04,1180100.0
2018-11-02,1231600.0
2019-07-16,2117700.0
2018-08-30,1977600.0
2018-10-01,1597300.0
2019-06-14,1542200.0
2019-05-13,1363300.0
2019-04-11,1175800.0
2019-02-06,1673100.0
2019-09-18,1351500.0
2020-02-03,1317000.0
2020-04-22,5304500.0
2019-11-19,1410900.0
2020-02-06,1469100.0
2019-11-22,1152800.0
2019-03-25,952300.0
2019-02-21,1159000.0
2018-12-19,1430900.0
2018-07-12,1479700.0
2018-09-14,1639200.0
2018-08-13,2649200.0
2018-10-16,1787900.0
2019-07-31,1107000.0
2019-05-28,877900.0
2019-04-26,1715200.0
2020-04-28,3049400.0
2019-11-25,1662500.0
2020-02-12,1261900.0
2020-05-01,1350300.0
2020-05-04,1400400.0
2019-06-12,1814200.0
2019-04-09,2324400.0
2019-03-08,1582300.0
2019-02-04,1719400.0
2018-07-27,2161200.0
2018-08-28,2069800.0
