Dates,CERN
2018-06-20,61.61000061035156
2018-06-21,61.31999969482422
2018-06-25,60.75
2018-06-22,59.84000015258789
2018-06-26,60.18000030517578
2018-06-27,60.29999923706055
2018-06-28,59.84000015258789
2018-06-29,60.31999969482422
2018-07-02,61.20000076293945
2018-07-03,61.75
2018-07-05,62.900001525878906
2018-07-16,63.349998474121094
2018-09-18,63.880001068115234
2019-01-24,62.130001068115234
2019-09-05,60.810001373291016
2018-11-21,61.22999954223633
2020-01-13,61.709999084472656
2020-04-01,61.5
2020-06-19,61.11000061035156
2019-10-29,60.97999954223633
2020-01-16,60.970001220703125
2020-06-22,60.880001068115234
2018-10-03,61.08000183105469
2018-07-31,61.18000030517578
2019-03-12,61.150001525878906
2019-02-08,61.599998474121094
2019-01-07,61.47999954223633
2018-12-06,61.400001525878906
2019-08-19,62.189998626708984
2019-07-18,62.630001068115234
2019-05-15,63.279998779296875
2019-09-20,67.56999969482422
2019-11-01,67.30000305175781
2020-04-07,67.54000091552734
2020-06-25,66.55999755859375
2020-06-16,67.26000213623047
2019-11-04,66.22000122070312
2020-01-22,65.25
2019-11-07,64.62999725341797
2020-04-13,64.04000091552734
2019-07-01,64.88999938964844
2019-05-30,65.43000030517578
2018-08-15,65.75
2018-10-18,66.2699966430664
2019-03-27,65.6500015258789
2019-01-22,65.56999969482422
2018-12-21,65.69999694824219
2019-09-03,65.87999725341797
2018-11-19,66.05000305175781
2019-08-02,66.19000244140625
2020-01-28,65.86000061035156
2020-04-16,65.55000305175781
2019-11-13,65.16000366210938
2020-01-31,64.75
2018-12-04,65.5
2018-11-02,66.05000305175781
2019-07-16,64.19999694824219
2018-08-30,64.0999984741211
2018-10-01,64.91000366210938
2019-06-14,65.48999786376953
2019-05-13,65.3499984741211
2019-04-11,64.9800033569336
2019-02-06,64.75
2019-09-18,64.80999755859375
2020-02-03,64.55999755859375
2020-04-22,64.97000122070312
2019-11-19,63.849998474121094
2020-02-06,64.2300033569336
2019-11-22,64.83999633789062
2019-03-25,64.5999984741211
2019-02-21,64.43000030517578
2018-12-19,64.97000122070312
2018-07-12,64.76000213623047
2018-09-14,64.73999786376953
2018-08-13,65.2699966430664
2018-10-16,65.44000244140625
2019-07-31,64.68000030517578
2019-05-28,64.08000183105469
2019-04-26,64.38999938964844
2020-04-28,63.619998931884766
2019-11-25,62.33000183105469
2020-02-12,63.13999938964844
2020-05-01,64.5999984741211
2020-05-04,64.33000183105469
2019-06-12,64.19000244140625
2019-04-09,63.790000915527344
2019-03-08,63.689998626708984
2019-02-04,63.959999084472656
2018-07-27,63.880001068115234
2018-08-28,63.130001068115234
2019-01-03,56.560001373291016
2019-08-15,59.31999969482422
2018-10-31,59.34000015258789
2019-09-16,58.41999816894531
2020-02-18,58.2599983215332
2020-05-07,58.060001373291016
2018-08-17,57.4900016784668
2019-12-04,57.61000061035156
2020-02-21,58.900001525878906
2018-12-17,58.900001525878906
2019-08-30,58.040000915527344
2018-11-15,57.7599983215332
2019-07-29,57.38999938964844
2019-06-27,57.02000045776367
2019-04-24,57.380001068115234
2018-07-10,58.310001373291016
2018-09-12,57.88999938964844
2019-02-19,56.56999969482422
2019-01-18,56.83000183105469
2020-02-24,57.310001373291016
2020-05-13,57.9900016784668
2019-12-10,58.400001525878906
2020-02-27,58.47999954223633
2019-12-13,58.31999969482422
2020-05-19,58.2400016784668
2019-03-06,59.290000915527344
2018-11-30,58.369998931884766
2019-08-13,55.4900016784668
2019-07-12,55.15999984741211
2019-06-10,54.79999923706055
2019-05-09,55.36000061035156
2018-07-25,57.189998626708984
2018-09-27,56.97999954223633
2018-10-29,57.470001220703125
2019-10-16,55.939998626708984
2019-12-16,54.79999923706055
2020-03-04,53.41999816894531
2020-05-22,52.54999923706055
2019-10-01,51.52000045776367
2019-12-19,50.08000183105469
2018-09-10,51.59000015258789
2019-05-24,52.0
2018-08-09,52.7400016784668
2019-04-22,52.65999984741211
2019-03-21,52.13999938964844
2019-01-16,51.97999954223633
2019-08-28,52.31999969482422
2018-11-13,52.7400016784668
2018-10-12,53.189998626708984
2019-06-25,53.84000015258789
2020-03-10,54.16999816894531
2020-05-28,53.97999954223633
2019-10-07,54.47999954223633
2020-03-13,54.58000183105469
2019-10-10,54.7599983215332
2020-03-16,53.84000015258789
2020-06-03,54.06999969482422
2018-11-28,53.900001525878906
2018-09-25,54.099998474121094
2018-07-23,54.630001068115234
2018-08-24,55.400001525878906
2019-07-10,55.099998474121094
2019-05-07,55.16999816894531
2019-04-05,54.790000915527344
2019-03-04,55.25
2019-01-31,55.25
2019-09-12,55.779998779296875
2019-12-31,56.43000030517578
2020-03-19,58.2400016784668
2020-01-03,56.130001068115234
2020-06-09,56.16999816894531
2019-02-15,57.58000183105469
2019-01-14,59.150001525878906
2018-07-06,59.189998626708984
2018-08-07,56.90999984741211
2018-10-10,58.0
2018-12-13,58.02000045776367
2019-08-26,57.93000030517578
2019-07-25,57.70000076293945
2019-05-22,57.7599983215332
2019-03-19,58.06999969482422
2020-01-06,57.16999816894531
2020-03-25,57.38999938964844
2020-06-12,56.290000915527344
