Dates,CERN
2018-06-20,61.5
2018-06-21,61.04999923706055
2018-06-25,60.439998626708984
2018-06-22,59.59000015258789
2018-06-26,59.20000076293945
2018-06-27,59.540000915527344
2018-06-28,58.869998931884766
2018-06-29,59.880001068115234
2018-07-02,59.59000015258789
2018-07-03,61.290000915527344
2018-07-05,61.56999969482422
2018-07-16,62.84000015258789
2018-09-18,63.2400016784668
2019-01-24,62.099998474121094
2019-09-05,60.54999923706055
2018-11-21,60.66999816894531
2020-01-13,60.970001220703125
2020-04-01,61.43000030517578
2020-06-19,60.779998779296875
2019-10-29,60.79999923706055
2020-01-16,60.56999969482422
2020-06-22,60.5
2018-10-03,60.380001068115234
2018-07-31,61.0
2019-03-12,60.630001068115234
2019-02-08,61.29999923706055
2019-01-07,61.29999923706055
2018-12-06,61.06999969482422
2019-08-19,61.25
2019-07-18,61.869998931884766
2019-05-15,61.900001525878906
2019-09-20,65.5
2019-11-01,66.5999984741211
2020-04-07,67.54000091552734
2020-06-25,65.75
2020-06-16,66.43000030517578
2019-11-04,65.91000366210938
2020-01-22,65.05000305175781
2019-11-07,64.27999877929688
2020-04-13,63.86000061035156
2019-07-01,63.81999969482422
2019-05-30,64.75
2018-08-15,65.29000091552734
2018-10-18,65.44000244140625
2019-03-27,65.47000122070312
2019-01-22,65.38999938964844
2018-12-21,65.22000122070312
2019-09-03,65.75
2018-11-19,65.87000274658203
2019-08-02,65.69000244140625
2020-01-28,65.58999633789062
2020-04-16,65.1500015258789
2019-11-13,64.93000030517578
2020-01-31,64.4000015258789
2018-12-04,64.69000244140625
2018-11-02,66.05000305175781
2019-07-16,64.19999694824219
2018-08-30,63.040000915527344
2018-10-01,63.689998626708984
2019-06-14,64.79000091552734
2019-05-13,65.11000061035156
2019-04-11,64.9800033569336
2019-02-06,64.1500015258789
2019-09-18,64.47000122070312
2020-02-03,64.22000122070312
2020-04-22,64.4000015258789
2019-11-19,63.380001068115234
2020-02-06,64.0
2019-11-22,64.0
2019-03-25,64.19999694824219
2019-02-21,64.08999633789062
2018-12-19,64.69999694824219
2018-07-12,64.0
2018-09-14,64.4000015258789
2018-08-13,64.69000244140625
2018-10-16,64.51000213623047
2019-07-31,64.41000366210938
2019-05-28,63.779998779296875
2019-04-26,63.70000076293945
2020-04-28,63.290000915527344
2019-11-25,62.18000030517578
2020-02-12,61.7400016784668
2020-05-01,62.7599983215332
2020-05-04,64.30000305175781
2019-06-12,64.05999755859375
2019-04-09,63.15999984741211
2019-03-08,62.959999084472656
2019-02-04,62.310001373291016
2018-07-27,63.310001373291016
2018-08-28,62.290000915527344
2019-01-03,52.13999938964844
2019-08-15,58.529998779296875
2018-10-31,58.68000030517578
2019-09-16,57.81999969482422
2020-02-18,57.2400016784668
2020-05-07,57.66999816894531
2018-08-17,56.90999984741211
2019-12-04,56.540000915527344
2020-02-21,58.13999938964844
2018-12-17,58.45000076293945
2019-08-30,57.91999816894531
2018-11-15,57.400001525878906
2019-07-29,56.93000030517578
2019-06-27,56.75
2019-04-24,56.16999816894531
2018-07-10,57.040000915527344
2018-09-12,57.88999938964844
2019-02-19,56.13999938964844
2019-01-18,56.310001373291016
2020-02-24,56.25
2020-05-13,57.369998931884766
2019-12-10,57.70000076293945
2020-02-27,57.93000030517578
2019-12-13,58.04999923706055
2020-05-19,57.599998474121094
2019-03-06,58.349998474121094
2018-11-30,58.220001220703125
2019-08-13,55.25
2019-07-12,54.540000915527344
2019-06-10,53.619998931884766
2019-05-09,55.02000045776367
2018-07-25,55.68000030517578
2018-09-27,56.16999816894531
2018-10-29,56.279998779296875
2019-10-16,55.560001373291016
2019-12-16,54.779998779296875
2020-03-04,53.08000183105469
2020-05-22,51.97999954223633
2019-10-01,51.060001373291016
2019-12-19,49.130001068115234
2018-09-10,49.08000183105469
2019-05-24,50.79999923706055
2018-08-09,52.11000061035156
2019-04-22,52.279998779296875
2019-03-21,51.459999084472656
2019-01-16,51.61000061035156
2019-08-28,51.25
2018-11-13,52.04999923706055
2018-10-12,52.349998474121094
2019-06-25,53.349998474121094
2020-03-10,53.25
2020-05-28,53.79999923706055
2019-10-07,53.34000015258789
2020-03-13,54.189998626708984
2019-10-10,54.54999923706055
2020-03-16,53.61000061035156
2020-06-03,53.900001525878906
2018-11-28,53.779998779296875
2018-09-25,52.970001220703125
2018-07-23,54.27000045776367
2018-08-24,54.90999984741211
2019-07-10,54.52000045776367
2019-05-07,54.959999084472656
2019-04-05,54.59000015258789
2019-03-04,54.529998779296875
2019-01-31,54.86000061035156
2019-09-12,54.970001220703125
2019-12-31,55.75
2020-03-19,55.060001373291016
2020-01-03,55.869998931884766
2020-06-09,55.33000183105469
2019-02-15,56.15999984741211
2019-01-14,57.81999969482422
2018-07-06,59.189998626708984
2018-08-07,56.720001220703125
2018-10-10,57.33000183105469
2018-12-13,57.59000015258789
2019-08-26,57.5099983215332
2019-07-25,57.70000076293945
2019-05-22,57.310001373291016
2019-03-19,58.0
2020-01-06,56.75
2020-03-25,56.75
2020-06-12,54.720001220703125
2019-10-22,56.41999816894531
2020-01-09,56.25
2020-06-15,55.33000183105469
2019-10-25,55.869998931884766
2020-03-31,55.36000061035156
2020-06-18,55.0099983215332
2019-04-03,55.5099983215332
2018-08-22,56.310001373291016
2018-10-25,56.95000076293945
2019-01-29,57.630001068115234
2018-12-28,57.20000076293945
2018-11-26,57.779998779296875
2019-08-09,57.95000076293945
2019-07-08,57.599998474121094
2019-06-06,57.04999923706055
2019-09-10,58.08000183105469
2020-01-15,57.040000915527344
2020-04-03,56.91999816894531
2019-10-31,56.650001525878906
2020-04-06,56.70000076293945
2020-06-24,56.869998931884766
2018-11-09,57.66999816894531
2019-07-23,57.47999954223633
2019-06-21,57.2599983215332
2019-05-20,57.209999084472656
2019-04-18,57.029998779296875
2018-09-06,57.40999984741211
2018-10-08,63.380001068115234
2019-02-13,63.599998474121094
2018-12-11,63.56999969482422
2019-09-25,62.38999938964844
2020-01-21,62.720001220703125
2020-04-09,63.779998779296875
2019-11-06,63.119998931884766
2020-01-24,62.79999923706055
2020-01-27,62.439998626708984
2020-04-15,62.93000030517578
2018-12-26,63.81999969482422
2019-08-07,63.68000030517578
2019-06-04,64.5
2018-09-21,65.0
2018-07-19,65.54000091552734
2018-08-20,66.6500015258789
2018-10-23,66.7699966430664
2019-05-03,68.44999694824219
2019-04-01,67.33999633789062
2019-02-28,67.91999816894531
2019-11-12,67.76000213623047
2020-01-30,67.58999633789062
2019-11-15,68.2300033569336
2020-04-21,67.87999725341797
2019-04-16,67.44000244140625
2019-03-15,67.33999633789062
2019-02-11,68.69999694824219
2019-01-10,68.38999938964844
2019-08-22,67.91000366210938
2018-11-07,69.8499984741211
2018-08-03,69.9000015258789
2018-09-04,69.73999786376953
2019-06-19,70.12999725341797
2019-09-23,70.62999725341797
2019-11-18,70.02999877929688
2020-02-05,69.62000274658203
2020-04-24,69.94000244140625
2019-03-29,70.0
2019-11-21,69.80000305175781
2020-04-27,71.0
2020-02-11,71.54000091552734
2020-04-30,72.75
2019-05-01,72.8499984741211
2019-02-26,72.8499984741211
2019-01-25,71.7300033569336
2018-12-24,72.45999908447266
2019-09-06,72.54000091552734
2018-07-17,72.1500015258789
2018-09-19,72.0
2019-08-05,70.77999877929688
2019-10-08,71.69000244140625
2019-12-11,71.9000015258789
2019-11-27,72.11000061035156
2020-02-14,72.83999633789062
2020-05-06,71.3499984741211
2019-01-08,71.08000183105469
2018-12-07,71.8499984741211
2019-08-20,73.61000061035156
2018-11-05,74.5199966430664
2019-07-19,75.0
2018-10-04,74.20999908447266
2019-06-17,74.23999786376953
2019-05-16,74.31999969482422
2018-08-01,75.13999938964844
2019-03-13,75.8499984741211
2019-12-03,76.30999755859375
2020-02-20,76.19000244140625
2019-12-06,76.02999877929688
2020-05-12,74.38999938964844
2019-12-09,74.51000213623047
2020-02-26,74.47000122070312
2020-05-15,72.95999908447266
2019-03-28,71.9800033569336
2018-09-17,71.62000274658203
2018-08-16,71.48999786376953
2018-10-19,72.77999877929688
2019-04-29,73.0
2019-01-23,73.4000015258789
2019-09-04,73.41000366210938
2018-11-20,71.75
2019-07-02,71.98999786376953
2019-05-31,70.19999694824219
2019-12-12,69.80999755859375
2020-05-18,69.87999725341797
2019-09-27,70.22000122070312
2020-03-03,71.4800033569336
2020-05-21,71.2300033569336
2019-05-14,70.33000183105469
2018-08-31,70.18000030517578
2018-07-30,69.44999694824219
2018-10-02,69.94000244140625
2019-04-12,71.27999877929688
2019-03-11,71.9000015258789
2019-02-07,71.97000122070312
2019-07-17,72.83999633789062
2019-09-19,71.25
2019-10-21,68.23999786376953
2019-12-18,68.86000061035156
2020-03-06,67.91000366210938
2019-10-03,69.08000183105469
2020-03-09,69.55000305175781
2020-05-27,68.30000305175781
2019-12-24,67.94999694824219
2020-03-12,67.91999816894531
2018-12-20,67.91000366210938
2019-08-01,67.58999633789062
2018-08-14,66.2300033569336
2018-07-13,67.19000244140625
2018-10-17,68.55000305175781
2019-05-29,68.25
2019-03-26,67.44999694824219
2019-02-22,67.72000122070312
2019-10-04,68.19000244140625
2019-11-05,67.68000030517578
2019-12-27,67.44999694824219
2020-06-02,68.20999908447266
2019-12-30,68.75
2020-03-18,67.94999694824219
2020-06-05,68.45999908447266
2019-07-15,68.5199966430664
2018-12-03,68.37000274658203
2019-06-13,68.37000274658203
2019-01-04,67.16000366210938
2018-08-29,66.36000061035156
2019-02-05,66.31999969482422
2018-11-01,66.5999984741211
2019-08-16,65.69000244140625
2019-04-10,65.37999725341797
2019-09-17,65.45999908447266
2019-10-15,67.2699966430664
2020-01-02,67.52999877929688
2020-06-08,67.9800033569336
2019-10-18,68.0
2020-03-24,68.22000122070312
2020-06-11,68.30999755859375
2020-01-08,67.91999816894531
2019-04-25,67.94000244140625
2019-07-30,67.44000244140625
2019-02-20,67.81999969482422
2018-07-11,67.5
2018-09-13,66.55999755859375
2018-10-15,66.69000244140625
2019-06-28,67.56999969482422
2018-12-18,67.86000061035156
2018-11-16,67.38999938964844
2019-10-02,67.75
2020-03-27,67.62000274658203
2020-01-10,67.30000305175781
2019-10-24,67.19999694824219
2020-03-30,66.62999725341797
2020-06-17,66.94999694824219
2020-01-14,66.54000091552734
2020-04-02,66.83999633789062
2019-01-02,66.97000122070312
2019-08-14,67.26000213623047
2018-10-30,68.44000244140625
2019-06-11,67.87000274658203
2019-05-10,67.83999633789062
2019-04-08,67.7300033569336
2018-08-27,69.0
2018-07-26,69.63999938964844
2018-09-28,71.08999633789062
2019-03-07,70.12999725341797
2019-10-30,71.98999786376953
2020-01-17,71.58999633789062
2020-06-23,70.48999786376953
2020-04-08,71.18000030517578
2020-06-26,70.91000366210938
2019-03-22,71.25
2019-01-17,70.94000244140625
2019-08-29,71.44999694824219
2018-11-14,71.55999755859375
2019-06-26,71.62999725341797
2018-09-11,71.9000015258789
2018-07-09,72.45999908447266
2018-08-10,72.75
2019-04-23,71.73999786376953
2019-09-30,72.06999969482422
2020-01-23,72.0199966430664
2019-11-08,73.33999633789062
2020-04-14,73.41000366210938
2019-11-11,73.2699966430664
2020-01-29,73.27999877929688
2020-04-17,73.27999877929688
2018-07-24,72.93000030517578
2018-09-26,73.44999694824219
2019-05-08,72.81999969482422
2019-03-05,73.36000061035156
2019-02-01,73.76000213623047
2018-12-31,73.23999786376953
2018-11-29,73.80000305175781
2019-08-12,74.01000213623047
2019-07-11,73.4800033569336
2019-09-13,72.97000122070312
