Dates,CERN
2018-06-20,60.27116394042969
2018-06-21,59.15576171875
2018-06-25,59.037315368652344
2018-06-22,58.425323486328125
2018-06-26,58.88924789428711
2018-06-27,58.099586486816406
2018-06-28,58.987953186035156
2018-06-29,59.01757049560547
2018-07-02,60.369873046875
2018-07-03,60.63637924194336
2018-07-05,61.889976501464844
2018-07-16,62.14661407470703
2018-09-18,62.88692855834961
2019-01-24,59.97503662109375
2019-09-05,59.46175765991211
2018-11-21,60.20206832885742
2020-01-13,60.67586898803711
2020-04-01,60.241554260253906
2020-06-19,60.192195892333984
2019-10-29,59.886199951171875
2020-01-16,59.97503662109375
2020-06-22,59.669044494628906
2018-10-03,60.014522552490234
2018-07-31,59.74801254272461
2019-03-12,60.261295318603516
2019-02-08,60.49819564819336
2019-01-07,60.34026336669922
2018-12-06,60.16259002685547
2019-08-19,61.27798843383789
2019-07-18,61.12004852294922
2019-05-15,62.156490325927734
2019-09-20,65.9863510131836
2019-11-01,66.21339416503906
2020-04-07,65.09799194335938
2020-06-25,65.51256561279297
2020-06-16,65.43359375
2019-11-04,64.33794403076172
2020-01-22,63.44955825805664
2019-11-07,63.48904037475586
2020-04-13,62.689510345458984
2019-07-01,64.0220718383789
2019-05-30,64.44651794433594
2018-08-15,64.584716796875
2018-10-18,64.87095642089844
2019-03-27,64.64393615722656
2019-01-22,64.42677307128906
2018-12-21,64.5748291015625
2019-09-03,64.78211975097656
2018-11-19,64.71302795410156
2019-08-02,64.91044616699219
2020-01-28,64.3083267211914
2020-04-16,64.26884460449219
2019-11-13,63.74568176269531
2020-01-31,63.87400436401367
2018-12-04,64.05167388916016
2018-11-02,63.400211334228516
2019-07-16,62.40325927734375
2018-08-30,62.74873733520508
2018-10-01,63.94309616088867
2019-06-14,64.33794403076172
2019-05-13,64.10103607177734
2019-04-11,63.3705940246582
2019-02-06,63.54827117919922
2019-09-18,63.163307189941406
2020-02-03,63.47917556762695
2020-04-22,62.995506286621094
2019-11-19,62.95602035522461
2020-02-06,63.14356994628906
2019-11-22,63.3607292175293
2019-03-25,63.38046646118164
2019-02-21,63.577884674072266
2018-12-19,63.222537994384766
2018-07-12,63.419944763183594
2018-09-14,63.883888244628906
2018-08-13,63.686458587646484
2018-10-16,63.646976470947266
2019-07-31,62.89680099487305
2019-05-28,62.74873733520508
2019-04-26,62.14661407470703
2020-04-28,60.80418014526367
2019-11-25,61.31747055053711
2020-02-12,61.62346649169922
2020-05-01,63.53840637207031
2020-05-04,63.400211334228516
2019-06-12,61.92946243286133
2019-04-09,62.16635513305664
2019-03-08,62.16635513305664
2019-02-04,62.689510345458984
2018-07-27,61.02134323120117
2018-08-28,61.5148811340332
2019-01-03,54.83234405517578
2019-08-15,57.64552688598633
2018-10-31,56.707801818847656
2019-09-16,56.53999328613281
2020-02-18,56.69792938232422
2020-05-07,55.98723220825195
2018-08-17,55.91813659667969
2019-12-04,56.85586166381836
2020-02-21,57.783721923828125
2018-12-17,57.300048828125
2019-08-30,56.82624816894531
2018-11-15,56.026710510253906
2019-07-29,55.681236267089844
2019-06-27,55.77007293701172
2019-04-24,56.530128479003906
2018-07-10,57.14211654663086
2018-09-12,55.52330017089844
2019-02-19,55.56278610229492
2019-01-18,55.858909606933594
2020-02-24,56.174774169921875
2020-05-13,57.18159484863281
2019-12-10,57.20134735107422
2020-02-27,57.64552688598633
2019-12-13,56.60909652709961
2020-05-19,57.16185760498047
2019-03-06,57.35927200317383
2018-11-30,55.394981384277344
2019-08-13,54.161128997802734
2019-07-12,53.03585433959961
2019-06-10,53.73668670654297
2019-05-09,54.25984191894531
2018-07-25,55.42459487915039
2018-09-27,56.03658676147461
2018-10-29,55.18769454956055
2019-10-16,53.59849548339844
2019-12-16,52.41400146484375
2020-03-04,51.39730453491211
2020-05-22,50.02526092529297
2019-10-01,48.574249267578125
2019-12-19,48.26826095581055
2018-09-10,50.89389419555664
2019-05-24,51.328208923339844
2018-08-09,51.33808135986328
2019-04-22,51.76252365112305
2019-03-21,51.199886322021484
2019-01-16,50.04500198364258
2019-08-28,51.555233001708984
2018-11-13,51.25911331176758
2018-10-12,52.4436149597168
2019-06-25,52.73973846435547
2020-03-10,53.37146759033203
2020-05-28,53.183921813964844
2019-10-07,53.341854095458984
2020-03-13,53.746559143066406
2019-10-10,52.947021484375
2020-03-16,52.710121154785156
2020-06-03,53.361595153808594
2018-11-28,52.2955436706543
2018-09-25,53.38134002685547
2018-07-23,53.75642776489258
2018-08-24,54.19074630737305
2019-07-10,54.24009704589844
2019-05-07,53.7959098815918
2019-04-05,53.786041259765625
2019-03-04,54.20061111450195
2019-01-31,54.15126419067383
2019-09-12,54.871829986572266
2019-12-31,54.694156646728516
2020-03-19,55.54304504394531
2020-01-03,54.88169860839844
2020-06-09,55.286399841308594
2019-02-15,56.75715255737305
2019-01-14,58.06010055541992
2018-07-06,56.194515228271484
2018-08-07,56.066200256347656
2018-10-10,57.16185760498047
2018-12-13,56.79663848876953
2019-08-26,57.02366638183594
2019-07-25,56.49064254760742
2019-05-22,56.98418045043945
2019-03-19,56.253746032714844
2020-01-06,56.263614654541016
2020-03-25,56.253746032714844
2020-06-12,55.2271842956543
2019-10-22,55.2271842956543
2020-01-09,54.65467071533203
2020-06-15,55.01001739501953
2019-10-25,54.7237663269043
2020-03-31,54.68428421020508
2020-06-18,54.733638763427734
2019-04-03,55.533172607421875
2018-08-22,56.155033111572266
2018-10-25,56.816383361816406
2019-01-29,56.40180206298828
2018-12-28,57.16185760498047
2018-11-26,56.92495346069336
2019-08-09,56.836124420166016
2019-07-08,56.85586166381836
2019-06-06,57.52708053588867
2019-09-10,56.2241325378418
2020-01-15,55.957618713378906
2020-04-03,55.977359771728516
2019-10-31,55.88852310180664
2020-04-06,55.8095588684082
2020-06-24,56.47090148925781
2018-11-09,56.77689743041992
2019-07-23,56.194515228271484
2019-06-21,56.38206481933594
2019-05-20,56.312965393066406
2019-04-18,56.5794792175293
2018-09-06,56.35245132446289
2018-10-08,62.156490325927734
2019-02-13,62.88692855834961
2018-12-11,61.39643478393555
2019-09-25,61.988685607910156
2020-01-21,62.640159606933594
2020-04-09,62.23545837402344
2019-11-06,61.59385299682617
2020-01-24,61.899845123291016
2020-01-27,61.86035919189453
2020-04-15,63.005374908447266
2018-12-26,63.32124328613281
2019-08-07,63.76543045043945
2019-06-04,64.2392349243164
2018-09-21,65.02889251708984
2018-07-19,65.59152221679688
2018-08-20,65.83829498291016
2018-10-23,67.13137817382812
2019-05-03,67.58543395996094
2019-04-01,67.76311492919922
2019-02-28,66.8747329711914
2019-11-12,67.14125061035156
2020-01-30,67.7038803100586
2019-11-15,68.04936218261719
2020-04-21,66.29235076904297
2019-04-16,66.95370483398438
2019-03-15,67.74336242675781
2019-02-11,68.0197525024414
2019-01-10,67.59530639648438
2019-08-22,68.65148162841797
2018-11-07,69.24373626708984
2018-08-03,69.22398376464844
2018-09-04,69.03643798828125
2019-06-19,69.67803955078125
2019-09-23,69.3029556274414
2019-11-18,68.53302764892578
