Dates,CHTR
2020-03-04,1937200.0
2020-05-22,2488200.0
2019-10-01,3593100.0
2019-12-19,1009000.0
2018-09-10,1359800.0
2019-05-24,1242500.0
2018-08-09,1035400.0
2019-04-22,1075300.0
2019-03-21,1296300.0
2019-01-16,1176300.0
2019-08-28,2336600.0
2018-11-13,1308400.0
2018-10-12,1051100.0
2019-06-25,1241400.0
2020-03-10,1701100.0
2020-05-28,906800.0
2019-10-07,1219500.0
2020-03-13,1152400.0
2019-10-10,1005300.0
2020-03-16,841400.0
2020-06-03,1617600.0
2018-11-28,2404100.0
2018-09-25,1593500.0
2018-07-23,1439400.0
2018-08-24,1323200.0
2019-07-10,1136600.0
2019-05-07,782200.0
2019-04-05,1725800.0
2019-03-04,5176000.0
2019-01-31,1998500.0
2019-09-12,1224800.0
2019-12-31,1498500.0
2020-03-19,1217000.0
2020-01-03,1190900.0
2020-06-09,809300.0
2019-02-15,1251600.0
2019-01-14,977800.0
2018-07-06,1124200.0
2018-08-07,863300.0
2018-10-10,1132000.0
2018-12-13,1231300.0
2019-08-26,2112300.0
2019-07-25,933700.0
2019-05-22,1261600.0
2019-03-19,1094400.0
2020-01-06,1118100.0
2020-03-25,1354700.0
2020-06-12,1035000.0
2019-10-22,1219000.0
2020-01-09,1386700.0
2020-06-15,1000900.0
2019-10-25,990100.0
2020-03-31,842600.0
2020-06-18,701500.0
2019-04-03,1401900.0
2018-08-22,1572400.0
2018-10-25,1916400.0
2019-01-29,1131300.0
2018-12-28,2486500.0
2018-11-26,1086100.0
2019-08-09,1205500.0
2019-07-08,1194700.0
2019-06-06,1100000.0
2019-09-10,5241900.0
2020-01-15,1365600.0
2020-04-03,1150200.0
2019-10-31,1372200.0
2020-04-06,834200.0
2020-06-24,1410800.0
2018-11-09,1153100.0
2019-07-23,1233100.0
2019-06-21,1195900.0
2019-05-20,1214700.0
2019-04-18,1247200.0
2018-09-06,830900.0
2018-10-08,808800.0
2019-02-13,574000.0
2018-12-11,689100.0
2019-09-25,734000.0
2020-01-21,749600.0
2020-04-09,472400.0
2019-11-06,842100.0
2020-01-24,640800.0
2020-01-27,610300.0
2020-04-15,762400.0
2018-12-26,817100.0
2019-08-07,1190900.0
2019-06-04,782400.0
2018-09-21,924500.0
2018-07-19,1322600.0
2018-08-20,1079100.0
2018-10-23,678200.0
2019-05-03,917100.0
2019-04-01,1059900.0
2019-02-28,896700.0
2019-11-12,787700.0
2020-01-30,733600.0
2019-11-15,594000.0
2020-04-21,1094700.0
2019-04-16,846500.0
2019-03-15,935200.0
2019-02-11,981800.0
2019-01-10,882500.0
2019-08-22,1140000.0
2018-11-07,889400.0
2018-08-03,665400.0
2018-09-04,867000.0
2019-06-19,597200.0
2019-09-23,1748800.0
2019-11-18,1326600.0
2020-02-05,995700.0
2020-04-24,1552000.0
2019-03-29,1315400.0
2019-11-21,1748100.0
2020-04-27,1573000.0
2020-02-11,479900.0
2020-04-30,1310800.0
2019-05-01,890600.0
2019-02-26,918500.0
2019-01-25,1188000.0
2018-12-24,657400.0
2019-09-06,730500.0
2018-07-17,623100.0
2018-09-19,1011800.0
2019-08-05,572600.0
2019-10-08,792100.0
2019-12-11,1402200.0
2019-11-27,801700.0
2020-02-14,1121800.0
2020-05-06,949700.0
2019-01-08,552900.0
2018-12-07,1454500.0
2019-08-20,743000.0
2018-11-05,673100.0
2019-07-19,406400.0
2018-10-04,648100.0
2019-06-17,472000.0
2019-05-16,472600.0
2018-08-01,1335800.0
2019-03-13,1193600.0
2019-12-03,1229800.0
2020-02-20,1142800.0
2019-12-06,637900.0
2020-05-12,460000.0
2019-12-09,696800.0
2020-02-26,820500.0
2020-05-15,666400.0
2019-03-28,764000.0
2018-09-17,634600.0
2018-08-16,1233500.0
2018-10-19,1608400.0
2019-04-29,738000.0
2019-01-23,916400.0
2019-09-04,2197100.0
2018-11-20,1389600.0
2019-07-02,1382400.0
2019-05-31,1796300.0
2019-12-12,1168600.0
2020-05-18,2552400.0
2019-09-27,2052200.0
2020-03-03,1207300.0
2020-05-21,1412600.0
2019-05-14,1745400.0
2018-08-31,1442200.0
2018-07-30,1320200.0
2018-10-02,1188100.0
2019-04-12,1219900.0
2019-03-11,1098200.0
2019-02-07,973300.0
2019-07-17,891900.0
2019-09-19,1333600.0
2019-10-21,1460500.0
2019-12-18,1014000.0
2020-03-06,806400.0
2019-10-03,892000.0
2020-03-09,1140400.0
2020-05-27,977800.0
2019-12-24,1492900.0
2020-03-12,1113400.0
2018-12-20,973800.0
2019-08-01,1192900.0
2018-08-14,1367700.0
2018-07-13,751400.0
2018-10-17,1233700.0
2019-05-29,890800.0
2019-03-26,908900.0
2019-02-22,736600.0
2019-10-04,808600.0
2019-11-05,831500.0
2019-12-27,2848400.0
2020-06-02,1036800.0
2019-12-30,1291000.0
2020-03-18,1836900.0
2020-06-05,2118300.0
2019-07-15,1255000.0
2018-12-03,838400.0
2019-06-13,1062300.0
2019-01-04,1148800.0
2018-08-29,798300.0
2019-02-05,1074500.0
2018-11-01,969800.0
2019-08-16,1226000.0
2019-04-10,624400.0
2019-09-17,693800.0
2019-10-15,1235400.0
2020-01-02,690000.0
2020-06-08,1282900.0
2019-10-18,906000.0
2020-03-24,723500.0
2020-06-11,821700.0
2020-01-08,746100.0
2019-04-25,1081300.0
2019-07-30,911700.0
2019-02-20,1033100.0
2018-07-11,2254100.0
2018-09-13,1072600.0
2018-10-15,1054100.0
2019-06-28,1597300.0
2018-12-18,1432000.0
2018-11-16,1144300.0
2019-10-02,1011700.0
2020-03-27,1043600.0
2020-01-10,1228400.0
2019-10-24,1067600.0
2020-03-30,770200.0
2020-06-17,777600.0
2020-01-14,693000.0
2020-04-02,1288600.0
2019-01-02,861000.0
2019-08-14,842300.0
2018-10-30,1150900.0
2019-06-11,794800.0
2019-05-10,1148200.0
2019-04-08,674200.0
2018-08-27,987700.0
2018-07-26,1013500.0
2018-09-28,1555400.0
2019-03-07,703700.0
2019-10-30,554900.0
2020-01-17,898200.0
2020-06-23,807700.0
2020-04-08,1041000.0
2020-06-26,1098200.0
2019-03-22,848400.0
2019-01-17,842900.0
2019-08-29,979900.0
2018-11-14,884500.0
2019-06-26,1013600.0
2018-09-11,1258600.0
2018-07-09,1341000.0
2018-08-10,1494300.0
2019-04-23,1081200.0
2019-09-30,1063200.0
2020-01-23,2831200.0
2019-11-08,1225600.0
2020-04-14,463700.0
2019-11-11,752900.0
2020-01-29,507500.0
2020-04-17,702500.0
2018-07-24,757100.0
2018-09-26,1378800.0
2019-05-08,974100.0
2019-03-05,829900.0
2019-02-01,1050800.0
2018-12-31,1063200.0
2018-11-29,924300.0
2019-08-12,912700.0
2019-07-11,933700.0
2019-09-13,1656100.0
2019-11-14,611200.0
2020-04-20,1104100.0
2020-02-04,2252900.0
2020-04-23,1041000.0
2018-12-14,1878600.0
2019-08-27,1182300.0
2018-08-08,1183000.0
2018-10-11,1930900.0
2018-11-12,1326700.0
2019-07-26,1208800.0
2019-06-24,1067200.0
2019-05-23,2053600.0
2019-03-20,1666700.0
2019-01-15,1596200.0
2019-11-20,1819300.0
2020-02-07,830700.0
2020-02-10,753600.0
2020-04-29,1252900.0
2019-11-26,1098100.0
2020-02-13,891300.0
2019-01-30,709400.0
2018-08-23,658200.0
2018-09-24,739500.0
2018-11-27,1041500.0
2018-10-26,1049400.0
2019-07-09,1243500.0
2019-06-07,1410600.0
2019-05-06,1698000.0
2019-04-04,1617800.0
2019-09-11,2609100.0
2019-11-29,3590000.0
2020-05-05,2951700.0
2019-12-02,2884900.0
2020-02-19,2014000.0
2020-05-08,4485300.0
2019-05-21,2145300.0
2019-03-18,2565900.0
2018-09-07,2660500.0
2018-08-06,3023500.0
2018-10-09,3459100.0
2019-02-14,3147600.0
2018-12-12,3274200.0
2019-07-24,3736000.0
2019-09-26,4954800.0
2019-10-28,2466800.0
2019-12-05,3322200.0
2020-05-11,2462500.0
2019-07-03,2817600.0
2020-02-25,2222800.0
2020-05-14,2182700.0
2020-02-28,1909800.0
2019-08-08,2043900.0
2019-06-05,2072800.0
2018-07-20,1360900.0
2018-08-21,1377200.0
2018-10-24,1027900.0
2019-04-02,1627400.0
2019-03-01,1632600.0
2019-01-28,1070800.0
2018-12-27,1634300.0
2019-09-09,988100.0
2020-03-02,1366600.0
2020-05-20,1041200.0
2019-12-17,1158400.0
2020-03-05,1487900.0
2019-02-12,947600.0
2019-01-11,1178400.0
2018-12-10,878300.0
2019-08-23,713800.0
2018-11-08,767800.0
2019-07-22,933000.0
2019-06-20,963900.0
2018-09-05,1117000.0
2019-04-17,2353600.0
2019-09-24,1671400.0
2019-12-20,1153500.0
2020-05-26,939600.0
2019-04-30,806900.0
2019-12-23,862800.0
2020-03-11,607700.0
2020-05-29,835900.0
2019-12-26,776000.0
2020-06-01,1078900.0
2019-05-02,831200.0
2019-02-27,905300.0
2018-11-23,1194900.0
2019-08-06,1082900.0
2018-07-18,1089500.0
2018-09-20,788200.0
2018-10-22,714400.0
2019-07-05,977600.0
2019-06-03,1479400.0
2019-10-09,1577400.0
2019-10-11,1606100.0
2020-03-17,849200.0
2020-06-04,960600.0
2019-10-14,674500.0
2020-03-20,1109500.0
2018-11-06,1394800.0
2019-06-18,1225300.0
2019-05-17,892900.0
2019-04-15,951800.0
2019-03-14,1485400.0
2019-01-09,1043100.0
2018-08-02,910400.0
2018-10-05,976600.0
2019-08-21,953300.0
2019-10-17,886100.0
2020-03-23,2643800.0
2020-06-10,886700.0
2019-02-25,1199400.0
2020-01-07,1380500.0
2020-03-26,792900.0
2019-10-23,1615500.0
