Dates,CHTR
2020-05-21,372.8999938964844
2019-05-14,374.0799865722656
2018-08-31,372.5799865722656
2018-07-30,375.44000244140625
2018-10-02,381.94000244140625
2019-04-12,387.04998779296875
2019-03-11,386.7699890136719
2019-02-07,389.5199890136719
2019-07-17,387.42999267578125
2019-09-19,384.42999267578125
2019-10-21,387.1300048828125
2019-12-18,395.0400085449219
2020-03-06,395.6700134277344
2019-10-03,403.07000732421875
2020-03-09,407.42999267578125
2020-05-27,407.260009765625
2019-12-24,415.2200012207031
2020-03-12,420.30999755859375
2018-12-20,421.0199890136719
2019-08-01,417.6600036621094
2018-08-14,415.9700012207031
2018-07-13,420.17999267578125
2018-10-17,423.54998779296875
2019-05-29,421.9100036621094
2019-03-26,419.1499938964844
2019-02-22,419.04998779296875
2019-10-04,419.07000732421875
2019-11-05,425.1000061035156
2019-12-27,419.6499938964844
2020-06-02,420.1400146484375
2019-12-30,416.69000244140625
2020-03-18,414.510009765625
2020-06-05,406.1600036621094
2019-07-15,401.8399963378906
2018-12-03,406.8900146484375
2019-06-13,405.0199890136719
2019-01-04,405.79998779296875
2018-08-29,406.70001220703125
2019-02-05,420.8999938964844
2018-11-01,425.2900085449219
2019-08-16,423.04998779296875
2019-04-10,427.4800109863281
2019-09-17,424.8800048828125
2019-10-15,422.8800048828125
2020-01-02,421.9200134277344
2020-06-08,422.7900085449219
2019-10-18,430.260009765625
2020-03-24,437.32000732421875
2020-06-11,439.6000061035156
2020-01-08,437.260009765625
2019-04-25,435.8699951171875
2019-07-30,434.1199951171875
2019-02-20,432.6400146484375
2018-07-11,442.25
2018-09-13,465.2300109863281
2018-10-15,463.19000244140625
2019-06-28,462.30999755859375
2018-12-18,462.3500061035156
2018-11-16,469.04998779296875
2019-10-02,471.3699951171875
2020-03-27,467.510009765625
2020-01-10,462.989990234375
2019-10-24,463.9599914550781
2020-03-30,465.4100036621094
2020-06-17,467.0199890136719
2020-01-14,472.2200012207031
2020-04-02,472.44000244140625
2019-01-02,476.510009765625
2019-08-14,473.2099914550781
2018-10-30,471.44000244140625
2019-06-11,471.2799987792969
2019-05-10,474.8500061035156
2019-04-08,474.2200012207031
2018-08-27,467.4599914550781
2018-07-26,464.67999267578125
2018-09-28,463.94000244140625
2019-03-07,466.3299865722656
2019-10-30,468.8699951171875
2020-01-17,467.4200134277344
2020-06-23,465.3900146484375
2020-04-08,460.9599914550781
2020-06-26,461.9100036621094
2019-03-22,467.1000061035156
2019-01-17,467.20001220703125
2019-08-29,460.4700012207031
2018-11-14,461.42999267578125
2019-06-26,464.8800048828125
2018-09-11,465.8500061035156
2018-07-09,468.05999755859375
2018-08-10,469.2300109863281
2019-04-23,466.1400146484375
2019-09-30,466.20001220703125
2020-01-23,473.489990234375
2019-11-08,475.4599914550781
2020-04-14,480.260009765625
2019-11-11,480.95001220703125
2020-01-29,481.8900146484375
2020-04-17,478.3900146484375
2018-07-24,481.9700012207031
2018-09-26,480.489990234375
2019-05-08,485.5299987792969
2019-03-05,490.92999267578125
2019-02-01,495.54998779296875
2018-12-31,498.54998779296875
2018-11-29,501.5
2019-08-12,503.5199890136719
2019-07-11,504.8900146484375
2019-09-13,506.239990234375
2019-11-14,507.04998779296875
2020-04-20,506.1600036621094
2020-02-04,501.3299865722656
2020-04-23,498.94000244140625
2018-12-14,504.6099853515625
2019-08-27,505.45001220703125
2018-08-08,503.8999938964844
2018-10-11,497.4200134277344
2018-11-12,498.80999755859375
2019-07-26,487.82000732421875
2019-06-24,484.9599914550781
2019-05-23,495.0
2019-03-20,522.6900024414062
2019-01-15,519.8499755859375
2019-11-20,521.030029296875
2020-02-07,522.9199829101562
2020-02-10,521.3400268554688
2020-04-29,524.4199829101562
2019-11-26,524.010009765625
2020-02-13,528.6300048828125
2019-01-30,532.5499877929688
2018-08-23,532.2000122070312
2018-09-24,533.3800048828125
2018-11-27,536.9400024414062
2018-10-26,532.0900268554688
2019-07-09,529.239990234375
2019-06-07,525.5900268554688
2019-05-06,517.010009765625
2019-04-04,516.6799926757812
2019-09-11,507.510009765625
2019-11-29,485.4599914550781
2020-05-05,490.3399963378906
2019-12-02,489.17999267578125
2020-02-19,498.80999755859375
2020-05-08,501.2300109863281
2019-05-21,480.6499938964844
2019-03-18,460.739990234375
2018-09-07,460.3599853515625
2018-08-06,443.9200134277344
2018-10-09,421.8599853515625
2019-02-14,413.6600036621094
2018-12-12,388.1300048828125
2019-07-24,388.2300109863281
2019-09-26,345.6700134277344
2019-10-28,372.94000244140625
2019-12-05,370.0
2020-05-11,364.6700134277344
2019-07-03,396.5199890136719
2020-02-25,408.5400085449219
2020-05-14,422.04998779296875
2020-02-28,434.8999938964844
2019-08-08,440.739990234375
2019-06-05,432.05999755859375
2018-07-20,413.3900146484375
2018-08-21,418.010009765625
2018-10-24,425.989990234375
2019-04-02,442.75
2019-03-01,449.8299865722656
2019-01-28,450.9700012207031
2018-12-27,456.19000244140625
2019-09-09,462.1600036621094
2020-03-02,473.1300048828125
2020-05-20,474.5400085449219
2019-12-17,493.5
2020-03-05,486.07000732421875
2019-02-12,490.45001220703125
2019-01-11,486.7699890136719
2018-12-10,490.239990234375
2019-08-23,495.6099853515625
2018-11-08,494.1099853515625
2019-07-22,505.7799987792969
2019-06-20,494.3299865722656
2018-09-05,492.4200134277344
2019-04-17,490.3500061035156
2019-09-24,495.510009765625
2019-12-20,508.8699951171875
2020-05-26,508.8800048828125
2019-04-30,496.6199951171875
2019-12-23,507.6099853515625
2020-03-11,513.1300048828125
2020-05-29,507.20001220703125
2019-12-26,501.3699951171875
2020-06-01,487.6700134277344
2019-05-02,489.2699890136719
2019-02-27,485.010009765625
2018-11-23,505.79998779296875
2019-08-06,512.4000244140625
2018-07-18,510.8999938964844
2018-09-20,510.0
2018-10-22,509.239990234375
2019-07-05,508.20001220703125
2019-06-03,511.010009765625
2019-10-09,528.5399780273438
2019-10-11,531.0800170898438
2020-03-17,540.02001953125
2020-06-04,540.8300170898438
2019-10-14,542.260009765625
2020-03-20,534.6599731445312
2018-11-06,528.02001953125
2019-06-18,522.0800170898438
2019-05-17,529.4299926757812
2019-04-15,528.5
2019-03-14,517.1500244140625
2019-01-09,515.2899780273438
2018-08-02,511.54998779296875
2018-10-05,525.8900146484375
2019-08-21,532.8200073242188
2019-10-17,530.4199829101562
2020-03-23,524.469970703125
2020-06-10,523.4000244140625
2019-02-25,516.0999755859375
2020-01-07,505.57000732421875
2020-03-26,500.1600036621094
2019-10-23,500.5
