Dates,CHTR
2018-06-20,290.3399963378906
2018-06-21,291.8599853515625
2018-06-25,299.29998779296875
2018-06-22,295.5299987792969
2018-06-26,299.29998779296875
2018-06-27,296.0400085449219
2018-06-28,295.04998779296875
2018-06-29,293.2099914550781
2018-07-02,293.9100036621094
2018-07-03,299.510009765625
2018-07-05,296.17999267578125
2018-07-16,304.42999267578125
2018-09-18,308.2200012207031
2019-01-24,305.7099914550781
2019-09-05,301.3699951171875
2018-11-21,305.0199890136719
2020-01-13,304.8399963378906
2020-04-01,304.19000244140625
2020-06-19,302.0299987792969
2019-10-29,299.6000061035156
2020-01-16,291.1400146484375
2020-06-22,288.8399963378906
2018-10-03,287.82000732421875
2018-07-31,282.32000732421875
2019-03-12,274.6499938964844
2019-02-08,286.9100036621094
2019-01-07,286.2900085449219
2018-12-06,293.8999938964844
2019-08-19,304.5799865722656
2019-07-18,301.42999267578125
2019-05-15,294.20001220703125
2019-09-20,303.6600036621094
2019-11-01,300.0
2020-04-07,297.0299987792969
2020-06-25,298.20001220703125
2020-06-16,305.1700134277344
2019-11-04,302.45001220703125
2020-01-22,302.05999755859375
2019-11-07,307.8599853515625
2020-04-13,295.75
2019-07-01,302.0
2019-05-30,299.6400146484375
2018-08-15,295.0
2018-10-18,305.0799865722656
2019-03-27,300.2799987792969
2019-01-22,293.3900146484375
2018-12-21,300.6700134277344
2019-09-03,304.3399963378906
2018-11-19,305.0299987792969
2019-08-02,309.1499938964844
2020-01-28,309.05999755859375
2020-04-16,310.3999938964844
2019-11-13,312.989990234375
2020-01-31,306.80999755859375
2018-12-04,305.19000244140625
2018-11-02,305.19000244140625
2019-07-16,310.2699890136719
2018-08-30,312.8399963378906
2018-10-01,312.5
2019-06-14,319.2099914550781
2019-05-13,318.1300048828125
2019-04-11,319.4700012207031
2019-02-06,328.7900085449219
2019-09-18,329.7900085449219
2020-02-03,329.989990234375
2020-04-22,332.5899963378906
2019-11-19,327.0400085449219
2020-02-06,323.3699951171875
2019-11-22,321.6700134277344
2019-03-25,325.07000732421875
2019-02-21,325.8800048828125
2018-12-19,321.5899963378906
2018-07-12,326.8900146484375
2018-09-14,325.2900085449219
2018-08-13,324.67999267578125
2018-10-16,316.0400085449219
2019-07-31,320.239990234375
2019-05-28,322.6400146484375
2019-04-26,310.1300048828125
2020-04-28,301.9200134277344
2019-11-25,308.739990234375
2020-02-12,313.8900146484375
2020-05-01,321.0400085449219
2020-05-04,319.8299865722656
2019-06-12,318.1000061035156
2019-04-09,321.3399963378906
2019-03-08,319.6099853515625
2019-02-04,317.8900146484375
2018-07-27,306.04998779296875
2018-08-28,314.80999755859375
2019-01-03,295.010009765625
2019-08-15,300.8500061035156
2018-10-31,316.2200012207031
2019-09-16,320.3699951171875
2020-02-18,324.5799865722656
2020-05-07,317.8699951171875
2018-08-17,323.3500061035156
2019-12-04,320.6700134277344
2020-02-21,328.3599853515625
2018-12-17,324.6499938964844
2019-08-30,321.1099853515625
2018-11-15,323.3500061035156
2019-07-29,324.55999755859375
2019-06-27,320.79998779296875
2019-04-24,318.4800109863281
2018-07-10,328.5400085449219
2018-09-12,323.6000061035156
2019-02-19,305.010009765625
2019-01-18,305.5400085449219
2020-02-24,309.42999267578125
2020-05-13,313.2300109863281
2019-12-10,317.6400146484375
2020-02-27,328.67999267578125
2019-12-13,330.3299865722656
2020-05-19,329.20001220703125
2019-03-06,326.70001220703125
2018-11-30,321.8399963378906
2019-08-13,326.7799987792969
2019-07-12,315.70001220703125
2019-06-10,315.6400146484375
2019-05-09,312.5400085449219
2018-07-25,316.7799987792969
2018-09-27,311.4800109863281
2018-10-29,309.4200134277344
2019-10-16,309.2799987792969
2019-12-16,305.92999267578125
2020-03-04,297.6000061035156
2020-05-22,290.45001220703125
2019-10-01,283.92999267578125
2019-12-19,273.5199890136719
2018-09-10,285.70001220703125
2019-05-24,284.7300109863281
2018-08-09,285.0799865722656
2019-04-22,284.9700012207031
2019-03-21,287.989990234375
2019-01-16,287.5
2019-08-28,302.739990234375
2018-11-13,301.4700012207031
2018-10-12,300.7099914550781
2019-06-25,297.6400146484375
2020-03-10,292.6700134277344
2020-05-28,294.5400085449219
2019-10-07,291.55999755859375
2020-03-13,294.0
2019-10-10,293.80999755859375
2020-03-16,294.4100036621094
2020-06-03,291.3999938964844
2018-11-28,284.9700012207031
2018-09-25,284.5299987792969
2018-07-23,287.5799865722656
2018-08-24,291.4100036621094
2019-07-10,290.8599853515625
2019-05-07,289.7799987792969
2019-04-05,289.9100036621094
2019-03-04,331.04998779296875
2019-01-31,340.95001220703125
2019-09-12,337.0
2019-12-31,340.70001220703125
2020-03-19,343.510009765625
2020-01-03,344.510009765625
2020-06-09,344.1600036621094
2019-02-15,337.82000732421875
2019-01-14,340.3999938964844
2018-07-06,338.489990234375
2018-08-07,341.6000061035156
2018-10-10,349.05999755859375
2018-12-13,348.42999267578125
2019-08-26,349.760009765625
2019-07-25,349.5400085449219
2019-05-22,350.0799865722656
2019-03-19,348.8999938964844
2020-01-06,346.32000732421875
2020-03-25,345.0299987792969
2020-06-12,344.9100036621094
2019-10-22,346.5799865722656
2020-01-09,346.1000061035156
2020-06-15,343.75
2019-10-25,340.55999755859375
2020-03-31,340.0299987792969
2020-06-18,337.5400085449219
2019-04-03,341.0799865722656
2018-08-22,342.510009765625
2018-10-25,348.1300048828125
2019-01-29,352.7099914550781
2018-12-28,355.9200134277344
2018-11-26,357.3500061035156
2019-08-09,360.45001220703125
2019-07-08,362.44000244140625
2019-06-06,366.2699890136719
2019-09-10,360.7799987792969
2020-01-15,356.8399963378906
2020-04-03,356.0299987792969
2019-10-31,355.510009765625
2020-04-06,352.8699951171875
2020-06-24,346.9100036621094
2018-11-09,346.2200012207031
2019-07-23,346.6300048828125
2019-06-21,345.3699951171875
2019-05-20,345.7200012207031
2019-04-18,351.44000244140625
2018-09-06,354.1400146484375
2018-10-08,354.55999755859375
2019-02-13,354.3500061035156
2018-12-11,355.25
2019-09-25,356.04998779296875
2020-01-21,357.3399963378906
