Dates,CHTR
2018-06-20,296.760009765625
2018-06-21,295.8500061035156
2018-06-25,292.3900146484375
2018-06-22,296.70001220703125
2018-06-26,295.70001220703125
2018-06-27,299.6199951171875
2018-06-28,297.1700134277344
2018-06-29,290.3399963378906
2018-07-02,292.1300048828125
2018-07-03,296.19000244140625
2018-07-05,300.1499938964844
2018-07-16,297.42999267578125
2018-09-18,305.8299865722656
2019-01-24,309.4100036621094
2019-09-05,303.54998779296875
2018-11-21,301.6099853515625
2020-01-13,305.0899963378906
2020-04-01,305.6499938964844
2020-06-19,301.260009765625
2019-10-29,301.3699951171875
2020-01-16,299.9800109863281
2020-06-22,291.4599914550781
2018-10-03,288.8299865722656
2018-07-31,288.010009765625
2019-03-12,281.6099853515625
2019-02-08,280.05999755859375
2019-01-07,286.3900146484375
2018-12-06,284.6099853515625
2019-08-19,307.1300048828125
2019-07-18,304.989990234375
2019-05-15,297.4200134277344
2019-09-20,293.94000244140625
2019-11-01,303.9100036621094
2020-04-07,294.0
2020-06-25,297.8599853515625
2020-06-16,299.32000732421875
2019-11-04,302.8599853515625
2020-01-22,303.5400085449219
2019-11-07,303.6700134277344
2020-04-13,305.44000244140625
2019-07-01,296.6600036621094
2019-05-30,302.32000732421875
2018-08-15,300.6300048828125
2018-10-18,295.0
2019-03-27,302.2699890136719
2019-01-22,299.1400146484375
2018-12-21,294.0299987792969
2019-09-03,302.54998779296875
2018-11-19,305.489990234375
2019-08-02,305.4599914550781
2020-01-28,308.25
2020-04-16,309.17999267578125
2019-11-13,309.82000732421875
2020-01-31,312.3299865722656
2018-12-04,306.1499938964844
2018-11-02,303.3599853515625
2019-07-16,307.5
2018-08-30,310.8299865722656
2018-10-01,311.4599914550781
2019-06-14,315.3399963378906
2019-05-13,320.0
2019-04-11,318.989990234375
2019-02-06,319.6099853515625
2019-09-18,328.5899963378906
2020-02-03,331.8500061035156
2020-04-22,331.1600036621094
2019-11-19,330.8399963378906
2020-02-06,326.3800048828125
2019-11-22,324.260009765625
2019-03-25,321.70001220703125
2019-02-21,324.0899963378906
2018-12-19,327.6600036621094
