Dates,CHTR
2020-06-03,297.239990234375
2018-11-28,290.9200134277344
2018-09-25,291.3500061035156
2018-07-23,288.0
2018-08-24,291.6099853515625
2019-07-10,291.7300109863281
2019-05-07,292.9700012207031
2019-04-05,293.1000061035156
2019-03-04,338.30999755859375
2019-01-31,343.1400146484375
2019-09-12,343.8999938964844
2019-12-31,341.0
2020-03-19,343.7900085449219
2020-01-03,344.6499938964844
2020-06-09,344.6400146484375
2019-02-15,344.7200012207031
2019-01-14,342.0
2018-07-06,343.32000732421875
2018-08-07,343.2699890136719
2018-10-10,349.7699890136719
2018-12-13,350.7799987792969
2019-08-26,351.3900146484375
2019-07-25,350.2799987792969
2019-05-22,353.5
2019-03-19,353.75
2020-01-06,348.8299865722656
2020-03-25,345.8500061035156
2020-06-12,347.42999267578125
2019-10-22,347.5199890136719
2020-01-09,349.8399963378906
2020-06-15,346.989990234375
2019-10-25,344.7799987792969
2020-03-31,341.6700134277344
2020-06-18,339.7799987792969
2019-04-03,341.8800048828125
2018-08-22,342.6600036621094
2018-10-25,350.05999755859375
2019-01-29,354.4700012207031
2018-12-28,356.8999938964844
2018-11-26,359.7200012207031
2019-08-09,363.25
2019-07-08,365.6400146484375
2019-06-06,368.0199890136719
2019-09-10,366.489990234375
2020-01-15,362.510009765625
2020-04-03,358.7200012207031
2019-10-31,360.260009765625
2020-04-06,358.6099853515625
2020-06-24,354.6000061035156
2018-11-09,350.6000061035156
2019-07-23,347.510009765625
2019-06-21,349.1000061035156
2019-05-20,347.0
2019-04-18,352.20001220703125
2018-09-06,355.1199951171875
2018-10-08,355.55999755859375
2019-02-13,355.4700012207031
2018-12-11,356.5899963378906
2019-09-25,356.95001220703125
2020-01-21,358.3800048828125
2020-04-09,359.6700134277344
2019-11-06,362.25
2020-01-24,367.20001220703125
2020-01-27,359.9100036621094
2020-04-15,361.32000732421875
2018-12-26,361.989990234375
2019-08-07,368.7799987792969
2019-06-04,370.3299865722656
2018-09-21,371.6300048828125
2018-07-19,375.0
2018-08-20,378.3599853515625
2018-10-23,371.6300048828125
2019-05-03,377.92999267578125
2019-04-01,376.9700012207031
2019-02-28,375.30999755859375
2019-11-12,375.510009765625
2020-01-30,375.32000732421875
2019-11-15,378.29998779296875
2020-04-21,375.5400085449219
2019-04-16,376.6600036621094
2019-03-15,378.3399963378906
2019-02-11,384.0
2019-01-10,387.4100036621094
2019-08-22,380.0
2018-11-07,381.9800109863281
2018-08-03,380.510009765625
2018-09-04,377.4599914550781
2019-06-19,379.1400146484375
2019-09-23,379.9200134277344
2019-11-18,376.6099853515625
2020-02-05,379.92999267578125
2020-04-24,380.0
2019-03-29,379.54998779296875
2019-11-21,392.1400146484375
2020-04-27,389.2900085449219
2020-02-11,388.5299987792969
2020-04-30,395.29998779296875
2019-05-01,396.8900146484375
2019-02-26,397.67999267578125
2019-01-25,394.5
2018-12-24,392.9100036621094
2019-09-06,393.2099914550781
2018-07-17,397.17999267578125
2018-09-19,400.0
2019-08-05,398.1700134277344
2019-10-08,401.3800048828125
2019-12-11,400.0
2019-11-27,396.010009765625
2020-02-14,392.4700012207031
2020-05-06,392.510009765625
2019-01-08,393.6300048828125
2018-12-07,398.0
2019-08-20,400.0
2018-11-05,399.80999755859375
2019-07-19,401.9700012207031
2018-10-04,402.6199951171875
2019-06-17,402.4700012207031
2019-05-16,402.6700134277344
2018-08-01,408.260009765625
2019-03-13,411.70001220703125
2019-12-03,415.1400146484375
2020-02-20,415.7300109863281
2019-12-06,417.0299987792969
2020-05-12,416.95001220703125
2019-12-09,416.04998779296875
2020-02-26,417.1300048828125
2020-05-15,411.7200012207031
2019-03-28,409.6000061035156
2018-09-17,410.9800109863281
2018-08-16,410.32000732421875
2018-10-19,399.1300048828125
2019-04-29,402.8900146484375
2019-01-23,398.6199951171875
2019-09-04,390.989990234375
2018-11-20,392.8500061035156
2019-07-02,385.75
2019-05-31,382.79998779296875
2019-12-12,384.7900085449219
2020-05-18,377.3900146484375
2019-09-27,382.3699951171875
2020-03-03,382.07000732421875
2020-05-21,379.7900085449219
2019-05-14,384.0799865722656
2018-08-31,377.8800048828125
2018-07-30,381.8999938964844
2018-10-02,386.3900146484375
2019-04-12,391.55999755859375
2019-03-11,394.20001220703125
2019-02-07,393.94000244140625
2019-07-17,393.1300048828125
2019-09-19,395.3699951171875
2019-10-21,399.07000732421875
2019-12-18,401.3999938964844
2020-03-06,403.5
2019-10-03,410.0899963378906
2020-03-09,412.5
2020-05-27,413.1600036621094
2019-12-24,420.260009765625
2020-03-12,428.95001220703125
2018-12-20,427.8999938964844
2019-08-01,427.1099853515625
2018-08-14,423.9200134277344
2018-07-13,425.7900085449219
2018-10-17,431.42999267578125
2019-05-29,426.6499938964844
2019-03-26,427.0
2019-02-22,425.3599853515625
2019-10-04,425.7099914550781
2019-11-05,429.8800048828125
2019-12-27,427.2900085449219
2020-06-02,423.510009765625
2019-12-30,424.5899963378906
2020-03-18,418.57000732421875
2020-06-05,418.75
2019-07-15,411.8299865722656
2018-12-03,413.7699890136719
2019-06-13,415.4800109863281
2019-01-04,412.9200134277344
2018-08-29,416.9599914550781
2019-02-05,429.3999938964844
2018-11-01,432.1600036621094
2019-08-16,430.94000244140625
2019-04-10,431.510009765625
2019-09-17,430.29998779296875
2019-10-15,430.7200012207031
2020-01-02,424.69000244140625
2020-06-08,435.45001220703125
2019-10-18,440.2699890136719
2020-03-24,445.0
2020-06-11,444.4100036621094
2020-01-08,444.989990234375
2019-04-25,441.010009765625
2019-07-30,439.3900146484375
2019-02-20,439.04998779296875
2018-07-11,469.57000732421875
2018-09-13,470.30999755859375
2018-10-15,468.989990234375
2019-06-28,469.30999755859375
2018-12-18,469.45001220703125
2018-11-16,478.07000732421875
2019-10-02,479.17999267578125
2020-03-27,474.42999267578125
2020-01-10,472.7200012207031
2019-10-24,471.07000732421875
2020-03-30,474.29998779296875
2020-06-17,474.6000061035156
2020-01-14,475.6400146484375
2020-04-02,482.6199951171875
2019-01-02,480.2900085449219
2019-08-14,485.989990234375
2018-10-30,477.45001220703125
2019-06-11,480.5199890136719
2019-05-10,483.54998779296875
2019-04-08,479.95001220703125
2018-08-27,477.1199951171875
2018-07-26,472.9100036621094
2018-09-28,469.4700012207031
2019-03-07,475.8699951171875
2019-10-30,473.57000732421875
2020-01-17,473.20001220703125
2020-06-23,470.510009765625
2020-04-08,469.2799987792969
2020-06-26,468.2699890136719
2019-03-22,473.2200012207031
2019-01-17,475.5
2019-08-29,469.70001220703125
2018-11-14,467.32000732421875
2019-06-26,472.92999267578125
2018-09-11,478.07000732421875
2018-07-09,478.8299865722656
2018-08-10,476.260009765625
2019-04-23,476.17999267578125
2019-09-30,475.8900146484375
2020-01-23,480.8500061035156
2019-11-08,483.0799865722656
2020-04-14,482.94000244140625
2019-11-11,487.17999267578125
2020-01-29,487.5199890136719
2020-04-17,484.92999267578125
2018-07-24,487.0799865722656
2018-09-26,491.4100036621094
2019-05-08,496.5899963378906
2019-03-05,498.1499938964844
2019-02-01,500.6499938964844
2018-12-31,509.989990234375
2018-11-29,508.8599853515625
2019-08-12,509.0299987792969
2019-07-11,512.6500244140625
2019-09-13,512.7000122070312
2019-11-14,517.0700073242188
2020-04-20,513.7100219726562
2020-02-04,512.030029296875
2020-04-23,506.7300109863281
2018-12-14,512.7899780273438
2019-08-27,516.7000122070312
2018-08-08,514.260009765625
2018-10-11,507.3599853515625
2018-11-12,507.45001220703125
2019-07-26,499.07000732421875
2019-06-24,494.3299865722656
2019-05-23,521.6900024414062
2019-03-20,537.5399780273438
2019-01-15,532.6500244140625
2019-11-20,530.530029296875
2020-02-07,529.4600219726562
2020-02-10,526.5499877929688
2020-04-29,531.75
2019-11-26,532.2999877929688
2020-02-13,535.4199829101562
2019-01-30,536.25
2018-08-23,536.25
2018-09-24,538.7000122070312
2018-11-27,546.5399780273438
2018-10-26,544.0900268554688
2019-07-09,538.4299926757812
2019-06-07,534.0
2019-05-06,534.8300170898438
2019-04-04,527.5
2019-09-11,520.489990234375
2019-11-29,509.8800048828125
2020-05-05,500.70001220703125
2019-12-02,505.5
2020-02-19,524.6500244140625
2020-05-08,522.760009765625
2019-05-21,498.6199951171875
2019-03-18,478.6199951171875
2018-09-07,477.8699951171875
2018-08-06,477.0
2018-10-09,446.739990234375
2019-02-14,454.5199890136719
2018-12-12,418.3800048828125
2019-07-24,406.6300048828125
2019-09-26,390.75
2019-10-28,414.3999938964844
2019-12-05,404.55999755859375
2020-05-11,399.989990234375
2019-07-03,421.2099914550781
2020-02-25,441.0
2020-05-14,460.5400085449219
2020-02-28,456.3999938964844
2019-08-08,454.510009765625
2019-06-05,449.1700134277344
2018-07-20,434.8299865722656
2018-08-21,436.8800048828125
2018-10-24,440.6199951171875
2019-04-02,464.5
2019-03-01,475.1499938964844
2019-01-28,466.1400146484375
2018-12-27,476.1499938964844
2019-09-09,473.20001220703125
2020-03-02,495.9200134277344
2020-05-20,497.9800109863281
2019-12-17,507.7699890136719
2020-03-05,509.1199951171875
2019-02-12,506.260009765625
2019-01-11,497.5899963378906
2018-12-10,501.3500061035156
2019-08-23,508.05999755859375
2018-11-08,508.8599853515625
2019-07-22,515.6300048828125
2019-06-20,514.72998046875
2018-09-05,505.57000732421875
2019-04-17,511.3299865722656
2019-09-24,517.9099731445312
2019-12-20,521.7999877929688
2020-05-26,518.4199829101562
2019-04-30,517.8699951171875
2019-12-23,520.0
2020-03-11,521.4600219726562
2020-05-29,515.6500244140625
2019-12-26,514.5900268554688
2020-06-01,503.0
2019-05-02,502.05999755859375
2019-02-27,503.4700012207031
2018-11-23,524.6599731445312
2019-08-06,523.2899780273438
2018-07-18,525.77001953125
2018-09-20,519.6400146484375
2018-10-22,519.0999755859375
2019-07-05,517.6900024414062
2019-06-03,528.0599975585938
2019-10-09,539.8800048828125
2019-10-11,545.6300048828125
2020-03-17,548.0399780273438
2020-06-04,549.0
2019-10-14,548.8099975585938
2020-03-20,548.9099731445312
2018-11-06,546.0700073242188
2019-06-18,540.4000244140625
2019-05-17,542.3599853515625
2019-04-15,536.3499755859375
2019-03-14,535.6699829101562
2019-01-09,530.719970703125
2018-08-02,526.75
2018-10-05,538.02001953125
2019-08-21,539.1099853515625
2019-10-17,538.969970703125
2020-03-23,540.9000244140625
2020-06-10,534.010009765625
2019-02-25,532.0599975585938
2020-01-07,517.8400268554688
2020-03-26,512.5499877929688
2019-10-23,510.5
