Dates,DHR
2018-06-20,99.13999938964844
2018-06-21,97.91000366210938
2018-06-25,99.30000305175781
2018-06-22,98.86000061035156
2018-06-26,99.12000274658203
2018-06-27,98.1500015258789
2018-06-28,98.62000274658203
2018-06-29,98.68000030517578
2018-07-02,98.12999725341797
2018-07-03,98.47000122070312
2018-07-05,98.86000061035156
2018-07-16,99.33000183105469
2018-09-18,99.5
2019-01-24,100.16000366210938
2019-09-05,98.56999969482422
2018-11-21,99.62000274658203
2020-01-13,99.19999694824219
2020-04-01,98.16999816894531
2020-06-19,99.58000183105469
2019-10-29,98.77999877929688
2020-01-16,103.19999694824219
2020-06-22,101.29000091552734
2018-10-03,103.13999938964844
2018-07-31,103.55000305175781
2019-03-12,103.54000091552734
2019-02-08,103.79000091552734
2019-01-07,102.75
2018-12-06,101.80999755859375
2019-08-19,102.58000183105469
2019-07-18,102.0
2019-05-15,101.44999694824219
2019-09-20,101.37000274658203
2019-11-01,102.30999755859375
2020-04-07,102.26000213623047
2020-06-25,101.94999694824219
2020-06-16,101.70999908447266
2019-11-04,100.33000183105469
2020-01-22,99.86000061035156
2019-11-07,100.79000091552734
2020-04-13,100.08999633789062
2019-07-01,100.4800033569336
2019-05-30,100.70999908447266
2018-08-15,100.58000183105469
2018-10-18,100.61000061035156
2019-03-27,100.69000244140625
2019-01-22,99.75
2018-12-21,100.1500015258789
2019-09-03,102.45999908447266
2018-11-19,102.69999694824219
2019-08-02,103.66000366210938
2020-01-28,103.01000213623047
2020-04-16,103.54000091552734
2019-11-13,103.55000305175781
2020-01-31,104.01000213623047
2018-12-04,104.5999984741211
2018-11-02,104.66000366210938
2019-07-16,105.12999725341797
2018-08-30,105.25
2018-10-01,105.79000091552734
2019-06-14,107.41999816894531
2019-05-13,106.87000274658203
2019-04-11,105.97000122070312
2019-02-06,106.76000213623047
2019-09-18,107.51000213623047
2020-02-03,107.97000122070312
2020-04-22,108.08000183105469
2019-11-19,107.83000183105469
2020-02-06,108.0199966430664
2019-11-22,108.9000015258789
2019-03-25,108.18000030517578
2019-02-21,108.66000366210938
2018-12-19,109.29000091552734
2018-07-12,108.95999908447266
2018-09-14,108.52999877929688
2018-08-13,107.0
2018-10-16,106.9800033569336
2019-07-31,105.61000061035156
2019-05-28,106.7300033569336
2019-04-26,103.83999633789062
2020-04-28,101.2699966430664
2019-11-25,103.37999725341797
2020-02-12,101.98999786376953
2020-05-01,105.05000305175781
2020-05-04,104.95999908447266
2019-06-12,101.23999786376953
2019-04-09,100.38999938964844
2019-03-08,98.55999755859375
2019-02-04,97.41999816894531
2018-07-27,95.80999755859375
2018-08-28,98.29000091552734
2019-01-03,97.13999938964844
2019-08-15,96.8499984741211
2018-10-31,97.72000122070312
2019-09-16,99.4000015258789
2020-02-18,100.5199966430664
2020-05-07,101.25
2018-08-17,101.76000213623047
2019-12-04,101.22000122070312
2020-02-21,104.06999969482422
2018-12-17,104.75
2019-08-30,104.38999938964844
2018-11-15,101.55000305175781
2019-07-29,100.48999786376953
2019-06-27,100.73999786376953
2019-04-24,101.6500015258789
2018-07-10,103.19999694824219
2018-09-12,101.30000305175781
2019-02-19,101.97000122070312
2019-01-18,102.94000244140625
2020-02-24,102.41000366210938
2020-05-13,103.27999877929688
2019-12-10,104.0
2020-02-27,106.97000122070312
2019-12-13,107.94000244140625
2020-05-19,109.54000091552734
2019-03-06,108.63999938964844
2018-11-30,106.30000305175781
2019-08-13,104.86000061035156
2019-07-12,101.87000274658203
2019-06-10,101.72000122070312
2019-05-09,101.31999969482422
2018-07-25,102.02999877929688
2018-09-27,102.5
2018-10-29,100.4000015258789
2019-10-16,100.37000274658203
2019-12-16,100.72000122070312
2020-03-04,100.6500015258789
