Dates,MMM
2018-06-20,185.519775390625
2018-06-21,183.12216186523438
2018-06-25,184.0399932861328
2018-06-22,183.38436889648438
2018-06-26,184.1149139404297
2018-06-27,182.56015014648438
2018-06-28,183.54359436035156
2018-06-29,184.24603271484375
2018-07-02,183.12216186523438
2018-07-03,183.4124755859375
2018-07-05,184.8267059326172
2018-07-16,184.93911743164062
2018-09-18,187.81442260742188
2019-01-24,188.70419311523438
2019-09-05,185.14515686035156
2018-11-21,186.68116760253906
2020-01-13,188.42323303222656
2020-04-01,188.35765075683594
2020-06-19,189.2567901611328
2019-10-29,189.37857055664062
2020-01-16,188.8166046142578
2020-06-22,189.14437866210938
2018-10-03,186.23159790039062
2018-07-31,187.95494079589844
2019-03-12,191.42031860351562
2019-02-08,194.7733154296875
2019-01-07,194.26754760742188
2018-12-06,192.11338806152344
2019-08-19,198.85684204101562
2019-07-18,193.92103576660156
2019-05-15,192.49740600585938
2019-09-20,194.1457977294922
2019-11-01,193.5932159423828
2020-04-07,195.3446502685547
2020-06-25,194.0052947998047
2020-06-16,191.79495239257812
2019-11-04,189.15374755859375
2020-01-22,187.168212890625
2019-11-07,187.8050994873047
2020-04-13,188.61988830566406
2019-07-01,190.268310546875
2019-05-30,191.78558349609375
2018-08-15,191.62637329101562
2018-10-18,192.64723205566406
2019-03-27,191.3079071044922
2019-01-22,191.16648864746094
2018-12-21,193.56137084960938
2019-09-03,196.42770385742188
2018-11-19,197.46484375
2019-08-02,198.43601989746094
2020-01-28,198.209716796875
2020-04-16,198.86973571777344
2019-11-13,196.68228149414062
2020-01-31,199.72776794433594
2018-12-04,200.5857391357422
2018-11-02,200.42547607421875
2019-07-16,200.76487731933594
2018-08-30,199.68060302734375
2018-10-01,194.90025329589844
2019-06-14,197.1065673828125
2019-05-13,196.00340270996094
2019-04-11,197.5591278076172
2019-02-06,199.4448699951172
2019-09-18,200.9440460205078
2020-02-03,202.97122192382812
2020-04-22,203.9706573486328
2019-11-19,201.31175231933594
2020-02-06,198.60574340820312
2019-11-22,199.01116943359375
2019-03-25,198.10601806640625
2019-02-21,198.67173767089844
2018-12-19,200.06716918945312
2018-07-12,203.3860626220703
2018-09-14,203.43319702148438
2018-08-13,201.62290954589844
2018-10-16,201.01002502441406
2019-07-31,202.12261962890625
2019-05-28,198.3982696533203
2019-04-26,190.60076904296875
2020-04-28,185.4904327392578
2019-11-25,186.9047088623047
2020-02-12,187.5741729736328
2020-05-01,190.77049255371094
2020-05-04,191.33621215820312
2019-06-12,188.93191528320312
2019-04-09,188.4322052001953
2019-03-08,189.8559112548828
2019-02-04,181.5492401123047
2018-07-27,173.99685668945312
2018-08-28,174.42115783691406
2019-01-03,174.3834686279297
2019-08-15,175.17544555664062
2018-10-31,178.9657745361328
2019-09-16,179.39007568359375
2020-02-18,181.2380828857422
2020-05-07,181.7943878173828
2018-08-17,182.20925903320312
2019-12-04,184.1421356201172
2020-02-21,189.78988647460938
2018-12-17,192.41107177734375
2019-08-30,189.6107940673828
2018-11-15,185.78271484375
2019-07-29,187.0367431640625
2019-06-27,186.74444580078125
2019-04-24,193.20310974121094
2018-07-10,197.05943298339844
2018-09-12,193.8348388671875
2019-02-19,189.05445861816406
2019-01-18,188.61776733398438
2020-02-24,186.8236083984375
2020-05-13,189.72848510742188
2019-12-10,190.51638793945312
2020-02-27,193.98138427734375
2019-12-13,194.1902313232422
2020-05-19,197.3798828125
2019-03-06,198.1773223876953
2018-11-30,191.94985961914062
2019-08-13,192.40553283691406
2019-07-12,188.19061279296875
2019-06-10,188.26657104492188
2019-05-09,187.45018005371094
2018-07-25,189.68101501464844
2018-09-27,191.88340759277344
2018-10-29,186.15908813476562
2019-10-16,183.0453643798828
2019-12-16,184.6971435546875
2020-03-04,180.33035278320312
2020-05-22,177.8811492919922
2019-10-01,174.4351348876953
2019-12-19,169.565185546875
2018-09-10,176.81788635253906
2019-05-24,181.03282165527344
2018-08-09,179.77024841308594
2019-04-22,180.8809356689453
2019-03-21,181.27015686035156
2019-01-16,174.4446258544922
2019-08-28,181.62139892578125
2018-11-13,181.20372009277344
2018-10-12,181.96315002441406
2019-06-25,182.55172729492188
2020-03-10,183.7858123779297
2020-05-28,182.46630859375
2019-10-07,182.4282989501953
2020-03-13,179.36204528808594
2019-10-10,179.87466430664062
2020-03-16,181.9916534423828
2020-06-03,185.93125915527344
2018-11-28,182.51376342773438
2018-09-25,182.54222106933594
2018-07-23,182.76055908203125
2018-08-24,185.96920776367188
2019-07-10,183.40609741210938
2019-05-07,186.9660186767578
2019-04-05,189.1683807373047
2019-03-04,190.14617919921875
2019-01-31,189.06398010253906
2019-09-12,190.0607452392578
2019-12-31,190.9246063232422
2020-03-19,192.30111694335938
2020-01-03,189.70950317382812
2020-06-09,189.69052124023438
2019-02-15,190.72525024414062
2019-01-14,196.09832763671875
2018-07-06,199.0886688232422
2018-08-07,195.88645935058594
2018-10-10,199.64303588867188
2018-12-13,199.21292114257812
2019-08-26,199.32762145996094
2019-07-25,198.6011505126953
2019-05-22,200.11143493652344
2019-03-19,201.28713989257812
2020-01-06,200.14010620117188
2020-03-25,199.80555725097656
2020-06-12,198.23793029785156
2019-10-22,198.33349609375
2020-01-09,197.7313232421875
2020-06-15,194.84457397460938
2019-10-25,193.85049438476562
2020-03-31,191.04022216796875
2020-06-18,192.02474975585938
2019-04-03,197.96072387695312
2018-08-22,196.71810913085938
2018-10-25,197.54013061523438
2019-01-29,198.22836303710938
2018-12-28,198.89747619628906
2018-11-26,199.2893829345703
2019-08-09,199.7959747314453
