Dates,MMM
2018-06-20,198.0800018310547
2018-06-21,195.52000427246094
2018-06-25,196.5
2018-06-22,195.8000030517578
2018-06-26,196.5800018310547
2018-06-27,194.9199981689453
2018-06-28,195.97000122070312
2018-06-29,196.72000122070312
2018-07-02,195.52000427246094
2018-07-03,195.8300018310547
2018-07-05,197.33999633789062
2018-07-16,197.4600067138672
2018-09-18,200.52999877929688
2019-01-24,201.47999572753906
2019-09-05,197.67999267578125
2018-11-21,199.32000732421875
2020-01-13,201.17999267578125
2020-04-01,201.11000061035156
2020-06-19,202.07000732421875
2019-10-29,202.1999969482422
2020-01-16,201.60000610351562
2020-06-22,201.9499969482422
2018-10-03,198.83999633789062
2018-07-31,200.67999267578125
2019-03-12,204.3800048828125
2019-02-08,207.9600067138672
2019-01-07,207.4199981689453
2018-12-06,205.1199951171875
2019-08-19,212.32000732421875
2019-07-18,207.0500030517578
2019-05-15,205.52999877929688
2019-09-20,207.2899932861328
2019-11-01,206.6999969482422
2020-04-07,208.57000732421875
2020-06-25,207.13999938964844
2020-06-16,204.77999877929688
2019-11-04,201.9600067138672
2020-01-22,199.83999633789062
2019-11-07,200.52000427246094
2020-04-13,201.38999938964844
2019-07-01,203.14999389648438
2019-05-30,204.77000427246094
2018-08-15,204.60000610351562
2018-10-18,205.69000244140625
2019-03-27,204.25999450683594
2019-01-22,202.75
2018-12-21,205.2899932861328
2019-09-03,208.3300018310547
2018-11-19,209.42999267578125
2019-08-02,210.4600067138672
2020-01-28,210.22000122070312
2020-04-16,210.9199981689453
2019-11-13,208.60000610351562
2020-01-31,211.8300018310547
2018-12-04,212.74000549316406
2018-11-02,212.57000732421875
2019-07-16,212.92999267578125
2018-08-30,211.77999877929688
2018-10-01,206.7100067138672
2019-06-14,209.0500030517578
2019-05-13,207.8800048828125
2019-04-11,209.52999877929688
2019-02-06,211.52999877929688
2019-09-18,213.1199951171875
2020-02-03,215.27000427246094
2020-04-22,216.3300018310547
2019-11-19,213.50999450683594
2020-02-06,210.63999938964844
2019-11-22,211.07000732421875
2019-03-25,210.11000061035156
2019-02-21,210.7100067138672
2018-12-19,212.19000244140625
2018-07-12,215.7100067138672
2018-09-14,215.75999450683594
2018-08-13,213.83999633789062
2018-10-16,213.19000244140625
2019-07-31,214.3699951171875
2019-05-28,210.4199981689453
2019-04-26,202.14999389648438
2020-04-28,196.72999572753906
2019-11-25,198.22999572753906
2020-02-12,198.94000244140625
2020-05-01,202.3300018310547
2020-05-04,202.92999267578125
2019-06-12,200.3800048828125
2019-04-09,199.85000610351562
2019-03-08,201.36000061035156
2019-02-04,192.5500030517578
2018-07-27,184.5399932861328
2018-08-28,184.99000549316406
2019-01-03,184.9499969482422
2019-08-15,185.7899932861328
2018-10-31,189.80999755859375
2019-09-16,190.25999450683594
2020-02-18,192.22000122070312
2020-05-07,192.80999755859375
2018-08-17,193.25
2019-12-04,195.3000030517578
2020-02-21,201.2899932861328
2018-12-17,204.07000732421875
2019-08-30,201.10000610351562
2018-11-15,197.0399932861328
2019-07-29,198.3699951171875
2019-06-27,198.05999755859375
2019-04-24,204.91000366210938
2018-07-10,209.0
2018-09-12,205.5800018310547
