Dates,EIX
2018-06-20,60.79999923706055
2018-06-21,60.349998474121094
2018-06-25,60.81999969482422
2018-06-22,61.689998626708984
2018-06-26,62.11000061035156
2018-06-27,62.4900016784668
2018-06-28,63.06999969482422
2018-06-29,62.869998931884766
2018-07-02,63.2400016784668
2018-07-03,63.83000183105469
2018-07-05,64.5
2018-07-16,65.33000183105469
2018-09-18,66.26000213623047
2019-01-24,63.86000061035156
2019-09-05,65.27999877929688
2018-11-21,65.63999938964844
2020-01-13,65.72000122070312
2020-04-01,65.41999816894531
2020-06-19,65.41000366210938
2019-10-29,65.48999786376953
2020-01-16,65.26000213623047
2020-06-22,65.54000091552734
2018-10-03,65.1500015258789
2018-07-31,64.94999694824219
2019-03-12,66.08999633789062
2019-02-08,67.4000015258789
2019-01-07,67.56999969482422
2018-12-06,66.55000305175781
2019-08-19,66.01000213623047
2019-07-18,66.12000274658203
2019-05-15,66.05000305175781
2019-09-20,66.37000274658203
2019-11-01,67.12000274658203
2020-04-07,67.54000091552734
2020-06-25,67.13999938964844
2020-06-16,67.23999786376953
2019-11-04,67.38999938964844
2020-01-22,66.62999725341797
2019-11-07,66.58999633789062
2020-04-13,67.2300033569336
2019-07-01,67.94000244140625
2019-05-30,69.33999633789062
2018-08-15,69.91999816894531
2018-10-18,69.0
2019-03-27,68.9800033569336
2019-01-22,68.06999969482422
2018-12-21,67.55000305175781
2019-09-03,67.97000122070312
2018-11-19,67.41999816894531
2019-08-02,67.83000183105469
2020-01-28,67.37000274658203
2020-04-16,66.4800033569336
2019-11-13,65.8499984741211
2020-01-31,66.79000091552734
2018-12-04,67.4000015258789
2018-11-02,66.91999816894531
2019-07-16,66.9800033569336
2018-08-30,67.2300033569336
2018-10-01,67.55999755859375
2019-06-14,67.83000183105469
2019-05-13,68.33999633789062
2019-04-11,68.38999938964844
2019-02-06,68.2300033569336
2019-09-18,68.38999938964844
2020-02-03,67.30999755859375
2020-04-22,67.55000305175781
2019-11-19,68.05000305175781
2020-02-06,67.58999633789062
2019-11-22,67.08999633789062
2019-03-25,66.3499984741211
2019-02-21,66.83000183105469
2018-12-19,67.76000213623047
2018-07-12,67.5199966430664
2018-09-14,68.6500015258789
2018-08-13,68.08999633789062
2018-10-16,68.80999755859375
2019-07-31,69.58999633789062
2019-05-28,70.0
2019-04-26,70.31999969482422
2020-04-28,69.51000213623047
2019-11-25,68.56999969482422
2020-02-12,68.77999877929688
2020-05-01,68.79000091552734
2020-05-04,69.25
2019-06-12,69.5999984741211
2019-04-09,69.55999755859375
2019-03-08,70.2699966430664
2019-02-04,69.94000244140625
2018-07-27,69.81999969482422
2018-08-28,70.12999725341797
2019-01-03,69.70999908447266
2019-08-15,68.36000061035156
2018-10-31,69.55000305175781
2019-09-16,68.25
2020-02-18,69.3499984741211
2020-05-07,68.48999786376953
2018-08-17,68.22000122070312
2019-12-04,68.81999969482422
2020-02-21,69.26000213623047
2018-12-17,69.9000015258789
2019-08-30,67.75
2018-11-15,54.83000183105469
2019-07-29,53.02000045776367
2019-06-27,52.45000076293945
2019-04-24,53.310001373291016
2018-07-10,52.86000061035156
2018-09-12,53.77000045776367
2019-02-19,54.040000915527344
2019-01-18,53.099998474121094
2020-02-24,53.38999938964844
2020-05-13,53.099998474121094
2019-12-10,54.04999923706055
2020-02-27,55.58000183105469
2019-12-13,54.68000030517578
2020-05-19,54.63999938964844
2019-03-06,55.25
2018-11-30,57.400001525878906
2019-08-13,58.06999969482422
2019-07-12,57.70000076293945
2019-06-10,58.150001525878906
2019-05-09,58.970001220703125
2018-07-25,59.189998626708984
2018-09-27,59.439998626708984
2018-10-29,59.4900016784668
2019-10-16,59.380001068115234
2019-12-16,58.36000061035156
2020-03-04,57.400001525878906
2020-05-22,58.33000183105469
2019-10-01,58.2599983215332
2019-12-19,55.9900016784668
2018-09-10,54.33000183105469
2019-05-24,55.959999084472656
2018-08-09,56.5
2019-04-22,57.189998626708984
2019-03-21,56.18000030517578
