Dates,EIX
2018-06-20,60.279998779296875
2018-06-21,60.119998931884766
2018-06-25,60.5
2018-06-22,61.599998474121094
2018-06-26,62.040000915527344
2018-06-27,62.34000015258789
2018-06-28,62.90999984741211
2018-06-29,62.5099983215332
2018-07-02,62.86000061035156
2018-07-03,63.470001220703125
2018-07-05,64.11000061035156
2018-07-16,65.29000091552734
2018-09-18,64.30000305175781
2019-01-24,63.66999816894531
2019-09-05,65.04000091552734
2018-11-21,65.02999877929688
2020-01-13,65.2699966430664
2020-04-01,65.06999969482422
2020-06-19,65.41000366210938
2019-10-29,64.86000061035156
2020-01-16,65.26000213623047
2020-06-22,64.6500015258789
2018-10-03,64.5
2018-07-31,64.04000091552734
2019-03-12,65.95999908447266
2019-02-08,66.9800033569336
2019-01-07,66.30000305175781
2018-12-06,65.22000122070312
2019-08-19,65.66999816894531
2019-07-18,64.9000015258789
2019-05-15,65.70999908447266
2019-09-20,66.16999816894531
2019-11-01,67.0199966430664
2020-04-07,66.58000183105469
2020-06-25,66.80000305175781
2020-06-16,66.93000030517578
2019-11-04,66.58000183105469
2020-01-22,66.37999725341797
2019-11-07,66.58999633789062
2020-04-13,66.86000061035156
2019-07-01,67.41000366210938
2019-05-30,69.12999725341797
2018-08-15,68.3499984741211
2018-10-18,68.4800033569336
2019-03-27,67.58000183105469
2019-01-22,67.37999725341797
2018-12-21,66.3499984741211
2019-09-03,67.1500015258789
2018-11-19,67.37000274658203
2019-08-02,66.80999755859375
2020-01-28,66.12999725341797
2020-04-16,65.16999816894531
2019-11-13,65.76000213623047
2020-01-31,66.62000274658203
2018-12-04,67.13999938964844
2018-11-02,66.44999694824219
2019-07-16,66.63999938964844
2018-08-30,67.12999725341797
2018-10-01,67.26000213623047
2019-06-14,67.26000213623047
2019-05-13,67.77999877929688
2019-04-11,68.0199966430664
2019-02-06,67.94000244140625
2019-09-18,66.94999694824219
2020-02-03,66.83999633789062
2020-04-22,67.52999877929688
2019-11-19,67.47000122070312
2020-02-06,66.68000030517578
2019-11-22,66.68000030517578
2019-03-25,66.05000305175781
2019-02-21,66.69000244140625
2018-12-19,67.16999816894531
2018-07-12,67.5199966430664
2018-09-14,68.0
2018-08-13,67.7300033569336
2018-10-16,68.72000122070312
2019-07-31,69.11000061035156
2019-05-28,69.77999877929688
