Dates,EIX
2019-01-31,2537700.0
2019-09-12,3996400.0
2019-12-31,2636300.0
2020-03-19,2362000.0
2020-01-03,2849800.0
2020-06-09,1462000.0
2019-02-15,2876800.0
2019-01-14,2986800.0
2018-07-06,2130000.0
2018-08-07,1757800.0
2018-10-10,2015100.0
2018-12-13,2141600.0
2019-08-26,2320300.0
2019-07-25,5361000.0
2019-05-22,3909800.0
2019-03-19,2669000.0
2020-01-06,3429600.0
2020-03-25,2063600.0
2020-06-12,4387200.0
2019-10-22,2907100.0
2020-01-09,2517700.0
2020-06-15,2035100.0
2019-10-25,2887900.0
2020-03-31,2950600.0
2020-06-18,1610600.0
2019-04-03,2577800.0
2018-08-22,2714600.0
2018-10-25,3927800.0
2019-01-29,2542900.0
2018-12-28,4798300.0
2018-11-26,2249700.0
2019-08-09,1978500.0
2019-07-08,1961200.0
2019-06-06,2039000.0
2019-09-10,3340000.0
2020-01-15,1952700.0
2020-04-03,1287700.0
2019-10-31,2054300.0
2020-04-06,2297500.0
2020-06-24,3439300.0
2018-11-09,1502400.0
2019-07-23,1545600.0
2019-06-21,1832500.0
2019-05-20,1560800.0
2019-04-18,2196300.0
2018-09-06,1706000.0
2018-10-08,2109300.0
2019-02-13,1322000.0
2018-12-11,1779400.0
2019-09-25,8964300.0
2020-01-21,4504000.0
2020-04-09,1631200.0
2019-11-06,1285400.0
2020-01-24,1287200.0
2020-01-27,1519200.0
2020-04-15,1643600.0
2018-12-26,1417100.0
2019-08-07,1822700.0
2019-06-04,1262800.0
2018-09-21,1878500.0
2018-07-19,2703800.0
2018-08-20,3976400.0
2018-10-23,2365700.0
2019-05-03,1385800.0
2019-04-01,1401500.0
2019-02-28,1258400.0
2019-11-12,1132800.0
2020-01-30,1462200.0
2019-11-15,2488000.0
2020-04-21,1924900.0
2019-04-16,1591700.0
2019-03-15,1155200.0
2019-02-11,1300600.0
2019-01-10,2101800.0
2019-08-22,1691000.0
2018-11-07,1144800.0
2018-08-03,1219300.0
2018-09-04,1616600.0
2019-06-19,924700.0
2019-09-23,3453600.0
2019-11-18,3144400.0
2020-02-05,2693200.0
2020-04-24,1864200.0
2019-03-29,1447700.0
2019-11-21,2017100.0
2020-04-27,3102900.0
2020-02-11,2294900.0
2020-04-30,1692100.0
2019-05-01,2190400.0
2019-02-26,1668800.0
2019-01-25,2318400.0
2018-12-24,1895600.0
2019-09-06,2019400.0
2018-07-17,1460500.0
2018-09-19,1905400.0
2019-08-05,3101000.0
2019-10-08,3905700.0
2019-12-11,6108900.0
2019-11-27,2419800.0
2020-02-14,1514400.0
2020-05-06,1429200.0
2019-01-08,1722700.0
2018-12-07,4580000.0
2019-08-20,2008600.0
2018-11-05,2351100.0
2019-07-19,1494000.0
2018-10-04,2016800.0
2019-06-17,2982800.0
2019-05-16,3384600.0
2018-08-01,1919800.0
2019-03-13,4499500.0
2019-12-03,2619200.0
2020-02-20,2744300.0
2019-12-06,2827100.0
2020-05-12,1740700.0
2019-12-09,1706100.0
2020-02-26,1844300.0
2020-05-15,1628500.0
2019-03-28,1514300.0
2018-09-17,1634500.0
2018-08-16,1862600.0
2018-10-19,4546100.0
2019-04-29,2485900.0
2019-01-23,3778600.0
2019-09-04,26119200.0
2018-11-20,5443700.0
2019-07-02,5112700.0
2019-05-31,4402500.0
2019-12-12,2900400.0
2020-05-18,2637400.0
2019-09-27,2265100.0
2020-03-03,1683500.0
2020-05-21,3339800.0
2019-05-14,3370300.0
2018-08-31,3680100.0
2018-07-30,2419000.0
2018-10-02,1576700.0
2019-04-12,2125600.0
2019-03-11,2062600.0
2019-02-07,1331300.0
2019-07-17,1063400.0
2019-09-19,1905700.0
2019-10-21,1051600.0
2019-12-18,2520000.0
2020-03-06,2269800.0
2019-10-03,1637000.0
2020-03-09,1939300.0
2020-05-27,3008500.0
2019-12-24,1113400.0
2020-03-12,2948400.0
2018-12-20,2314600.0
2019-08-01,2115200.0
2018-08-14,3194000.0
2018-07-13,2067800.0
2018-10-17,1686400.0
2019-05-29,1158700.0
2019-03-26,975900.0
2019-02-22,1602600.0
2019-10-04,1569500.0
2019-11-05,1325700.0
2019-12-27,4033200.0
2020-06-02,1219900.0
2019-12-30,2853700.0
2020-03-18,1252600.0
2020-06-05,1591700.0
2019-07-15,2261100.0
2018-12-03,2812200.0
2019-06-13,1440300.0
2019-01-04,2106800.0
2018-08-29,1719300.0
2019-02-05,1865400.0
2018-11-01,1397900.0
2019-08-16,2109000.0
2019-04-10,1401400.0
2019-09-17,1654500.0
2019-10-15,3654600.0
2020-01-02,2929600.0
2020-06-08,2428400.0
2019-10-18,1764800.0
2020-03-24,1308500.0
2020-06-11,1334400.0
2020-01-08,1270400.0
2019-04-25,1341500.0
2019-07-30,1956200.0
2019-02-20,1294800.0
2018-07-11,12586500.0
2018-09-13,4551900.0
2018-10-15,3407100.0
2019-06-28,6694500.0
2018-12-18,4212100.0
2018-11-16,3818700.0
2019-10-02,3654300.0
2020-03-27,3358700.0
2020-01-10,2797000.0
2019-10-24,3214600.0
2020-03-30,1675700.0
2020-06-17,1625800.0
2020-01-14,2235400.0
2020-04-02,1877400.0
2019-01-02,2398900.0
2019-08-14,2123700.0
2018-10-30,2505900.0
2019-06-11,2260700.0
2019-05-10,2127500.0
2019-04-08,2386000.0
2018-08-27,2051100.0
2018-07-26,2230200.0
2018-09-28,4825800.0
2019-03-07,4465600.0
2019-10-30,2520100.0
2020-01-17,4371700.0
2020-06-23,2778800.0
2020-04-08,3479400.0
2020-06-26,2069800.0
2019-03-22,1811100.0
2019-01-17,1178800.0
2019-08-29,1525100.0
2018-11-14,2392300.0
2019-06-26,1535500.0
2018-09-11,2192400.0
2018-07-09,1944800.0
2018-08-10,2018900.0
2019-04-23,3719000.0
2019-09-30,2120500.0
2020-01-23,5259300.0
2019-11-08,1407900.0
2020-04-14,572300.0
2019-11-11,1044200.0
2020-01-29,1406300.0
2020-04-17,2004700.0
2018-07-24,1556600.0
2018-09-26,2632200.0
2019-05-08,1459400.0
2019-03-05,1360100.0
2019-02-01,1610400.0
2018-12-31,1886200.0
2018-11-29,1414200.0
2019-08-12,1676900.0
2019-07-11,1243700.0
2019-09-13,2325800.0
2019-11-14,1983200.0
2020-04-20,1681200.0
2020-02-04,1626300.0
2020-04-23,1675000.0
2018-12-14,1503900.0
2019-08-27,1388000.0
2018-08-08,1535100.0
2018-10-11,1475700.0
2018-11-12,1587500.0
2019-07-26,1239600.0
2019-06-24,1318100.0
2019-05-23,2950500.0
2019-03-20,1315400.0
2019-01-15,2916500.0
2019-11-20,1695400.0
2020-02-07,1329500.0
2020-02-10,1195300.0
2020-04-29,1047600.0
2019-11-26,1630700.0
2020-02-13,1462200.0
2019-01-30,1534800.0
2018-08-23,1323600.0
2018-09-24,1707600.0
2018-11-27,1671300.0
2018-10-26,1498900.0
2019-07-09,1441500.0
2019-06-07,1404000.0
2019-05-06,1652100.0
2019-04-04,1679400.0
2019-09-11,2109100.0
2019-11-29,5410600.0
2020-05-05,3847800.0
2019-12-02,4350600.0
2020-02-19,4519500.0
2020-05-08,2115200.0
2019-05-21,3461300.0
2019-03-18,3728300.0
2018-09-07,5080200.0
2018-08-06,3380100.0
2018-10-09,4432200.0
2019-02-14,4280700.0
2018-12-12,4654000.0
2019-07-24,4838500.0
2019-09-26,5257200.0
2019-10-28,3083500.0
2019-12-05,4052700.0
2020-05-11,3527700.0
2019-07-03,2995100.0
2020-02-25,3338300.0
2020-05-14,3211100.0
2020-02-28,2840100.0
2019-08-08,2756500.0
2019-06-05,2190900.0
2018-07-20,2219800.0
2018-08-21,2032400.0
2018-10-24,3612700.0
2019-04-02,4539900.0
2019-03-01,2094900.0
2019-01-28,3118700.0
2018-12-27,3753200.0
2019-09-09,2521700.0
2020-03-02,2695700.0
2020-05-20,2208600.0
2019-12-17,3193900.0
2020-03-05,2434600.0
2019-02-12,2435300.0
2019-01-11,1963500.0
2018-12-10,2028700.0
2019-08-23,2220300.0
2018-11-08,2117800.0
2019-07-22,1564100.0
2019-06-20,2150000.0
2018-09-05,2683000.0
2019-04-17,2009600.0
2019-09-24,2563800.0
2019-12-20,2865000.0
2020-05-26,1685300.0
2019-04-30,1564700.0
2019-12-23,3175100.0
2020-03-11,1507300.0
2020-05-29,1710900.0
2019-12-26,1949600.0
2020-06-01,3159100.0
2019-05-02,2744200.0
2019-02-27,3172200.0
2018-11-23,3100800.0
2019-08-06,1585200.0
2018-07-18,3702300.0
2018-09-20,1564100.0
2018-10-22,1558300.0
2019-07-05,3070700.0
2019-06-03,3067400.0
2019-10-09,3512000.0
2019-10-11,3121400.0
2020-03-17,2600700.0
2020-06-04,1766400.0
2019-10-14,2583400.0
2020-03-20,2505500.0
2018-11-06,4574800.0
2019-06-18,4205000.0
2019-05-17,3871900.0
2019-04-15,2376900.0
2019-03-14,3849900.0
2019-01-09,3089600.0
2018-08-02,3667400.0
2018-10-05,3631700.0
2019-08-21,4053400.0
2019-10-17,4389700.0
2020-03-23,9421300.0
2020-06-10,4036300.0
2019-02-25,4980200.0
2020-01-07,3650600.0
2020-03-26,4458300.0
2019-10-23,5428700.0
