Dates,EIX
2019-07-31,69.93000030517578
2019-05-28,70.44999694824219
2019-04-26,70.08000183105469
2020-04-28,68.41000366210938
2019-11-25,68.6500015258789
2020-02-12,68.87999725341797
2020-05-01,69.52999877929688
2020-05-04,69.58000183105469
2019-06-12,69.54000091552734
2019-04-09,70.30999755859375
2019-03-08,69.86000061035156
2019-02-04,69.55000305175781
2018-07-27,70.54000091552734
2018-08-28,69.45999908447266
2019-01-03,68.16999816894531
2019-08-15,69.11000061035156
2018-10-31,69.52999877929688
2019-09-16,69.38999938964844
2020-02-18,68.19000244140625
2020-05-07,67.87999725341797
2018-08-17,68.76000213623047
2019-12-04,68.94000244140625
2020-02-21,69.69999694824219
2018-12-17,69.41000366210938
2019-08-30,61.0
2018-11-15,53.560001373291016
2019-07-29,55.540000915527344
2019-06-27,53.869998931884766
2019-04-24,47.189998626708984
2018-07-10,54.45000076293945
2018-09-12,53.90999984741211
2019-02-19,52.779998779296875
2019-01-18,53.59000015258789
2020-02-24,53.25
2020-05-13,53.9900016784668
2019-12-10,55.310001373291016
2020-02-27,54.7599983215332
2019-12-13,54.720001220703125
2020-05-19,55.31999969482422
2019-03-06,57.0
2018-11-30,57.72999954223633
2019-08-13,57.540000915527344
2019-07-12,58.5099983215332
2019-06-10,58.84000015258789
2019-05-09,58.88999938964844
2018-07-25,59.540000915527344
2018-09-27,59.529998779296875
2018-10-29,59.63999938964844
2019-10-16,58.189998626708984
2019-12-16,57.4900016784668
2020-03-04,58.41999816894531
2020-05-22,58.2599983215332
2019-10-01,56.18000030517578
2019-12-19,54.33000183105469
2018-09-10,56.20000076293945
2019-05-24,57.0
2018-08-09,57.22999954223633
2019-04-22,56.77000045776367
2019-03-21,56.75
2019-01-16,56.84000015258789
2019-08-28,58.41999816894531
2018-11-13,57.34000015258789
2018-10-12,57.65999984741211
2019-06-25,58.400001525878906
2020-03-10,59.34000015258789
2020-05-28,59.31999969482422
2019-10-07,58.150001525878906
2020-03-13,55.04999923706055
2019-10-10,54.18000030517578
2020-03-16,53.5099983215332
2020-06-03,54.880001068115234
2018-11-28,54.209999084472656
2018-09-25,54.93000030517578
2018-07-23,55.13999938964844
2018-08-24,55.43000030517578
2019-07-10,54.5099983215332
2019-05-07,55.18000030517578
2019-04-05,55.83000183105469
2019-03-04,56.970001220703125
2019-01-31,56.59000015258789
2019-09-12,56.13999938964844
2019-12-31,56.13999938964844
2020-03-19,55.61000061035156
2020-01-03,57.689998626708984
2020-06-09,58.08000183105469
2019-02-15,58.41999816894531
2019-01-14,60.06999969482422
2018-07-06,60.40999984741211
2018-08-07,60.52000045776367
2018-10-10,60.5
2018-12-13,61.650001525878906
2019-08-26,62.68000030517578
2019-07-25,61.2599983215332
2019-05-22,61.40999984741211
2019-03-19,60.66999816894531
2020-01-06,61.34000015258789
2020-03-25,60.61000061035156
2020-06-12,59.88999938964844
2019-10-22,61.310001373291016
2020-01-09,62.09000015258789
2020-06-15,62.5
2019-10-25,61.72999954223633
2020-03-31,62.20000076293945
2020-06-18,62.04999923706055
2019-04-03,63.130001068115234
2018-08-22,64.16000366210938
2018-10-25,64.0999984741211
2019-01-29,64.05000305175781
2018-12-28,63.91999816894531
2018-11-26,63.52000045776367
2019-08-09,63.0099983215332
2019-07-08,63.290000915527344
2019-06-06,64.9800033569336
2019-09-10,64.69000244140625
2020-01-15,64.29000091552734
2020-04-03,65.06999969482422
2019-10-31,63.810001373291016
2020-04-06,62.15999984741211
2020-06-24,61.91999816894531
2018-11-09,62.70000076293945
2019-07-23,62.5099983215332
2019-06-21,63.45000076293945
2019-05-20,63.689998626708984
2019-04-18,63.83000183105469
2018-09-06,63.7599983215332
2018-10-08,62.470001220703125
2019-02-13,62.65999984741211
2018-12-11,62.599998474121094
2019-09-25,67.12999725341797
2020-01-21,65.19999694824219
2020-04-09,64.44000244140625
2019-11-06,63.40999984741211
2020-01-24,63.09000015258789
2020-01-27,63.02000045776367
2020-04-15,63.619998931884766
2018-12-26,64.19999694824219
2019-08-07,63.58000183105469
2019-06-04,63.560001373291016
2018-09-21,63.29999923706055
2018-07-19,63.77000045776367
2018-08-20,60.290000915527344
2018-10-23,59.70000076293945
2019-05-03,60.59000015258789
2019-04-01,61.18000030517578
2019-02-28,61.220001220703125
2019-11-12,60.130001068115234
2020-01-30,59.84000015258789
2019-11-15,59.189998626708984
2020-04-21,60.150001525878906
2019-04-16,59.849998474121094
2019-03-15,60.0099983215332
2019-02-11,59.95000076293945
2019-01-10,59.959999084472656
2019-08-22,60.040000915527344
2018-11-07,60.61000061035156
2018-08-03,61.150001525878906
2018-09-04,61.70000076293945
2019-06-19,60.88999938964844
2019-09-23,58.279998779296875
2019-11-18,58.66999816894531
2020-02-05,59.70000076293945
2020-04-24,59.369998931884766
2019-03-29,60.58000183105469
2019-11-21,62.31999969482422
2020-04-27,64.55999755859375
2020-02-11,63.47999954223633
2020-04-30,62.63999938964844
2019-05-01,60.869998931884766
2019-02-26,60.20000076293945
2019-01-25,59.52000045776367
2018-12-24,59.880001068115234
2019-09-06,59.439998626708984
2018-07-17,60.130001068115234
2018-09-19,60.68000030517578
2019-08-05,62.36000061035156
2019-10-08,63.779998779296875
2019-12-11,65.41000366210938
2019-11-27,65.55000305175781
2020-02-14,65.05999755859375
2020-05-06,63.84000015258789
2019-01-08,65.12000274658203
2018-12-07,67.41000366210938
2019-08-20,67.05999755859375
2018-11-05,67.16000366210938
2019-07-19,67.69000244140625
2018-10-04,67.18000030517578
2019-06-17,69.29000091552734
2019-05-16,69.72000122070312
2018-08-01,69.62000274658203
2019-03-13,69.94999694824219
2019-12-03,70.63999938964844
2020-02-20,70.55999755859375
2019-12-06,70.0999984741211
2020-05-12,69.68000030517578
2019-12-09,70.77999877929688
2020-02-26,70.16999816894531
2020-05-15,69.68000030517578
2019-03-28,70.2699966430664
2018-09-17,71.0199966430664
2018-08-16,70.02999877929688
2018-10-19,70.94999694824219
2019-04-29,70.5999984741211
2019-01-23,70.2699966430664
2019-09-04,74.54000091552734
2018-11-20,73.87999725341797
2019-07-02,73.75
2019-05-31,72.51000213623047
2019-12-12,73.37000274658203
2020-05-18,74.19000244140625
2019-09-27,75.12000274658203
2020-03-03,74.37999725341797
2020-05-21,73.06999969482422
2019-05-14,73.20999908447266
2018-08-31,71.81999969482422
2018-07-30,72.06999969482422
2018-10-02,72.5
2019-04-12,72.6500015258789
2019-03-11,72.0
2019-02-07,72.9800033569336
2019-07-17,72.83000183105469
2019-09-19,72.11000061035156
2019-10-21,73.38999938964844
2019-12-18,73.33000183105469
2020-03-06,71.77999877929688
2019-10-03,72.2300033569336
2020-03-09,72.2699966430664
2020-05-27,73.4000015258789
2019-12-24,73.18000030517578
2020-03-12,71.30999755859375
2018-12-20,70.9800033569336
2019-08-01,71.12000274658203
2018-08-14,72.79000091552734
2018-07-13,72.80000305175781
2018-10-17,72.54000091552734
2019-05-29,71.93000030517578
2019-03-26,71.4800033569336
2019-02-22,71.80999755859375
2019-10-04,72.06999969482422
2019-11-05,72.62999725341797
2019-12-27,72.73999786376953
2020-06-02,74.16000366210938
2019-12-30,75.33999633789062
2020-03-18,75.1500015258789
2020-06-05,76.36000061035156
2019-07-15,75.87999725341797
2018-12-03,75.41999816894531
2019-06-13,73.9000015258789
2019-01-04,74.4800033569336
2018-08-29,73.94999694824219
2019-02-05,75.58999633789062
2018-11-01,74.88999938964844
2019-08-16,74.7300033569336
2019-04-10,74.4000015258789
2019-09-17,74.19000244140625
2019-10-15,71.33000183105469
2020-01-02,70.05999755859375
2020-06-08,69.88999938964844
2019-10-18,69.83999633789062
2020-03-24,70.55999755859375
2020-06-11,70.5199966430664
2020-01-08,70.48999786376953
2019-04-25,71.54000091552734
2019-07-30,72.41999816894531
2019-02-20,72.19000244140625
2018-07-11,66.05000305175781
2018-09-13,64.55999755859375
2018-10-15,65.4000015258789
2019-06-28,62.15999984741211
2018-12-18,62.900001525878906
2018-11-16,65.58000183105469
2019-10-02,66.18000030517578
2020-03-27,66.13999938964844
2020-01-10,65.66999816894531
2019-10-24,65.69000244140625
2020-03-30,66.30000305175781
2020-06-17,66.30999755859375
2020-01-14,66.83999633789062
2020-04-02,68.11000061035156
2019-01-02,69.68000030517578
2019-08-14,70.0999984741211
2018-10-30,69.5
2019-06-11,68.86000061035156
2019-05-10,70.91999816894531
2019-04-08,71.01000213623047
2018-08-27,71.25
2018-07-26,70.27999877929688
2018-09-28,69.0
2019-03-07,69.83000183105469
2019-10-30,69.0999984741211
2020-01-17,71.55999755859375
2020-06-23,71.73999786376953
2020-04-08,71.0
2020-06-26,71.33999633789062
2019-03-22,71.37000274658203
2019-01-17,71.01000213623047
2019-08-29,71.27999877929688
2018-11-14,71.52999877929688
2019-06-26,71.44999694824219
2018-09-11,72.69000244140625
2018-07-09,74.0
2018-08-10,73.55000305175781
2019-04-23,74.2699966430664
2019-09-30,73.41999816894531
2020-01-23,75.19000244140625
2019-11-08,74.80999755859375
2020-04-14,74.81999969482422
2019-11-11,75.3499984741211
2020-01-29,75.22000122070312
2020-04-17,74.70999908447266
2018-07-24,75.41000366210938
2018-09-26,74.37999725341797
2019-05-08,74.77999877929688
2019-03-05,75.12999725341797
2019-02-01,75.86000061035156
2018-12-31,75.73999786376953
2018-11-29,76.13999938964844
2019-08-12,75.5
2019-07-11,75.37000274658203
2019-09-13,75.02999877929688
2019-11-14,76.93000030517578
2020-04-20,76.55999755859375
2020-02-04,76.95999908447266
2020-04-23,78.19999694824219
2018-12-14,77.06999969482422
2019-08-27,77.69000244140625
2018-08-08,76.91999816894531
2018-10-11,76.20999908447266
2018-11-12,76.80000305175781
2019-07-26,76.9800033569336
2019-06-24,76.66999816894531
2019-05-23,76.55000305175781
2019-03-20,77.66000366210938
2019-01-15,75.47000122070312
2019-11-20,77.33000183105469
2020-02-07,76.29000091552734
2020-02-10,77.0
2020-04-29,78.19999694824219
2019-11-26,78.0
2020-02-13,77.5
2019-01-30,77.37000274658203
2018-08-23,77.13999938964844
2018-09-24,77.12000274658203
2018-11-27,76.63999938964844
2018-10-26,77.31999969482422
2019-07-09,77.56999969482422
2019-06-07,76.31999969482422
2019-05-06,75.08000183105469
2019-04-04,74.30999755859375
2019-09-11,70.25
2019-11-29,67.19000244140625
2020-05-05,70.44000244140625
2019-12-02,68.30000305175781
2020-02-19,70.16000366210938
2020-05-08,69.01000213623047
2019-05-21,67.58999633789062
2019-03-18,61.7599983215332
2018-09-07,63.88999938964844
2018-08-06,59.7400016784668
2018-10-09,52.43000030517578
2019-02-14,53.25
2018-12-12,46.150001525878906
2019-07-24,51.36000061035156
2019-09-26,49.040000915527344
2019-10-28,48.7599983215332
2019-12-05,46.86000061035156
2020-05-11,44.470001220703125
2019-07-03,50.380001068115234
2020-02-25,53.81999969482422
2020-05-14,57.72999954223633
2020-02-28,55.36000061035156
2019-08-08,56.310001373291016
2019-06-05,54.790000915527344
2018-07-20,51.27000045776367
2018-08-21,51.529998779296875
2018-10-24,49.36000061035156
2019-04-02,53.16999816894531
2019-03-01,54.029998779296875
2019-01-28,57.56999969482422
2018-12-27,60.27000045776367
2019-09-09,59.38999938964844
2020-03-02,59.86000061035156
2020-05-20,57.880001068115234
2019-12-17,59.81999969482422
2020-03-05,62.060001373291016
2019-02-12,60.0099983215332
2019-01-11,58.189998626708984
2018-12-10,58.9900016784668
2019-08-23,58.22999954223633
2018-11-08,59.25
2019-07-22,60.75
2019-06-20,62.189998626708984
2018-09-05,60.369998931884766
2019-04-17,58.709999084472656
2019-09-24,55.689998626708984
2019-12-20,56.33000183105469
2020-05-26,56.38999938964844
2019-04-30,54.040000915527344
2019-12-23,54.529998779296875
2020-03-11,57.04999923706055
2020-05-29,56.81999969482422
2019-12-26,56.40999984741211
2020-06-01,57.40999984741211
2019-05-02,57.52000045776367
2019-02-27,55.95000076293945
2018-11-23,57.18000030517578
2019-08-06,57.41999816894531
2018-07-18,56.2599983215332
2018-09-20,56.27000045776367
2018-10-22,56.43000030517578
2019-07-05,56.0099983215332
2019-06-03,57.04999923706055
2019-10-09,57.9900016784668
2019-10-11,58.11000061035156
2020-03-17,59.25
2020-06-04,59.86000061035156
2019-10-14,60.970001220703125
2020-03-20,59.060001373291016
2018-11-06,60.880001068115234
2019-06-18,64.76000213623047
2019-05-17,61.630001068115234
2019-04-15,60.34000015258789
2019-03-14,56.810001373291016
2019-01-09,57.56999969482422
2018-08-02,59.45000076293945
2018-10-05,60.52000045776367
2019-08-21,59.88999938964844
2019-10-17,58.84000015258789
2020-03-23,55.65999984741211
2020-06-10,55.790000915527344
2019-02-25,55.77000045776367
2020-01-07,54.369998931884766
2020-03-26,54.88999938964844
2019-10-23,54.81999969482422
