Dates,EIX
2018-06-20,60.79999923706055
2018-06-21,60.9900016784668
2018-06-25,61.779998779296875
2018-06-22,62.459999084472656
2018-06-26,62.849998474121094
2018-06-27,63.06999969482422
2018-06-28,63.720001220703125
2018-06-29,63.599998474121094
2018-07-02,63.900001525878906
2018-07-03,64.81999969482422
2018-07-05,65.30000305175781
2018-07-16,66.54000091552734
2018-09-18,66.26000213623047
2019-01-24,65.25
2019-09-05,65.80999755859375
2018-11-21,65.77999877929688
2020-01-13,65.86000061035156
2020-04-01,65.83000183105469
2020-06-19,65.80999755859375
2019-10-29,65.68000030517578
2020-01-16,66.31999969482422
2020-06-22,65.62999725341797
2018-10-03,65.37999725341797
2018-07-31,66.69000244140625
2019-03-12,67.38999938964844
2019-02-08,68.43000030517578
2019-01-07,68.23999786376953
2018-12-06,66.55000305175781
2019-08-19,66.69999694824219
2019-07-18,66.41999816894531
2019-05-15,66.58999633789062
2019-09-20,67.19000244140625
2019-11-01,67.52999877929688
2020-04-07,67.75
2020-06-25,67.58999633789062
2020-06-16,67.58000183105469
2019-11-04,67.73999786376953
2020-01-22,66.95999908447266
2019-11-07,67.33999633789062
2020-04-13,68.3499984741211
2019-07-01,69.38999938964844
2019-05-30,70.62000274658203
2018-08-15,69.9800033569336
2018-10-18,69.18000030517578
2019-03-27,68.9800033569336
2019-01-22,68.33999633789062
2018-12-21,67.66999816894531
2019-09-03,68.12000274658203
2018-11-19,68.0
2019-08-02,67.9800033569336
2020-01-28,67.5
2020-04-16,67.0
2019-11-13,67.4000015258789
2020-01-31,67.37999725341797
2018-12-04,67.69999694824219
2018-11-02,67.2300033569336
2019-07-16,67.33000183105469
2018-08-30,67.72000122070312
2018-10-01,68.01000213623047
2019-06-14,68.44000244140625
2019-05-13,68.4000015258789
2019-04-11,68.54000091552734
2019-02-06,68.63999938964844
2019-09-18,68.43000030517578
2020-02-03,67.97000122070312
2020-04-22,69.9000015258789
2019-11-19,68.18000030517578
2020-02-06,67.58999633789062
2019-11-22,67.29000091552734
2019-03-25,66.98999786376953
2019-02-21,67.75
2018-12-19,67.91000366210938
2018-07-12,68.94000244140625
2018-09-14,69.11000061035156
2018-08-13,69.01000213623047
2018-10-16,69.69999694824219
2019-07-31,70.33000183105469
2019-05-28,71.0
2019-04-26,70.80999755859375
2020-04-28,69.52999877929688
2019-11-25,68.66000366210938
2020-02-12,69.19999694824219
2020-05-01,69.80999755859375
2020-05-04,69.86000061035156
2019-06-12,69.97000122070312
