Dates,ULTA
2019-01-31,293.3900146484375
2019-09-12,289.760009765625
2019-12-31,296.55999755859375
2020-03-19,295.95001220703125
2020-01-03,294.57000732421875
2020-06-09,296.4800109863281
2019-02-15,302.3299865722656
2019-01-14,305.0
2018-07-06,304.8299865722656
2018-08-07,307.5899963378906
2018-10-10,308.5199890136719
2018-12-13,305.82000732421875
2019-08-26,307.5
2019-07-25,309.70001220703125
2019-05-22,310.92999267578125
2019-03-19,313.6300048828125
2020-01-06,311.0199890136719
2020-03-25,309.4700012207031
2020-06-12,315.1600036621094
2019-10-22,318.7799987792969
2020-01-09,317.7799987792969
2020-06-15,314.29998779296875
2019-10-25,313.2099914550781
2020-03-31,312.20001220703125
2020-06-18,306.989990234375
2019-04-03,310.3399963378906
2018-08-22,312.0
2018-10-25,316.9800109863281
2019-01-29,315.7300109863281
2018-12-28,345.239990234375
2018-11-26,344.5299987792969
2019-08-09,343.9200134277344
2019-07-08,337.5
2019-06-06,336.54998779296875
2019-09-10,336.07000732421875
2020-01-15,338.25
2020-04-03,345.6300048828125
2019-10-31,348.3999938964844
2020-04-06,351.42999267578125
2020-06-24,350.0
2018-11-09,353.7799987792969
2019-07-23,354.0899963378906
2019-06-21,354.44000244140625
2019-05-20,352.5
2019-04-18,354.17999267578125
2018-09-06,355.7300109863281
2018-10-08,355.2799987792969
2019-02-13,350.8500061035156
2018-12-11,351.8699951171875
2019-09-25,351.8800048828125
2020-01-21,354.6700134277344
2020-04-09,356.79998779296875
2019-11-06,359.69000244140625
2020-01-24,359.1000061035156
2020-01-27,351.4700012207031
2020-04-15,355.8599853515625
2018-12-26,357.9100036621094
2019-08-07,355.3399963378906
2019-06-04,358.44000244140625
2018-09-21,357.8999938964844
2018-07-19,352.1600036621094
2018-08-20,348.3299865722656
2018-10-23,344.1099853515625
2019-05-03,346.1199951171875
2019-04-01,347.6099853515625
2019-02-28,347.30999755859375
2019-11-12,350.54998779296875
2020-01-30,349.1300048828125
2019-11-15,347.010009765625
2020-04-21,338.9800109863281
2019-04-16,336.79998779296875
2019-03-15,340.95001220703125
2019-02-11,348.4599914550781
2019-01-10,349.55999755859375
2019-08-22,348.30999755859375
2018-11-07,354.5400085449219
2018-08-03,354.6199951171875
2018-09-04,347.1400146484375
2019-06-19,340.8399963378906
2019-09-23,338.5
2019-11-18,334.5899963378906
2020-02-05,334.0299987792969
2020-04-24,335.1300048828125
2019-03-29,337.3599853515625
2019-11-21,340.54998779296875
2020-04-27,338.6400146484375
2020-02-11,341.9599914550781
2020-04-30,343.9599914550781
2019-05-01,344.489990234375
2019-02-26,341.8900146484375
2019-01-25,343.8800048828125
2018-12-24,350.20001220703125
2019-09-06,355.6099853515625
2018-07-17,357.5400085449219
2018-09-19,354.0899963378906
2019-08-05,358.42999267578125
2019-10-08,365.5400085449219
2019-12-11,360.4700012207031
2019-11-27,358.69000244140625
2020-02-14,348.9200134277344
2020-05-06,352.6499938964844
2019-01-08,347.42999267578125
2018-12-07,347.3800048828125
2019-08-20,353.760009765625
2018-11-05,345.7799987792969
2019-07-19,346.0
2018-10-04,348.489990234375
2019-06-17,353.0799865722656
2019-05-16,353.19000244140625
2018-08-01,349.9100036621094
2019-03-13,349.95001220703125
2019-12-03,357.2799987792969
2020-02-20,361.2699890136719
2019-12-06,361.8500061035156
2020-05-12,368.8299865722656
2019-12-09,368.7200012207031
2020-02-26,367.010009765625
2020-05-15,359.79998779296875
2019-03-28,354.1099853515625
2018-09-17,353.1700134277344
2018-08-16,359.739990234375
2018-10-19,356.04998779296875
2019-04-29,353.20001220703125
2019-01-23,350.45001220703125
2019-09-04,354.0
2018-11-20,352.0799865722656
2019-07-02,348.57000732421875
2019-05-31,331.9800109863281
2019-12-12,340.95001220703125
2020-05-18,344.3599853515625
2019-09-27,355.3599853515625
2020-03-03,353.3999938964844
2020-05-21,345.9100036621094
2019-05-14,348.32000732421875
2018-08-31,332.20001220703125
2018-07-30,324.8699951171875
2018-10-02,327.8900146484375
2019-04-12,328.7699890136719
2019-03-11,328.2799987792969
2019-02-07,331.489990234375
2019-07-17,338.5
2019-09-19,332.3699951171875
2019-10-21,331.989990234375
2019-12-18,334.79998779296875
2020-03-06,331.45001220703125
2019-10-03,342.0
2020-03-09,254.5
2020-05-27,244.2100067138672
2019-12-24,239.86000061035156
2020-03-12,237.85000610351562
2018-12-20,239.24000549316406
2019-08-01,234.1699981689453
2018-08-14,233.1699981689453
2018-07-13,233.8800048828125
2018-10-17,229.36000061035156
2019-05-29,227.9499969482422
2019-03-26,230.1199951171875
2019-02-22,235.08999633789062
2019-10-04,233.74000549316406
2019-11-05,232.6999969482422
2019-12-27,232.25999450683594
2020-06-02,239.9199981689453
2019-12-30,241.3000030517578
2020-03-18,239.42999267578125
2020-06-05,238.52999877929688
2019-07-15,246.4600067138672
2018-12-03,251.75999450683594
2019-06-13,267.25
2019-01-04,264.0
2018-08-29,265.2099914550781
2019-02-05,258.0899963378906
2018-11-01,250.97999572753906
2019-08-16,240.99000549316406
2019-04-10,240.6699981689453
2019-09-17,242.3000030517578
2019-10-15,249.5500030517578
2020-01-02,249.38999938964844
2020-06-08,249.19000244140625
2019-10-18,247.72999572753906
2020-03-24,251.6699981689453
2020-06-11,247.24000549316406
2020-01-08,241.0399932861328
2019-04-25,240.3800048828125
2019-07-30,238.24000549316406
2019-02-20,240.85000610351562
2018-07-11,242.47999572753906
2018-09-13,246.60000610351562
2018-10-15,243.97999572753906
2019-06-28,241.77000427246094
2018-12-18,240.25
2018-11-16,235.47000122070312
2019-10-02,237.5800018310547
2020-03-27,247.63999938964844
2020-01-10,246.75
2019-10-24,248.8800048828125
2020-03-30,243.1999969482422
2020-06-17,243.67999267578125
2020-01-14,246.10000610351562
2020-04-02,245.13999938964844
2019-01-02,245.66000366210938
2019-08-14,246.72999572753906
2018-10-30,245.99000549316406
2019-06-11,243.85000610351562
2019-05-10,236.9499969482422
2019-04-08,237.63999938964844
2018-08-27,231.9499969482422
2018-07-26,231.50999450683594
2018-09-28,236.85000610351562
2019-03-07,242.42999267578125
2019-10-30,236.50999450683594
2020-01-17,237.19000244140625
2020-06-23,238.11000061035156
2020-04-08,242.4499969482422
2020-06-26,244.27999877929688
2019-03-22,269.8900146484375
2019-01-17,260.8399963378906
2019-08-29,252.72999572753906
2018-11-14,251.7899932861328
2019-06-26,259.6199951171875
2018-09-11,260.2200012207031
2018-07-09,255.83999633789062
2018-08-10,256.0799865722656
2019-04-23,256.489990234375
2019-09-30,251.8800048828125
2020-01-23,251.17999267578125
2019-11-08,253.5500030517578
2020-04-14,257.69000244140625
2019-11-11,255.49000549316406
2020-01-29,255.6199951171875
2020-04-17,254.0500030517578
2018-07-24,253.6999969482422
2018-09-26,254.8300018310547
2019-05-08,252.47999572753906
2019-03-05,251.08999633789062
2019-02-01,254.83999633789062
2018-12-31,259.17999267578125
2018-11-29,266.32000732421875
2019-08-12,267.29998779296875
2019-07-11,279.45001220703125
2019-09-13,283.1600036621094
2019-11-14,284.05999755859375
2020-04-20,280.1600036621094
2020-02-04,278.19000244140625
2020-04-23,276.8399963378906
2018-12-14,276.19000244140625
2019-08-27,274.3900146484375
2018-08-08,275.239990234375
2018-10-11,276.510009765625
2018-11-12,277.260009765625
2019-07-26,275.69000244140625
2019-06-24,275.0
2019-05-23,274.2699890136719
2019-03-20,280.0
2019-01-15,279.8800048828125
2019-11-20,280.05999755859375
2020-02-07,293.3900146484375
2020-02-10,297.3399963378906
2020-04-29,297.4200134277344
2019-11-26,295.3800048828125
2020-02-13,304.6499938964844
2019-01-30,300.989990234375
2018-08-23,299.0299987792969
2018-09-24,300.04998779296875
2018-11-27,300.95001220703125
2018-10-26,301.9800109863281
2019-07-09,302.8900146484375
2019-06-07,294.7300109863281
2019-05-06,288.75
2019-04-04,280.70001220703125
2019-09-11,271.8399963378906
2019-11-29,262.4700012207031
2020-05-05,261.0
2019-12-02,267.0
2020-02-19,269.29998779296875
2020-05-08,263.6700134277344
2019-05-21,258.0899963378906
2019-03-18,244.13999938964844
2018-09-07,248.52000427246094
2018-08-06,234.61000061035156
2018-10-09,214.13999938964844
2019-02-14,229.25
2018-12-12,187.99000549316406
2019-07-24,164.8300018310547
2019-09-26,149.05999755859375
2019-10-28,153.64999389648438
2019-12-05,164.9499969482422
2020-05-11,155.0
2019-07-03,179.14999389648438
2020-02-25,201.3000030517578
2020-05-14,201.75
2020-02-28,182.30999755859375
2019-08-08,182.67999267578125
2019-06-05,181.0
2018-07-20,172.72999572753906
2018-08-21,164.8000030517578
2018-10-24,163.42999267578125
2019-04-02,189.7899932861328
2019-03-01,210.0
2019-01-28,202.75
2018-12-27,215.5500030517578
2019-09-09,203.52999877929688
2020-03-02,210.94000244140625
2020-05-20,202.0
2019-12-17,209.74000549316406
2020-03-05,222.94000244140625
2019-02-12,213.02999877929688
2019-01-11,206.02000427246094
2018-12-10,210.75
2019-08-23,217.77000427246094
2018-11-08,212.9600067138672
2019-07-22,214.27000427246094
2019-06-20,221.61000061035156
2018-09-05,230.6699981689453
2019-04-17,226.35000610351562
2019-09-24,217.82000732421875
2019-12-20,216.02000427246094
2020-05-26,220.8000030517578
2019-04-30,221.8800048828125
2019-12-23,226.75999450683594
2020-03-11,230.3699951171875
2020-05-29,234.60000610351562
2019-12-26,228.64999389648438
2020-06-01,212.0
2019-05-02,201.80999755859375
2019-02-27,205.4499969482422
2018-11-23,218.4600067138672
2019-08-06,213.00999450683594
2018-07-18,215.25999450683594
2018-09-20,224.47999572753906
2018-10-22,223.63999938964844
2019-07-05,239.08999633789062
2019-06-03,252.3800048828125
2019-10-09,252.88999938964844
2019-10-11,246.41000366210938
2020-03-17,250.57000732421875
2020-06-04,242.9499969482422
2019-10-14,254.3699951171875
2020-03-20,255.8300018310547
2018-11-06,258.17999267578125
2019-06-18,256.7900085449219
2019-05-17,249.0
2019-04-15,246.83999633789062
2019-03-14,230.77999877929688
2019-01-09,236.30999755859375
2018-08-02,225.8000030517578
2018-10-05,236.16000366210938
2019-08-21,229.83999633789062
2019-10-17,224.08999633789062
2020-03-23,229.3000030517578
2020-06-10,214.11000061035156
2019-02-25,209.77000427246094
2020-01-07,206.42999267578125
2020-03-26,198.8000030517578
2019-10-23,193.9600067138672
