Dates,ULTA
2018-06-20,252.50999450683594
2018-06-21,252.0500030517578
2018-06-25,251.92999267578125
2018-06-22,248.4199981689453
2018-06-26,243.77000427246094
2018-06-27,240.72000122070312
2018-06-28,240.9199981689453
2018-06-29,242.7100067138672
2018-07-02,232.7100067138672
2018-07-03,235.89999389648438
2018-07-05,237.8699951171875
2018-07-16,244.19000244140625
2018-09-18,252.4199981689453
2019-01-24,254.8800048828125
2019-09-05,253.41000366210938
2018-11-21,254.3000030517578
2020-01-13,260.4200134277344
2020-04-01,260.5
2020-06-19,256.6700134277344
2019-10-29,253.41000366210938
2020-01-16,258.70001220703125
2020-06-22,259.29998779296875
2018-10-03,257.4700012207031
2018-07-31,255.52999877929688
2019-03-12,254.10000610351562
2019-02-08,257.4100036621094
2019-01-07,253.80999755859375
2018-12-06,249.27000427246094
2019-08-19,246.42999267578125
2019-07-18,245.66000366210938
2019-05-15,236.3000030517578
2019-09-20,237.50999450683594
2019-11-01,236.27999877929688
2020-04-07,239.88999938964844
2020-06-25,239.47000122070312
2020-06-16,237.74000549316406
2019-11-04,237.49000549316406
2020-01-22,239.77000427246094
2019-11-07,237.94000244140625
2020-04-13,235.97999572753906
2019-07-01,235.61000061035156
2019-05-30,235.47000122070312
2018-08-15,239.7899932861328
2018-10-18,243.82000732421875
2019-03-27,241.7100067138672
2019-01-22,240.52999877929688
2018-12-21,242.07000732421875
2019-09-03,245.1699981689453
2018-11-19,245.3699951171875
2019-08-02,242.9199981689453
2020-01-28,246.2100067138672
2020-04-16,268.8800048828125
2019-11-13,274.9800109863281
2020-01-31,276.7799987792969
2018-12-04,276.5799865722656
2018-11-02,288.9700012207031
2019-07-16,287.44000244140625
2018-08-30,290.29998779296875
2018-10-01,289.6499938964844
2019-06-14,284.989990234375
2019-05-13,283.0
2019-04-11,282.4100036621094
2019-02-06,285.1000061035156
2019-09-18,287.6099853515625
2020-02-03,289.1400146484375
2020-04-22,286.5299987792969
2019-11-19,282.95001220703125
2020-02-06,281.95001220703125
2019-11-22,282.9200134277344
2019-03-25,281.05999755859375
2019-02-21,285.510009765625
2018-12-19,285.239990234375
2018-07-12,283.5799865722656
2018-09-14,282.6199951171875
2018-08-13,281.9800109863281
2018-10-16,274.70001220703125
2019-07-31,275.8900146484375
2019-05-28,278.0
2019-04-26,275.7099914550781
2020-04-28,274.32000732421875
2019-11-25,277.92999267578125
2020-02-12,285.010009765625
2020-05-01,286.54998779296875
2020-05-04,287.04998779296875
2019-06-12,283.1700134277344
2019-04-09,277.8599853515625
2019-03-08,275.1499938964844
2019-02-04,272.4200134277344
2018-07-27,275.25
2018-08-28,273.6099853515625
2019-01-03,276.07000732421875
2019-08-15,285.42999267578125
2018-10-31,279.5299987792969
2019-09-16,277.6499938964844
2020-02-18,277.7300109863281
2020-05-07,282.239990234375
2018-08-17,288.6499938964844
2019-12-04,292.3699951171875
2020-02-21,297.760009765625
2018-12-17,308.8800048828125
2019-08-30,312.20001220703125
2018-11-15,312.3800048828125
2019-07-29,314.2900085449219
2019-06-27,321.7300109863281
2019-04-24,312.5199890136719
2018-07-10,316.6400146484375
2018-09-12,322.489990234375
2019-02-19,310.25
2019-01-18,305.9800109863281
2020-02-24,307.3800048828125
2020-05-13,309.2200012207031
2019-12-10,298.6300048828125
2020-02-27,302.2900085449219
2019-12-13,302.7099914550781
2020-05-19,301.95001220703125
2019-03-06,311.29998779296875
2018-11-30,308.3999938964844
2019-08-13,293.54998779296875
2019-07-12,276.1099853515625
2019-06-10,254.10000610351562
2019-05-09,256.92999267578125
2018-07-25,257.489990234375
2018-09-27,256.239990234375
2018-10-29,251.67999267578125
2019-10-16,248.50999450683594
2019-12-16,248.9499969482422
2020-03-04,247.13999938964844
2020-05-22,241.10000610351562
2019-10-01,238.14999389648438
2019-12-19,234.2899932861328
2018-09-10,242.4199981689453
2019-05-24,242.5
2018-08-09,247.08999633789062
2019-04-22,244.86000061035156
2019-03-21,249.39999389648438
2019-01-16,247.0
2019-08-28,258.4800109863281
2018-11-13,271.1499938964844
2018-10-12,276.5
2019-06-25,282.1000061035156
2020-03-10,277.7099914550781
2020-05-28,284.3800048828125
2019-10-07,282.92999267578125
2020-03-13,280.5199890136719
2019-10-10,282.17999267578125
2020-03-16,284.3399963378906
2020-06-03,292.2200012207031
2018-11-28,294.44000244140625
2018-09-25,292.0299987792969
2018-07-23,289.70001220703125
2018-08-24,293.6600036621094
2019-07-10,291.5
2019-05-07,290.3999938964844
2019-04-05,290.989990234375
2019-03-04,294.07000732421875
