Dates,ULTA
2018-06-20,971700.0
2018-06-21,636300.0
2018-06-25,760400.0
2018-06-22,1052500.0
2018-06-26,667000.0
2018-06-27,717200.0
2018-06-28,858500.0
2018-06-29,1012700.0
2018-07-02,979200.0
2018-07-03,476400.0
2018-07-05,874400.0
2018-07-16,1015300.0
2018-09-18,862300.0
2019-01-24,794800.0
2019-09-05,560500.0
2018-11-21,625100.0
2020-01-13,944800.0
2020-04-01,864800.0
2020-06-19,662000.0
2019-10-29,828100.0
2020-01-16,781200.0
2020-06-22,639300.0
2018-10-03,549500.0
2018-07-31,752200.0
2019-03-12,726500.0
2019-02-08,429300.0
2019-01-07,488800.0
2018-12-06,623300.0
2019-08-19,484600.0
2019-07-18,717600.0
2019-05-15,1102100.0
2019-09-20,586400.0
2019-11-01,621700.0
2020-04-07,421200.0
2020-06-25,502900.0
2020-06-16,848400.0
2019-11-04,587200.0
2020-01-22,735500.0
2019-11-07,694700.0
2020-04-13,1053200.0
2019-07-01,806200.0
2019-05-30,718500.0
2018-08-15,669300.0
2018-10-18,748100.0
2019-03-27,938600.0
2019-01-22,813300.0
2018-12-21,719900.0
2019-09-03,789000.0
2018-11-19,784700.0
2019-08-02,986900.0
2020-01-28,1863900.0
2020-04-16,5311500.0
2019-11-13,2295300.0
2020-01-31,1512400.0
2018-12-04,941200.0
2018-11-02,2241300.0
2019-07-16,985400.0
2018-08-30,1041500.0
2018-10-01,1229100.0
2019-06-14,995500.0
2019-05-13,856500.0
2019-04-11,704000.0
2019-02-06,789300.0
2019-09-18,959200.0
2020-02-03,1143200.0
2020-04-22,1144600.0
2019-11-19,850400.0
2020-02-06,667300.0
2019-11-22,869100.0
2019-03-25,685800.0
2019-02-21,763900.0
2018-12-19,692600.0
2018-07-12,614500.0
2018-09-14,528400.0
2018-08-13,650800.0
2018-10-16,1152300.0
2019-07-31,670200.0
2019-05-28,703000.0
2019-04-26,774000.0
2020-04-28,744500.0
2019-11-25,1033100.0
2020-02-12,883000.0
2020-05-01,731200.0
2020-05-04,521600.0
2019-06-12,847000.0
2019-04-09,977600.0
2019-03-08,1138300.0
2019-02-04,959000.0
2018-07-27,794700.0
2018-08-28,693300.0
2019-01-03,839600.0
2019-08-15,1015600.0
2018-10-31,1455300.0
2019-09-16,939400.0
2020-02-18,703600.0
2020-05-07,957200.0
2018-08-17,1134600.0
2019-12-04,1093000.0
2020-02-21,1622000.0
2018-12-17,1955800.0
2019-08-30,1552000.0
2018-11-15,1152500.0
2019-07-29,802800.0
2019-06-27,1182300.0
2019-04-24,845800.0
2018-07-10,838500.0
2018-09-12,1031300.0
2019-02-19,1135200.0
2019-01-18,545300.0
2020-02-24,334600.0
2020-05-13,1152700.0
2019-12-10,1546300.0
2020-02-27,1563700.0
