Dates,ULTA
2019-12-13,1097200.0
2020-05-19,971100.0
2019-03-06,1384300.0
2018-11-30,1653500.0
2019-08-13,1745200.0
2019-07-12,4231000.0
2019-06-10,2690400.0
2019-05-09,1158800.0
2018-07-25,1135100.0
2018-09-27,817600.0
2018-10-29,910300.0
2019-10-16,892300.0
2019-12-16,1030000.0
2020-03-04,1267200.0
2020-05-22,1092400.0
2019-10-01,1695500.0
2019-12-19,660000.0
2018-09-10,1014100.0
2019-05-24,669600.0
2018-08-09,637000.0
2019-04-22,719800.0
2019-03-21,1055000.0
2019-01-16,868300.0
2019-08-28,864500.0
2018-11-13,1247700.0
2018-10-12,919700.0
2019-06-25,707400.0
2020-03-10,965400.0
2020-05-28,892100.0
2019-10-07,928100.0
2020-03-13,570900.0
2019-10-10,473000.0
2020-03-16,679700.0
2020-06-03,990500.0
2018-11-28,846100.0
2018-09-25,630800.0
2018-07-23,353400.0
2018-08-24,570700.0
2019-07-10,554800.0
2019-05-07,516700.0
2019-04-05,539000.0
2019-03-04,491600.0
2019-01-31,519400.0
2019-09-12,765100.0
2019-12-31,998800.0
2020-03-19,506400.0
2020-01-03,463700.0
2020-06-09,782000.0
2019-02-15,668100.0
2019-01-14,535100.0
2018-07-06,622100.0
2018-08-07,1257900.0
2018-10-10,565300.0
2018-12-13,1038300.0
2019-08-26,527000.0
2019-07-25,671500.0
2019-05-22,580700.0
2019-03-19,546300.0
2020-01-06,508100.0
2020-03-25,642900.0
2020-06-12,756400.0
2019-10-22,554000.0
2020-01-09,832700.0
2020-06-15,963200.0
2019-10-25,711400.0
2020-03-31,877900.0
2020-06-18,863800.0
2019-04-03,905900.0
2018-08-22,779100.0
2018-10-25,796800.0
2019-01-29,1271200.0
2018-12-28,3882900.0
2018-11-26,949600.0
2019-08-09,1461900.0
2019-07-08,933900.0
2019-06-06,759100.0
2019-09-10,695000.0
2020-01-15,811900.0
2020-04-03,847900.0
2019-10-31,724600.0
2020-04-06,667500.0
2020-06-24,526500.0
2018-11-09,582300.0
2019-07-23,514300.0
2019-06-21,507700.0
2019-05-20,397200.0
2019-04-18,590400.0
2018-09-06,439700.0
2018-10-08,551700.0
2019-02-13,532300.0
2018-12-11,708800.0
2019-09-25,559500.0
2020-01-21,678800.0
2020-04-09,682200.0
2019-11-06,525400.0
2020-01-24,568000.0
2020-01-27,525800.0
2020-04-15,556500.0
2018-12-26,444300.0
2019-08-07,397600.0
2019-06-04,572000.0
2018-09-21,578700.0
2018-07-19,736600.0
2018-08-20,1151300.0
2018-10-23,875400.0
2019-05-03,728400.0
2019-04-01,712100.0
2019-02-28,698100.0
2019-11-12,577200.0
2020-01-30,460600.0
2019-11-15,685600.0
2020-04-21,813500.0
2019-04-16,949200.0
2019-03-15,677900.0
2019-02-11,512100.0
2019-01-10,573400.0
2019-08-22,829200.0
2018-11-07,545400.0
2018-08-03,466200.0
2018-09-04,1026800.0
2019-06-19,615100.0
2019-09-23,1026300.0
2019-11-18,1033400.0
2020-02-05,1318000.0
2020-04-24,3197800.0
2019-03-29,1023700.0
2019-11-21,773500.0
2020-04-27,577200.0
2020-02-11,590700.0
2020-04-30,567300.0
2019-05-01,561600.0
2019-02-26,430900.0
2019-01-25,480800.0
2018-12-24,731900.0
2019-09-06,905100.0
2018-07-17,605400.0
2018-09-19,617800.0
2019-08-05,564900.0
2019-10-08,743500.0
2019-12-11,730100.0
2019-11-27,1684700.0
2020-02-14,640700.0
2020-05-06,561800.0
2019-01-08,619500.0
2018-12-07,784300.0
2019-08-20,793700.0
2018-11-05,590600.0
2019-07-19,330000.0
2018-10-04,481300.0
2019-06-17,622700.0
2019-05-16,729100.0
2018-08-01,595600.0
2019-03-13,537200.0
2019-12-03,651400.0
2020-02-20,741700.0
2019-12-06,1409500.0
2020-05-12,713600.0
2019-12-09,518700.0
2020-02-26,574600.0
2020-05-15,549900.0
2019-03-28,648400.0
2018-09-17,532100.0
2018-08-16,486900.0
2018-10-19,497600.0
2019-04-29,815700.0
2019-01-23,577500.0
2019-09-04,521300.0
2018-11-20,683900.0
2019-07-02,811100.0
2019-05-31,728400.0
2019-12-12,688200.0
2020-05-18,756100.0
2019-09-27,588200.0
2020-03-03,522700.0
2020-05-21,759200.0
2019-05-14,571800.0
2018-08-31,1249300.0
2018-07-30,989200.0
2018-10-02,564200.0
2019-04-12,807100.0
2019-03-11,475800.0
2019-02-07,521100.0
2019-07-17,753000.0
2019-09-19,1098500.0
2019-10-21,1008600.0
2019-12-18,1000700.0
2020-03-06,753400.0
2019-10-03,2707400.0
2020-03-09,16029100.0
2020-05-27,5428100.0
2019-12-24,4016900.0
2020-03-12,3260700.0
2018-12-20,2026000.0
2019-08-01,2181300.0
2018-08-14,2241500.0
2018-07-13,1496700.0
2018-10-17,1872500.0
2019-05-29,1127000.0
2019-03-26,1361700.0
2019-02-22,2201600.0
2019-10-04,1678500.0
2019-11-05,1103200.0
2019-12-27,1947000.0
2020-06-02,2358300.0
2019-12-30,2321800.0
2020-03-18,1417300.0
2020-06-05,1188200.0
2019-07-15,2086000.0
2018-12-03,2313000.0
2019-06-13,4303500.0
2019-01-04,2309400.0
2018-08-29,2242300.0
2019-02-05,1713600.0
2018-11-01,2291100.0
2019-08-16,3518800.0
2019-04-10,1482600.0
2019-09-17,1134300.0
2019-10-15,1241800.0
2020-01-02,763300.0
2020-06-08,720400.0
2019-10-18,722500.0
2020-03-24,1152100.0
2020-06-11,1313200.0
2020-01-08,1673400.0
2019-04-25,989100.0
2019-07-30,951800.0
2019-02-20,885900.0
2018-07-11,655700.0
2018-09-13,1159800.0
2018-10-15,898300.0
2019-06-28,587000.0
2018-12-18,2429800.0
2018-11-16,1528200.0
2019-10-02,1881300.0
2020-03-27,1509100.0
2020-01-10,619500.0
2019-10-24,760900.0
2020-03-30,849600.0
2020-06-17,606900.0
2020-01-14,865400.0
2020-04-02,578600.0
2019-01-02,709400.0
2019-08-14,869600.0
2018-10-30,807100.0
2019-06-11,1107500.0
2019-05-10,1754100.0
2019-04-08,2381500.0
2018-08-27,1840100.0
2018-07-26,2186000.0
2018-09-28,1539100.0
2019-03-07,1405000.0
2019-10-30,661100.0
2020-01-17,1104500.0
2020-06-23,1116500.0
2020-04-08,1354300.0
2020-06-26,2806700.0
2019-03-22,6788500.0
2019-01-17,2728100.0
2019-08-29,1739800.0
2018-11-14,1170900.0
2019-06-26,1208700.0
2018-09-11,993000.0
2018-07-09,1025400.0
2018-08-10,1042500.0
2019-04-23,1319700.0
2019-09-30,1126100.0
2020-01-23,1983600.0
2019-11-08,996600.0
2020-04-14,534400.0
2019-11-11,776800.0
2020-01-29,744500.0
2020-04-17,652900.0
2018-07-24,773800.0
2018-09-26,1182300.0
2019-05-08,921300.0
2019-03-05,880500.0
2019-02-01,1157500.0
2018-12-31,1123400.0
2018-11-29,1580100.0
2019-08-12,1453900.0
2019-07-11,1893900.0
2019-09-13,1479900.0
2019-11-14,1469100.0
2020-04-20,715300.0
2020-02-04,805500.0
2020-04-23,1093900.0
2018-12-14,1068300.0
2019-08-27,904400.0
2018-08-08,786300.0
2018-10-11,837800.0
2018-11-12,636100.0
2019-07-26,477000.0
2019-06-24,621400.0
2019-05-23,730800.0
2019-03-20,947900.0
2019-01-15,961700.0
2019-11-20,687500.0
2020-02-07,1600100.0
2020-02-10,1277800.0
2020-04-29,767600.0
2019-11-26,687900.0
2020-02-13,920500.0
2019-01-30,594700.0
2018-08-23,450000.0
2018-09-24,518300.0
2018-11-27,447000.0
2018-10-26,641900.0
2019-07-09,661700.0
2019-06-07,886000.0
2019-05-06,974300.0
2019-04-04,771500.0
2019-09-11,1047700.0
2019-11-29,1407900.0
2020-05-05,1148500.0
2019-12-02,1062800.0
2020-02-19,913200.0
2020-05-08,1096700.0
2019-05-21,1230300.0
2019-03-18,1823500.0
2018-09-07,1074400.0
2018-08-06,1416500.0
2018-10-09,2371300.0
2019-02-14,2502700.0
2018-12-12,1936500.0
2019-07-24,2258300.0
2019-09-26,2367200.0
2019-10-28,2638300.0
2019-12-05,3077400.0
2020-05-11,1596500.0
2019-07-03,2001500.0
2020-02-25,2198900.0
2020-05-14,1944300.0
2020-02-28,1600200.0
2019-08-08,1223600.0
2019-06-05,1073800.0
2018-07-20,1177500.0
2018-08-21,1233400.0
2018-10-24,1269300.0
2019-04-02,1933300.0
2019-03-01,1870100.0
2019-01-28,1933200.0
2018-12-27,1470200.0
2019-09-09,999500.0
2020-03-02,1003500.0
2020-05-20,972000.0
2019-12-17,1026000.0
2020-03-05,1095200.0
2019-02-12,896100.0
2019-01-11,842400.0
2018-12-10,732200.0
2019-08-23,775200.0
2018-11-08,1292600.0
2019-07-22,818400.0
2019-06-20,1197000.0
2018-09-05,1108100.0
2019-04-17,959900.0
2019-09-24,581800.0
2019-12-20,976700.0
2020-05-26,770300.0
2019-04-30,488300.0
2019-12-23,661400.0
2020-03-11,635000.0
2020-05-29,737900.0
2019-12-26,1589700.0
2020-06-01,1953800.0
2019-05-02,1563700.0
2019-02-27,1121600.0
2018-11-23,1199700.0
2019-08-06,970800.0
2018-07-18,975300.0
2018-09-20,1869400.0
2018-10-22,1052000.0
2019-07-05,1784100.0
2019-06-03,1640500.0
2019-10-09,1652800.0
2019-10-11,2628200.0
2020-03-17,1461900.0
2020-06-04,1334100.0
2019-10-14,1112300.0
2020-03-20,1456600.0
2018-11-06,1189000.0
2019-06-18,1018000.0
2019-05-17,724500.0
2019-04-15,1043500.0
2019-03-14,1408700.0
2019-01-09,1000300.0
2018-08-02,1051500.0
2018-10-05,1207900.0
2019-08-21,1234300.0
2019-10-17,1071300.0
2020-03-23,2438500.0
2020-06-10,1770500.0
2019-02-25,1624900.0
2020-01-07,2011000.0
2020-03-26,2081200.0
2019-10-23,2182400.0
